Date,MOM30IETF.NS
2024-06-24,36.2400016784668
2024-06-25,36.09000015258789
2024-06-26,36.130001068115234
2024-06-27,35.849998474121094
2024-06-28,35.95000076293945
2024-07-01,36.2400016784668
2024-07-02,36.29999923706055
2024-07-03,36.45000076293945
2024-07-04,36.790000915527344
2024-07-05,37.02000045776367
2024-07-08,37.0
2024-07-09,37.130001068115234
2024-07-10,37.040000915527344
2024-07-11,37.08000183105469
2024-07-12,36.90999984741211
2024-07-15,37.16999816894531
2024-07-16,37.02000045776367
2024-07-18,36.470001220703125
2024-07-19,35.56999969482422
2024-07-22,35.880001068115234
2024-07-23,35.599998474121094
2024-07-24,35.66999816894531
2024-07-25,35.86000061035156
2024-07-26,36.70000076293945
2024-07-29,37.2400016784668
2024-07-30,37.290000915527344
2024-07-31,37.5099983215332
2024-08-01,37.45000076293945
2024-08-02,36.650001525878906
2024-08-05,35.5
2024-08-06,34.90999984741211
2024-08-07,36.040000915527344
2024-08-08,35.90999984741211
2024-08-09,36.4900016784668
2024-08-12,36.34000015258789
2024-08-13,35.939998626708984
2024-08-14,35.849998474121094
2024-08-16,36.54999923706055
2024-08-19,36.66999816894531
2024-08-20,36.869998931884766
2024-08-21,37.0
2024-08-22,37.040000915527344
2024-08-23,37.150001525878906
2024-08-26,37.459999084472656
2024-08-28,37.439998626708984
2024-08-29,37.63999938964844
2024-08-30,37.79999923706055
2024-09-02,37.59000015258789
2024-09-03,37.61000061035156
2024-09-04,37.41999816894531
2024-09-05,37.349998474121094
2024-09-06,36.720001220703125
2024-09-09,36.40999984741211
2024-09-10,36.599998474121094
2024-09-11,36.34000015258789
2024-09-12,37.099998474121094
2024-09-13,37.189998626708984
2024-09-16,37.189998626708984
2024-09-17,37.25
2024-09-18,37.11000061035156
2024-09-19,36.66999816894531
2024-09-20,37.189998626708984
2024-09-23,37.91999816894531
2024-09-24,38.150001525878906
2024-09-25,38.11000061035156
2024-09-26,38.45000076293945
2024-09-27,38.720001220703125
2024-09-30,38.33000183105469
2024-10-01,38.5099983215332
2024-10-03,38.310001373291016
2024-10-04,37.439998626708984
2024-10-07,36.540000915527344
2024-10-08,37.54999923706055
2024-10-09,37.849998474121094
2024-10-10,37.97999954223633
2024-10-11,38.08000183105469
2024-10-14,38.27000045776367
2024-10-15,38.2599983215332
2024-10-16,38.08000183105469
2024-10-17,37.11000061035156
2024-10-18,37.38999938964844
2024-10-21,36.83000183105469
2024-10-22,35.970001220703125
2024-10-23,35.66999816894531
2024-10-24,35.7599983215332
2024-10-25,35.02000045776367
2024-10-28,35.220001220703125
2024-10-29,35.56999969482422
2024-10-31,35.209999084472656
2024-11-01,35.5099983215332
2024-11-04,35.02000045776367
2024-11-06,35.79999923706055
2024-11-07,35.36000061035156
2024-11-08,35.06999969482422
2024-11-11,35.04999923706055
2024-11-12,34.34000015258789
2024-11-13,33.66999816894531
2024-11-14,33.61000061035156
2024-11-18,33.54999923706055
2024-11-19,33.79999923706055
2024-11-21,33.27000045776367
2024-11-22,34.13999938964844
2024-11-25,34.689998626708984
2024-11-26,34.439998626708984
2024-11-27,34.90999984741211
2024-11-28,34.630001068115234
2024-11-29,34.939998626708984
2024-12-02,35.20000076293945
2024-12-03,35.619998931884766
2024-12-04,35.61000061035156
2024-12-05,35.79999923706055
2024-12-06,35.9900016784668
2024-12-09,35.9900016784668
2024-12-10,35.91999816894531
2024-12-11,36.029998779296875
2024-12-12,35.81999969482422
2024-12-13,35.959999084472656
2024-12-16,36.04999923706055
2024-12-17,35.54999923706055
2024-12-18,35.15999984741211
2024-12-19,34.869998931884766
2024-12-20,33.81999969482422
2024-12-23,33.91999816894531
2024-12-24,33.88999938964844
2024-12-26,34.209999084472656
2024-12-27,34.08000183105469
2024-12-30,33.540000915527344
2024-12-31,33.34000015258789
2025-01-01,33.47999954223633
2025-01-02,34.06999969482422
2025-01-03,33.81999969482422
2025-01-06,33.11000061035156
2025-01-07,33.0099983215332
2025-01-08,32.369998931884766
2025-01-09,32.06999969482422
2025-01-10,31.84000015258789
2025-01-13,30.700000762939453
2025-01-14,30.8799991607666
2025-01-15,31.190000534057617
2025-01-16,31.209999084472656
2025-01-17,31.170000076293945
2025-01-20,31.270000457763672
2025-01-21,30.190000534057617
2025-01-22,30.059999465942383
2025-01-23,30.75
2025-01-24,30.469999313354492
2025-01-27,29.56999969482422
2025-01-28,29.200000762939453
2025-01-29,29.899999618530273
2025-01-30,29.729999542236328
2025-01-31,30.079999923706055
2025-02-01,30.170000076293945
2025-02-03,30.190000534057617
2025-02-04,30.56999969482422
2025-02-05,30.770000457763672
2025-02-06,30.399999618530273
2025-02-07,30.68000030517578
2025-02-10,30.15999984741211
2025-02-11,29.350000381469727
2025-02-12,29.329999923706055
2025-02-13,29.399999618530273
2025-02-14,28.700000762939453
2025-02-17,28.729999542236328
2025-02-18,28.75
2025-02-19,28.969999313354492
2025-02-20,29.15999984741211
2025-02-21,28.780000686645508
2025-02-24,28.3700008392334
2025-02-25,28.229999542236328
2025-02-27,28.020000457763672
2025-02-28,27.25
2025-03-03,27.309999465942383
2025-03-04,27.200000762939453
2025-03-05,27.93000030517578
2025-03-06,27.899999618530273
2025-03-07,27.690000534057617
2025-03-10,27.260000228881836
2025-03-11,27.389999389648438
2025-03-12,27.239999771118164
2025-03-13,27.100000381469727
2025-03-17,27.239999771118164
2025-03-18,27.989999771118164
2025-03-19,28.239999771118164
2025-03-20,28.510000228881836
2025-03-21,28.729999542236328
2025-03-24,29.010000228881836
2025-03-25,28.760000228881836
2025-03-26,28.6299991607666
2025-03-27,28.709999084472656
2025-03-28,28.540000915527344
2025-04-01,28.100000381469727
2025-04-02,28.559999465942383
2025-04-03,28.290000915527344
2025-04-04,27.450000762939453
2025-04-07,26.389999389648438
2025-04-08,27.059999465942383
2025-04-09,26.690000534057617
2025-04-11,27.31999969482422
2025-04-15,28.09000015258789
2025-04-16,28.200000762939453
2025-04-17,28.469999313354492
2025-04-21,29.110000610351562
2025-04-22,29.229999542236328
2025-04-23,29.75
2025-04-24,29.780000686645508
2025-04-25,29.25
2025-04-28,29.68000030517578
2025-04-29,29.899999618530273
2025-04-30,29.770000457763672
2025-05-02,29.700000762939453
2025-05-05,30.079999923706055
2025-05-06,29.639999389648438
2025-05-07,29.950000762939453
2025-05-08,29.469999313354492
2025-05-09,29.34000015258789
2025-05-12,30.6299991607666
2025-05-13,30.450000762939453
2025-05-14,30.760000228881836
2025-05-15,31.079999923706055
2025-05-16,31.170000076293945
2025-05-19,31.149999618530273
2025-05-20,30.65999984741211
2025-05-21,30.899999618530273
2025-05-22,30.700000762939453
2025-05-23,30.90999984741211
2025-05-26,31.110000610351562
2025-05-27,30.989999771118164
2025-05-28,30.81999969482422
2025-05-29,31.020000457763672
2025-05-30,31.0
2025-06-02,31.0
2025-06-03,30.950000762939453
2025-06-04,31.229999542236328
2025-06-05,31.59000015258789
2025-06-06,31.850000381469727
2025-06-09,32.029998779296875
2025-06-10,32.16999816894531
2025-06-11,32.099998474121094
2025-06-12,31.6299991607666
2025-06-13,31.600000381469727
2025-06-16,31.90999984741211
2025-06-17,31.829999923706055
2025-06-18,31.809999465942383
2025-06-19,31.209999084472656
2025-06-20,32.040000915527344
2025-06-23,32.040000915527344
2025-06-24,32.08000183105469
2025-06-25,32.27000045776367
2025-06-26,32.43000030517578
2025-06-27,32.439998626708984
2025-06-30,32.4900016784668
2025-07-01,32.5
2025-07-02,32.310001373291016
2025-07-03,32.099998474121094
2025-07-04,32.02000045776367
2025-07-07,31.969999313354492
2025-07-08,31.93000030517578
2025-07-09,31.969999313354492
2025-07-10,31.84000015258789
2025-07-11,31.5
2025-07-14,31.530000686645508
2025-07-15,31.729999542236328
2025-07-16,31.65999984741211
2025-07-17,31.479999542236328
2025-07-18,31.25
2025-07-21,31.59000015258789
2025-07-22,31.670000076293945
2025-07-23,31.780000686645508
2025-07-24,31.479999542236328
2025-07-25,31.209999084472656
