Date,MELI34.SA
2019-06-12,20.233333587646484
2019-06-13,20.233333587646484
2019-06-14,20.06999969482422
2019-06-17,20.06999969482422
2019-06-18,20.289165496826172
2019-06-19,20.274166107177734
2019-06-21,20.0625
2019-06-24,20.0625
2019-06-25,19.835832595825195
2019-06-26,19.583332061767578
2019-06-27,19.583332061767578
2019-06-28,19.583332061767578
2019-07-01,19.583332061767578
2019-07-02,20.28333282470703
2019-07-03,20.28333282470703
2019-07-04,20.28333282470703
2019-07-05,20.18083381652832
2019-07-08,20.03583335876465
2019-07-10,19.65333366394043
2019-07-11,19.779165267944336
2019-07-12,19.779165267944336
2019-07-15,19.779165267944336
2019-07-16,19.779165267944336
2019-07-17,20.002500534057617
2019-07-18,20.091665267944336
2019-07-19,19.708332061767578
2019-07-22,19.75
2019-07-23,19.780000686645508
2019-07-24,20.308332443237305
2019-07-25,20.875
2019-07-26,20.875
2019-07-29,20.875
2019-07-30,19.99916648864746
2019-07-31,19.99916648864746
2019-08-01,20.44916534423828
2019-08-02,19.851665496826172
2019-08-05,19.083332061767578
2019-08-06,19.79166603088379
2019-08-07,20.195833206176758
2019-08-08,22.334165573120117
2019-08-09,22.709999084472656
2019-08-12,20.458332061767578
2019-08-13,21.149999618530273
2019-08-14,20.754165649414062
2019-08-15,20.2641658782959
2019-08-16,20.2641658782959
2019-08-19,20.35333251953125
2019-08-20,20.35333251953125
2019-08-21,21.329999923706055
2019-08-22,21.059999465942383
2019-08-23,20.54166603088379
2019-08-26,20.883333206176758
2019-08-27,20.655832290649414
2019-08-28,20.1875
2019-08-29,20.766666412353516
2019-08-30,20.41666603088379
2019-09-02,21.25
2019-09-03,20.133333206176758
2019-09-04,20.333332061767578
2019-09-05,20.799999237060547
2019-09-06,20.616666793823242
2019-09-09,19.54166603088379
2019-09-10,18.725000381469727
2019-09-11,19.0
2019-09-12,19.233333587646484
2019-09-13,19.25
2019-09-16,18.810832977294922
2019-09-17,18.85416603088379
2019-09-18,18.40833282470703
2019-09-19,19.179166793823242
2019-09-20,18.966665267944336
2019-09-23,18.884166717529297
2019-09-24,18.858333587646484
2019-09-25,19.16083335876465
2019-09-26,18.899999618530273
2019-09-27,18.68083381652832
2019-09-30,18.885000228881836
2019-10-01,19.583332061767578
2019-10-02,19.107500076293945
2019-10-03,18.75
2019-10-04,19.083332061767578
2019-10-07,18.78583335876465
2019-10-08,18.245832443237305
2019-10-09,18.16666603088379
2019-10-10,18.731666564941406
2019-10-11,19.16666603088379
2019-10-14,19.16666603088379
2019-10-15,19.3799991607666
2019-10-16,19.125
2019-10-17,19.170000076293945
2019-10-18,18.508333206176758
2019-10-21,18.72333335876465
2019-10-22,18.299999237060547
2019-10-23,18.241666793823242
2019-10-24,18.56833267211914
2019-10-25,18.424999237060547
2019-10-28,18.07416534423828
2019-10-29,18.0
2019-10-30,18.25
2019-10-31,17.41666603088379
2019-11-01,16.330833435058594
2019-11-04,16.375
2019-11-05,16.208332061767578
2019-11-06,16.497499465942383
2019-11-07,16.842500686645508
2019-11-08,17.252500534057617
2019-11-11,17.191665649414062
2019-11-12,17.31916618347168
2019-11-13,17.85333251953125
2019-11-14,18.697500228881836
2019-11-18,18.735000610351562
2019-11-19,18.71500015258789
2019-11-21,18.858333587646484
2019-11-22,19.71500015258789
2019-11-25,20.524999618530273
2019-11-26,20.65833282470703
2019-11-27,20.94499969482422
2019-11-28,20.94499969482422
2019-11-29,20.94499969482422
2019-12-02,19.737499237060547
2019-12-03,20.083332061767578
2019-12-04,20.22916603088379
2019-12-05,20.200000762939453
2019-12-06,20.18000030517578
2019-12-09,20.239166259765625
2019-12-10,20.254165649414062
2019-12-11,19.919166564941406
2019-12-12,19.629165649414062
2019-12-13,19.427499771118164
2019-12-16,19.427499771118164
2019-12-17,19.712499618530273
2019-12-18,19.79666519165039
2019-12-19,19.66666603088379
2019-12-20,20.116666793823242
2019-12-23,20.350000381469727
2019-12-26,20.350000381469727
2019-12-27,20.325000762939453
2019-12-30,19.66666603088379
2020-01-02,20.466665267944336
2020-01-03,20.625
2020-01-06,20.575000762939453
2020-01-07,20.575000762939453
2020-01-08,21.517499923706055
2020-01-09,22.174999237060547
2020-01-10,22.885000228881836
2020-01-13,23.524999618530273
2020-01-14,22.56999969482422
2020-01-15,22.799165725708008
2020-01-16,23.5
2020-01-17,24.583332061767578
2020-01-20,24.583332061767578
2020-01-21,23.211666107177734
2020-01-22,23.141666412353516
2020-01-23,22.983333587646484
2020-01-24,23.149999618530273
2020-01-27,22.998332977294922
2020-01-28,23.691665649414062
2020-01-29,23.558332443237305
2020-01-30,23.799999237060547
2020-01-31,23.700000762939453
2020-02-03,24.125
2020-02-04,25.25
2020-02-05,25.308332443237305
2020-02-06,24.191665649414062
2020-02-07,23.3125
2020-02-10,23.825000762939453
2020-02-11,23.75
2020-02-12,25.25
2020-02-13,26.16666603088379
2020-02-14,26.25
2020-02-17,26.25
2020-02-18,26.683332443237305
2020-02-19,27.024999618530273
2020-02-20,26.958332061767578
2020-02-21,27.16666603088379
2020-02-26,23.16666603088379
2020-02-27,22.941665649414062
2020-02-28,22.424999237060547
2020-03-02,23.875
2020-03-03,23.575000762939453
2020-03-04,24.75
2020-03-05,24.208332061767578
2020-03-06,28.333332061767578
2020-03-09,21.316665649414062
2020-03-10,22.787500381469727
2020-03-11,21.66666603088379
2020-03-12,19.912500381469727
2020-03-13,21.343332290649414
2020-03-16,19.829166412353516
2020-03-17,20.584165573120117
2020-03-18,19.25
2020-03-19,19.75
2020-03-20,18.987499237060547
2020-03-23,20.0
2020-03-24,20.833332061767578
2020-03-25,20.66666603088379
2020-03-26,19.770832061767578
2020-03-27,20.083332061767578
2020-03-30,20.625
2020-03-31,20.799999237060547
2020-04-01,19.5
2020-04-02,20.16666603088379
2020-04-03,20.5
2020-04-06,22.25
2020-04-07,22.958332061767578
2020-04-08,23.16666603088379
2020-04-09,22.441665649414062
2020-04-13,23.274999618530273
2020-04-14,24.458332061767578
2020-04-15,25.833332061767578
2020-04-16,27.16666603088379
2020-04-17,26.75
2020-04-20,26.583332061767578
2020-04-22,27.583332061767578
2020-04-23,27.083332061767578
2020-04-24,29.583332061767578
2020-04-27,28.212499618530273
2020-04-28,27.625
2020-04-29,26.883333206176758
2020-04-30,26.5
2020-05-04,28.25
2020-05-05,28.975000381469727
2020-05-06,32.58333206176758
2020-05-07,36.666664123535156
2020-05-08,37.5
2020-05-11,36.666664123535156
2020-05-12,37.5
2020-05-13,38.0
2020-05-14,37.57500076293945
2020-05-15,37.791664123535156
2020-05-18,38.20000076293945
2020-05-19,38.974998474121094
2020-05-20,38.33333206176758
2020-05-21,37.775001525878906
2020-05-22,37.5
2020-05-25,37.5
2020-05-26,39.166664123535156
2020-05-27,36.666664123535156
2020-05-28,36.87666702270508
2020-05-29,37.916664123535156
