Date,ITX.MC
2015-08-24,22.8057804107666
2015-08-25,23.986663818359375
2015-08-26,23.539731979370117
2015-08-27,24.400793075561523
2015-08-28,24.495098114013672
2015-08-31,24.388492584228516
2015-09-01,23.76934814453125
2015-09-02,23.73654556274414
2015-09-03,24.171178817749023
2015-09-04,23.43722915649414
2015-09-07,23.38392448425293
2015-09-08,23.580732345581055
2015-09-09,23.884157180786133
2015-09-10,23.650440216064453
2015-09-11,23.37982177734375
2015-09-14,23.31011962890625
2015-09-15,23.453628540039062
2015-09-16,24.839521408081055
2015-09-17,25.20855140686035
2015-09-18,24.507400512695312
2015-09-21,24.82721710205078
2015-09-22,24.089168548583984
2015-09-23,24.027667999267578
2015-09-24,23.289615631103516
2015-09-25,24.191679000854492
2015-09-28,23.93745994567871
2015-09-29,23.728343963623047
2015-09-30,24.544301986694336
2015-10-01,24.72881507873535
2015-10-02,24.761619567871094
2015-10-05,25.745683670043945
2015-10-06,26.057308197021484
2015-10-07,25.680084228515625
2015-10-08,25.56117057800293
2015-10-09,25.524272918701172
2015-10-12,25.585777282714844
2015-10-13,25.339757919311523
2015-10-14,24.995332717895508
2015-10-15,25.274154663085938
2015-10-16,25.43816566467285
2015-10-19,25.73748779296875
2015-10-20,25.782588958740234
2015-10-21,26.04090690612793
2015-10-22,26.856863021850586
2015-10-23,27.6810245513916
2015-10-26,27.56211280822754
2015-10-27,27.480104446411133
2015-10-28,27.7999267578125
2015-10-29,28.11565589904785
2015-10-30,27.96803855895996
2015-11-02,27.959842681884766
2015-11-03,27.842079162597656
2015-11-04,27.759735107421875
2015-11-05,28.286758422851562
2015-11-06,27.12152862548828
2015-11-09,27.12152862548828
2015-11-10,27.315046310424805
2015-11-11,27.516803741455078
2015-11-12,27.129762649536133
2015-11-13,26.796253204345703
2015-11-16,26.932130813598633
2015-11-17,27.459156036376953
2015-11-18,26.890953063964844
2015-11-19,26.944482803344727
2015-11-20,27.277996063232422
2015-11-23,27.269760131835938
2015-11-24,26.598617553710938
2015-11-25,27.31916618347168
2015-11-26,27.4056339263916
2015-11-27,27.55797576904297
2015-11-30,28.047954559326172
2015-12-01,27.9697208404541
2015-12-02,28.480281829833984
2015-12-03,27.49209976196289
2015-12-04,27.380931854248047
2015-12-07,27.895610809326172
2015-12-08,27.105060577392578
2015-12-09,26.800369262695312
2015-12-10,26.43803596496582
2015-12-11,26.380395889282227
2015-12-14,25.87394905090332
2015-12-15,26.680967330932617
2015-12-16,26.590383529663086
2015-12-17,27.23682403564453
2015-12-18,26.52861976623535
2015-12-21,25.898653030395508
2015-12-22,26.055116653442383
2015-12-23,26.269222259521484
2015-12-24,26.178640365600586
2015-12-28,25.931589126586914
2015-12-29,26.561561584472656
2015-12-30,26.359804153442383
2015-12-31,26.09629249572754
2016-01-04,25.182218551635742
2016-01-05,25.00929069519043
2016-01-06,24.84870147705078
2016-01-07,24.762245178222656
2016-01-08,24.412260055541992
2016-01-11,24.239328384399414
2016-01-12,24.79106330871582
2016-01-13,24.70871353149414
2016-01-14,24.078746795654297
2016-01-15,23.502307891845703
2016-01-18,23.419960021972656
2016-01-19,23.909929275512695
2016-01-20,23.226442337036133
2016-01-21,23.741119384765625
2016-01-22,24.338144302368164
2016-01-25,24.11992073059082
2016-01-26,24.231094360351562
2016-01-27,24.704599380493164
2016-01-28,24.34226417541504
2016-01-29,24.856943130493164
2016-02-01,25.087520599365234
2016-02-02,24.572839736938477
2016-02-03,24.037572860717773
2016-02-04,23.823467254638672
2016-02-05,23.387020111083984
2016-02-08,22.69116973876953
2016-02-09,22.542945861816406
2016-02-10,23.12761688232422
2016-02-11,22.032384872436523
2016-02-12,22.32472038269043
2016-02-15,22.69116973876953
2016-02-16,22.415302276611328
2016-02-17,23.069976806640625
2016-02-18,23.23055648803711
2016-02-19,23.267614364624023
2016-02-22,23.539363861083984
2016-02-23,23.061744689941406
2016-02-24,22.39472198486328
2016-02-25,23.024681091308594
2016-02-26,23.47348403930664
2016-02-29,23.568185806274414
2016-03-01,24.527551651000977
2016-03-02,24.424612045288086
2016-03-03,24.152860641479492
2016-03-04,24.457550048828125
2016-03-07,24.453432083129883
2016-03-08,24.21874237060547
2016-03-09,24.638717651367188
2016-03-10,24.441085815429688
2016-03-11,24.383440017700195
2016-03-14,24.58519172668457
2016-03-15,24.43696403503418
2016-03-16,24.626367568969727
2016-03-17,24.53166389465332
2016-03-18,24.49873161315918
2016-03-21,24.60165786743164
2016-03-22,24.741657257080078
2016-03-23,24.824005126953125
2016-03-24,24.329912185668945
2016-03-29,24.5234317779541
2016-03-30,24.79517936706543
2016-03-31,24.34638023376465
2016-04-01,23.967578887939453
2016-04-04,24.12403678894043
2016-04-05,23.428194046020508
2016-04-06,23.576414108276367
2016-04-07,23.399372100830078
2016-04-08,23.527009963989258
2016-04-11,23.49407386779785
2016-04-12,23.662887573242188
2016-04-13,23.864643096923828
2016-04-14,23.80288314819336
2016-04-15,23.691707611083984
2016-04-18,23.79876708984375
2016-04-19,24.313440322875977
2016-04-20,24.53578758239746
2016-04-21,24.251680374145508
2016-04-22,24.29285430908203
2016-04-25,24.062280654907227
2016-04-26,23.860525131225586
2016-04-27,24.016984939575195
2016-04-28,23.833938598632812
2016-04-29,23.32638931274414
2016-05-02,23.70496940612793
2016-05-03,23.118375778198242
2016-05-04,22.856281280517578
2016-05-05,23.06429672241211
2016-05-06,22.906208038330078
2016-05-09,23.438716888427734
2016-05-10,23.74657440185547
2016-05-11,23.293109893798828
2016-05-12,23.143342971801758
2016-05-13,23.401277542114258
2016-05-16,23.35967445373535
2016-05-17,23.20574188232422
2016-05-18,23.605121612548828
2016-05-19,23.463680267333984
2016-05-20,23.96290397644043
2016-05-23,23.871379852294922
2016-05-24,24.549495697021484
2016-05-25,24.395566940307617
2016-05-26,24.603580474853516
2016-05-27,25.04456329345703
2016-05-30,25.156888961791992
2016-05-31,25.260894775390625
2016-06-01,25.13608741760254
2016-06-02,25.111125946044922
2016-06-03,24.87815284729004
2016-06-06,24.769987106323242
2016-06-07,24.749189376831055
2016-06-08,24.690942764282227
2016-06-09,24.59109878540039
2016-06-10,24.054431915283203
2016-06-13,23.700809478759766
2016-06-14,23.28062629699707
2016-06-15,24.561973571777344
2016-06-16,24.711746215820312
2016-06-17,24.349802017211914
2016-06-20,25.069522857666016
2016-06-21,25.269214630126953
2016-06-22,25.33161735534668
2016-06-23,25.801725387573242
2016-06-24,24.04610824584961
2016-06-27,23.64257049560547
2016-06-28,24.062746047973633
2016-06-29,24.80327033996582
2016-06-30,24.886474609375
2016-07-01,24.94887924194336
2016-07-04,24.96551513671875
2016-07-05,24.80327033996582
2016-07-06,24.557815551757812
2016-07-07,24.545333862304688
2016-07-08,24.790790557861328
2016-07-11,25.294174194335938
2016-07-12,25.735157012939453
2016-07-13,25.735157012939453
2016-07-14,25.685239791870117
2016-07-15,25.56458854675293
2016-07-18,25.585391998291016
2016-07-19,25.5604305267334
2016-07-20,25.77676010131836
2016-07-21,25.589550018310547
2016-07-22,25.731000900268555
2016-07-25,25.77676010131836
2016-07-26,25.7101993560791
2016-07-27,25.689395904541016
2016-07-28,25.498027801513672
2016-07-29,25.74348258972168
2016-08-01,25.918210983276367
2016-08-02,25.468902587890625
2016-08-03,25.435625076293945
2016-08-04,25.6644344329834
2016-08-05,26.675371170043945
2016-08-08,26.313430786132812
2016-08-09,26.721134185791016
2016-08-10,26.471519470214844
2016-08-11,26.62544822692871
2016-08-12,26.56720542907715
2016-08-15,26.583847045898438
2016-08-16,25.95565414428711
2016-08-17,25.735157012939453
2016-08-18,26.14286231994629
2016-08-19,26.097097396850586
2016-08-22,25.914051055908203
2016-08-23,26.5880069732666
2016-08-24,26.683691024780273
2016-08-25,26.384157180786133
2016-08-26,26.483999252319336
2016-08-29,26.375837326049805
2016-08-30,26.521440505981445
2016-08-31,26.42991828918457
2016-09-01,26.467361450195312
2016-09-02,26.933303833007812
2016-09-05,26.954105377197266
2016-09-06,26.870899200439453
2016-09-07,27.544858932495117
2016-09-08,27.3618106842041
2016-09-09,26.837621688842773
2016-09-12,26.621286392211914
2016-09-13,26.30927085876465
2016-09-14,26.479839324951172
2016-09-15,26.563047409057617
2016-09-16,26.413278579711914
2016-09-19,26.9499454498291
2016-09-20,27.191242218017578
2016-09-21,26.762737274169922
2016-09-22,27.76535415649414
2016-09-23,27.424211502075195
2016-09-26,27.303565979003906
2016-09-27,27.44085121154785
2016-09-28,27.503259658813477
2016-09-29,27.561500549316406
2016-09-30,27.45749855041504
2016-10-03,27.261964797973633
2016-10-04,27.38677406311035
2016-10-05,27.33684730529785
2016-10-06,27.23284149169922
2016-10-07,26.67120933532715
2016-10-10,27.17043685913086
2016-10-11,26.912506103515625
2016-10-12,26.758577346801758
2016-10-13,26.604646682739258
2016-10-14,26.958269119262695
2016-10-17,26.65873146057129
2016-10-18,26.808500289916992
2016-10-19,27.12467384338379
2016-10-20,27.395092010498047
2016-10-21,27.64470672607422
2016-10-24,27.399255752563477
2016-10-25,27.09971046447754
2016-10-26,27.237003326416016
2016-10-27,27.166282653808594
2016-10-28,26.9041805267334
2016-10-31,26.628244400024414
2016-11-01,26.431737899780273
2016-11-02,26.164161682128906
2016-11-03,26.02201271057129
2016-11-04,25.72098731994629
2016-11-07,26.026193618774414
2016-11-08,26.068002700805664
2016-11-09,26.068002700805664
2016-11-10,25.49103355407715
2016-11-11,25.495214462280273
2016-11-14,25.842235565185547
2016-11-15,26.15998077392578
2016-11-16,25.97183609008789
2016-11-17,26.297950744628906
2016-11-18,26.33139991760254
2016-11-21,26.28959083557129
2016-11-22,26.25196075439453
2016-11-23,26.10144805908203
2016-11-24,26.79966163635254
2016-11-25,27.088144302368164
2016-11-28,26.95853614807129
2016-11-29,27.138317108154297
2016-11-30,26.98780632019043
2016-12-01,26.586437225341797
2016-12-02,26.456823348999023
2016-12-05,26.74112892150879
2016-12-06,27.004518508911133
2016-12-07,26.94599151611328
2016-12-08,26.674232482910156
2016-12-09,27.01288604736328
2016-12-12,26.954357147216797
2016-12-13,27.585674285888672
2016-12-14,26.757850646972656
2016-12-15,26.770397186279297
2016-12-16,27.134138107299805
2016-12-19,26.816383361816406
2016-12-20,26.854013442993164
2016-12-21,26.77457618713379
2016-12-22,26.86655616760254
2016-12-23,26.91672706604004
2016-12-27,26.96271514892578
2016-12-28,27.088144302368164
2016-12-29,27.050512313842773
2016-12-30,27.117412567138672
2017-01-02,27.259559631347656
2017-01-03,26.98780632019043
2017-01-04,26.73276710510254
2017-01-05,26.297950744628906
2017-01-06,26.486095428466797
2017-01-09,26.64496612548828
2017-01-10,26.44846534729004
2017-01-11,26.23941993713379
2017-01-12,26.44010353088379
2017-01-13,26.699321746826172
2017-01-16,26.410837173461914
2017-01-17,26.25196075439453
2017-01-18,26.214332580566406
2017-01-19,26.109813690185547
2017-01-20,25.92167091369629
2017-01-23,25.976022720336914
2017-01-24,25.93839454650879
