Date,BAG.L
2023-03-06,537.6173095703125
2023-03-07,538.6166381835938
2023-03-08,538.6166381835938
2023-03-09,529.6229858398438
2023-03-10,524.6266479492188
2023-03-13,519.630126953125
2023-03-14,526.6251220703125
2023-03-15,523.6273193359375
2023-03-16,542.61376953125
2023-03-17,545.6116333007812
2023-03-20,538.6166381835938
2023-03-21,536.6179809570312
2023-03-22,543.6130981445312
2023-03-23,545.6116333007812
2023-03-24,542.61376953125
2023-03-27,541.6144409179688
2023-03-28,508.6379699707031
2023-03-29,504.64080810546875
2023-03-30,500.6436462402344
2023-03-31,503.6415100097656
2023-04-03,499.6443786621094
2023-04-04,501.6429748535156
2023-04-05,497.14617919921875
2023-04-06,506.6393737792969
2023-04-11,507.638671875
2023-04-12,506.6393737792969
2023-04-13,504.64080810546875
2023-04-14,506.6393737792969
2023-04-17,504.64080810546875
2023-04-18,497.6457824707031
2023-04-19,501.6429748535156
2023-04-20,504.64080810546875
2023-04-21,506.6393737792969
2023-04-24,504.64080810546875
2023-04-25,505.6401062011719
2023-04-26,506.6393737792969
2023-04-27,504.64080810546875
2023-04-28,502.6422424316406
2023-05-02,514.6337280273438
2023-05-03,519.630126953125
2023-05-04,527.6244506835938
2023-05-05,525.6259155273438
2023-05-09,529.6229858398438
2023-05-10,522.6279907226562
2023-05-11,513.738525390625
2023-05-12,510.74005126953125
2023-05-15,516.737060546875
2023-05-16,516.737060546875
2023-05-17,516.737060546875
2023-05-18,517.7365112304688
2023-05-19,519.7354125976562
2023-05-22,517.7365112304688
2023-05-23,516.737060546875
2023-05-24,514.7379760742188
2023-05-25,515.7374877929688
2023-05-26,509.7405700683594
2023-05-30,507.7416076660156
2023-05-31,504.74310302734375
2023-06-01,505.7425842285156
2023-06-02,506.7420654296875
2023-06-05,514.7379760742188
2023-06-06,516.737060546875
2023-06-07,515.7374877929688
2023-06-08,507.7416076660156
2023-06-09,496.7471618652344
2023-06-12,485.2530212402344
2023-06-13,489.7507629394531
2023-06-14,489.7507629394531
2023-06-15,486.75225830078125
2023-06-16,478.2566223144531
2023-06-19,476.257568359375
2023-06-20,479.2560729980469
2023-06-21,475.75787353515625
2023-06-22,472.2596435546875
2023-06-23,469.26116943359375
2023-06-26,457.26727294921875
2023-06-27,451.27032470703125
2023-06-28,461.7649841308594
2023-06-29,464.2637023925781
2023-06-30,469.76092529296875
2023-07-03,463.26422119140625
2023-07-04,464.7634582519531
2023-07-05,465.7629699707031
2023-07-06,459.2662658691406
2023-07-07,455.2682800292969
2023-07-10,454.7685546875
2023-07-11,454.7685546875
2023-07-12,459.7659912109375
