Date,ADS.DE
2015-08-24,57.7301025390625
2015-08-25,59.51604461669922
2015-08-26,58.96303176879883
2015-08-27,60.72177505493164
2015-08-28,60.730838775634766
2015-08-31,60.48606872558594
2015-09-01,59.26220703125
2015-09-02,59.588565826416016
2015-09-03,60.99374008178711
2015-09-04,59.089962005615234
2015-09-07,59.425384521484375
2015-09-08,60.20504379272461
2015-09-09,60.05091857910156
2015-09-10,59.579498291015625
2015-09-11,59.47977828979492
2015-09-14,59.624820709228516
2015-09-15,59.31660079956055
2015-09-16,60.6311149597168
2015-09-17,62.85219955444336
2015-09-18,63.61371612548828
2015-09-21,64.17578887939453
2015-09-22,62.91566848754883
2015-09-23,62.797813415527344
2015-09-24,62.13602066040039
2015-09-25,64.71064758300781
2015-09-28,64.25738525390625
2015-09-29,63.98540496826172
2015-09-30,65.28179931640625
2015-10-01,65.00076293945312
2015-10-02,65.09142303466797
2015-10-05,66.5963134765625
2015-10-06,67.59355163574219
2015-10-07,67.68419647216797
2015-10-08,68.2009506225586
2015-10-09,69.17096710205078
2015-10-12,68.7176742553711
2015-10-13,68.27346801757812
2015-10-14,68.9896469116211
2015-10-15,69.91434478759766
2015-10-16,69.4882583618164
2015-10-19,69.57890319824219
2015-10-20,69.85994720458984
2015-10-21,71.53710174560547
2015-10-22,72.66124725341797
2015-10-23,73.80351257324219
2015-10-26,74.17520141601562
2015-10-27,74.14802551269531
2015-10-28,75.42626953125
2015-10-29,74.5831527709961
2015-10-30,73.93045043945312
2015-11-02,73.2505111694336
2015-11-03,73.61312866210938
2015-11-04,74.4653091430664
2015-11-05,80.8747329711914
2015-11-06,79.7868423461914
2015-11-09,78.64457702636719
2015-11-10,79.9590835571289
2015-11-11,81.39146423339844
2015-11-12,78.56299591064453
2015-11-13,77.73802185058594
2015-11-16,77.80146789550781
2015-11-17,78.39981842041016
2015-11-18,78.78962707519531
2015-11-19,79.49674987792969
2015-11-20,79.859375
2015-11-23,81.0288314819336
2015-11-24,79.38796997070312
2015-11-25,81.40961456298828
2015-11-26,81.88101196289062
2015-11-27,81.11044311523438
2015-11-30,83.0323486328125
2015-12-01,84.2290267944336
