Date,CGAS5.SA
2015-08-24,12.165243148803711
2015-08-25,12.245769500732422
2015-08-26,12.454540252685547
2015-08-27,12.436640739440918
2015-08-28,12.436640739440918
2015-08-31,12.466468811035156
2015-09-01,12.075776100158691
2015-09-02,12.227875709533691
2015-09-03,12.639448165893555
2015-09-04,12.64540958404541
2015-09-08,12.913830757141113
2015-09-09,12.884007453918457
2015-09-10,12.526115417480469
2015-09-11,12.466468811035156
2015-09-14,12.64243221282959
2015-09-15,12.51418685913086
2015-09-16,12.913830757141113
2015-09-17,13.012249946594238
2015-09-18,12.824359893798828
2015-09-21,12.943657875061035
2015-09-22,12.809446334838867
2015-09-23,12.755762100219727
2015-09-24,12.737869262695312
2015-09-25,14.011358261108398
2015-09-28,13.042074203491211
2015-09-29,13.122599601745605
2015-09-30,13.450660705566406
2015-10-01,13.405927658081055
2015-10-02,13.152422904968262
2015-10-05,13.137511253356934
2015-10-06,13.152422904968262
2015-10-07,13.182243347167969
2015-10-08,13.423822402954102
2015-10-09,13.719080924987793
2015-10-13,13.420841217041016
2015-10-14,13.152422904968262
2015-10-15,13.376104354858398
2015-10-16,13.170316696166992
2015-10-19,13.304521560668945
2015-10-20,12.740849494934082
2015-10-21,12.484363555908203
2015-10-22,12.242789268493652
2015-10-23,12.138404846191406
2015-10-26,12.227875709533691
2015-10-27,12.362085342407227
2015-10-28,12.25770092010498
2015-10-29,12.12051010131836
2015-10-30,12.048931121826172
2015-11-03,12.198055267333984
2015-11-04,12.108577728271484
2015-11-05,12.138404846191406
2015-11-06,12.168228149414062
2015-11-09,12.138404846191406
2015-11-10,12.016125679016113
2015-11-11,12.078755378723145
2015-11-12,12.078755378723145
2015-11-13,12.078755378723145
2015-11-16,12.04296875
2015-11-17,12.078755378723145
2015-11-18,12.078755378723145
2015-11-19,12.063843727111816
2015-11-23,12.108577728271484
2015-11-24,12.048931121826172
2015-11-25,12.215946197509766
2015-11-26,12.198055267333984
2015-11-27,12.21296501159668
2015-11-30,12.347171783447266
2015-12-01,12.347171783447266
2015-12-02,12.272612571716309
2015-12-03,12.227875709533691
2015-12-04,12.168228149414062
2015-12-07,12.168228149414062
2015-12-08,12.123492240905762
2015-12-09,12.093669891357422
2015-12-10,12.019108772277832
2015-12-11,11.929636001586914
2015-12-14,11.944548606872559
2015-12-15,12.299453735351562
2015-12-16,12.227875709533691
2015-12-17,12.666295051574707
2015-12-18,12.626070976257324
2015-12-21,12.72815227508545
2015-12-22,12.664351463317871
2015-12-23,12.734530448913574
2015-12-28,12.56865119934082
2015-12-29,12.638830184936523
2015-12-30,12.632453918457031
2016-01-04,12.472949981689453
2016-01-05,13.110955238342285
2016-01-06,12.661163330078125
2016-01-07,12.41553020477295
2016-01-08,12.32620620727539
2016-01-11,11.962553024291992
2016-01-12,11.882796287536621
2016-01-13,12.122052192687988
2016-01-14,12.026350021362305
2016-01-15,11.803051948547363
2016-01-18,11.77752685546875
2016-01-19,11.917888641357422
2016-01-20,11.799856185913086
2016-01-21,11.742437362670898
2016-01-22,11.774341583251953
2016-01-26,11.803051948547363
2016-01-27,12.750481605529785
2016-01-28,12.498473167419434
2016-01-29,12.897221565246582
2016-02-01,13.07905387878418
2016-02-02,13.311924934387207
2016-02-03,13.7011079788208
2016-02-04,13.286407470703125
2016-02-05,13.78085708618164
2016-02-10,13.586267471313477
2016-02-11,13.398053169250488
2016-02-12,13.7011079788208
2016-02-15,13.525651931762695
2016-02-16,13.876555442810059
2016-02-17,14.036055564880371
2016-02-18,13.681966781616211
2016-02-19,14.95828628540039
2016-02-22,14.852947235107422
2016-02-23,15.093118667602539
2016-02-24,14.949860572814941
2016-02-25,15.042556762695312
2016-02-26,14.75182056427002
2016-02-29,14.895081520080566
2016-03-01,15.83892822265625
2016-03-02,15.851569175720215
2016-03-03,15.885281562805176
2016-03-04,15.843145370483398
2016-03-07,15.965336799621582
2016-03-08,15.885281562805176
2016-03-09,16.011688232421875
2016-03-10,15.640889167785645
2016-03-11,16.011688232421875
2016-03-14,15.817859649658203
2016-03-15,16.049610137939453
2016-03-16,15.746227264404297
2016-03-17,15.77572250366211
2016-03-18,15.737802505493164
2016-03-21,16.011688232421875
2016-03-22,15.990618705749512
2016-03-23,15.801008224487305
2016-03-24,16.22236442565918
2016-03-28,16.441469192504883
2016-03-29,16.64373016357422
2016-03-30,16.64373016357422
2016-03-31,16.43305015563965
2016-04-01,16.411977767944336
2016-04-04,16.22236442565918
2016-04-05,16.05382537841797
2016-04-06,16.117027282714844
2016-04-07,16.0791072845459
2016-04-08,15.927412986755371
2016-04-11,16.03275489807129
2016-04-12,16.00326156616211
2016-04-13,15.961121559143066
2016-04-14,16.011688232421875
2016-04-15,16.011688232421875
2016-04-18,15.96955394744873
2016-04-19,15.927412986755371
2016-04-20,15.96955394744873
2016-04-22,15.923201560974121
2016-04-25,15.927412986755371
2016-04-26,15.872637748718262
2016-04-27,16.03275489807129
2016-04-28,16.011688232421875
2016-04-29,16.951318740844727
2016-05-02,16.812274932861328
2016-05-03,16.28978157043457
2016-05-04,16.49625015258789
2016-05-05,16.209726333618164
2016-05-06,16.732210159301758
2016-05-09,16.71535873413086
2016-05-10,17.612852096557617
2016-05-11,18.919069290161133
2016-05-12,16.74906349182129
2016-05-13,16.854412078857422
2016-05-16,17.191492080688477
2016-05-17,17.40639305114746
2016-05-18,17.28419303894043
2016-05-19,17.966796875
2016-05-20,18.118486404418945
2016-05-23,18.118486404418945
2016-05-24,18.43450927734375
2016-05-25,18.855867385864258
2016-05-27,19.597463607788086
2016-05-30,19.378353118896484
2016-05-31,18.96120834350586
2016-06-01,19.070762634277344
2016-06-02,19.336217880249023
