Date,PST.MI
2015-10-27,3.756016492843628
2015-10-28,3.756016492843628
2015-10-29,3.593442916870117
2015-10-30,3.6438958644866943
2015-11-02,3.699955940246582
2015-11-03,3.6887450218200684
2015-11-04,3.669123411178589
2015-11-05,3.671926498413086
2015-11-06,3.7279868125915527
2015-11-09,3.652306318283081
2015-11-10,3.750411033630371
2015-11-11,3.750411033630371
2015-11-12,3.756016492843628
2015-11-13,3.7840464115142822
2015-11-16,3.7840464115142822
2015-11-17,3.7896530628204346
2015-11-18,3.7840464115142822
2015-11-19,3.8148796558380127
2015-11-20,3.806471109390259
2015-11-23,3.7840464115142822
2015-11-24,3.8008644580841064
2015-11-25,3.806471109390259
2015-11-26,3.8597283363342285
2015-11-27,3.9522266387939453
2015-11-30,3.9494235515594482
2015-12-01,3.941014528274536
2015-12-02,4.019498348236084
2015-12-03,4.00268030166626
2015-12-04,3.957831621170044
2015-12-07,4.008286476135254
2015-12-08,4.02510404586792
2015-12-09,3.9746503829956055
2015-12-10,3.9522266387939453
2015-12-11,3.896167039871216
2015-12-14,3.7840464115142822
2015-12-15,3.834500551223755
2015-12-16,3.8737428188323975
2015-12-17,3.9774537086486816
2015-12-18,4.013892650604248
2015-12-21,3.9886651039123535
2015-12-22,3.9774537086486816
2015-12-23,4.008286476135254
2015-12-28,3.9802567958831787
2015-12-29,4.008286476135254
2015-12-30,3.9802567958831787
2015-12-31,3.9802567958831787
2016-01-04,3.9045751094818115
2016-01-05,4.036316871643066
2016-01-06,3.9746503829956055
2016-01-07,3.9522266387939453
2016-01-08,3.9157874584198
2016-01-11,3.8793482780456543
2016-01-12,3.9718477725982666
2016-01-13,4.019498348236084
2016-01-14,3.9970741271972656
2016-01-15,3.946620225906372
2016-01-18,3.8288938999176025
2016-01-19,3.756016492843628
2016-01-20,3.5485949516296387
2016-01-21,3.6859424114227295
2016-01-22,3.7335927486419678
2016-01-25,3.65510892868042
2016-01-26,3.761622190475464
2016-01-27,3.8092737197875977
2016-01-28,3.730790138244629
2016-01-29,3.8260912895202637
2016-02-01,3.7223803997039795
2016-02-02,3.6438958644866943
2016-02-03,3.5317776203155518
2016-02-04,3.5485949516296387
2016-02-05,3.3551878929138184
2016-02-08,3.0048136711120605
2016-02-09,2.8982996940612793
2016-02-10,3.17018985748291
2016-02-11,3.0328431129455566
2016-02-12,3.0440547466278076
2016-02-15,3.136554479598999
2016-02-16,3.1225390434265137
2016-02-17,3.2486743927001953
2016-02-18,3.234658718109131
2016-02-19,3.304733991622925
2016-02-22,3.422459840774536
2016-02-23,3.346778631210327
2016-02-24,3.313142776489258
2016-02-25,3.408445119857788
2016-02-26,3.408445119857788
2016-02-29,3.4560956954956055
2016-03-01,3.5149588584899902
2016-03-02,3.4841256141662598
2016-03-03,3.4532926082611084
2016-03-04,3.422459840774536
2016-03-07,3.4757168292999268
2016-03-08,3.4364752769470215
2016-03-09,3.4588987827301025
2016-03-10,3.433671236038208
2016-03-11,3.6130638122558594
2016-03-14,3.6382904052734375
2016-03-15,3.6354877948760986
2016-03-16,3.607457399368286
2016-03-17,3.587836265563965
2016-03-18,3.6018521785736084
2016-03-21,3.6438958644866943
2016-03-22,3.671926498413086
2016-03-23,3.7952587604522705
2016-03-24,3.778439998626709
2016-03-29,3.7139718532562256
2016-03-30,3.7840464115142822
2016-03-31,3.7279868125915527
2016-04-01,3.677532196044922
2016-04-04,3.6158664226531982
2016-04-05,3.512155294418335
2016-04-06,3.5682148933410645
2016-04-07,3.585033655166626
2016-04-08,3.60465407371521
2016-04-11,3.6382904052734375
2016-04-12,3.6214725971221924
2016-04-13,3.699955940246582
2016-04-14,3.632685422897339
2016-04-15,3.6298820972442627
2016-04-18,3.657911777496338
2016-04-19,3.6270787715911865
2016-04-20,3.674729108810425
2016-04-21,3.6214725971221924
2016-04-22,3.680335521697998
2016-04-25,3.671926498413086
2016-04-26,3.744804620742798
2016-04-27,3.7924561500549316
2016-04-28,3.8008644580841064
2016-04-29,3.739199161529541
2016-05-02,3.7223803997039795
2016-05-03,3.6831395626068115
2016-05-04,3.767228603363037
2016-05-05,3.7980611324310303
2016-05-06,3.761622190475464
2016-05-09,3.7279868125915527
2016-05-10,3.775636911392212
2016-05-11,3.699955940246582
2016-05-12,3.7588188648223877
2016-05-13,3.7868497371673584
2016-05-16,3.7840464115142822
2016-05-17,3.6887450218200684
2016-05-18,3.7896530628204346
2016-05-19,3.739199161529541
2016-05-20,3.739199161529541
2016-05-23,3.747607469558716
2016-05-24,3.831697702407837
2016-05-25,3.837303638458252
2016-05-26,3.806471109390259
2016-05-27,3.778439998626709
2016-05-30,3.8597283363342285
2016-05-31,3.856924057006836
2016-06-01,3.8288938999176025
2016-06-02,3.8681368827819824
2016-06-03,3.845712661743164
2016-06-06,3.854121208190918
2016-06-07,3.924197196960449
2016-06-08,3.932605266571045
2016-06-09,3.924197196960449
2016-06-10,3.84010648727417
2016-06-13,3.781242847442627
2016-06-14,3.7840464115142822
2016-06-15,3.8008644580841064
2016-06-16,3.7644259929656982
2016-06-17,3.8765454292297363
2016-06-20,3.9649834632873535
2016-06-21,3.9148685932159424
2016-06-22,3.9060258865356445
2016-06-23,3.9502437114715576
2016-06-24,3.6377615928649902
2016-06-27,3.4225618839263916
2016-06-28,3.513948440551758
2016-06-29,3.508051872253418
2016-06-30,3.513948440551758
2016-07-01,3.605334520339966
2016-07-04,3.525739908218384
2016-07-05,3.437302350997925
2016-07-06,3.3989782333374023
2016-07-07,3.3724472522735596
2016-07-08,3.499208688735962
2016-07-11,3.508051872253418
2016-07-12,3.658397674560547
2016-07-13,3.6495542526245117
2016-07-14,3.735044240951538
2016-07-15,3.670189619064331
2016-07-18,3.6731371879577637
2016-07-19,3.6525025367736816
2016-07-20,3.708512783050537
2016-07-21,3.696721076965332
2016-07-22,3.6554501056671143
2016-07-25,3.646605968475342
2016-07-26,3.6554501056671143
2016-07-27,3.646605968475342
2016-07-28,3.602386713027954
2016-07-29,3.670189619064331
2016-08-01,3.5846989154815674
2016-08-02,3.5286874771118164
2016-08-03,3.6525025367736816
2016-08-04,3.708512783050537
2016-08-05,3.8028464317321777
2016-08-08,3.7822108268737793
2016-08-09,3.8087422847747803
2016-08-10,3.814638137817383
2016-08-11,3.867701530456543
2016-08-12,3.879493236541748
2016-08-16,3.799898624420166
2016-08-17,3.723252296447754
2016-08-18,3.761575698852539
2016-08-19,3.667240858078003
2016-08-22,3.6819815635681152
2016-08-23,3.7438881397247314
2016-08-24,3.7026169300079346
2016-08-25,3.6613454818725586
2016-08-26,3.6790339946746826
2016-08-29,3.6259701251983643
2016-08-30,3.693772554397583
2016-08-31,3.6849300861358643
2016-09-01,3.696721076965332
2016-09-02,3.705564498901367
2016-09-05,3.7173571586608887
2016-09-06,3.7026169300079346
2016-09-07,3.776315450668335
2016-09-08,3.764523983001709
2016-09-09,3.6525025367736816
2016-09-12,3.564063549041748
2016-09-13,3.617126941680908
2016-09-14,3.6377615928649902
2016-09-15,3.6141791343688965
2016-09-16,3.5817511081695557
2016-09-19,3.605334520339966
2016-09-20,3.5846989154815674
2016-09-21,3.5994389057159424
2016-09-22,3.6082828044891357
2016-09-23,3.617126941680908
2016-09-26,3.5876474380493164
2016-09-27,3.5876474380493164
2016-09-28,3.5788040161132812
2016-09-29,3.5729076862335205
2016-09-30,3.5994389057159424
2016-10-03,3.5876474380493164
2016-10-04,3.6259701251983643
2016-10-05,3.6554501056671143
2016-10-06,3.5817511081695557
2016-10-07,3.5581674575805664
2016-10-10,3.6495542526245117
2016-10-11,3.5876474380493164
2016-10-12,3.5611155033111572
2016-10-13,3.5021562576293945
2016-10-14,3.5463755130767822
2016-10-17,3.5670111179351807
2016-10-18,3.516896963119507
2016-10-19,3.5758559703826904
2016-10-20,3.5758559703826904
2016-10-21,3.602386713027954
2016-10-24,3.643657684326172
2016-10-25,3.6230220794677734
2016-10-26,3.643657684326172
2016-10-27,3.646605968475342
2016-10-28,3.6082828044891357
2016-10-31,3.5758559703826904
2016-11-01,3.5670111179351807
2016-11-02,3.511000871658325
2016-11-03,3.5463755130767822
2016-11-04,3.4903650283813477
2016-11-07,3.5198442935943604
2016-11-08,3.552272081375122
2016-11-09,3.5729076862335205
2016-11-10,3.5434281826019287
2016-11-11,3.5198442935943604
2016-11-14,3.5316362380981445
2016-11-15,3.5227928161621094
2016-11-16,3.478573799133301
2016-11-17,3.4402501583099365
2016-11-18,3.3665506839752197
2016-11-21,3.331176519393921
2016-11-22,3.331176519393921
2016-11-23,3.32528018951416
2016-11-24,3.3193836212158203
2016-11-25,3.310540199279785
2016-11-28,3.2663211822509766
2016-11-29,3.396031141281128
2016-11-30,3.4579379558563232
2016-12-01,3.4608850479125977
2016-12-02,3.4520421028137207
2016-12-05,3.4579379558563232
2016-12-06,3.5788040161132812
2016-12-07,3.643657684326172
2016-12-08,3.6790339946746826
2016-12-09,3.646605968475342
2016-12-12,3.6731371879577637
2016-12-13,3.7026169300079346
2016-12-14,3.6554501056671143
2016-12-15,3.732095718383789
2016-12-16,3.746835708618164
2016-12-19,3.6731371879577637
2016-12-20,3.737993001937866
2016-12-21,3.708512783050537
2016-12-22,3.7291483879089355
2016-12-23,3.7792632579803467
2016-12-27,3.7822108268737793
2016-12-28,3.7409403324127197
