Date,ANDR.VI
2015-08-24,29.889036178588867
2015-08-25,30.773880004882812
2015-08-26,30.21596908569336
2015-08-27,31.23939323425293
2015-08-28,31.342449188232422
2015-08-31,30.36166000366211
2015-09-01,29.508808135986328
2015-09-02,28.751901626586914
2015-09-03,28.847843170166016
2015-09-04,28.641735076904297
2015-09-07,28.989992141723633
2015-09-08,29.793087005615234
2015-09-09,29.849946975708008
2015-09-10,30.105806350708008
2015-09-11,30.21596908569336
2015-09-14,29.93878936767578
2015-09-15,30.180429458618164
2015-09-16,30.770320892333984
2015-09-17,30.276378631591797
2015-09-18,28.883378982543945
2015-09-21,29.13923454284668
2015-09-22,28.50314712524414
2015-09-23,28.179777145385742
2015-09-24,27.103046417236328
2015-09-25,27.931018829345703
2015-09-28,28.254398345947266
2015-09-29,28.293493270874023
2015-09-30,28.59909439086914
2015-10-01,28.343236923217773
2015-10-02,28.40009117126465
2015-10-05,29.06816864013672
2015-10-06,29.352453231811523
2015-10-07,29.6331787109375
2015-10-08,29.56566047668457
2015-10-09,29.41996955871582
2015-10-12,29.533679962158203
2015-10-13,29.093042373657227
2015-10-14,29.050397872924805
2015-10-15,30.105806350708008
2015-10-16,30.52867889404297
2015-10-19,30.44695281982422
2015-10-20,30.681486129760742
2015-10-21,31.093692779541016
2015-10-22,32.390750885009766
2015-10-23,32.5506591796875
2015-10-27,32.1953010559082
2015-10-28,32.543556213378906
2015-10-29,32.5506591796875
2015-10-30,32.5506591796875
2015-11-02,32.47958755493164
2015-11-03,32.3232307434082
2015-11-04,32.3871955871582
2015-11-05,32.54710388183594
2015-11-06,34.09291076660156
2015-11-09,34.419837951660156
2015-11-10,34.274139404296875
2015-11-11,34.668582916259766
2015-11-12,34.16398239135742
2015-11-13,34.12489318847656
2015-11-16,34.3096809387207
2015-11-17,34.956424713134766
2015-11-18,34.778743743896484
2015-11-19,34.995513916015625
2015-11-20,35.002620697021484
2015-11-23,35.318885803222656
2015-11-24,34.54065704345703
2015-11-25,34.988407135009766
2015-11-26,35.2762451171875
2015-11-27,35.3721923828125
2015-11-30,35.297569274902344
2015-12-01,35.30467224121094
2015-12-02,35.535648345947266
2015-12-03,34.618831634521484
2015-12-04,34.56908416748047
2015-12-07,35.148319244384766
2015-12-09,33.05526351928711
2015-12-10,33.58119583129883
2015-12-11,32.82073211669922
2015-12-14,32.30546951293945
2015-12-15,32.653717041015625
2015-12-16,32.90601348876953
2015-12-17,32.40496063232422
2015-12-18,31.996301651000977
2015-12-21,32.27347946166992
2015-12-22,32.621734619140625
2015-12-23,32.69636154174805
2015-12-28,32.55777359008789
2015-12-29,32.13844680786133
2015-12-30,32.01762771606445
2016-01-04,30.841394424438477
2016-01-05,31.34600257873535
2016-01-07,31.004858016967773
2016-01-08,30.47537612915039
2016-01-11,30.251501083374023
2016-01-12,30.368770599365234
2016-01-13,30.987083435058594
2016-01-14,30.16621971130371
2016-01-15,29.913917541503906
2016-01-18,29.412858963012695
2016-01-19,30.19109344482422
2016-01-20,29.423521041870117
2016-01-21,29.803754806518555
2016-01-22,30.78453826904297
2016-01-25,30.557109832763672
2016-01-26,30.47892951965332
2016-01-27,30.46826934814453
2016-01-28,29.718467712402344
2016-01-29,30.38298797607422
2016-02-01,30.31191635131836
2016-02-02,30.03118133544922
2016-02-03,29.171220779418945
2016-02-04,29.41996955871582
2016-02-05,29.64739990234375
2016-02-08,28.392988204956055
2016-02-09,28.407201766967773
2016-02-10,28.346792221069336
2016-02-11,27.497493743896484
2016-02-12,28.016307830810547
2016-02-15,28.936681747436523
2016-02-16,28.979328155517578
2016-02-17,30.948001861572266
2016-02-18,30.290592193603516
2016-02-19,30.542892456054688
2016-02-22,30.99064826965332
2016-02-23,30.685033798217773
2016-02-24,29.825077056884766
2016-02-25,30.02762794494629
2016-02-26,30.770320892333984
2016-02-29,31.36732292175293
2016-03-01,31.744001388549805
2016-03-02,32.09580612182617
2016-03-03,32.0034065246582
2016-03-04,33.616729736328125
2016-03-07,34.387855529785156
2016-03-08,34.601070404052734
2016-03-09,34.970638275146484
2016-03-10,33.96498489379883
2016-03-11,33.904571533203125
2016-03-14,34.68279266357422
2016-03-15,34.48735809326172
2016-03-16,34.64015197753906
2016-03-17,34.81428527832031
2016-03-18,34.320335388183594
2016-03-21,34.24215316772461
2016-03-22,34.65436935424805
2016-03-23,34.71478271484375
2016-03-24,33.45326614379883
2016-03-29,33.83705139160156
2016-03-30,34.355873107910156
2016-03-31,34.29545593261719
2016-04-01,34.145572662353516
2016-04-04,34.712223052978516
2016-04-05,33.86772918701172
2016-04-06,34.31373977661133
2016-04-07,34.01030349731445
2016-04-08,34.37588882446289
2016-04-11,34.36126708984375
2016-04-12,34.072452545166016
2016-04-13,34.45631790161133
2016-04-14,35.286197662353516
2016-04-15,34.986419677734375
2016-04-18,35.19845199584961
2016-04-19,36.229400634765625
2016-04-20,36.33542251586914
2016-04-21,35.82360076904297
2016-04-22,35.68833923339844
2016-04-25,35.32640838623047
2016-04-26,35.3154411315918
2016-04-27,35.15824508666992
2016-04-28,35.761451721191406
2016-04-29,35.761451721191406
2016-05-02,35.41049575805664
2016-05-03,34.397823333740234
2016-05-04,33.45096206665039
2016-05-06,33.23161315917969
2016-05-09,33.20602035522461
2016-05-10,33.23161315917969
2016-05-11,32.851402282714844
2016-05-12,32.5406608581543
2016-05-13,32.49678039550781
2016-05-17,32.65398406982422
2016-05-18,32.310333251953125
2016-05-19,32.09830093383789
2016-05-20,32.73441696166992
2016-05-23,32.741729736328125
2016-05-24,33.26817321777344
2016-05-25,33.38880920410156
2016-05-27,33.08537673950195
2016-05-30,33.081722259521484
2016-05-31,33.469242095947266
