Date,IPF.L
2016-04-21,273.8744812011719
2016-04-22,276.3606262207031
2016-04-25,277.4545593261719
2016-04-26,277.4545593261719
2016-04-27,286.90191650390625
2016-04-28,277.0567321777344
2016-04-29,266.11767578125
2016-05-03,259.4548034667969
2016-05-04,243.1456756591797
2016-05-05,248.11795043945312
2016-05-06,248.61517333984375
2016-05-09,244.6373748779297
2016-05-10,243.64288330078125
2016-05-11,244.2395782470703
2016-05-12,242.05172729492188
2016-05-13,244.8362274169922
2016-05-16,244.2395782470703
2016-05-17,251.5985870361328
2016-05-18,255.47694396972656
2016-05-19,253.58746337890625
2016-05-20,263.0348815917969
2016-05-23,263.5321044921875
2016-05-24,271.985107421875
2016-05-25,279.24456787109375
2016-05-26,273.9738464355469
2016-05-27,272.8800048828125
2016-05-31,276.4600830078125
2016-06-01,274.9683837890625
2016-06-02,279.7418212890625
2016-06-03,279.4434509277344
2016-06-06,286.2057800292969
2016-06-07,290.18359375
2016-06-08,289.08978271484375
2016-06-09,286.6036376953125
2016-06-10,280.5373840332031
2016-06-13,265.42156982421875
2016-06-14,257.36639404296875
2016-06-15,259.65374755859375
2016-06-16,248.91354370117188
2016-06-17,275.8634338378906
2016-06-20,291.3770446777344
2016-06-21,289.3880615234375
2016-06-22,290.8797912597656
2016-06-23,296.8465270996094
2016-06-24,259.0570373535156
2016-06-27,233.20106506347656
2016-06-28,250.60411071777344
2016-06-29,274.2722473144531
2016-06-30,283.222412109375
2016-07-01,293.3659362792969
2016-07-04,283.1230163574219
2016-07-05,266.0182189941406
2016-07-06,259.1564636230469
2016-07-07,280.9351501464844
2016-07-08,291.0786437988281
2016-07-11,310.7689514160156
2016-07-12,324.5920104980469
2016-07-13,311.8628845214844
2016-07-14,322.0064392089844
2016-07-15,319.7191162109375
2016-07-18,333.44268798828125
2016-07-19,328.0726318359375
2016-07-20,326.77984619140625
2016-07-21,339.31005859375
2016-07-22,336.4261169433594
2016-07-25,334.13885498046875
2016-07-26,332.14990234375
2016-07-27,335.1332702636719
2016-07-28,252.2947235107422
2016-07-29,266.61492919921875
2016-08-01,260.25042724609375
2016-08-02,255.87472534179688
2016-08-03,256.173095703125
2016-08-04,263.5321044921875
2016-08-05,267.60931396484375
2016-08-08,273.4767150878906
2016-08-09,269.00164794921875
2016-08-10,265.5210266113281
2016-08-11,266.416015625
2016-08-12,266.8138122558594
2016-08-15,266.0182189941406
2016-08-16,265.5210266113281
2016-08-17,268.9022216796875
2016-08-18,274.2722473144531
2016-08-19,268.5044250488281
2016-08-22,268.20611572265625
2016-08-23,269.3000183105469
2016-08-24,268.4049987792969
2016-08-25,268.5044250488281
2016-08-26,269.2005310058594
2016-08-30,270.2944641113281
2016-08-31,269.6977844238281
2016-09-01,272.7273864746094
2016-09-02,274.5177001953125
2016-09-05,275.3134765625
2016-09-06,270.1413879394531
2016-09-07,273.0257263183594
2016-09-08,287.348388671875
2016-09-09,281.67913818359375
2016-09-12,275.7113037109375
2016-09-13,268.5500183105469
2016-09-14,266.1628112792969
2016-09-15,270.2408447265625
2016-09-16,268.0525817871094
2016-09-19,272.2301025390625
2016-09-20,269.345703125
2016-09-21,269.6440124511719
2016-09-22,275.01507568359375
2016-09-23,274.11993408203125
2016-09-26,269.9424743652344
2016-09-27,264.37249755859375
2016-09-28,254.62515258789062
2016-09-29,257.6090393066406
2016-09-30,258.6036376953125
2016-10-03,270.04193115234375
2016-10-04,281.3807067871094
2016-10-05,276.40753173828125
2016-10-06,275.01507568359375
2016-10-07,273.0257263183594
2016-10-10,264.6708984375
2016-10-11,273.5231628417969
2016-10-12,272.03118896484375
2016-10-13,262.1843566894531
2016-10-14,262.2838439941406
2016-10-17,260.89129638671875
2016-10-18,268.0525817871094
2016-10-19,267.9531555175781
2016-10-20,298.3888244628906
2016-10-21,296.4990539550781
2016-10-24,299.78131103515625
2016-10-25,299.6818542480469
2016-10-26,297.0958251953125
2016-10-27,296.7974853515625
2016-10-28,298.3888244628906
2016-10-31,292.9183654785156
2016-11-01,293.4156799316406
2016-11-02,290.3323669433594
2016-11-03,301.87005615234375
2016-11-04,288.4425354003906
2016-11-07,293.71405029296875
2016-11-08,291.8243713378906
2016-11-09,277.30267333984375
2016-11-10,280.98284912109375
2016-11-11,273.5231628417969
2016-11-14,283.4693908691406
2016-11-15,286.6522216796875
2016-11-16,283.86724853515625
2016-11-17,287.0500793457031
2016-11-18,288.84039306640625
2016-11-21,280.08770751953125
2016-11-22,286.45330810546875
2016-11-23,285.06085205078125
2016-11-24,286.45330810546875
2016-11-25,288.04473876953125
2016-11-28,277.40216064453125
2016-11-29,278.39678955078125
2016-11-30,277.103759765625
2016-12-01,282.87261962890625
2016-12-02,277.7005310058594
2016-12-05,280.6844177246094
2016-12-06,279.78924560546875
2016-12-07,283.86724853515625
2016-12-08,282.9721374511719
2016-12-09,159.7375030517578
2016-12-12,164.01441955566406
2016-12-13,165.60581970214844
2016-12-14,173.56285095214844
2016-12-15,173.06556701660156
2016-12-16,165.1084747314453
2016-12-19,165.20794677734375
2016-12-20,165.70526123046875
2016-12-21,169.0869903564453
2016-12-22,168.0924072265625
2016-12-23,164.21336364746094
2016-12-28,172.46873474121094
2016-12-29,171.0762939453125
2016-12-30,171.37466430664062
2017-01-03,173.56285095214844
2017-01-04,179.03329467773438
2017-01-05,174.95533752441406
2017-01-06,162.025146484375
2017-01-09,163.4176483154297
2017-01-10,163.91494750976562
2017-01-11,163.6165771484375
2017-01-12,162.92034912109375
2017-01-13,171.0762939453125
2017-01-16,165.00900268554688
2017-01-17,171.0762939453125
2017-01-18,170.87734985351562
2017-01-19,169.0869903564453
2017-01-20,171.37466430664062
2017-01-23,173.46339416503906
2017-01-24,174.6569366455078
2017-01-25,172.36927795410156
2017-01-26,172.36927795410156
2017-01-27,172.96604919433594
2017-01-30,171.7725067138672
2017-01-31,173.56285095214844
2017-02-01,176.14891052246094
2017-02-02,173.8612518310547
2017-02-03,175.949951171875
2017-02-06,174.0601806640625
2017-02-07,176.3478240966797
2017-02-08,176.5467529296875
2017-02-09,185.7967987060547
2017-02-10,187.08984375
2017-02-13,187.68661499023438
2017-02-14,186.1946563720703
2017-02-15,189.7753143310547
2017-02-16,183.80755615234375
2017-02-17,184.60325622558594
2017-02-20,182.01719665527344
2017-02-21,186.39356994628906
2017-02-22,184.404296875
2017-02-23,190.9688720703125
2017-02-24,184.60325622558594
2017-02-27,187.38821411132812
2017-02-28,180.2268524169922
2017-03-01,161.12997436523438
2017-03-02,161.9256591796875
2017-03-03,163.4176483154297
2017-03-06,165.1084747314453
2017-03-07,168.0924072265625
2017-03-08,169.48484802246094
2017-03-09,165.4068603515625
2017-03-10,167.2967071533203
2017-03-13,169.7832794189453
2017-03-14,168.6891632080078
2017-03-15,169.5843048095703
2017-03-16,169.5843048095703
2017-03-17,174.45802307128906
2017-03-20,172.0708770751953
2017-03-21,167.34640502929688
2017-03-22,162.87054443359375
2017-03-23,162.12460327148438
2017-03-24,163.3678741455078
2017-03-27,163.11923217773438
2017-03-28,161.12997436523438
2017-03-29,161.12997436523438
2017-03-30,163.11923217773438
2017-03-31,162.87054443359375
2017-04-03,166.10311889648438
2017-04-04,166.351806640625
2017-04-05,169.83299255371094
2017-04-06,169.33567810058594
2017-04-07,170.0816650390625
2017-04-10,169.0869903564453
2017-04-11,169.0869903564453
2017-04-12,167.59506225585938
2017-04-13,162.44845581054688
2017-04-18,158.9656219482422
2017-04-19,159.4631805419922
2017-04-20,158.9656219482422
2017-04-21,159.2144012451172
2017-04-24,159.2144012451172
2017-04-25,158.7168731689453
2017-04-26,159.4631805419922
2017-04-27,156.72669982910156
2017-04-28,159.7119598388672
2017-05-02,159.7119598388672
2017-05-03,164.93618774414062
2017-05-04,160.95582580566406
2017-05-05,161.70213317871094
2017-05-08,168.1702423095703
2017-05-09,169.4141082763672
2017-05-10,170.65797424316406
2017-05-11,171.40428161621094
2017-05-12,175.38461303710938
2017-05-15,176.62847900390625
2017-05-16,173.3944549560547
2017-05-17,170.65797424316406
2017-05-18,166.9263916015625
2017-05-19,164.93618774414062
2017-05-22,168.6678009033203
2017-05-23,164.93618774414062
2017-05-24,165.43374633789062
2017-05-25,161.70213317871094
2017-05-26,161.20460510253906
2017-05-30,165.68247985839844
2017-05-31,159.2144012451172
2017-06-01,161.20460510253906
2017-06-02,160.2095184326172
2017-06-05,162.1996612548828
2017-06-06,158.2193145751953
2017-06-07,159.2144012451172
2017-06-08,159.4631805419922
2017-06-09,156.9754638671875
2017-06-12,157.2242431640625
2017-06-13,160.95582580566406
2017-06-14,164.68740844726562
2017-06-15,162.69723510742188
2017-06-16,165.1849822998047
2017-06-19,166.4288330078125
2017-06-20,161.95091247558594
2017-06-21,157.2242431640625
2017-06-22,169.16529846191406
2017-06-23,168.1702423095703
2017-06-26,167.67269897460938
2017-06-27,169.16529846191406
2017-06-28,169.662841796875
2017-06-29,167.4239044189453
2017-06-30,167.67269897460938
2017-07-03,169.16529846191406
2017-07-04,167.67269897460938
2017-07-05,170.4091796875
2017-07-06,171.90184020996094
2017-07-07,168.91651916503906
2017-07-10,169.91165161132812
2017-07-11,169.91165161132812
2017-07-12,171.653076171875
2017-07-13,172.15060424804688
2017-07-14,172.89688110351562
2017-07-17,174.1407928466797
2017-07-18,177.1260528564453
2017-07-19,174.63832092285156
2017-07-20,173.89199829101562
2017-07-21,173.14569091796875
2017-07-24,175.38461303710938
2017-07-25,174.38954162597656
2017-07-26,188.32083129882812
2017-07-27,190.80856323242188
2017-07-28,191.0572967529297
2017-07-31,189.06715393066406
2017-08-01,190.3109588623047
2017-08-02,195.03765869140625
2017-08-03,196.5302734375
2017-08-04,200.51068115234375
2017-08-07,197.525390625
2017-08-08,197.02784729003906
2017-08-09,192.79869079589844
2017-08-10,193.54502868652344
2017-08-11,189.06715393066406
2017-08-14,196.5302734375
2017-08-15,193.54502868652344
2017-08-16,195.03765869140625
2017-08-17,195.7839813232422
2017-08-18,195.03765869140625
2017-08-21,193.04747009277344
2017-08-22,196.5302734375
2017-08-23,195.28643798828125
2017-08-24,196.5302734375
2017-08-25,196.779052734375
2017-08-29,195.5352020263672
2017-08-30,194.04254150390625
2017-08-31,193.79379272460938
2017-09-01,199.51553344726562
2017-09-04,200.0131072998047
2017-09-05,200.26190185546875
2017-09-06,206.23239135742188
2017-09-07,208.02003479003906
2017-09-08,212.00125122070312
2017-09-11,207.52232360839844
2017-09-12,202.54580688476562
2017-09-13,203.29226684570312
2017-09-14,205.78054809570312
2017-09-15,210.75709533691406
2017-09-18,218.4707794189453
2017-09-19,220.95904541015625
2017-09-20,201.30166625976562
2017-09-21,201.5504913330078
2017-09-22,207.27354431152344
2017-09-25,207.02468872070312
2017-09-26,201.05284118652344
2017-09-27,206.27818298339844
2017-09-28,202.7946014404297
2017-09-29,209.01535034179688
2017-10-02,209.01535034179688
2017-10-03,210.25946044921875
2017-10-04,189.35791015625
2017-10-05,193.3391876220703
2017-10-06,196.32510375976562
2017-10-09,190.10440063476562
2017-10-10,195.32981872558594
2017-10-11,192.84152221679688
2017-10-12,190.60205078125
2017-10-13,191.84620666503906
2017-10-16,189.109130859375
2017-10-17,186.620849609375
2017-10-18,192.34388732910156
2017-10-19,193.09034729003906
2017-10-20,195.32981872558594
2017-10-23,198.56454467773438
2017-10-24,202.29698181152344
2017-10-25,195.57861328125
2017-10-26,201.79933166503906
2017-10-27,197.32040405273438
2017-10-30,200.05751037597656
2017-10-31,201.30166625976562
2017-11-01,202.29698181152344
2017-11-02,202.0481414794922
2017-11-03,200.05751037597656
2017-11-06,198.56454467773438
2017-11-07,197.07156372070312
2017-11-08,195.08096313476562
2017-11-09,192.09503173828125
2017-11-10,192.84152221679688
2017-11-13,191.84620666503906
2017-11-14,189.6067657470703
2017-11-15,189.109130859375
2017-11-16,190.60205078125
2017-11-17,191.59738159179688
2017-11-20,199.31105041503906
2017-11-21,199.06219482421875
2017-11-22,196.07627868652344
2017-11-23,199.06219482421875
2017-11-24,196.82276916503906
2017-11-27,196.32510375976562
2017-11-28,195.08096313476562
2017-11-29,193.58799743652344
2017-11-30,190.35321044921875
2017-12-01,192.59271240234375
2017-12-04,197.07156372070312
2017-12-05,196.82276916503906
2017-12-06,195.32981872558594
2017-12-07,195.8274688720703
2017-12-08,196.82276916503906
2017-12-11,196.82276916503906
2017-12-12,196.57388305664062
2017-12-13,196.084228515625
2017-12-14,195.57861328125
2017-12-15,191.09971618652344
2017-12-18,198.3157196044922
2017-12-19,195.32981872558594
2017-12-20,189.6067657470703
2017-12-21,196.32510375976562
2017-12-22,195.32981872558594
2017-12-27,200.30633544921875
2017-12-28,200.05751037597656
2017-12-29,196.57388305664062
2018-01-02,201.45098876953125
2018-01-03,196.77297973632812
2018-01-04,199.06219482421875
2018-01-05,205.0340576171875
2018-01-08,203.04347229003906
2018-01-09,203.04347229003906
2018-01-10,206.427490234375
2018-01-11,208.02003479003906
2018-01-12,210.4087677001953
2018-01-15,206.02940368652344
2018-01-16,212.2002716064453
2018-01-17,207.42282104492188
2018-01-18,206.8256378173828
2018-01-19,207.02468872070312
2018-01-22,204.0387420654297
2018-01-23,205.23313903808594
2018-01-24,207.62185668945312
2018-01-25,207.02468872070312
2018-01-26,208.81625366210938
2018-01-29,202.64535522460938
2018-01-30,199.659423828125
2018-01-31,197.46969604492188
2018-02-01,197.07156372070312
2018-02-02,198.86314392089844
2018-02-05,189.70628356933594
2018-02-06,188.21331787109375
2018-02-07,198.4650115966797
2018-02-08,199.06219482421875
2018-02-09,197.46969604492188
2018-02-12,194.3842315673828
2018-02-13,185.0283203125
2018-02-14,185.62550354003906
2018-02-15,187.21800231933594
2018-02-16,191.1992645263672
2018-02-19,187.81520080566406
2018-02-20,183.43580627441406
2018-02-21,190.60205078125
2018-02-22,189.109130859375
2018-02-23,191.3983154296875
2018-02-26,194.68284606933594
2018-02-27,199.06219482421875
2018-02-28,188.41238403320312
2018-03-01,199.06219482421875
2018-03-02,198.06690979003906
2018-03-05,202.64535522460938
2018-03-06,212.00125122070312
2018-03-07,226.93092346191406
2018-03-08,232.10653686523438
2018-03-09,233.1018524169922
2018-03-12,230.31495666503906
2018-03-13,239.27279663085938
2018-03-14,233.89808654785156
2018-03-15,237.28213500976562
2018-03-16,233.69903564453125
2018-03-19,232.50466918945312
2018-03-20,236.48590087890625
2018-03-21,232.30560302734375
2018-03-22,231.310302734375
2018-03-23,230.9121856689453
2018-03-26,231.70840454101562
2018-03-27,231.310302734375
2018-03-28,235.29151916503906
2018-03-29,228.3243408203125
2018-04-03,231.90745544433594
2018-04-04,232.30560302734375
2018-04-05,234.09713745117188
2018-04-06,244.44842529296875
2018-04-09,237.87933349609375
2018-04-10,244.6474609375
2018-04-11,234.89340209960938
2018-04-12,238.95359802246094
2018-04-13,241.74142456054688
2018-04-16,238.35623168945312
2018-04-17,241.94053649902344
2018-04-18,242.93618774414062
2018-04-19,247.31698608398438
2018-04-20,249.3082733154297
2018-04-23,250.70217895507812
2018-04-24,253.6890869140625
2018-04-25,248.9100341796875
2018-04-26,239.9492645263672
2018-04-27,238.75448608398438
2018-04-30,242.13963317871094
2018-05-01,240.74578857421875
2018-05-02,241.14402770996094
2018-05-03,236.7632293701172
2018-05-04,235.96673583984375
2018-05-08,235.767578125
2018-05-09,234.17454528808594
2018-05-10,232.78065490722656
2018-05-11,234.77194213867188
2018-05-14,235.3693084716797
2018-05-15,242.93618774414062
2018-05-16,233.17892456054688
2018-05-17,228.00157165527344
2018-05-18,230.5902557373047
2018-05-21,229.1963653564453
2018-05-22,227.6033172607422
2018-05-23,225.21376037597656
2018-05-24,220.03646850585938
2018-05-25,212.86785888671875
2018-05-29,208.2879180908203
2018-05-30,202.51321411132812
2018-05-31,204.50445556640625
2018-06-01,206.09751892089844
2018-06-04,206.09751892089844
2018-06-05,203.110595703125
2018-06-06,211.2748260498047
2018-06-07,210.8765869140625
2018-06-08,213.06695556640625
2018-06-11,215.05828857421875
2018-06-12,214.4608612060547
2018-06-13,215.2574005126953
2018-06-14,216.2530517578125
2018-06-15,211.2748260498047
2018-06-18,207.0931396484375
2018-06-19,205.6992645263672
2018-06-20,207.8896484375
2018-06-21,204.50445556640625
2018-06-22,203.110595703125
2018-06-25,203.110595703125
2018-06-26,201.3184356689453
2018-06-27,198.13238525390625
2018-06-28,197.6345672607422
2018-06-29,202.9114532470703
2018-07-02,200.1236572265625
2018-07-03,199.72543334960938
2018-07-04,199.92453002929688
2018-07-05,199.1280059814453
2018-07-06,200.1236572265625
2018-07-09,196.83802795410156
2018-07-10,199.1280059814453
2018-07-11,196.73849487304688
2018-07-12,198.13238525390625
2018-07-13,207.8896484375
2018-07-16,204.50445556640625
2018-07-17,205.6992645263672
2018-07-18,205.8983917236328
2018-07-19,205.30099487304688
2018-07-20,206.29661560058594
2018-07-23,207.29225158691406
2018-07-24,208.08880615234375
2018-07-25,221.6294708251953
2018-07-26,238.95359802246094
2018-07-27,239.551025390625
2018-07-30,240.74578857421875
2018-07-31,239.15272521972656
2018-08-01,245.72396850585938
2018-08-02,244.5292205810547
2018-08-03,243.3344268798828
2018-08-06,247.71527099609375
2018-08-07,244.72836303710938
2018-08-08,241.3431396484375
2018-08-09,240.14840698242188
2018-08-10,241.94053649902344
2018-08-13,234.57281494140625
2018-08-14,235.17018127441406
2018-08-15,235.3693084716797
2018-08-16,230.1920166015625
2018-08-17,227.40419006347656
2018-08-20,226.01028442382812
2018-08-21,233.17892456054688
2018-08-22,231.78501892089844
2018-08-23,234.77194213867188
2018-08-24,239.15272521972656
2018-08-28,231.98411560058594
2018-08-29,234.9710693359375
2018-08-30,231.18765258789062
2018-08-31,218.84170532226562
2018-09-03,228.99720764160156
2018-09-04,223.8199005126953
2018-09-05,225.0146484375
2018-09-06,223.6663055419922
2018-09-07,231.4338836669922
2018-09-10,223.6663055419922
2018-09-11,221.67459106445312
2018-09-12,226.05630493164062
2018-09-13,223.46713256835938
2018-09-14,217.09371948242188
2018-09-17,223.6663055419922
2018-09-18,229.64137268066406
2018-09-19,230.03970336914062
2018-09-20,229.84051513671875
2018-09-21,232.62889099121094
2018-09-24,227.649658203125
2018-09-25,224.86131286621094
2018-09-26,227.0521697998047
2018-09-27,225.65797424316406
2018-09-28,224.06463623046875
2018-10-01,213.11032104492188
2018-10-02,211.9153594970703
2018-10-03,218.6870880126953
2018-10-04,221.67459106445312
2018-10-05,225.0604705810547
2018-10-08,224.86131286621094
2018-10-09,223.46713256835938
2018-10-10,221.47543334960938
2018-10-11,213.30950927734375
2018-10-12,211.11866760253906
2018-10-15,213.30950927734375
2018-10-16,220.08126831054688
2018-10-17,218.6870880126953
2018-10-18,207.33445739746094
2018-10-19,209.12701416015625
2018-10-22,206.338623046875
2018-10-23,195.18519592285156
2018-10-24,185.12718200683594
2018-10-25,173.2766571044922
2018-10-26,172.2808074951172
2018-10-29,174.27249145507812
2018-10-30,176.36376953125
2018-10-31,177.16043090820312
2018-11-01,170.88662719726562
2018-11-02,177.26002502441406
2018-11-05,185.7246856689453
2018-11-06,190.70387268066406
2018-11-07,198.1727294921875
2018-11-08,198.4714813232422
2018-11-09,195.68312072753906
2018-11-12,190.90306091308594
2018-11-13,196.1810302734375
2018-11-14,197.87396240234375
2018-11-15,200.96109008789062
2018-11-16,195.48394775390625
2018-11-19,197.47560119628906
2018-11-20,201.16026306152344
2018-11-21,200.16439819335938
2018-11-22,213.50868225097656
2018-11-23,208.13116455078125
2018-11-26,209.5253143310547
2018-11-27,213.7078399658203
2018-11-28,215.89874267578125
2018-11-29,215.89874267578125
2018-11-30,217.4920654296875
2018-12-03,215.10206604003906
2018-12-04,212.51284790039062
2018-12-05,216.69541931152344
2018-12-06,207.7327880859375
2018-12-07,210.9195098876953
2018-12-10,202.3552703857422
2018-12-11,203.9486083984375
2018-12-12,205.7411346435547
2018-12-13,210.12283325195312
2018-12-14,202.9527587890625
2018-12-17,200.3635711669922
2018-12-18,196.8780975341797
2018-12-19,200.7619171142578
2018-12-20,194.08973693847656
2018-12-21,191.79931640625
2018-12-24,192.79515075683594
2018-12-27,193.39268493652344
2018-12-28,193.8905792236328
2018-12-31,204.74526977539062
2019-01-02,203.15194702148438
2019-01-03,207.5336456298828
2019-01-04,208.13116455078125
2019-01-07,221.27627563476562
2019-01-08,219.08543395996094
2019-01-09,217.09371948242188
2019-01-10,214.5045166015625
2019-01-11,219.08543395996094
2019-01-14,217.4920654296875
2019-01-15,218.6870880126953
2019-01-16,217.89039611816406
2019-01-17,218.6870880126953
2019-01-18,215.89874267578125
2019-01-21,217.09371948242188
2019-01-22,214.10618591308594
2019-01-23,216.2970733642578
2019-01-24,208.5294647216797
2019-01-25,216.2970733642578
2019-01-28,208.92784118652344
2019-01-29,208.33033752441406
2019-01-30,209.32614135742188
2019-01-31,205.34278869628906
2019-02-01,202.15609741210938
2019-02-04,201.55860900878906
2019-02-05,201.3594207763672
2019-02-06,200.96109008789062
2019-02-07,195.28475952148438
2019-02-08,192.19766235351562
2019-02-11,194.88644409179688
2019-02-12,196.8780975341797
2019-02-13,201.95693969726562
2019-02-14,199.16854858398438
2019-02-15,199.16854858398438
2019-02-18,198.86981201171875
2019-02-19,201.55860900878906
2019-02-20,203.35110473632812
2019-02-21,203.35110473632812
2019-02-22,197.5751953125
2019-02-25,190.50473022460938
2019-02-26,192.69561767578125
2019-02-27,200.7619171142578
2019-02-28,199.96524047851562
2019-03-01,204.346923828125
2019-03-04,201.95693969726562
2019-03-05,200.16439819335938
2019-03-06,194.18934631347656
2019-03-07,192.99435424804688
2019-03-08,190.10638427734375
2019-03-11,187.5172119140625
2019-03-12,186.2226104736328
2019-03-13,186.2226104736328
2019-03-14,184.43008422851562
2019-03-15,186.91969299316406
2019-03-18,189.1105499267578
2019-03-19,189.2101593017578
2019-03-20,183.4342041015625
2019-03-21,187.31802368164062
2019-03-22,184.62924194335938
2019-03-25,182.73715209960938
2019-03-26,184.62924194335938
2019-03-27,183.93214416503906
2019-03-28,186.42176818847656
2019-03-29,193.8905792236328
2019-04-01,199.16854858398438
2019-04-02,201.65817260742188
2019-04-03,203.15194702148438
2019-04-04,200.16439819335938
2019-04-05,199.16854858398438
2019-04-08,200.16439819335938
2019-04-09,200.16439819335938
2019-04-10,202.15609741210938
2019-04-11,199.24510192871094
2019-04-12,199.7432098388672
2019-04-15,196.25643920898438
2019-04-16,197.85040283203125
2019-04-17,200.24134826660156
2019-04-18,198.8466339111328
2019-04-23,198.8466339111328
2019-04-24,193.86549377441406
2019-04-25,194.26397705078125
2019-04-26,191.07608032226562
2019-04-29,188.28662109375
2019-04-30,182.30926513671875
2019-05-01,185.6964569091797
2019-05-02,172.94476318359375
2019-05-03,174.14024353027344
2019-05-07,171.1515655517578
2019-05-08,168.76060485839844
