Date,GMAB.CO
2020-04-23,1653.0
2020-04-24,1661.0
2020-04-27,1645.0
2020-04-28,1661.0
2020-04-29,1645.5
2020-04-30,1637.5
2020-05-01,1671.5
2020-05-04,1646.0
2020-05-05,1695.0
2020-05-06,1718.5
2020-05-07,1820.0
2020-05-11,1890.0
2020-05-12,1969.0
2020-05-13,1964.5
2020-05-14,1937.5
2020-05-15,1956.0
2020-05-18,2013.0
2020-05-19,1975.0
2020-05-20,2028.0
2020-05-25,2027.0
2020-05-26,2101.0
2020-05-27,1984.0
2020-05-28,2073.0
2020-05-29,2060.0
2020-06-02,1984.5
2020-06-03,1948.0
2020-06-04,1913.5
2020-06-08,1876.0
2020-06-09,1878.0
2020-06-10,1958.5
2020-06-11,1949.0
2020-06-12,1979.0
2020-06-15,2000.0
2020-06-16,2054.0
2020-06-17,2092.0
2020-06-18,2065.0
2020-06-19,2098.0
2020-06-22,2128.0
2020-06-23,2182.0
2020-06-24,2182.0
2020-06-25,2190.0
2020-06-26,2130.0
2020-06-29,2169.0
2020-06-30,2220.0
2020-07-01,2182.0
2020-07-02,2225.0
2020-07-03,2220.0
2020-07-06,2263.0
2020-07-07,2273.0
2020-07-08,2300.0
2020-07-09,2334.0
2020-07-10,2313.0
2020-07-13,2337.0
2020-07-14,2272.0
2020-07-15,2339.0
2020-07-16,2289.0
2020-07-17,2328.0
2020-07-20,2337.0
2020-07-21,2340.0
2020-07-22,2331.0
2020-07-23,2336.0
2020-07-24,2234.0
2020-07-27,2250.0
2020-07-28,2245.0
2020-07-29,2209.0
2020-07-30,2181.0
2020-07-31,2159.0
2020-08-03,2252.0
2020-08-04,2229.0
2020-08-05,2262.0
2020-08-06,2270.0
2020-08-07,2299.0
2020-08-10,2280.0
2020-08-11,2319.0
2020-08-12,2268.0
2020-08-13,2391.0
2020-08-14,2307.0
2020-08-17,2342.0
2020-08-18,2310.0
2020-08-19,2313.0
2020-08-20,2347.0
2020-08-21,2400.0
2020-08-24,2362.0
2020-08-25,2306.0
2020-08-26,2375.0
2020-08-27,2333.0
2020-08-28,2328.0
2020-08-31,2356.0
2020-09-01,2348.0
2020-09-02,2337.0
2020-09-03,2263.0
2020-09-04,2178.0
2020-09-07,2260.0
2020-09-08,2204.0
2020-09-09,2268.0
2020-09-10,2248.0
2020-09-11,2255.0
2020-09-14,2275.0
2020-09-15,2319.0
2020-09-16,2354.0
2020-09-17,2364.0
2020-09-18,2432.0
2020-09-21,2428.0
2020-09-22,2414.0
2020-09-23,2289.0
2020-09-24,2254.0
2020-09-25,2288.0
2020-09-28,2350.0
2020-09-29,2354.0
2020-09-30,2300.0
2020-10-01,2330.0
2020-10-02,2356.0
2020-10-05,2386.0
2020-10-06,2366.0
2020-10-07,2317.0
2020-10-08,2349.0
2020-10-09,2350.0
2020-10-12,2398.0
2020-10-13,2411.0
2020-10-14,2419.0
2020-10-15,2327.0
2020-10-16,2347.0
2020-10-19,2306.0
2020-10-20,2260.0
2020-10-21,2228.0
2020-10-22,2208.0
2020-10-23,2210.0
2020-10-26,2195.0
2020-10-27,2205.0
2020-10-28,2137.0
2020-10-29,2189.0
2020-10-30,2129.0
2020-11-02,2181.0
2020-11-03,2174.0
2020-11-04,2347.0
2020-11-05,2492.0
2020-11-06,2462.0
2020-11-09,2385.0
2020-11-10,2299.0
2020-11-11,2290.0
2020-11-12,2306.0
2020-11-13,2280.0
2020-11-16,2233.0
2020-11-17,2201.0
2020-11-18,2262.0
2020-11-19,2275.0
2020-11-20,2292.0
2020-11-23,2276.0
2020-11-24,2210.0
2020-11-25,2252.0
2020-11-26,2307.0
2020-11-27,2319.0
2020-11-30,2394.0
2020-12-01,2352.0
2020-12-02,2359.0
2020-12-03,2363.0
2020-12-04,2343.0
2020-12-07,2356.0
2020-12-08,2395.0
2020-12-09,2354.0
2020-12-10,2395.0
2020-12-11,2399.0
2020-12-14,2420.0
2020-12-15,2381.0
2020-12-16,2407.0
2020-12-17,2440.0
2020-12-18,2425.0
2020-12-21,2405.0
2020-12-22,2423.0
2020-12-23,2384.0
2020-12-28,2376.0
2020-12-29,2420.0
2020-12-30,2463.0
2021-01-04,2488.0
2021-01-05,2532.0
2021-01-06,2455.0
2021-01-07,2465.0
2021-01-08,2540.0
2021-01-11,2545.0
2021-01-12,2506.0
2021-01-13,2579.0
2021-01-14,2662.0
2021-01-15,2687.0
2021-01-18,2738.0
2021-01-19,2710.0
2021-01-20,2676.0
2021-01-21,2640.0
2021-01-22,2643.0
2021-01-25,2615.0
2021-01-26,2600.0
2021-01-27,2501.0
2021-01-28,2492.0
2021-01-29,2450.0
2021-02-01,2493.0
2021-02-02,2494.0
2021-02-03,2478.0
2021-02-04,2486.0
2021-02-05,2507.0
2021-02-08,2493.0
2021-02-09,2517.0
2021-02-10,2489.0
2021-02-11,2502.0
2021-02-12,2508.0
2021-02-15,2544.0
2021-02-16,2561.0
2021-02-17,2503.0
2021-02-18,2501.0
2021-02-19,2460.0
2021-02-22,2358.0
2021-02-23,2280.0
2021-02-24,2150.0
2021-02-25,2092.0
2021-02-26,2070.0
2021-03-01,2152.0
2021-03-02,2102.0
2021-03-03,2022.0
2021-03-04,1925.0
2021-03-05,1901.5
2021-03-08,1950.5
2021-03-09,1987.0
2021-03-10,2010.0
2021-03-11,2032.0
2021-03-12,2038.0
2021-03-15,2083.0
2021-03-16,2125.0
2021-03-17,2068.0
2021-03-18,2050.0
2021-03-19,2057.0
2021-03-22,2095.0
2021-03-23,2058.0
2021-03-24,2020.0
2021-03-25,2019.0
2021-03-26,2045.0
2021-03-29,2028.0
2021-03-30,2019.0
2021-03-31,2087.0
2021-04-06,2084.0
2021-04-07,2062.0
2021-04-08,2105.0
2021-04-09,2130.0
2021-04-12,2102.0
2021-04-13,2148.0
2021-04-14,2156.0
2021-04-15,2163.0
2021-04-16,2181.0
2021-04-19,2204.0
2021-04-20,2206.0
2021-04-21,2252.0
2021-04-22,2291.0
2021-04-23,2251.0
2021-04-26,2271.0
2021-04-27,2269.0
2021-04-28,2274.0
2021-04-29,2270.0
2021-05-03,2256.0
2021-05-04,2225.0
2021-05-05,2223.0
2021-05-06,2269.0
2021-05-07,2295.0
2021-05-10,2289.0
2021-05-11,2229.0
2021-05-12,2231.0
2021-05-17,2356.0
2021-05-18,2320.0
2021-05-19,2295.0
2021-05-20,2351.0
2021-05-21,2389.0
2021-05-25,2433.0
2021-05-26,2431.0
2021-05-27,2424.0
2021-05-28,2495.0
2021-05-31,2463.0
2021-06-01,2449.0
2021-06-02,2443.0
2021-06-03,2476.0
2021-06-04,2485.0
2021-06-07,2509.0
2021-06-08,2557.0
2021-06-09,2607.0
2021-06-10,2629.0
2021-06-11,2649.0
2021-06-14,2703.0
2021-06-15,2706.0
2021-06-16,2717.0
2021-06-17,2727.0
2021-06-18,2722.0
2021-06-21,2692.0
2021-06-22,2698.0
2021-06-23,2615.0
2021-06-24,2620.0
2021-06-25,2610.0
2021-06-28,2614.0
2021-06-29,2594.0
2021-06-30,2566.0
2021-07-01,2582.0
2021-07-02,2603.0
2021-07-05,2591.0
2021-07-06,2628.0
2021-07-07,2678.0
2021-07-08,2659.0
2021-07-09,2689.0
2021-07-12,2762.0
2021-07-13,2747.0
2021-07-14,2735.0
2021-07-15,2725.0
2021-07-16,2727.0
2021-07-19,2720.0
2021-07-20,2727.0
2021-07-21,2779.0
2021-07-22,2799.0
2021-07-23,2840.0
2021-07-26,2801.0
2021-07-27,2755.0
2021-07-28,2802.0
2021-07-29,2803.0
2021-07-30,2835.0
2021-08-02,2849.0
2021-08-03,2902.0
2021-08-04,2930.0
2021-08-05,2966.0
2021-08-06,2849.0
2021-08-09,2897.0
2021-08-10,2870.0
2021-08-11,2841.0
2021-08-12,2936.0
2021-08-13,2950.0
2021-08-16,2927.0
2021-08-17,2962.0
2021-08-18,2980.0
2021-08-19,2969.0
2021-08-20,3045.0
2021-08-23,3045.0
2021-08-24,2995.0
2021-08-25,2963.0
2021-08-26,2999.0
2021-08-27,2990.0
2021-08-30,3018.0
2021-08-31,2982.0
2021-09-01,3007.0
2021-09-02,3062.0
2021-09-03,3062.0
2021-09-06,3100.0
2021-09-07,2964.0
2021-09-08,2893.0
2021-09-09,2859.0
2021-09-10,2783.0
2021-09-13,2794.0
2021-09-14,2780.0
2021-09-15,2702.0
2021-09-16,2662.0
2021-09-17,2700.0
2021-09-20,2740.0
2021-09-21,2816.0
2021-09-22,2798.0
2021-09-23,2827.0
2021-09-24,2780.0
2021-09-27,2733.0
2021-09-28,2685.0
2021-09-29,2725.0
2021-09-30,2809.0
2021-10-01,2756.0
2021-10-04,2723.0
2021-10-05,2767.0
2021-10-06,2785.0
2021-10-07,2806.0
2021-10-08,2773.0
2021-10-11,2729.0
2021-10-12,2720.0
2021-10-13,2811.0
2021-10-14,2802.0
2021-10-15,2852.0
2021-10-18,2852.0
2021-10-19,2910.0
2021-10-20,2928.0
2021-10-21,2946.0
2021-10-22,2991.0
2021-10-25,2985.0
2021-10-26,2945.0
2021-10-27,2904.0
2021-10-28,2839.0
2021-10-29,2884.0
2021-11-01,2869.0
2021-11-02,2905.0
2021-11-03,2955.0
2021-11-04,3040.0
2021-11-05,3006.0
2021-11-08,3010.0
2021-11-09,2924.0
2021-11-10,2779.0
2021-11-11,2820.0
2021-11-12,2822.0
2021-11-15,2712.0
2021-11-16,2713.0
2021-11-17,2782.0
2021-11-18,2788.0
2021-11-19,2734.0
2021-11-22,2641.0
2021-11-23,2537.0
2021-11-24,2583.0
2021-11-25,2607.0
2021-11-26,2584.0
2021-11-29,2550.0
2021-11-30,2538.0
2021-12-01,2557.0
2021-12-02,2453.0
2021-12-03,2457.0
2021-12-06,2426.0
2021-12-07,2558.0
2021-12-08,2629.0
2021-12-09,2641.0
2021-12-10,2519.0
2021-12-13,2499.0
2021-12-14,2390.0
2021-12-15,2416.0
2021-12-16,2485.0
2021-12-17,2470.0
2021-12-20,2541.0
2021-12-21,2575.0
2021-12-22,2603.0
2021-12-23,2595.0
2021-12-27,2596.0
2021-12-28,2609.0
2021-12-29,2598.0
2021-12-30,2630.0
2022-01-03,2600.0
2022-01-04,2553.0
2022-01-05,2522.0
2022-01-06,2425.0
2022-01-07,2372.0
2022-01-10,2362.0
2022-01-11,2390.0
2022-01-12,2395.0
2022-01-13,2290.0
2022-01-14,2292.0
2022-01-17,2309.0
2022-01-18,2292.0
2022-01-19,2293.0
2022-01-20,2314.0
2022-01-21,2235.0
2022-01-24,2146.0
2022-01-25,2129.0
2022-01-26,2201.0
2022-01-27,2157.0
2022-01-28,2145.0
2022-01-31,2231.0
2022-02-01,2245.0
2022-02-02,2308.0
2022-02-03,2259.0
2022-02-04,2251.0
2022-02-07,2298.0
2022-02-08,2210.0
2022-02-09,2266.0
2022-02-10,2241.0
2022-02-11,2221.0
2022-02-14,2199.0
2022-02-15,2212.0
2022-02-16,2229.0
2022-02-17,2157.0
2022-02-18,2099.0
2022-02-21,2086.0
2022-02-22,2055.0
2022-02-23,2060.0
2022-02-24,2102.0
2022-02-25,2175.0
2022-02-28,2230.0
2022-03-01,2301.0
2022-03-02,2231.0
2022-03-03,2183.0
2022-03-04,2130.0
2022-03-07,2206.0
2022-03-08,2150.0
2022-03-09,2213.0
2022-03-10,2200.0
2022-03-11,2186.0
2022-03-14,2224.0
2022-03-15,2250.0
2022-03-16,2366.0
2022-03-17,2405.0
2022-03-18,2427.0
2022-03-21,2435.0
2022-03-22,2421.0
2022-03-23,2370.0
2022-03-24,2367.0
2022-03-25,2374.0
2022-03-28,2415.0
2022-03-29,2408.0
2022-03-30,2480.0
2022-03-31,2465.0
2022-04-01,2463.0
2022-04-04,2550.0
2022-04-05,2617.0
2022-04-06,2553.0
2022-04-07,2621.0
2022-04-08,2560.0
2022-04-11,2537.0
2022-04-12,2528.0
2022-04-13,2555.0
2022-04-19,2630.0
2022-04-20,2610.0
2022-04-21,2587.0
2022-04-22,2539.0
2022-04-25,2504.0
2022-04-26,2460.0
2022-04-27,2491.0
2022-04-28,2472.0
2022-04-29,2505.0
2022-05-02,2453.0
2022-05-03,2437.0
2022-05-04,2309.0
2022-05-05,2387.0
2022-05-06,2209.0
2022-05-09,2089.0
2022-05-10,2080.0
2022-05-11,2060.0
2022-05-12,2033.0
2022-05-16,2109.0
2022-05-17,2100.0
2022-05-18,2126.0
2022-05-19,2133.0
2022-05-20,2176.0
2022-05-23,2156.0
2022-05-24,2124.0
2022-05-25,2111.0
2022-05-30,2171.0
2022-05-31,2113.0
2022-06-01,2084.0
2022-06-02,2065.0
2022-06-03,2101.0
2022-06-07,2126.0
2022-06-08,2178.0
2022-06-09,2103.0
2022-06-10,2066.0
2022-06-13,1989.0
2022-06-14,1968.5
2022-06-15,1961.0
2022-06-16,1875.5
2022-06-17,1986.5
2022-06-20,2024.0
2022-06-21,2105.0
2022-06-22,2151.0
2022-06-23,2163.0
2022-06-24,2232.0
2022-06-27,2272.0
2022-06-28,2242.0
2022-06-29,2259.0
2022-06-30,2297.0
2022-07-01,2361.0
2022-07-04,2353.0
2022-07-05,2407.0
2022-07-06,2415.0
2022-07-07,2449.0
2022-07-08,2494.0
2022-07-11,2497.0
2022-07-12,2456.0
2022-07-13,2514.0
2022-07-14,2499.0
2022-07-15,2539.0
2022-07-18,2538.0
2022-07-19,2595.0
2022-07-20,2568.0
2022-07-21,2604.0
2022-07-22,2606.0
2022-07-25,2548.0
2022-07-26,2598.0
2022-07-27,2625.0
2022-07-28,2594.0
2022-07-29,2595.0
2022-08-01,2592.0
2022-08-02,2540.0
2022-08-03,2577.0
2022-08-04,2619.0
2022-08-05,2557.0
2022-08-08,2564.0
2022-08-09,2570.0
2022-08-10,2583.0
2022-08-11,2722.0
2022-08-12,2636.0
2022-08-15,2692.0
2022-08-16,2649.0
2022-08-17,2656.0
2022-08-18,2600.0
2022-08-19,2669.0
2022-08-22,2648.0
2022-08-23,2599.0
2022-08-24,2725.0
2022-08-25,2719.0
2022-08-26,2684.0
2022-08-29,2607.0
2022-08-30,2623.0
2022-08-31,2640.0
2022-09-01,2568.0
2022-09-02,2663.0
2022-09-05,2690.0
2022-09-06,2685.0
2022-09-07,2673.0
2022-09-08,2767.0
2022-09-09,2779.0
2022-09-12,2739.0
2022-09-13,2719.0
2022-09-14,2727.0
2022-09-15,2699.0
2022-09-16,2682.0
2022-09-19,2595.0
2022-09-20,2585.0
2022-09-21,2614.0
2022-09-22,2514.0
2022-09-23,2440.0
2022-09-26,2453.0
2022-09-27,2477.0
2022-09-28,2491.0
2022-09-29,2428.0
2022-09-30,2461.0
2022-10-03,2555.0
2022-10-04,2650.0
2022-10-05,2660.0
2022-10-06,2770.0
2022-10-07,2711.0
2022-10-10,2690.0
2022-10-11,2721.0
2022-10-12,2755.0
2022-10-13,2746.0
2022-10-14,2825.0
2022-10-17,2792.0
2022-10-18,2820.0
2022-10-19,2801.0
2022-10-20,2785.0
2022-10-21,2724.0
2022-10-24,2811.0
2022-10-25,2817.0
2022-10-26,2887.0
2022-10-27,2852.0
2022-10-28,2906.0
2022-10-31,2904.0
2022-11-01,2900.0
2022-11-02,2920.0
2022-11-03,2940.0
2022-11-04,2964.0
2022-11-07,2935.0
2022-11-08,2977.0
2022-11-09,2981.0
2022-11-10,3124.0
2022-11-11,2996.0
2022-11-14,3046.0
2022-11-15,3087.0
2022-11-16,3079.0
2022-11-17,3112.0
2022-11-18,3131.0
2022-11-21,3172.0
2022-11-22,3148.0
2022-11-23,3143.0
2022-11-24,3200.0
2022-11-25,3170.0
2022-11-28,3233.0
2022-11-29,3180.0
2022-11-30,3269.0
2022-12-01,3295.0
2022-12-02,3277.0
2022-12-05,3266.0
2022-12-06,3245.0
2022-12-07,3242.0
2022-12-08,3237.0
2022-12-09,3212.0
2022-12-12,3251.0
2022-12-13,3197.0
2022-12-14,3176.0
2022-12-15,3146.0
2022-12-16,3053.0
2022-12-19,3034.0
2022-12-20,3030.0
2022-12-21,3004.0
2022-12-22,2994.0
2022-12-23,3008.0
2022-12-27,3014.0
2022-12-28,2942.0
2022-12-29,2969.0
2022-12-30,2941.0
2023-01-02,3001.0
2023-01-03,3050.0
2023-01-04,2977.0
2023-01-05,2972.0
2023-01-06,2997.0
2023-01-09,3014.0
2023-01-10,2999.0
2023-01-11,2770.0
2023-01-12,2738.0
2023-01-13,2764.0
2023-01-16,2792.0
2023-01-17,2765.0
2023-01-18,2739.0
2023-01-19,2708.0
2023-01-20,2740.0
2023-01-23,2721.0
2023-01-24,2680.0
2023-01-25,2635.0
2023-01-26,2652.0
2023-01-27,2656.0
2023-01-30,2662.0
2023-01-31,2672.0
2023-02-01,2658.0
2023-02-02,2604.0
2023-02-03,2661.0
2023-02-06,2703.0
2023-02-07,2698.0
2023-02-08,2703.0
2023-02-09,2777.0
2023-02-10,2698.0
2023-02-13,2723.0
2023-02-14,2736.0
2023-02-15,2764.0
2023-02-16,2747.0
2023-02-17,2756.0
2023-02-20,2768.0
2023-02-21,2768.0
2023-02-22,2740.0
2023-02-23,2651.0
2023-02-24,2661.0
2023-02-27,2678.0
2023-02-28,2648.0
2023-03-01,2623.0
2023-03-02,2560.0
2023-03-03,2562.0
2023-03-06,2555.0
2023-03-07,2527.0
2023-03-08,2498.0
2023-03-09,2507.0
2023-03-10,2464.0
2023-03-13,2493.0
2023-03-14,2504.0
2023-03-15,2510.0
2023-03-16,2513.0
2023-03-17,2514.0
2023-03-20,2504.0
2023-03-21,2547.0
2023-03-22,2528.0
2023-03-23,2550.0
2023-03-24,2578.0
2023-03-27,2604.0
2023-03-28,2576.0
2023-03-29,2594.0
2023-03-30,2572.0
2023-03-31,2589.0
2023-04-03,2556.0
2023-04-04,2560.0
2023-04-05,2622.0
2023-04-11,2654.0
2023-04-12,2656.0
2023-04-13,2732.0
2023-04-14,2817.0
2023-04-17,2905.0
2023-04-18,2825.0
2023-04-19,2771.0
2023-04-20,2780.0
2023-04-21,2789.0
2023-04-24,2804.0
2023-04-25,2825.0
2023-04-26,2772.0
2023-04-27,2756.0
2023-04-28,2780.0
2023-05-01,2794.0
2023-05-02,2776.0
2023-05-03,2763.0
2023-05-04,2731.0
2023-05-08,2747.0
2023-05-09,2690.0
2023-05-10,2733.0
2023-05-11,2869.0
2023-05-12,2869.0
2023-05-15,2883.0
2023-05-16,2842.0
2023-05-17,2822.0
2023-05-22,2912.0
2023-05-23,2895.0
2023-05-24,2835.0
2023-05-25,2823.0
2023-05-26,2820.0
2023-05-30,2746.0
2023-05-31,2725.0
2023-06-01,2735.0
2023-06-02,2722.0
2023-06-06,2743.0
2023-06-07,2690.0
2023-06-08,2688.0
2023-06-09,2676.0
2023-06-12,2700.0
2023-06-13,2667.0
2023-06-14,2665.0
2023-06-15,2625.0
2023-06-16,2677.0
2023-06-19,2642.0
2023-06-20,2611.0
2023-06-21,2578.0
2023-06-22,2604.0
2023-06-23,2618.0
2023-06-26,2599.0
2023-06-27,2554.0
2023-06-28,2531.0
2023-06-29,2535.0
2023-06-30,2580.0
2023-07-03,2593.0
2023-07-04,2610.0
2023-07-05,2636.0
2023-07-06,2596.0
2023-07-07,2571.0
2023-07-10,2555.0
2023-07-11,2559.0
2023-07-12,2577.0
2023-07-13,2587.0
2023-07-14,2625.0
2023-07-17,2686.0
2023-07-18,2695.0
2023-07-19,2717.0
2023-07-20,2769.0
2023-07-21,2784.0
2023-07-24,2694.0
2023-07-25,2661.0
2023-07-26,2634.0
2023-07-27,2690.0
2023-07-28,2707.0
2023-07-31,2787.0
2023-08-01,2731.0
2023-08-02,2679.0
2023-08-03,2631.0
2023-08-04,2531.0
2023-08-07,2541.0
2023-08-08,2554.0
2023-08-09,2563.0
2023-08-10,2574.0
2023-08-11,2549.0
2023-08-14,2535.0
2023-08-15,2532.0
2023-08-16,2517.0
2023-08-17,2483.0
2023-08-18,2455.0
2023-08-21,2495.0
2023-08-22,2540.0
2023-08-23,2566.0
2023-08-24,2586.0
2023-08-25,2573.0
2023-08-28,2630.0
2023-08-29,2652.0
2023-08-30,2682.0
2023-08-31,2640.0
2023-09-01,2652.0
2023-09-04,2663.0
2023-09-05,2660.0
2023-09-06,2601.0
2023-09-07,2627.0
2023-09-08,2635.0
2023-09-11,2592.0
2023-09-12,2551.0
2023-09-13,2535.0
2023-09-14,2710.0
2023-09-15,2668.0
2023-09-18,2603.0
2023-09-19,2590.0
2023-09-20,2620.0
2023-09-21,2552.0
2023-09-22,2529.0
2023-09-25,2521.0
2023-09-26,2568.0
2023-09-27,2516.0
2023-09-28,2491.0
2023-09-29,2508.0
2023-10-02,2444.0
2023-10-03,2419.0
2023-10-04,2435.0
2023-10-05,2451.0
2023-10-06,2489.0
2023-10-09,2437.0
2023-10-10,2510.0
2023-10-11,2487.0
2023-10-12,2330.0
2023-10-13,2264.0
2023-10-16,2250.0
2023-10-17,2275.0
2023-10-18,2078.0
2023-10-19,1986.0
2023-10-20,2064.0
2023-10-23,2073.0
2023-10-24,2060.0
2023-10-25,2036.0
2023-10-26,2028.0
2023-10-27,2007.0
2023-10-30,1991.0
2023-10-31,1990.0
2023-11-01,2048.0
2023-11-02,1974.0
2023-11-03,2020.0
2023-11-06,2002.0
2023-11-07,2033.0
2023-11-08,2178.0
2023-11-09,2195.0
2023-11-10,2153.0
2023-11-13,2258.0
2023-11-14,2231.0
2023-11-15,2210.0
2023-11-16,2196.0
2023-11-17,2217.0
2023-11-20,2220.0
2023-11-21,2144.0
2023-11-22,2150.0
2023-11-23,2140.0
2023-11-24,2158.0
2023-11-27,2091.0
2023-11-28,2061.0
2023-11-29,2142.0
2023-11-30,2161.0
2023-12-01,2158.0
2023-12-04,2196.0
2023-12-05,2197.0
2023-12-06,2225.0
2023-12-07,2210.0
2023-12-08,2252.0
2023-12-11,2210.0
2023-12-12,2065.0
2023-12-13,2143.0
2023-12-14,2154.0
2023-12-15,2097.0
2023-12-18,2105.0
2023-12-19,2131.0
2023-12-20,2108.0
2023-12-21,2104.0
2023-12-22,2127.0
2023-12-27,2138.0
2023-12-28,2156.0
2023-12-29,2155.0
2024-01-02,2172.0
2024-01-03,2139.0
2024-01-04,2158.0
2024-01-05,2165.0
2024-01-08,2191.0
2024-01-09,2214.0
2024-01-10,2199.0
2024-01-11,2125.0
2024-01-12,2160.0
2024-01-15,2075.0
2024-01-16,2037.0
2024-01-17,1990.0
2024-01-18,1950.0
2024-01-19,1984.5
2024-01-22,1967.5
2024-01-23,1901.5
2024-01-24,1886.5
2024-01-25,1925.5
2024-01-26,1913.0
2024-01-29,1921.5
2024-01-30,1938.0
2024-01-31,1921.0
2024-02-01,1910.0
2024-02-02,1902.5
2024-02-05,1903.5
2024-02-06,1944.5
2024-02-07,1935.0
2024-02-08,1913.5
2024-02-09,1915.0
2024-02-12,1908.0
2024-02-13,1854.5
2024-02-14,1877.5
2024-02-15,1974.0
2024-02-16,1989.0
2024-02-19,2033.0
2024-02-20,1985.0
2024-02-21,1992.0
2024-02-22,1997.0
2024-02-23,2013.0
2024-02-26,2007.0
2024-02-27,1988.5
2024-02-28,1896.0
2024-02-29,1930.0
2024-03-01,2017.0
2024-03-04,1954.0
2024-03-05,1965.0
2024-03-06,1986.5
2024-03-07,2003.0
2024-03-08,2050.0
2024-03-11,2146.0
2024-03-12,2127.0
2024-03-13,2148.0
2024-03-14,2090.0
2024-03-15,2045.0
2024-03-18,2043.0
2024-03-19,2024.0
2024-03-20,2009.0
2024-03-21,2033.0
2024-03-22,2082.0
2024-03-25,2065.0
2024-03-26,2126.0
2024-03-27,2084.0
2024-04-02,2086.0
2024-04-03,2042.0
2024-04-04,2084.0
2024-04-05,2057.0
2024-04-08,2051.0
2024-04-09,2048.0
2024-04-10,2086.0
2024-04-11,2063.0
2024-04-12,2067.0
2024-04-15,2058.0
2024-04-16,2058.0
2024-04-17,2007.0
2024-04-18,1994.5
2024-04-19,2006.0
2024-04-22,2030.0
2024-04-23,2008.0
2024-04-24,1972.0
2024-04-25,1915.5
2024-04-26,1954.5
2024-04-29,1970.0
2024-04-30,1956.5
2024-05-01,1965.5
2024-05-02,1946.0
2024-05-03,2061.0
2024-05-06,2004.0
2024-05-07,2012.0
2024-05-08,2003.0
2024-05-13,1990.0
2024-05-14,2025.0
2024-05-15,2065.0
2024-05-16,2026.0
2024-05-17,2041.0
2024-05-21,2002.0
2024-05-22,2055.0
2024-05-23,2025.0
2024-05-24,1926.5
2024-05-27,1955.0
2024-05-28,1934.5
2024-05-29,1920.5
2024-05-30,1931.0
2024-05-31,1937.0
2024-06-03,1953.5
2024-06-04,1937.5
2024-06-06,1940.5
2024-06-07,1930.0
2024-06-10,1922.5
2024-06-11,1894.0
2024-06-12,1847.0
2024-06-13,1824.0
2024-06-14,1832.5
2024-06-17,1799.5
2024-06-18,1809.5
2024-06-19,1757.0
2024-06-20,1797.0
2024-06-21,1806.0
2024-06-24,1805.0
2024-06-25,1799.0
2024-06-26,1791.0
2024-06-27,1778.5
2024-06-28,1745.0
2024-07-01,1734.5
2024-07-02,1719.5
2024-07-03,1742.5
2024-07-04,1738.0
2024-07-05,1755.0
2024-07-08,1757.5
2024-07-09,1763.5
2024-07-10,1765.0
2024-07-11,1798.0
2024-07-12,1845.5
2024-07-15,1809.0
2024-07-16,1828.0
2024-07-17,1829.0
2024-07-18,1851.5
2024-07-19,1869.0
2024-07-22,1882.0
2024-07-23,1910.0
2024-07-24,1904.5
2024-07-25,1923.5
2024-07-26,1943.0
2024-07-29,1945.0
2024-07-30,1946.5
2024-07-31,1955.0
2024-08-01,1967.0
2024-08-02,1916.5
2024-08-05,1775.5
2024-08-06,1798.5
2024-08-07,1829.0
2024-08-08,1826.5
2024-08-09,1805.0
2024-08-12,1821.0
2024-08-13,1806.5
2024-08-14,1819.0
2024-08-15,1843.0
2024-08-16,1829.5
2024-08-19,1862.0
2024-08-20,1820.5
2024-08-21,1844.0
2024-08-22,1825.0
2024-08-23,1822.5
2024-08-26,1833.5
2024-08-27,1862.0
2024-08-28,1867.0
2024-08-29,1877.5
2024-08-30,1873.5
2024-09-02,1869.5
2024-09-03,1870.0
2024-09-04,1866.5
2024-09-05,1865.0
2024-09-06,1860.0
2024-09-09,1854.5
2024-09-10,1853.0
2024-09-11,1809.0
2024-09-12,1779.0
2024-09-13,1800.0
2024-09-16,1776.5
2024-09-17,1775.0
2024-09-18,1759.5
2024-09-19,1765.0
2024-09-20,1715.0
2024-09-23,1620.5
2024-09-24,1607.5
2024-09-25,1605.0
2024-09-26,1597.5
2024-09-27,1622.0
2024-09-30,1620.0
2024-10-01,1615.0
2024-10-02,1593.5
2024-10-03,1586.5
2024-10-04,1587.5
2024-10-07,1599.0
2024-10-08,1598.0
2024-10-09,1604.0
2024-10-10,1605.0
2024-10-11,1604.0
2024-10-14,1605.0
2024-10-15,1600.5
2024-10-16,1553.5
2024-10-17,1575.0
2024-10-18,1563.5
2024-10-21,1549.5
2024-10-22,1553.5
2024-10-23,1572.5
2024-10-24,1578.5
2024-10-25,1593.5
2024-10-28,1582.0
2024-10-29,1578.5
2024-10-30,1555.5
2024-10-31,1534.5
2024-11-01,1548.5
2024-11-04,1552.5
2024-11-05,1518.0
2024-11-06,1523.5
2024-11-07,1589.5
2024-11-08,1592.0
2024-11-11,1609.0
2024-11-12,1578.0
2024-11-13,1551.5
2024-11-14,1518.0
2024-11-15,1450.0
2024-11-18,1463.5
2024-11-19,1446.0
2024-11-20,1445.0
2024-11-21,1447.5
2024-11-22,1483.5
2024-11-25,1479.0
2024-11-26,1457.5
2024-11-27,1488.0
2024-11-28,1511.0
2024-11-29,1526.0
2024-12-02,1551.5
2024-12-03,1531.5
2024-12-04,1528.5
2024-12-05,1551.5
2024-12-06,1549.0
2024-12-09,1561.5
2024-12-10,1556.5
