Date,GMAB.CO
2016-04-06,913.0
2016-04-07,923.0
2016-04-08,944.5
2016-04-11,941.5
2016-04-12,925.0
2016-04-13,912.5
2016-04-14,936.5
2016-04-15,930.0
2016-04-18,951.0
2016-04-19,967.0
2016-04-20,943.0
2016-04-21,970.5
2016-04-25,970.0
2016-04-26,960.5
2016-04-27,969.0
2016-04-28,971.0
2016-04-29,963.0
2016-05-02,963.0
2016-05-03,960.5
2016-05-04,950.5
2016-05-09,987.5
2016-05-10,998.0
2016-05-11,1000.0
2016-05-12,1003.0
2016-05-13,1009.0
2016-05-17,1014.0
2016-05-18,1016.0
2016-05-19,1067.0
2016-05-20,1130.0
2016-05-23,1205.0
2016-05-24,1229.0
2016-05-25,1205.0
2016-05-26,1183.0
2016-05-27,1177.0
2016-05-30,1194.0
2016-05-31,1208.0
2016-06-01,1219.0
2016-06-02,1230.0
2016-06-03,1241.0
2016-06-06,1250.0
2016-06-07,1266.0
2016-06-08,1233.0
2016-06-09,1233.0
2016-06-10,1161.0
2016-06-13,1131.0
2016-06-14,1093.0
2016-06-15,1108.0
2016-06-16,1045.0
2016-06-17,1097.0
2016-06-20,1139.0
2016-06-21,1137.0
2016-06-22,1158.0
2016-06-23,1177.0
2016-06-24,1127.0
2016-06-27,1078.0
2016-06-28,1114.0
2016-06-29,1170.0
2016-06-30,1210.0
2016-07-01,1237.0
2016-07-04,1230.0
2016-07-05,1210.0
2016-07-06,1189.0
2016-07-07,1191.0
2016-07-08,1202.0
2016-07-11,1224.0
2016-07-12,1202.0
2016-07-13,1183.0
2016-07-14,1170.0
2016-07-15,1142.0
2016-07-18,1142.0
2016-07-19,1160.0
2016-07-20,1159.0
2016-07-21,1157.0
2016-07-22,1148.0
2016-07-25,1145.0
2016-07-26,1210.0
2016-07-27,1193.0
2016-07-28,1213.0
2016-07-29,1206.0
2016-08-01,1218.0
2016-08-02,1198.0
2016-08-03,1202.0
2016-08-04,1228.0
2016-08-05,1223.0
2016-08-08,1198.0
2016-08-09,1233.0
2016-08-10,1167.0
2016-08-11,1170.0
2016-08-12,1132.0
2016-08-15,1133.0
2016-08-16,1116.0
2016-08-17,1113.0
2016-08-18,1092.0
2016-08-19,1109.0
2016-08-22,1150.0
2016-08-23,1156.0
2016-08-24,1126.0
2016-08-25,1103.0
2016-08-26,1094.0
2016-08-29,1085.0
2016-08-30,1095.0
2016-08-31,1066.0
2016-09-01,1059.0
2016-09-02,1049.0
2016-09-05,1055.0
2016-09-06,1058.0
2016-09-07,1045.0
2016-09-08,1029.0
2016-09-09,1000.0
2016-09-12,985.5
2016-09-13,1025.0
2016-09-14,1080.0
2016-09-15,1080.0
2016-09-16,1103.0
2016-09-19,1098.0
2016-09-20,1123.0
2016-09-21,1152.0
2016-09-22,1146.0
2016-09-23,1143.0
2016-09-26,1134.0
2016-09-27,1128.0
2016-09-28,1142.0
2016-09-29,1128.0
2016-09-30,1130.0
2016-10-03,1142.0
2016-10-04,1132.0
2016-10-05,1130.0
2016-10-06,1136.0
2016-10-07,1136.0
2016-10-10,1147.0
2016-10-11,1136.0
2016-10-12,1127.0
2016-10-13,1105.0
2016-10-14,1123.0
2016-10-17,1117.0
2016-10-18,1137.0
2016-10-19,1145.0
2016-10-20,1156.0
2016-10-21,1135.0
2016-10-24,1144.0
2016-10-25,1114.0
2016-10-26,1104.0
2016-10-27,1142.0
2016-10-28,1130.0
2016-10-31,1118.0
2016-11-01,1064.0
2016-11-02,1067.0
2016-11-03,1189.0
2016-11-04,1158.0
2016-11-07,1189.0
2016-11-08,1174.0
2016-11-09,1226.0
2016-11-10,1211.0
2016-11-11,1200.0
2016-11-14,1202.0
2016-11-15,1217.0
2016-11-16,1229.0
2016-11-17,1249.0
2016-11-18,1246.0
2016-11-21,1245.0
2016-11-22,1251.0
2016-11-23,1233.0
2016-11-24,1227.0
2016-11-25,1252.0
2016-11-28,1229.0
2016-11-29,1237.0
2016-11-30,1216.0
2016-12-01,1186.0
2016-12-02,1180.0
2016-12-05,1193.0
2016-12-06,1155.0
2016-12-07,1160.0
2016-12-08,1165.0
2016-12-09,1200.0
2016-12-12,1175.0
2016-12-13,1172.0
2016-12-14,1147.0
2016-12-15,1145.0
2016-12-16,1139.0
2016-12-19,1150.0
2016-12-20,1160.0
2016-12-21,1151.0
2016-12-22,1136.0
2016-12-23,1141.0
2016-12-27,1167.0
2016-12-28,1174.0
2016-12-29,1177.0
2016-12-30,1173.0
2017-01-02,1192.0
2017-01-03,1204.0
2017-01-04,1236.0
2017-01-05,1291.0
2017-01-06,1300.0
2017-01-09,1290.0
2017-01-10,1287.0
2017-01-11,1291.0
2017-01-12,1250.0
2017-01-13,1286.0
2017-01-16,1263.0
2017-01-17,1264.0
2017-01-18,1275.0
2017-01-19,1262.0
2017-01-20,1250.0
2017-01-23,1273.0
2017-01-24,1288.0
2017-01-25,1298.0
2017-01-26,1314.0
2017-01-27,1327.0
2017-01-30,1333.0
2017-01-31,1328.0
2017-02-01,1349.0
2017-02-02,1362.0
2017-02-03,1377.0
2017-02-06,1402.0
2017-02-07,1402.0
2017-02-08,1379.0
2017-02-09,1418.0
2017-02-10,1424.0
2017-02-13,1435.0
2017-02-14,1428.0
2017-02-15,1430.0
2017-02-16,1433.0
2017-02-17,1407.0
2017-02-20,1395.0
2017-02-21,1422.0
2017-02-22,1415.0
2017-02-23,1424.0
2017-02-24,1371.0
2017-02-27,1347.0
2017-02-28,1390.0
2017-03-01,1375.0
2017-03-02,1394.0
2017-03-03,1385.0
2017-03-06,1370.0
2017-03-07,1362.0
2017-03-08,1352.0
2017-03-09,1367.0
2017-03-10,1392.0
2017-03-13,1420.0
2017-03-14,1443.0
2017-03-15,1454.0
2017-03-16,1482.0
2017-03-17,1475.0
2017-03-20,1448.0
2017-03-21,1415.0
2017-03-22,1395.0
2017-03-23,1394.0
2017-03-24,1406.0
2017-03-27,1383.0
2017-03-28,1402.0
2017-03-29,1427.0
2017-03-30,1413.0
2017-03-31,1343.0
2017-04-03,1264.0
2017-04-04,1289.0
2017-04-05,1257.0
2017-04-06,1255.0
2017-04-07,1240.0
2017-04-10,1278.0
2017-04-11,1270.0
2017-04-12,1255.0
2017-04-18,1278.0
2017-04-19,1299.0
2017-04-20,1313.0
2017-04-21,1305.0
2017-04-24,1316.0
2017-04-25,1317.0
2017-04-26,1367.0
2017-04-27,1371.0
2017-04-28,1358.0
2017-05-01,1372.0
2017-05-02,1381.0
2017-05-03,1370.0
2017-05-04,1371.0
2017-05-05,1367.0
2017-05-08,1372.0
2017-05-09,1344.0
2017-05-10,1403.0
2017-05-11,1357.0
2017-05-15,1383.0
2017-05-16,1389.0
2017-05-17,1340.0
2017-05-18,1405.0
2017-05-19,1418.0
2017-05-22,1401.0
2017-05-23,1382.0
2017-05-24,1387.0
2017-05-29,1363.0
2017-05-30,1362.0
2017-05-31,1413.0
2017-06-01,1440.0
2017-06-02,1453.0
2017-06-06,1454.0
2017-06-07,1417.0
2017-06-08,1408.0
2017-06-09,1404.0
2017-06-12,1371.0
2017-06-13,1423.0
2017-06-14,1413.0
2017-06-15,1395.0
2017-06-16,1402.0
2017-06-19,1424.0
2017-06-20,1417.0
2017-06-21,1441.0
2017-06-22,1476.0
2017-06-23,1478.0
2017-06-26,1456.0
2017-06-27,1428.0
2017-06-28,1396.0
2017-06-29,1397.0
2017-06-30,1389.0
2017-07-03,1381.0
2017-07-04,1375.0
2017-07-05,1389.0
2017-07-06,1376.0
2017-07-07,1382.0
2017-07-10,1386.0
2017-07-11,1380.0
2017-07-12,1414.0
2017-07-13,1412.0
2017-07-14,1430.0
2017-07-17,1434.0
2017-07-18,1450.0
2017-07-19,1438.0
2017-07-20,1432.0
2017-07-21,1438.0
2017-07-24,1411.0
2017-07-25,1417.0
2017-07-26,1428.0
2017-07-27,1437.0
2017-07-28,1429.0
2017-07-31,1429.0
2017-08-01,1411.0
2017-08-02,1398.0
2017-08-03,1399.0
2017-08-04,1389.0
2017-08-07,1408.0
2017-08-08,1395.0
2017-08-09,1386.0
2017-08-10,1333.0
2017-08-11,1359.0
2017-08-14,1358.0
2017-08-15,1360.0
2017-08-16,1366.0
2017-08-17,1360.0
2017-08-18,1324.0
2017-08-21,1310.0
2017-08-22,1339.0
2017-08-23,1301.0
2017-08-24,1448.0
2017-08-25,1401.0
2017-08-28,1425.0
2017-08-29,1440.0
2017-08-30,1429.0
2017-08-31,1458.0
2017-09-01,1460.0
2017-09-04,1447.0
2017-09-05,1446.0
2017-09-06,1425.0
2017-09-07,1442.0
2017-09-08,1454.0
2017-09-11,1455.0
2017-09-12,1438.0
2017-09-13,1445.0
2017-09-14,1453.0
2017-09-15,1416.0
2017-09-18,1426.0
2017-09-19,1431.0
2017-09-20,1427.0
2017-09-21,1414.0
2017-09-22,1428.0
2017-09-25,1435.0
2017-09-26,1398.0
2017-09-27,1392.0
2017-09-28,1402.0
2017-09-29,1390.0
2017-10-02,1418.0
2017-10-03,1431.0
2017-10-04,1434.0
2017-10-05,1432.0
2017-10-06,1390.0
2017-10-09,1390.0
2017-10-10,1421.0
2017-10-11,1420.0
2017-10-12,1424.0
2017-10-13,1432.0
2017-10-16,1435.0
2017-10-17,1346.0
2017-10-18,1332.0
2017-10-19,1320.0
2017-10-20,1328.0
2017-10-23,1323.0
2017-10-24,1280.0
2017-10-25,1291.0
2017-10-26,1265.0
2017-10-27,1297.0
2017-10-30,1281.0
2017-10-31,1290.0
2017-11-01,1261.0
2017-11-02,1223.0
2017-11-03,1206.0
2017-11-06,1240.0
2017-11-07,1233.0
2017-11-08,1230.0
2017-11-09,1181.0
2017-11-10,1149.0
2017-11-13,1130.0
2017-11-14,1125.0
2017-11-15,1133.0
2017-11-16,1210.0
2017-11-17,1225.0
2017-11-20,1195.0
2017-11-21,1231.0
2017-11-22,1202.0
2017-11-23,1198.0
2017-11-24,1195.0
2017-11-27,1190.0
2017-11-28,1213.0
2017-11-29,1200.0
2017-11-30,1230.0
2017-12-01,1212.0
2017-12-04,1195.0
2017-12-05,1164.0
2017-12-06,1192.0
2017-12-07,1165.0
2017-12-08,1194.0
2017-12-11,1183.0
2017-12-12,1110.0
2017-12-13,1052.0
2017-12-14,1034.0
2017-12-15,1032.0
2017-12-18,1031.0
2017-12-19,1023.0
2017-12-20,1031.0
2017-12-21,1053.0
2017-12-22,1046.0
2017-12-27,1053.0
2017-12-28,1040.0
2017-12-29,1029.0
2018-01-02,1058.0
2018-01-03,1057.5
2018-01-04,1035.0
2018-01-05,1100.0
2018-01-08,1151.5
2018-01-09,1152.5
2018-01-10,1172.0
2018-01-11,1150.0
2018-01-12,1145.0
2018-01-15,1145.0
2018-01-16,1146.5
2018-01-17,1155.5
2018-01-18,1137.0
2018-01-19,1170.5
2018-01-22,1170.5
2018-01-23,1133.0
2018-01-24,1114.5
2018-01-25,1099.0
2018-01-26,1132.0
2018-01-29,1136.0
2018-01-30,1101.0
2018-01-31,1098.0
2018-02-01,1095.0
2018-02-02,1066.0
2018-02-05,1063.5
2018-02-06,1046.0
2018-02-07,1072.0
2018-02-08,1055.0
2018-02-09,1037.0
2018-02-12,1055.0
2018-02-13,1041.5
2018-02-14,1074.5
2018-02-15,1073.0
2018-02-16,1088.0
2018-02-19,1047.0
2018-02-20,1050.0
2018-02-21,1019.0
2018-02-22,1200.0
2018-02-23,1241.0
2018-02-26,1260.5
2018-02-27,1230.0
2018-02-28,1247.0
2018-03-01,1233.0
2018-03-02,1216.0
2018-03-05,1244.0
2018-03-06,1253.0
2018-03-07,1250.0
2018-03-08,1260.5
2018-03-09,1261.5
2018-03-12,1260.0
2018-03-13,1255.0
2018-03-14,1263.0
2018-03-15,1269.5
2018-03-16,1265.0
2018-03-19,1266.0
2018-03-20,1270.0
2018-03-21,1272.0
2018-03-22,1264.0
2018-03-23,1262.0
2018-03-26,1242.0
2018-03-27,1280.0
2018-03-28,1298.0
2018-04-03,1256.0
2018-04-04,1219.0
2018-04-05,1243.5
2018-04-06,1230.0
2018-04-09,1217.0
2018-04-10,1210.0
2018-04-11,1203.5
2018-04-12,1215.0
2018-04-13,1202.0
2018-04-16,1190.0
2018-04-17,1294.0
2018-04-18,1264.0
2018-04-19,1277.5
2018-04-20,1267.0
2018-04-23,1253.5
2018-04-24,1236.5
2018-04-25,1221.5
2018-04-26,1255.5
2018-04-30,1252.0
2018-05-01,1236.0
2018-05-02,1248.5
2018-05-03,1264.5
2018-05-04,1248.0
2018-05-07,1293.5
2018-05-08,1305.0
2018-05-09,1244.0
2018-05-14,1263.5
2018-05-15,1251.0
2018-05-16,1226.0
2018-05-17,1255.0
2018-05-18,1268.0
2018-05-22,1232.5
2018-05-23,1227.0
2018-05-24,1219.0
2018-05-25,1192.5
2018-05-28,953.2000122070312
2018-05-29,956.2000122070312
2018-05-30,987.7999877929688
2018-05-31,958.0
2018-06-01,977.7999877929688
2018-06-04,977.7999877929688
2018-06-06,981.5999755859375
2018-06-07,962.0
2018-06-08,952.0
2018-06-11,946.7999877929688
2018-06-12,968.0
2018-06-13,968.0
2018-06-14,987.7999877929688
2018-06-15,960.4000244140625
2018-06-18,951.2000122070312
2018-06-19,960.2000122070312
2018-06-20,1014.0
2018-06-21,988.2000122070312
2018-06-22,994.7999877929688
2018-06-25,1004.0
2018-06-26,967.0
2018-06-27,984.5999755859375
2018-06-28,966.4000244140625
2018-06-29,984.7999877929688
2018-07-02,979.5999755859375
2018-07-03,1002.5
2018-07-04,1016.0
2018-07-05,1029.5
2018-07-06,1026.0
2018-07-09,1030.0
2018-07-10,1063.5
2018-07-11,1055.5
2018-07-12,1082.5
2018-07-13,1085.5
2018-07-16,1090.0
2018-07-17,1115.0
2018-07-18,1127.5
2018-07-19,1125.0
2018-07-20,1136.5
2018-07-23,1123.0
2018-07-24,1128.5
2018-07-25,1130.0
2018-07-26,1144.0
2018-07-27,1129.5
2018-07-30,1136.5
2018-07-31,1092.0
2018-08-01,1104.5
2018-08-02,1101.5
2018-08-03,1094.5
2018-08-06,1069.5
2018-08-07,1080.0
2018-08-08,1060.5
2018-08-09,1045.0
2018-08-10,1058.5
2018-08-13,1085.5
2018-08-14,1066.0
2018-08-15,1044.0
2018-08-16,1052.0
2018-08-17,1052.5
2018-08-20,1045.5
2018-08-21,1039.5
2018-08-22,1053.5
2018-08-23,1069.0
2018-08-24,1066.0
2018-08-27,1085.0
2018-08-28,1085.5
2018-08-29,1097.0
2018-08-30,1111.0
2018-08-31,1111.0
2018-09-03,1083.5
2018-09-04,1087.0
2018-09-05,1061.5
2018-09-06,1055.0
2018-09-07,1063.5
2018-09-10,1043.5
2018-09-11,1060.0
2018-09-12,1085.0
2018-09-13,1079.0
2018-09-14,1090.5
2018-09-17,1062.5
2018-09-18,1044.5
2018-09-19,1017.0
2018-09-20,1048.5
2018-09-21,1050.0
2018-09-24,1040.0
2018-09-25,1063.5
2018-09-26,1072.0
2018-09-27,1022.5
2018-09-28,1010.0
2018-10-01,1025.5
2018-10-02,1020.5
2018-10-03,1009.5
2018-10-04,986.2000122070312
2018-10-05,986.7999877929688
2018-10-08,975.0
2018-10-09,960.0
2018-10-10,906.4000244140625
2018-10-11,894.4000244140625
2018-10-12,922.2000122070312
2018-10-15,907.7999877929688
2018-10-16,888.5999755859375
2018-10-17,893.5999755859375
2018-10-18,935.5999755859375
2018-10-19,922.4000244140625
2018-10-22,906.0
2018-10-23,865.5999755859375
2018-10-24,821.7999877929688
2018-10-25,792.4000244140625
2018-10-26,808.7999877929688
2018-10-29,854.7999877929688
2018-10-30,906.4000244140625
2018-10-31,902.4000244140625
2018-11-01,948.0
2018-11-02,972.0
2018-11-05,971.4000244140625
2018-11-06,973.0
2018-11-07,996.0
2018-11-08,1002.5
2018-11-09,992.4000244140625
2018-11-12,959.2000122070312
2018-11-13,935.0
2018-11-14,924.0
2018-11-15,904.4000244140625
2018-11-16,918.2000122070312
2018-11-19,928.0
2018-11-20,970.0
2018-11-21,930.0
2018-11-22,957.0
2018-11-23,987.2000122070312
2018-11-26,1004.0
2018-11-27,983.5999755859375
2018-11-28,992.2000122070312
2018-11-29,1005.0
2018-11-30,1003.0
2018-12-03,1009.0
2018-12-04,1013.0
2018-12-05,1013.0
2018-12-06,1005.5
2018-12-07,997.7999877929688
2018-12-10,1025.0
2018-12-11,1024.0
2018-12-12,1056.5
2018-12-13,1067.5
2018-12-14,1068.5
2018-12-17,1067.0
2018-12-18,1038.5
2018-12-19,1060.0
2018-12-20,1064.0
2018-12-21,1070.5
2018-12-27,1049.0
2018-12-28,1067.5
2019-01-02,1024.5
2019-01-03,1023.0
2019-01-04,1066.0
2019-01-07,1094.5
2019-01-08,1100.5
2019-01-09,1112.0
2019-01-10,1084.5
2019-01-11,1071.5
2019-01-14,1041.5
2019-01-15,1033.5
2019-01-16,1037.0
2019-01-17,1049.0
2019-01-18,1018.5
2019-01-21,1034.5
2019-01-22,999.2000122070312
2019-01-23,985.0
2019-01-24,966.0
2019-01-25,950.5999755859375
2019-01-28,974.2000122070312
2019-01-29,960.0
2019-01-30,954.7999877929688
2019-01-31,947.2000122070312
2019-02-01,958.7999877929688
2019-02-04,956.2000122070312
2019-02-05,973.0
2019-02-06,957.4000244140625
2019-02-07,954.7999877929688
2019-02-08,961.4000244140625
2019-02-11,967.4000244140625
2019-02-12,976.2000122070312
2019-02-13,997.5999755859375
2019-02-14,1006.0
2019-02-15,1014.0
2019-02-18,1011.0
2019-02-19,990.0
2019-02-20,1008.0
2019-02-21,1077.5
2019-02-22,1069.0
2019-02-25,1101.0
2019-02-26,1140.0
2019-02-27,1126.0
2019-02-28,1133.5
2019-03-01,1161.0
2019-03-04,1180.0
2019-03-05,1178.0
2019-03-06,1166.5
2019-03-07,1154.0
2019-03-08,1142.0
2019-03-11,1141.5
2019-03-12,1135.5
2019-03-13,1135.5
2019-03-14,1140.5
2019-03-15,1122.5
2019-03-18,1116.0
2019-03-19,1117.5
2019-03-20,1158.5
2019-03-21,1153.5
2019-03-22,1153.0
2019-03-25,1148.0
2019-03-26,1172.0
2019-03-27,1154.0
2019-03-28,1165.5
2019-03-29,1155.0
2019-04-01,1183.5
2019-04-02,1183.0
2019-04-03,1175.5
2019-04-04,1172.5
2019-04-05,1190.0
2019-04-08,1176.5
2019-04-09,1161.0
2019-04-10,1179.5
2019-04-11,1162.5
2019-04-12,1159.0
2019-04-15,1149.0
2019-04-16,1127.0
2019-04-17,1122.0
2019-04-23,1123.5
2019-04-24,1119.0
2019-04-25,1105.0
2019-04-26,1131.0
2019-04-29,1131.0
2019-04-30,1105.0
2019-05-01,1101.0
2019-05-02,1095.0
2019-05-03,1110.5
2019-05-06,1104.0
2019-05-07,1098.5
2019-05-08,1118.0
2019-05-09,1088.0
2019-05-10,1090.0
2019-05-13,1085.5
2019-05-14,1115.0
2019-05-15,1107.5
2019-05-16,1150.5
2019-05-20,1154.0
2019-05-21,1198.5
2019-05-22,1203.0
2019-05-23,1199.5
2019-05-24,1223.5
2019-05-27,1197.0
2019-05-28,1216.5
2019-05-29,1147.5
2019-06-03,1168.0
2019-06-04,1135.0
2019-06-06,1147.5
2019-06-07,1176.0
2019-06-11,1207.0
2019-06-12,1206.5
2019-06-13,1195.0
2019-06-14,1179.0
2019-06-17,1188.5
2019-06-18,1211.5
2019-06-19,1222.5
2019-06-20,1210.5
2019-06-21,1201.0
2019-06-24,1201.0
2019-06-25,1188.5
2019-06-26,1168.0
2019-06-27,1148.5
2019-06-28,1207.0
2019-07-01,1209.0
2019-07-02,1200.0
2019-07-03,1227.0
2019-07-04,1216.0
2019-07-05,1200.5
2019-07-08,1183.0
2019-07-09,1191.5
2019-07-10,1194.5
2019-07-11,1198.5
2019-07-12,1171.0
2019-07-15,1188.5
2019-07-16,1219.5
2019-07-17,1216.0
2019-07-18,1227.0
2019-07-19,1219.5
2019-07-22,1221.0
2019-07-23,1217.0
2019-07-24,1238.5
2019-07-25,1238.0
2019-07-26,1249.5
2019-07-29,1265.0
2019-07-30,1245.0
2019-07-31,1252.0
2019-08-01,1256.5
2019-08-02,1235.0
2019-08-05,1217.0
2019-08-06,1227.5
2019-08-07,1227.5
2019-08-08,1269.0
2019-08-09,1270.0
2019-08-12,1275.5
2019-08-13,1319.0
2019-08-14,1306.0
2019-08-15,1345.5
2019-08-16,1351.0
2019-08-19,1373.0
2019-08-20,1366.5
2019-08-21,1376.0
2019-08-22,1378.5
2019-08-23,1376.0
2019-08-26,1364.5
2019-08-27,1372.5
2019-08-28,1363.0
2019-08-29,1359.5
2019-08-30,1384.5
2019-09-02,1394.5
2019-09-03,1435.0
2019-09-04,1440.0
2019-09-05,1430.0
2019-09-06,1409.5
2019-09-09,1391.5
2019-09-10,1328.0
2019-09-11,1349.5
2019-09-12,1375.0
2019-09-13,1365.5
2019-09-16,1377.5
2019-09-17,1363.5
2019-09-18,1390.0
2019-09-19,1382.5
2019-09-20,1402.0
2019-09-23,1405.0
2019-09-24,1415.5
2019-09-25,1405.5
2019-09-26,1417.5
2019-09-27,1400.0
2019-09-30,1390.5
2019-10-01,1384.5
2019-10-02,1307.0
2019-10-03,1323.5
2019-10-04,1331.0
2019-10-07,1343.0
2019-10-08,1336.5
2019-10-09,1348.5
2019-10-10,1322.5
2019-10-11,1334.5
2019-10-14,1346.0
2019-10-15,1390.5
2019-10-16,1391.5
2019-10-17,1410.0
2019-10-18,1409.5
2019-10-21,1386.0
2019-10-22,1430.0
2019-10-23,1406.5
2019-10-24,1420.0
2019-10-25,1424.0
2019-10-28,1435.0
2019-10-29,1439.0
2019-10-30,1455.0
2019-10-31,1460.0
2019-11-01,1481.5
2019-11-04,1481.0
2019-11-05,1457.0
2019-11-06,1461.5
2019-11-07,1500.0
2019-11-08,1498.0
2019-11-11,1504.0
2019-11-12,1491.5
2019-11-13,1508.0
2019-11-14,1490.5
2019-11-15,1506.5
2019-11-18,1530.0
2019-11-19,1508.5
2019-11-20,1512.5
2019-11-21,1516.0
2019-11-22,1528.5
2019-11-25,1565.5
2019-11-26,1595.5
2019-11-27,1590.0
2019-11-28,1581.0
2019-11-29,1580.0
2019-12-02,1579.0
2019-12-03,1594.0
2019-12-04,1620.0
2019-12-05,1615.0
2019-12-06,1615.0
2019-12-09,1582.0
2019-12-10,1577.5
2019-12-11,1545.0
2019-12-12,1474.5
2019-12-13,1469.0
2019-12-16,1503.0
2019-12-17,1490.5
2019-12-18,1459.5
2019-12-19,1466.5
2019-12-20,1460.5
2019-12-23,1464.5
2019-12-27,1488.0
2019-12-30,1481.5
2020-01-02,1486.5
2020-01-03,1444.5
2020-01-06,1419.5
2020-01-07,1456.0
2020-01-08,1466.5
2020-01-09,1515.0
2020-01-10,1517.0
2020-01-13,1508.0
2020-01-14,1496.0
2020-01-15,1534.5
2020-01-16,1516.5
2020-01-17,1520.0
2020-01-20,1518.5
2020-01-21,1520.0
2020-01-22,1551.0
2020-01-23,1539.0
2020-01-24,1534.5
2020-01-27,1504.5
2020-01-28,1518.5
2020-01-29,1555.5
2020-01-30,1560.5
2020-01-31,1557.5
2020-02-03,1579.5
2020-02-04,1595.0
2020-02-05,1624.5
2020-02-06,1637.0
2020-02-07,1645.5
2020-02-10,1645.0
2020-02-11,1660.0
2020-02-12,1638.0
2020-02-13,1633.0
2020-02-14,1633.0
2020-02-17,1637.5
2020-02-18,1665.0
2020-02-19,1634.0
2020-02-20,1698.0
2020-02-21,1705.0
2020-02-24,1701.5
2020-02-25,1670.0
2020-02-26,1644.5
2020-02-27,1593.5
2020-02-28,1522.0
2020-03-02,1552.0
2020-03-03,1579.0
2020-03-04,1590.5
2020-03-05,1589.5
2020-03-06,1538.0
2020-03-09,1447.0
2020-03-10,1431.0
2020-03-11,1389.5
2020-03-12,1212.0
2020-03-13,1240.5
2020-03-16,1149.5
2020-03-17,1192.5
2020-03-18,1179.0
2020-03-19,1293.5
2020-03-20,1351.5
2020-03-23,1273.0
2020-03-24,1343.0
2020-03-25,1360.5
2020-03-26,1362.5
2020-03-27,1342.5
2020-03-30,1350.5
2020-03-31,1377.0
2020-04-01,1376.5
2020-04-02,1379.0
2020-04-03,1379.5
2020-04-06,1460.0
2020-04-07,1462.0
2020-04-08,1465.0
2020-04-14,1498.0
2020-04-15,1479.5
2020-04-16,1504.0
2020-04-17,1550.5
2020-04-20,1570.5
2020-04-21,1585.0
2020-04-22,1601.5
