Date,ADYEN.AS
2018-11-27,452.5
2018-11-28,453.04998779296875
2018-11-29,461.20001220703125
2018-11-30,457.04998779296875
2018-12-03,469.79998779296875
2018-12-04,450.95001220703125
2018-12-05,446.70001220703125
2018-12-06,438.70001220703125
2018-12-07,450.0
2018-12-10,440.6499938964844
2018-12-11,457.04998779296875
2018-12-12,450.04998779296875
2018-12-13,462.0
2018-12-14,455.3999938964844
2018-12-17,453.1000061035156
2018-12-18,437.70001220703125
2018-12-19,443.29998779296875
2018-12-20,420.6499938964844
2018-12-21,428.20001220703125
2018-12-24,411.0
2018-12-27,444.25
2018-12-28,464.3999938964844
2018-12-31,475.04998779296875
2019-01-02,470.8999938964844
2019-01-03,463.04998779296875
2019-01-04,500.0
2019-01-07,531.2000122070312
2019-01-08,569.9000244140625
2019-01-09,570.5999755859375
2019-01-10,552.0
2019-01-11,551.0
2019-01-14,547.0
2019-01-15,563.4000244140625
2019-01-16,574.0
2019-01-17,588.0
2019-01-18,618.0999755859375
2019-01-21,636.0
2019-01-22,642.5999755859375
2019-01-23,652.5
2019-01-24,664.0
2019-01-25,663.7999877929688
2019-01-28,642.5999755859375
2019-01-29,654.9000244140625
2019-01-30,646.5
2019-01-31,647.7000122070312
2019-02-01,630.0
2019-02-04,653.7999877929688
2019-02-05,655.2000122070312
2019-02-06,661.0
2019-02-07,643.0
2019-02-08,639.0999755859375
2019-02-11,650.0
2019-02-12,650.9000244140625
2019-02-13,652.0999755859375
2019-02-14,661.0
2019-02-15,664.0
2019-02-18,675.5
2019-02-19,677.2000122070312
2019-02-20,678.5
2019-02-21,661.5999755859375
2019-02-22,670.0
2019-02-25,671.4000244140625
2019-02-26,672.5999755859375
2019-02-27,659.0
2019-02-28,660.0
2019-03-01,655.5999755859375
2019-03-04,644.2999877929688
2019-03-05,644.0
2019-03-06,633.7999877929688
2019-03-07,632.2999877929688
2019-03-08,640.0
2019-03-11,656.2000122070312
2019-03-12,623.9000244140625
2019-03-13,664.0
2019-03-14,679.2999877929688
2019-03-15,659.2999877929688
2019-03-18,671.2999877929688
2019-03-19,680.0
2019-03-20,677.0999755859375
2019-03-21,677.2999877929688
2019-03-22,657.7999877929688
2019-03-25,661.0
2019-03-26,686.4000244140625
2019-03-27,680.7999877929688
2019-03-28,680.2000122070312
2019-03-29,698.0
2019-04-01,705.0
2019-04-02,730.7999877929688
2019-04-03,720.5999755859375
2019-04-04,719.0
2019-04-05,720.2000122070312
2019-04-08,704.0
2019-04-09,688.5999755859375
2019-04-10,697.7999877929688
2019-04-11,686.7999877929688
2019-04-12,693.7999877929688
2019-04-15,689.0
2019-04-16,689.7999877929688
2019-04-17,687.7999877929688
2019-04-18,670.0
2019-04-23,707.0
2019-04-24,718.7999877929688
2019-04-25,722.2000122070312
2019-04-26,714.0
2019-04-29,719.4000244140625
2019-04-30,725.5999755859375
2019-05-02,708.0
2019-05-03,677.0
2019-05-06,663.4000244140625
2019-05-07,659.4000244140625
2019-05-08,675.2000122070312
2019-05-09,660.2000122070312
2019-05-10,655.7999877929688
2019-05-13,638.7999877929688
2019-05-14,665.4000244140625
2019-05-15,669.7999877929688
2019-05-16,681.0
2019-05-17,685.5999755859375
2019-05-20,682.2000122070312
2019-05-21,700.0
2019-05-22,715.2000122070312
2019-05-23,708.2000122070312
2019-05-24,721.0
2019-05-27,721.4000244140625
2019-05-28,732.2000122070312
2019-05-29,696.0
2019-05-30,719.0
2019-05-31,720.7999877929688
2019-06-03,704.0
2019-06-04,690.0
2019-06-05,701.0
2019-06-06,697.0
2019-06-07,707.7999877929688
2019-06-10,714.0
2019-06-11,709.2000122070312
2019-06-12,709.7999877929688
2019-06-13,708.0
2019-06-14,700.2000122070312
2019-06-17,670.0
2019-06-18,689.0
2019-06-19,675.0
2019-06-20,682.4000244140625
2019-06-21,680.7999877929688
2019-06-24,669.7999877929688
2019-06-25,655.0
2019-06-26,663.2000122070312
2019-06-27,669.0
2019-06-28,678.5999755859375
2019-07-01,665.7999877929688
2019-07-02,650.5999755859375
2019-07-03,666.2000122070312
2019-07-04,657.7999877929688
2019-07-05,648.7999877929688
2019-07-08,656.5999755859375
2019-07-09,648.5999755859375
2019-07-10,652.5999755859375
2019-07-11,677.0
2019-07-12,676.0
2019-07-15,684.0
2019-07-16,686.0
2019-07-17,686.0
2019-07-18,698.0
2019-07-19,694.5999755859375
2019-07-22,701.2000122070312
2019-07-23,708.4000244140625
2019-07-24,703.0
2019-07-25,701.7999877929688
2019-07-26,711.7999877929688
2019-07-29,704.0
2019-07-30,688.0
2019-07-31,687.0
2019-08-01,686.5999755859375
2019-08-02,673.7999877929688
2019-08-05,644.2000122070312
2019-08-06,648.0
2019-08-07,649.0
2019-08-08,671.5999755859375
2019-08-09,670.0
2019-08-12,670.0
2019-08-13,676.7999877929688
2019-08-14,655.0
2019-08-15,655.2000122070312
2019-08-16,659.4000244140625
2019-08-19,668.0
2019-08-20,670.0
2019-08-21,677.4000244140625
2019-08-22,643.7999877929688
2019-08-23,643.5999755859375
2019-08-26,639.2000122070312
2019-08-27,649.0
2019-08-28,653.2000122070312
2019-08-29,658.7999877929688
2019-08-30,658.7999877929688
2019-09-02,649.5999755859375
2019-09-03,653.0
2019-09-04,652.7999877929688
2019-09-05,662.7999877929688
2019-09-06,667.0
2019-09-09,650.4000244140625
2019-09-10,618.0
2019-09-11,620.0
2019-09-12,637.7999877929688
2019-09-13,625.4000244140625
2019-09-16,620.4000244140625
2019-09-17,632.0
2019-09-18,638.0
2019-09-19,634.4000244140625
2019-09-20,639.0
2019-09-23,623.2000122070312
2019-09-24,617.5999755859375
2019-09-25,614.2000122070312
2019-09-26,615.0
2019-09-27,619.0
2019-09-30,604.4000244140625
2019-10-01,595.2000122070312
2019-10-02,570.0
2019-10-03,576.0
2019-10-04,596.5999755859375
2019-10-07,601.7999877929688
2019-10-08,599.2000122070312
2019-10-09,602.5999755859375
2019-10-10,621.7999877929688
2019-10-11,641.7999877929688
2019-10-14,638.4000244140625
2019-10-15,644.4000244140625
2019-10-16,635.0
2019-10-17,629.5999755859375
2019-10-18,620.2000122070312
2019-10-21,618.0
2019-10-22,603.4000244140625
2019-10-23,602.0
2019-10-24,613.7999877929688
2019-10-25,629.4000244140625
2019-10-28,629.2000122070312
2019-10-29,635.0
2019-10-30,634.0
2019-10-31,629.4000244140625
2019-11-01,631.5999755859375
2019-11-04,640.0
2019-11-05,639.0
2019-11-06,645.0
2019-11-07,640.7999877929688
2019-11-08,635.4000244140625
2019-11-11,642.0
2019-11-12,638.2000122070312
2019-11-13,644.4000244140625
2019-11-14,650.7999877929688
2019-11-15,647.4000244140625
2019-11-18,646.0
2019-11-19,653.0
2019-11-20,660.0
2019-11-21,660.0
2019-11-22,662.7999877929688
2019-11-25,668.0
2019-11-26,681.0
2019-11-27,686.7999877929688
2019-11-28,691.5999755859375
2019-11-29,696.2000122070312
2019-12-02,683.0
2019-12-03,690.7999877929688
2019-12-04,701.5999755859375
2019-12-05,705.2000122070312
2019-12-06,701.7999877929688
2019-12-09,697.0
2019-12-10,687.4000244140625
2019-12-11,683.7999877929688
2019-12-12,698.0
2019-12-13,699.2000122070312
2019-12-16,708.0
2019-12-17,721.2000122070312
2019-12-18,730.0
2019-12-19,734.7999877929688
2019-12-20,742.5999755859375
2019-12-23,728.5999755859375
2019-12-24,736.7999877929688
2019-12-27,737.7999877929688
2019-12-30,731.0
2019-12-31,731.0
2020-01-02,743.5999755859375
2020-01-03,741.7999877929688
2020-01-06,736.2000122070312
2020-01-07,741.0
2020-01-08,741.0
2020-01-09,746.7999877929688
2020-01-10,749.0
2020-01-13,756.7999877929688
2020-01-14,759.2000122070312
2020-01-15,767.0
2020-01-16,772.0
2020-01-17,777.7999877929688
2020-01-20,783.0
2020-01-21,786.0
2020-01-22,804.0
2020-01-23,812.2000122070312
2020-01-24,835.2000122070312
2020-01-27,811.4000244140625
2020-01-28,826.0
2020-01-29,838.2000122070312
2020-01-30,830.0
2020-01-31,831.0
2020-02-03,852.4000244140625
2020-02-04,862.2000122070312
2020-02-05,885.0
2020-02-06,879.7999877929688
2020-02-07,870.5999755859375
2020-02-10,869.0
2020-02-11,880.2000122070312
2020-02-12,884.5999755859375
2020-02-13,871.5999755859375
2020-02-14,883.5999755859375
2020-02-17,883.2000122070312
2020-02-18,886.0
2020-02-19,893.7999877929688
2020-02-20,869.7999877929688
2020-02-21,871.5999755859375
2020-02-24,826.2000122070312
2020-02-25,819.5999755859375
2020-02-26,805.2000122070312
2020-02-27,804.0
2020-02-28,797.2000122070312
2020-03-02,784.0
2020-03-03,816.7999877929688
2020-03-04,813.2000122070312
2020-03-05,820.5999755859375
2020-03-06,803.0
2020-03-09,766.0
2020-03-10,754.0
2020-03-11,747.5999755859375
2020-03-12,708.7999877929688
2020-03-13,746.0
2020-03-16,719.7999877929688
2020-03-17,720.0
2020-03-18,682.5999755859375
2020-03-19,707.0
2020-03-20,736.0
2020-03-23,708.4000244140625
2020-03-24,720.7999877929688
2020-03-25,735.5999755859375
2020-03-26,775.5999755859375
2020-03-27,790.0
2020-03-30,783.7999877929688
2020-03-31,770.5999755859375
2020-04-01,739.7999877929688
2020-04-02,740.2000122070312
2020-04-03,691.2000122070312
2020-04-06,732.4000244140625
2020-04-07,760.0
2020-04-08,774.5999755859375
2020-04-09,775.4000244140625
2020-04-14,781.2000122070312
2020-04-15,774.2000122070312
2020-04-16,764.4000244140625
2020-04-17,780.4000244140625
2020-04-20,792.4000244140625
2020-04-21,865.0
2020-04-22,844.0
2020-04-23,851.0
2020-04-24,867.0
2020-04-27,881.5999755859375
2020-04-28,875.0
2020-04-29,879.0
2020-04-30,901.2000122070312
2020-05-04,890.0
2020-05-05,916.4000244140625
2020-05-06,947.2000122070312
2020-05-07,953.5999755859375
2020-05-08,981.0
2020-05-11,990.0
2020-05-12,973.7999877929688
2020-05-13,1020.0
2020-05-14,984.0
2020-05-15,980.2000122070312
2020-05-18,1034.5
2020-05-19,1048.0
2020-05-20,1079.5
2020-05-21,1078.0
2020-05-22,1132.0
2020-05-25,1167.5
2020-05-26,1115.0
2020-05-27,1074.0
2020-05-28,1125.0
2020-05-29,1183.0
2020-06-01,1192.5
2020-06-02,1202.0
2020-06-03,1200.0
2020-06-04,1185.5
2020-06-05,1151.0
2020-06-08,1136.0
2020-06-09,1147.5
2020-06-10,1190.0
2020-06-11,1200.0
2020-06-12,1170.5
2020-06-15,1210.0
2020-06-16,1237.5
2020-06-17,1280.0
2020-06-18,1271.5
2020-06-19,1276.0
2020-06-22,1285.0
2020-06-23,1300.0
2020-06-24,1263.0
2020-06-25,1283.0
2020-06-26,1284.5
2020-06-29,1293.0
2020-06-30,1295.5
2020-07-01,1314.0
2020-07-02,1338.0
2020-07-03,1351.5
2020-07-06,1378.0
2020-07-07,1397.0
2020-07-08,1406.5
2020-07-09,1398.5
2020-07-10,1379.5
2020-07-13,1400.0
2020-07-14,1359.0
2020-07-15,1380.0
2020-07-16,1366.0
2020-07-17,1402.5
2020-07-20,1434.0
2020-07-21,1416.5
2020-07-22,1420.0
2020-07-23,1436.5
2020-07-24,1355.0
2020-07-27,1400.0
2020-07-28,1381.0
2020-07-29,1413.0
2020-07-30,1380.0
2020-07-31,1417.0
2020-08-03,1463.0
2020-08-04,1438.0
2020-08-05,1477.0
2020-08-06,1470.0
2020-08-07,1487.5
2020-08-10,1427.0
2020-08-11,1406.0
2020-08-12,1418.0
2020-08-13,1455.0
2020-08-14,1415.5
2020-08-17,1448.0
2020-08-18,1445.0
2020-08-19,1460.0
2020-08-20,1420.5
2020-08-21,1368.0
2020-08-24,1379.0
2020-08-25,1416.0
2020-08-26,1472.0
2020-08-27,1457.5
2020-08-28,1415.0
2020-08-31,1413.0
2020-09-01,1417.0
2020-09-02,1422.5
2020-09-03,1333.5
2020-09-04,1311.5
2020-09-07,1340.0
2020-09-08,1314.0
2020-09-09,1344.0
2020-09-10,1366.0
2020-09-11,1375.0
2020-09-14,1380.0
2020-09-15,1399.0
2020-09-16,1440.5
2020-09-17,1442.0
2020-09-18,1523.0
2020-09-21,1521.5
2020-09-22,1574.5
2020-09-23,1576.0
2020-09-24,1583.0
2020-09-25,1595.5
2020-09-28,1595.5
2020-09-29,1602.5
2020-09-30,1572.5
2020-10-01,1605.0
2020-10-02,1602.5
2020-10-05,1630.0
2020-10-06,1600.0
2020-10-07,1615.0
2020-10-08,1668.5
2020-10-09,1703.5
2020-10-12,1734.0
2020-10-13,1716.0
2020-10-14,1679.0
2020-10-15,1644.5
2020-10-16,1626.5
2020-10-19,1629.5
2020-10-20,1592.5
2020-10-21,1593.5
2020-10-22,1562.0
2020-10-23,1568.5
2020-10-26,1540.5
2020-10-27,1577.5
2020-10-28,1541.0
2020-10-29,1508.0
2020-10-30,1447.5
2020-11-02,1456.5
2020-11-03,1519.0
2020-11-04,1626.5
2020-11-05,1614.0
2020-11-06,1610.0
2020-11-09,1582.0
2020-11-10,1548.0
2020-11-11,1642.5
2020-11-12,1640.0
2020-11-13,1629.0
2020-11-16,1631.0
2020-11-17,1640.0
2020-11-18,1593.0
2020-11-19,1592.0
2020-11-20,1608.0
2020-11-23,1599.0
2020-11-24,1551.5
2020-11-25,1552.0
2020-11-26,1575.0
2020-11-27,1616.0
2020-11-30,1602.0
2020-12-01,1596.0
2020-12-02,1621.5
2020-12-03,1652.5
2020-12-04,1659.0
2020-12-07,1682.0
2020-12-08,1724.0
2020-12-09,1739.0
2020-12-10,1752.0
2020-12-11,1827.0
2020-12-14,1837.0
2020-12-15,1860.0
2020-12-16,1878.0
2020-12-17,1906.5
2020-12-18,1949.5
2020-12-21,1900.0
2020-12-22,1940.5
2020-12-23,1944.0
2020-12-24,1969.5
2020-12-28,1931.0
2020-12-29,1932.0
2020-12-30,1900.0
2020-12-31,1905.0
2021-01-04,1859.5
2021-01-05,1829.0
2021-01-06,1733.0
2021-01-07,1714.5
2021-01-08,1756.5
2021-01-11,1744.5
2021-01-12,1758.5
2021-01-13,1791.0
2021-01-14,1777.5
2021-01-15,1789.0
2021-01-18,1791.5
2021-01-19,1785.0
2021-01-20,1876.0
2021-01-21,1913.0
2021-01-22,1919.0
2021-01-25,1875.0
2021-01-26,1856.5
2021-01-27,1775.0
2021-01-28,1760.0
2021-01-29,1719.5
2021-02-01,1770.5
2021-02-02,1800.0
2021-02-03,1823.0
2021-02-04,1903.0
2021-02-05,1884.5
2021-02-08,1897.0
2021-02-09,1901.5
2021-02-10,2066.0
2021-02-11,2184.0
2021-02-12,2190.0
2021-02-15,2135.0
2021-02-16,2192.0
2021-02-17,2160.0
2021-02-18,2167.0
2021-02-19,2211.0
2021-02-22,2152.0
2021-02-23,1980.0
2021-02-24,1978.5
2021-02-25,1934.5
2021-02-26,1916.0
2021-03-01,1950.0
2021-03-02,1943.5
2021-03-03,1918.5
2021-03-04,1875.5
2021-03-05,1814.0
2021-03-08,1860.0
2021-03-09,1936.0
2021-03-10,1882.5
2021-03-11,1982.5
2021-03-12,1935.0
2021-03-15,1967.5
2021-03-16,1991.0
2021-03-17,1943.0
2021-03-18,1909.5
2021-03-19,1913.0
2021-03-22,1920.0
2021-03-23,1940.0
2021-03-24,1896.0
2021-03-25,1848.0
2021-03-26,1889.5
2021-03-29,1857.0
2021-03-30,1877.5
2021-03-31,1903.5
2021-04-01,1982.0
2021-04-06,1985.4000244140625
2021-04-07,1996.4000244140625
2021-04-08,1994.0
2021-04-09,1989.199951171875
2021-04-12,1959.0
2021-04-13,1990.0
2021-04-14,1989.0
2021-04-15,2008.0
2021-04-16,2018.0
2021-04-19,1996.199951171875
2021-04-20,1981.0
2021-04-21,2012.5
2021-04-22,2072.5
2021-04-23,2107.0
2021-04-26,2116.0
2021-04-27,2100.5
2021-04-28,2074.0
2021-04-29,2084.5
2021-04-30,2041.5
2021-05-03,2062.0
2021-05-04,1930.800048828125
2021-05-05,1974.800048828125
2021-05-06,1888.800048828125
2021-05-07,1913.0
2021-05-10,1840.0
2021-05-11,1779.0
2021-05-12,1674.5999755859375
2021-05-13,1706.4000244140625
2021-05-14,1701.199951171875
2021-05-17,1699.0
2021-05-18,1754.800048828125
2021-05-19,1709.199951171875
2021-05-20,1801.4000244140625
2021-05-21,1845.0
2021-05-24,1862.199951171875
2021-05-25,1906.4000244140625
2021-05-26,1908.5999755859375
2021-05-27,1888.0
2021-05-28,1902.199951171875
2021-05-31,1890.4000244140625
2021-06-01,1899.199951171875
2021-06-02,1860.199951171875
2021-06-03,1801.199951171875
2021-06-04,1863.199951171875
2021-06-07,1873.5999755859375
2021-06-08,1898.199951171875
2021-06-09,1924.4000244140625
2021-06-10,1909.5999755859375
2021-06-11,1918.800048828125
2021-06-14,1931.5999755859375
2021-06-15,1898.199951171875
2021-06-16,1899.800048828125
2021-06-17,1902.5999755859375
2021-06-18,1934.4000244140625
2021-06-21,1914.800048828125
2021-06-22,1947.4000244140625
2021-06-23,1912.5999755859375
2021-06-24,2021.0
2021-06-25,2004.5
2021-06-28,2036.5
2021-06-29,2057.0
2021-06-30,2060.5
2021-07-01,2047.0
2021-07-02,2080.0
2021-07-05,2070.0
2021-07-06,2097.5
2021-07-07,2115.0
2021-07-08,2074.5
2021-07-09,2118.5
2021-07-12,2155.5
2021-07-13,2173.5
2021-07-14,2191.0
2021-07-15,2179.5
2021-07-16,2197.5
2021-07-19,2149.0
2021-07-20,2127.5
2021-07-21,2179.0
2021-07-22,2280.5
2021-07-23,2308.0
2021-07-26,2296.5
2021-07-27,2261.5
2021-07-28,2326.5
2021-07-29,2356.5
2021-07-30,2289.5
2021-08-02,2309.5
2021-08-03,2318.5
2021-08-04,2330.0
2021-08-05,2366.5
2021-08-06,2352.5
2021-08-09,2360.0
2021-08-10,2368.0
2021-08-11,2340.0
2021-08-12,2343.5
2021-08-13,2356.5
2021-08-16,2362.0
2021-08-17,2375.5
2021-08-18,2386.0
2021-08-19,2523.5
2021-08-20,2622.0
2021-08-23,2703.5
2021-08-24,2766.0
2021-08-25,2717.5
2021-08-26,2659.5
2021-08-27,2725.5
2021-08-30,2749.5
2021-08-31,2734.5
2021-09-01,2683.5
2021-09-02,2692.5
2021-09-03,2670.0
2021-09-06,2705.0
2021-09-07,2668.0
2021-09-08,2613.0
2021-09-09,2674.0
2021-09-10,2691.5
2021-09-13,2647.5
2021-09-14,2678.5
2021-09-15,2696.5
2021-09-16,2744.0
2021-09-17,2723.0
2021-09-20,2673.0
2021-09-21,2695.0
2021-09-22,2709.5
2021-09-23,2746.5
2021-09-24,2671.0
2021-09-27,2644.0
2021-09-28,2500.5
2021-09-29,2495.0
2021-09-30,2415.0
2021-10-01,2421.5
2021-10-04,2354.5
2021-10-05,2450.5
2021-10-06,2434.0
2021-10-07,2481.5
2021-10-08,2397.0
2021-10-11,2410.0
2021-10-12,2415.0
2021-10-13,2500.0
2021-10-14,2610.5
2021-10-15,2648.5
2021-10-18,2633.5
2021-10-19,2691.5
2021-10-20,2713.0
2021-10-21,2691.0
2021-10-22,2667.0
2021-10-25,2679.0
2021-10-26,2721.5
2021-10-27,2667.0
2021-10-28,2630.5
2021-10-29,2610.5
2021-11-01,2564.5
2021-11-02,2595.0
2021-11-03,2634.5
2021-11-04,2731.5
2021-11-05,2745.0
2021-11-08,2713.0
2021-11-09,2606.0
2021-11-10,2572.0
2021-11-11,2575.0
2021-11-12,2580.0
2021-11-15,2596.0
2021-11-16,2598.0
2021-11-17,2596.0
2021-11-18,2544.5
2021-11-19,2616.5
2021-11-22,2459.0
2021-11-23,2399.5
2021-11-24,2364.5
2021-11-25,2458.5
2021-11-26,2422.5
2021-11-29,2460.5
2021-11-30,2447.5
2021-12-01,2443.5
2021-12-02,2345.0
2021-12-03,2296.0
2021-12-06,2334.5
2021-12-07,2482.5
2021-12-08,2501.5
2021-12-09,2470.5
2021-12-10,2420.0
2021-12-13,2426.0
2021-12-14,2305.0
2021-12-15,2329.5
2021-12-16,2308.0
2021-12-17,2175.0
2021-12-20,2129.5
2021-12-21,2181.0
2021-12-22,2250.5
2021-12-23,2256.0
2021-12-24,2258.5
2021-12-27,2329.5
2021-12-28,2338.0
2021-12-29,2292.0
2021-12-30,2334.5
2021-12-31,2311.5
2022-01-03,2354.5
2022-01-04,2271.0
2022-01-05,2255.0
2022-01-06,2187.5
2022-01-07,2145.0
2022-01-10,1965.5999755859375
2022-01-11,2008.0
2022-01-12,2035.5
2022-01-13,1914.0
2022-01-14,1772.0
2022-01-17,1788.5999755859375
2022-01-18,1764.0
2022-01-19,1842.800048828125
2022-01-20,1891.800048828125
2022-01-21,1840.5999755859375
2022-01-24,1678.199951171875
2022-01-25,1664.4000244140625
2022-01-26,1746.0
2022-01-27,1749.199951171875
2022-01-28,1726.800048828125
2022-01-31,1789.0
2022-02-01,1822.199951171875
2022-02-02,1776.199951171875
2022-02-03,1619.0
2022-02-04,1664.800048828125
2022-02-07,1702.800048828125
2022-02-08,1682.4000244140625
2022-02-09,1876.5999755859375
2022-02-10,1843.199951171875
2022-02-11,1862.199951171875
2022-02-14,1877.800048828125
2022-02-15,1957.800048828125
2022-02-16,2032.0
2022-02-17,1925.0
2022-02-18,1823.4000244140625
2022-02-21,1822.0
2022-02-22,1838.5999755859375
2022-02-23,1782.5999755859375
2022-02-24,1804.5999755859375
2022-02-25,1812.4000244140625
2022-02-28,1864.4000244140625
2022-03-01,1785.199951171875
2022-03-02,1767.4000244140625
2022-03-03,1683.800048828125
2022-03-04,1587.4000244140625
2022-03-07,1487.0
2022-03-08,1430.800048828125
2022-03-09,1605.5999755859375
2022-03-10,1533.0
2022-03-11,1576.0
2022-03-14,1626.5999755859375
2022-03-15,1681.800048828125
2022-03-16,1781.5999755859375
2022-03-17,1802.4000244140625
2022-03-18,1841.0
2022-03-21,1815.0
2022-03-22,1858.800048828125
2022-03-23,1811.800048828125
2022-03-24,1822.800048828125
2022-03-25,1845.4000244140625
2022-03-28,1768.199951171875
2022-03-29,1928.199951171875
2022-03-30,1892.4000244140625
2022-03-31,1809.0
2022-04-01,1794.0
2022-04-04,1855.5999755859375
2022-04-05,1846.0
2022-04-06,1713.199951171875
2022-04-07,1725.0
2022-04-08,1715.4000244140625
2022-04-11,1627.5999755859375
2022-04-12,1688.800048828125
2022-04-13,1675.0
2022-04-14,1687.4000244140625
2022-04-19,1665.800048828125
2022-04-20,1716.5999755859375
2022-04-21,1728.0
2022-04-22,1642.4000244140625
2022-04-25,1609.5999755859375
2022-04-26,1565.0
2022-04-27,1611.5999755859375
2022-04-28,1656.5999755859375
2022-04-29,1623.0
2022-05-02,1580.5999755859375
2022-05-03,1574.4000244140625
2022-05-04,1545.800048828125
2022-05-05,1476.0
2022-05-06,1417.5999755859375
2022-05-09,1403.4000244140625
2022-05-10,1378.4000244140625
2022-05-11,1372.5999755859375
2022-05-12,1370.0
2022-05-13,1483.800048828125
2022-05-16,1482.5999755859375
2022-05-17,1469.0
2022-05-18,1414.199951171875
2022-05-19,1449.800048828125
2022-05-20,1466.0
2022-05-23,1476.4000244140625
2022-05-24,1374.199951171875
2022-05-25,1398.0
2022-05-26,1469.199951171875
2022-05-27,1517.199951171875
2022-05-30,1499.800048828125
2022-05-31,1447.199951171875
2022-06-01,1447.800048828125
2022-06-02,1482.4000244140625
2022-06-03,1444.0
2022-06-06,1502.199951171875
2022-06-07,1456.5999755859375
2022-06-08,1451.800048828125
2022-06-09,1417.5999755859375
2022-06-10,1334.5999755859375
2022-06-13,1222.5999755859375
2022-06-14,1155.4000244140625
2022-06-15,1203.4000244140625
2022-06-16,1192.4000244140625
2022-06-17,1240.199951171875
2022-06-20,1238.5999755859375
2022-06-21,1266.4000244140625
2022-06-22,1313.4000244140625
2022-06-23,1329.199951171875
2022-06-24,1413.199951171875
2022-06-27,1419.800048828125
2022-06-28,1417.0
2022-06-29,1415.0
2022-06-30,1388.0
2022-07-01,1403.0
2022-07-04,1375.5999755859375
2022-07-05,1343.800048828125
2022-07-06,1464.199951171875
2022-07-07,1447.199951171875
2022-07-08,1469.5999755859375
2022-07-11,1459.199951171875
2022-07-12,1475.800048828125
2022-07-13,1429.0
2022-07-14,1404.4000244140625
2022-07-15,1509.5999755859375
2022-07-18,1550.0
2022-07-19,1577.800048828125
2022-07-20,1596.199951171875
2022-07-21,1662.4000244140625
2022-07-22,1622.0
2022-07-25,1654.199951171875
2022-07-26,1561.5999755859375
2022-07-27,1673.0
2022-07-28,1705.0
2022-07-29,1745.0
2022-08-01,1758.5999755859375
2022-08-02,1750.0
2022-08-03,1790.5999755859375
2022-08-04,1806.0
2022-08-05,1747.800048828125
2022-08-08,1820.0
2022-08-09,1784.5999755859375
