Date,ABFRL.NS
2015-08-21,205.47067260742188
2015-08-24,183.88368225097656
2015-08-25,190.8822021484375
2015-08-26,192.21290588378906
2015-08-27,201.37998962402344
2015-08-28,195.2193145751953
2015-08-31,190.14292907714844
2015-09-01,183.341552734375
2015-09-02,183.6372528076172
2015-09-03,187.1365203857422
2015-09-04,182.7501220703125
2015-09-07,177.67373657226562
2015-09-08,182.3558349609375
2015-09-09,183.68653869628906
2015-09-10,185.16510009765625
2015-09-11,188.9600830078125
2015-09-14,196.59930419921875
2015-09-15,231.54263305664062
2015-09-16,222.81912231445312
2015-09-18,217.00344848632812
2015-09-21,226.02267456054688
2015-09-22,220.9955596923828
2015-09-23,217.00344848632812
2015-09-24,216.3627471923828
2015-09-28,207.39280700683594
2015-09-29,217.79200744628906
2015-09-30,215.8206024169922
2015-10-01,215.1798858642578
2015-10-05,221.34056091308594
2015-10-06,217.74273681640625
2015-10-07,218.23558044433594
2015-10-08,213.20848083496094
2015-10-09,213.79989624023438
2015-10-12,211.8284912109375
2015-10-13,215.1798858642578
2015-10-14,214.68704223632812
2015-10-15,215.7713165283203
2015-10-16,226.90980529785156
2015-10-19,220.30557250976562
2015-10-20,218.03843688964844
2015-10-21,217.20059204101562
2015-10-23,215.1798858642578
2015-10-26,214.09561157226562
2015-10-27,214.88418579101562
2015-10-28,216.658447265625
2015-10-29,211.97634887695312
2015-10-30,212.22276306152344
2015-11-02,213.35633850097656
2015-11-03,210.30064392089844
2015-11-04,208.47708129882812
2015-11-05,208.18136596679688
2015-11-06,208.03350830078125
2015-11-09,205.86495971679688
2015-11-10,204.43568420410156
2015-11-13,207.6885223388672
2015-11-16,209.51206970214844
2015-11-17,213.2577667236328
2015-11-18,214.83489990234375
2015-11-19,214.04632568359375
2015-11-20,216.90487670898438
2015-11-23,210.79348754882812
2015-11-24,209.6106414794922
2015-11-26,212.61705017089844
2015-11-27,214.98275756835938
2015-11-30,215.08131408691406
2015-12-01,213.94775390625
2015-12-02,214.88418579101562
2015-12-03,212.4691925048828
2015-12-04,214.78561401367188
2015-12-07,211.237060546875
2015-12-08,210.44850158691406
2015-12-09,201.97142028808594
2015-12-10,203.9921112060547
2015-12-11,203.5978240966797
2015-12-14,210.89205932617188
2015-12-15,211.87777709960938
2015-12-16,210.10350036621094
2015-12-17,215.72203063964844
2015-12-18,218.03843688964844
2015-12-21,218.7284393310547
2015-12-22,217.10202026367188
2015-12-23,218.4820098876953
2015-12-24,218.9255828857422
2015-12-28,220.40414428710938
2015-12-29,221.34056091308594
2015-12-30,222.62197875976562
2015-12-31,227.99407958984375
2016-01-01,244.4553985595703
2016-01-04,244.2582550048828
2016-01-05,241.7939910888672
2016-01-06,236.22474670410156
2016-01-07,225.67767333984375
2016-01-08,228.0926513671875
2016-01-11,222.12911987304688
2016-01-12,215.0320281982422
2016-01-13,217.10202026367188
2016-01-14,212.61705017089844
2016-01-15,209.5613555908203
2016-01-18,197.43716430664062
2016-01-19,208.132080078125
2016-01-20,215.67274475097656
2016-01-21,206.25924682617188
2016-01-22,207.4913787841797
2016-01-25,207.98422241210938
2016-01-27,210.25135803222656
2016-01-28,217.20059204101562
2016-01-29,219.1227264404297
2016-02-01,216.60916137695312
2016-02-02,216.658447265625
2016-02-03,206.11138916015625
2016-02-04,174.026611328125
2016-02-05,180.8772735595703
2016-02-08,173.97732543945312
2016-02-09,170.57664489746094
2016-02-10,165.89453125
2016-02-11,159.93099975585938
2016-02-12,142.92755126953125
2016-02-15,139.0340118408203
2016-02-16,143.2232666015625
2016-02-17,136.3233184814453
2016-02-18,142.58255004882812
2016-02-19,147.3632354736328
2016-02-22,148.6446533203125
2016-02-23,145.63824462890625
2016-02-24,143.17398071289062
2016-02-25,138.93544006347656
2016-02-26,133.2676239013672
2016-02-29,126.3183822631836
2016-03-01,138.98472595214844
2016-03-02,142.87826538085938
2016-03-03,156.72744750976562
2016-03-04,147.95465087890625
2016-03-08,145.68753051757812
2016-03-09,146.3775177001953
2016-03-10,147.51109313964844
2016-03-11,147.8068084716797
2016-03-14,148.6446533203125
2016-03-15,141.0054168701172
2016-03-16,138.78758239746094
2016-03-17,144.7018280029297
2016-03-18,148.89108276367188
2016-03-21,143.8639678955078
2016-03-22,138.8368682861328
2016-03-23,137.99900817871094
2016-03-28,133.9083251953125
2016-03-29,136.1754608154297
2016-03-30,136.421875
2016-03-31,144.0611114501953
2016-04-01,138.59043884277344
2016-04-04,145.58895874023438
2016-04-05,138.0975799560547
2016-04-06,143.7161102294922
2016-04-07,142.92755126953125
2016-04-08,148.6446533203125
2016-04-11,155.00245666503906
2016-04-12,159.38885498046875
2016-04-13,162.9866943359375
2016-04-18,156.92459106445312
2016-04-20,152.6367645263672
2016-04-21,150.9610595703125
2016-04-22,149.18679809570312
2016-04-25,146.8210906982422
2016-04-26,148.49679565429688
2016-04-27,147.31394958496094
2016-04-28,143.17398071289062
2016-04-29,145.44110107421875
2016-05-02,143.32183837890625
2016-05-03,139.87185668945312
2016-05-04,138.93544006347656
2016-05-05,137.65402221679688
2016-05-06,140.56185913085938
2016-05-09,147.65895080566406
2016-05-10,148.447509765625
2016-05-11,149.9260711669922
2016-05-12,149.7289276123047
2016-05-13,156.43173217773438
2016-05-16,148.59536743164062
2016-05-17,149.82749938964844
2016-05-18,153.27748107910156
2016-05-19,152.34104919433594
2016-05-20,148.841796875
2016-05-23,146.6239471435547
2016-05-24,144.01182556152344
2016-05-25,144.55397033691406
2016-05-26,135.83045959472656
2016-05-27,132.57762145996094
2016-05-30,134.00689697265625
2016-05-31,129.86692810058594
2016-06-01,133.85903930664062
2016-06-02,133.36619567871094
2016-06-03,128.38836669921875
2016-06-06,131.24691772460938
2016-06-07,127.9448013305664
2016-06-08,129.3740692138672
2016-06-09,129.47264099121094
2016-06-10,129.9654998779297
2016-06-13,129.62049865722656
2016-06-14,128.19122314453125
2016-06-15,126.36766815185547
2016-06-16,127.20552062988281
2016-06-17,130.75405883789062
2016-06-20,130.21192932128906
2016-06-21,134.15475463867188
2016-06-22,132.4297637939453
2016-06-23,132.72547912597656
2016-06-24,129.27549743652344
2016-06-27,132.38047790527344
2016-06-28,132.18333435058594
2016-06-29,139.67471313476562
2016-06-30,140.66041564941406
2016-07-01,140.90684509277344
2016-07-04,141.69541931152344
2016-07-05,142.53326416015625
2016-07-07,147.51109313964844
2016-07-08,142.4346923828125
2016-07-11,141.89256286621094
2016-07-12,141.7939910888672
2016-07-13,138.98472595214844
2016-07-14,138.98472595214844
2016-07-15,137.30902099609375
2016-07-18,141.30113220214844
2016-07-19,139.67471313476562
2016-07-20,139.18186950683594
2016-07-21,138.98472595214844
2016-07-22,139.28042602539062
2016-07-25,137.99900817871094
2016-07-26,146.47608947753906
2016-07-27,142.97683715820312
2016-07-28,142.77969360351562
2016-07-29,142.73040771484375
2016-08-01,145.04681396484375
2016-08-02,142.53326416015625
2016-08-03,141.7447052001953
2016-08-04,142.13897705078125
2016-08-05,143.7161102294922
2016-08-08,148.2503662109375
2016-08-09,152.7846221923828
2016-08-10,149.13751220703125
2016-08-11,150.17250061035156
2016-08-12,147.1660919189453
2016-08-16,148.59536743164062
2016-08-17,148.6446533203125
2016-08-18,161.1138458251953
2016-08-19,162.49383544921875
2016-08-22,162.78955078125
2016-08-23,166.9295196533203
2016-08-24,164.2188262939453
2016-08-25,160.7688446044922
2016-08-26,161.40956115722656
2016-08-29,160.7195587158203
2016-08-30,163.3809814453125
2016-08-31,153.47462463378906
2016-09-01,150.71463012695312
2016-09-02,149.77821350097656
2016-09-06,149.43321228027344
2016-09-07,148.74322509765625
2016-09-08,149.63035583496094
2016-09-09,148.89108276367188
2016-09-12,144.20896911621094
2016-09-14,144.80039978027344
2016-09-15,144.40611267089844
2016-09-16,142.28683471679688
2016-09-19,142.28683471679688
2016-09-20,140.46328735351562
2016-09-21,136.1261749267578
2016-09-22,135.7318878173828
2016-09-23,138.39329528808594
2016-09-26,139.42828369140625
2016-09-27,137.35830688476562
2016-09-28,139.87185668945312
2016-09-29,136.07688903808594
2016-09-30,135.87974548339844
2016-10-03,139.42828369140625
2016-10-04,140.1182861328125
2016-10-05,143.17398071289062
2016-10-06,142.58255004882812
2016-10-07,142.33612060546875
2016-10-10,140.36471557617188
2016-10-13,138.2947235107422
2016-10-14,138.0975799560547
2016-10-17,138.0482940673828
2016-10-18,141.05470275878906
2016-10-19,143.56825256347656
2016-10-20,146.18038940429688
2016-10-21,149.2853546142578
2016-10-24,154.01675415039062
2016-10-25,160.9659881591797
2016-10-26,161.01527404785156
2016-10-27,157.3681640625
2016-10-28,157.91029357910156
2016-11-01,160.32528686523438
2016-11-02,156.7767333984375
2016-11-03,152.93247985839844
2016-11-04,147.8068084716797
2016-11-07,151.30606079101562
2016-11-08,151.40463256835938
2016-11-09,143.81468200683594
2016-11-10,147.95465087890625
2016-11-11,143.07540893554688
2016-11-15,135.1897430419922
2016-11-16,135.1897430419922
2016-11-17,132.72547912597656
2016-11-18,131.49334716796875
2016-11-21,125.973388671875
2016-11-22,128.24050903320312
2016-11-23,137.06259155273438
2016-11-24,137.06259155273438
2016-11-25,138.93544006347656
2016-11-28,137.4075927734375
2016-11-29,138.98472595214844
2016-11-30,137.55545043945312
2016-12-01,136.22474670410156
2016-12-02,138.73829650878906
2016-12-05,136.3726043701172
2016-12-06,135.04188537597656
2016-12-07,134.84475708007812
2016-12-08,138.8861541748047
2016-12-09,138.6890106201172
2016-12-12,138.54115295410156
2016-12-13,137.11187744140625
2016-12-14,136.96401977539062
2016-12-15,137.45687866210938
2016-12-16,137.06259155273438
2016-12-19,136.07688903808594
2016-12-20,131.9862060546875
2016-12-21,130.70477294921875
2016-12-22,129.27549743652344
2016-12-23,130.01478576660156
2016-12-26,128.24050903320312
2016-12-27,130.8033447265625
2016-12-28,128.33908081054688
2016-12-29,134.3026123046875
2016-12-30,136.07688903808594
2017-01-02,135.68260192871094
2017-01-03,137.55545043945312
2017-01-04,138.8861541748047
2017-01-05,137.99900817871094
2017-01-06,137.70330810546875
2017-01-09,137.35830688476562
2017-01-10,137.06259155273438
2017-01-11,139.2311553955078
2017-01-12,137.70330810546875
