Date,LOW
2015-08-03,57.37915802001953
2015-08-04,57.753875732421875
2015-08-05,58.23680877685547
2015-08-06,57.71223068237305
2015-08-07,57.895408630371094
2015-08-10,57.928733825683594
2015-08-11,57.8038330078125
2015-08-12,57.429134368896484
2015-08-13,59.29432678222656
2015-08-14,60.04369354248047
2015-08-17,60.3517951965332
2015-08-18,60.80144119262695
2015-08-19,61.92555618286133
2015-08-20,60.93465042114258
2015-08-21,59.211036682128906
2015-08-24,56.87956237792969
2015-08-25,55.78044128417969
2015-08-26,57.24593734741211
2015-08-27,57.504058837890625
2015-08-28,56.99612808227539
2015-08-31,57.595664978027344
2015-09-01,56.413272857666016
2015-09-02,57.487422943115234
2015-09-03,57.537376403808594
2015-09-04,56.45492172241211
2015-09-08,57.71223068237305
2015-09-09,56.713043212890625
2015-09-10,56.56316375732422
2015-09-11,57.14602279663086
2015-09-14,56.746334075927734
2015-09-15,57.820465087890625
2015-09-16,58.345062255859375
2015-09-17,58.68646240234375
2015-09-18,56.7796516418457
2015-09-21,57.953712463378906
2015-09-22,57.179325103759766
2015-09-23,57.22930145263672
2015-09-24,57.0211296081543
2015-09-25,57.19596862792969
2015-09-28,55.913673400878906
2015-09-29,55.59725570678711
2015-09-30,57.38750457763672
2015-10-01,58.11191177368164
2015-10-02,58.47830581665039
2015-10-05,59.7606086730957
2015-10-06,59.27766036987305
2015-10-07,59.777252197265625
2015-10-08,60.92633819580078
2015-10-09,61.059566497802734
2015-10-12,61.459228515625
2015-10-13,60.75980758666992
2015-10-14,59.98542404174805
2015-10-15,60.49336242675781
2015-10-16,60.60160827636719
2015-10-19,61.378944396972656
2015-10-20,60.88578796386719
2015-10-21,60.785499572753906
2015-10-22,61.37060546875
2015-10-23,61.479270935058594
2015-10-26,61.989166259765625
2015-10-27,61.479270935058594
2015-10-28,61.87214660644531
2015-10-29,61.74676513671875
2015-10-30,61.71333312988281
2015-11-02,61.66316604614258
2015-11-03,61.813602447509766
2015-11-04,61.103126525878906
2015-11-05,61.50433349609375
2015-11-06,61.13655471801758
2015-11-09,60.20036315917969
2015-11-10,61.30374526977539
2015-11-11,60.28396224975586
2015-11-12,60.77713394165039
2015-11-13,58.58711242675781
2015-11-16,59.88273239135742
2015-11-17,60.8941650390625
2015-11-18,61.42076110839844
2015-11-19,61.34553527832031
2015-11-20,63.33494186401367
2015-11-23,64.08723449707031
2015-11-24,64.6890869140625
2015-11-25,64.87298583984375
2015-11-27,64.64727020263672
2015-11-30,64.0287094116211
2015-12-01,64.47172546386719
2015-12-02,63.777950286865234
2015-12-03,62.791595458984375
2015-12-04,64.1624526977539
2015-12-07,63.9033317565918
2015-12-08,64.50516510009766
2015-12-09,63.62748336791992
2015-12-10,63.66927719116211
2015-12-11,62.69968032836914
2015-12-14,63.2346305847168
2015-12-15,62.60773468017578
2015-12-16,63.63584518432617
2015-12-17,62.60773468017578
2015-12-18,61.763458251953125
2015-12-21,62.59934997558594
2015-12-22,62.825077056884766
2015-12-23,63.66094207763672
2015-12-24,63.76123809814453
2015-12-28,63.894981384277344
2015-12-29,64.47172546386719
2015-12-30,64.24604797363281
2015-12-31,63.56063461303711
2016-01-04,62.92534637451172
2016-01-05,63.05908203125
2016-01-06,61.80524826049805
2016-01-07,60.24216842651367
2016-01-08,59.24747848510742
2016-01-11,60.752044677734375
2016-01-12,61.245208740234375
2016-01-13,58.42829513549805
2016-01-14,58.4366569519043
2016-01-15,57.8995246887207
2016-01-19,58.29399871826172
2016-01-20,57.12744140625
2016-01-21,58.17649841308594
2016-01-22,59.16679763793945
2016-01-25,58.66324234008789
2016-01-26,58.747161865234375
2016-01-27,58.3695182800293
2016-01-28,58.1009521484375
2016-01-29,60.140323638916016
2016-02-01,60.97957229614258
2016-02-02,60.316566467285156
2016-02-03,56.58192443847656
2016-02-04,57.03510665893555
2016-02-05,55.25591278076172
2016-02-08,53.33403778076172
2016-02-09,53.83758544921875
2016-02-10,53.76205062866211
2016-02-11,53.20815658569336
2016-02-12,54.441837310791016
2016-02-16,56.590301513671875
2016-02-17,57.06866455078125
2016-02-18,56.833683013916016
2016-02-19,57.50510025024414
2016-02-22,58.302364349365234
2016-02-23,56.98476028442383
2016-02-24,57.589012145996094
2016-02-25,57.65614700317383
2016-02-26,57.991844177246094
2016-02-29,56.67423629760742
2016-03-01,57.94150924682617
2016-03-02,57.983455657958984
2016-03-03,58.68843078613281
2016-03-04,59.0744743347168
2016-03-07,59.39338302612305
2016-03-08,59.578025817871094
2016-03-09,59.46051788330078
2016-03-10,59.334632873535156
2016-03-11,60.52637481689453
2016-03-14,61.05509567260742
2016-03-15,61.348838806152344
2016-03-16,61.919532775878906
2016-03-17,62.12094497680664
2016-03-18,62.8846435546875
2016-03-21,63.1280403137207
2016-03-22,63.15321350097656
2016-03-23,62.758758544921875
2016-03-24,62.75035095214844
2016-03-28,62.935020446777344
2016-03-29,63.50568771362305
2016-03-30,63.79941177368164
2016-03-31,63.572837829589844
2016-04-01,64.2022705078125
2016-04-04,63.933712005615234
2016-04-05,63.67353820800781
2016-04-06,63.85818862915039
2016-04-07,63.237144470214844
2016-04-08,62.96857833862305
2016-04-11,63.06928634643555
2016-04-12,63.55605697631836
2016-04-13,64.33654022216797
2016-04-14,64.2022705078125
2016-04-15,64.88206481933594
2016-04-18,65.15999603271484
2016-04-19,64.35984802246094
2016-04-20,64.30085754394531
2016-04-21,63.871299743652344
2016-04-22,64.05659484863281
2016-04-25,64.1745376586914
2016-04-26,64.28402709960938
