Date,NOC
2015-08-03,146.3591766357422
2015-08-04,146.32516479492188
2015-08-05,147.6513671875
2015-08-06,146.96273803710938
2015-08-07,146.7757110595703
2015-08-10,148.986083984375
2015-08-11,147.30276489257812
2015-08-12,145.84906005859375
2015-08-13,146.9542694091797
2015-08-14,148.07643127441406
2015-08-17,148.5269775390625
2015-08-18,149.19859313964844
2015-08-19,149.30062866210938
2015-08-20,146.72471618652344
2015-08-21,140.5697479248047
2015-08-24,136.03851318359375
2015-08-25,135.75796508789062
2015-08-26,139.83010864257812
2015-08-27,142.73472595214844
2015-08-28,141.41908264160156
2015-08-31,139.88136291503906
2015-09-01,136.14808654785156
2015-09-02,140.62460327148438
2015-09-03,140.6587677001953
2015-09-04,138.65126037597656
2015-09-08,143.52914428710938
2015-09-09,142.03416442871094
2015-09-10,141.5557861328125
2015-09-11,143.9649200439453
2015-09-14,143.37542724609375
2015-09-15,145.5111541748047
2015-09-16,146.04933166503906
2015-09-17,145.8443145751953
2015-09-18,144.35784912109375
2015-09-21,145.4086456298828
2015-09-22,143.20458984375
2015-09-23,143.02516174316406
2015-09-24,142.47840881347656
2015-09-25,141.44468688964844
2015-09-28,138.9502410888672
2015-09-29,139.71908569335938
2015-09-30,141.76931762695312
2015-10-01,141.57289123535156
2015-10-02,143.11911010742188
2015-10-05,145.55386352539062
2015-10-06,143.87083435058594
2015-10-07,146.2543487548828
2015-10-08,148.43283081054688
2015-10-09,150.1414031982422
2015-10-12,151.37155151367188
2015-10-13,151.20925903320312
2015-10-14,148.47552490234375
2015-10-15,148.6976776123047
2015-10-16,149.39820861816406
2015-10-19,149.14190673828125
2015-10-20,149.03082275390625
2015-10-21,148.75741577148438
2015-10-22,153.3450164794922
2015-10-23,153.62692260742188
2015-10-26,154.0198211669922
2015-10-27,154.28469848632812
2015-10-28,162.74217224121094
2015-10-29,162.37484741210938
2015-10-30,160.39283752441406
2015-11-02,161.9220428466797
2015-11-03,159.44456481933594
2015-11-04,159.04306030273438
2015-11-05,159.25668334960938
2015-11-06,157.1977996826172
2015-11-09,155.19021606445312
2015-11-10,155.04502868652344
2015-11-11,155.2244110107422
2015-11-12,154.03697204589844
2015-11-13,152.7640838623047
2015-11-16,159.4189910888672
2015-11-17,159.01747131347656
2015-11-18,160.7260284423828
2015-11-19,160.82859802246094
2015-11-20,161.87078857421875
2015-11-23,160.4612274169922
2015-11-24,160.60643005371094
2015-11-25,161.09547424316406
2015-11-27,161.64456176757812
2015-11-30,159.88575744628906
2015-12-01,160.70082092285156
2015-12-02,159.31097412109375
2015-12-03,157.05458068847656
2015-12-04,161.2498779296875
2015-12-07,161.2841796875
2015-12-08,161.29281616210938
2015-12-09,160.04876708984375
2015-12-10,160.8295440673828
2015-12-11,159.5940704345703
2015-12-14,160.49488830566406
2015-12-15,161.15550231933594
2015-12-16,162.79420471191406
2015-12-17,161.55877685546875
2015-12-18,158.59886169433594
2015-12-21,162.1593017578125
2015-12-22,162.46817016601562
2015-12-23,163.00868225097656
2015-12-24,163.1030731201172
2015-12-28,162.99147033691406
2015-12-29,164.27842712402344
2015-12-30,163.0773162841797
2015-12-31,161.9877471923828
2016-01-04,160.87234497070312
2016-01-05,165.05911254882812
2016-01-06,163.41189575195312
2016-01-07,161.38720703125
2016-01-08,159.63697814941406
2016-01-11,161.38720703125
2016-01-12,162.08212280273438
2016-01-13,158.59886169433594
2016-01-14,159.19081115722656
2016-01-15,158.0412139892578
2016-01-19,160.2203369140625
2016-01-20,156.6256103515625
2016-01-21,155.47596740722656
2016-01-22,157.95541381835938
2016-01-25,155.99928283691406
2016-01-26,156.5740966796875
2016-01-27,152.87632751464844
2016-01-28,154.55799865722656
2016-01-29,158.7704620361328
2016-02-01,161.8418731689453
2016-02-02,160.81231689453125
2016-02-03,162.8113555908203
2016-02-04,159.87721252441406
2016-02-05,159.997314453125
2016-02-08,159.25083923339844
2016-02-09,160.70938110351562
2016-02-10,161.575927734375
2016-02-11,157.78379821777344
2016-02-12,155.5016632080078
2016-02-16,158.04974365234375
2016-02-17,163.06016540527344
2016-02-18,165.3079376220703
2016-02-19,163.592041015625
2016-02-22,164.95620727539062
2016-02-23,164.13259887695312
2016-02-24,163.02581787109375
2016-02-25,166.22227478027344
2016-02-26,165.6105194091797
2016-02-29,165.6105194091797
2016-03-01,167.04074096679688
2016-03-02,166.5582733154297
2016-03-03,165.5243377685547
2016-03-04,164.6197509765625
2016-03-07,160.8374481201172
2016-03-08,160.9925079345703
2016-03-09,160.88916015625
2016-03-10,160.89773559570312
2016-03-11,163.6030731201172
2016-03-14,162.46578979492188
2016-03-15,165.13673400878906
2016-03-16,165.05050659179688
2016-03-17,164.48184204101562
2016-03-18,167.13551330566406
2016-03-21,167.29916381835938
2016-03-22,167.43707275390625
2016-03-23,167.97120666503906
2016-03-24,167.31646728515625
2016-03-28,167.90228271484375
2016-03-29,169.4530792236328
2016-03-30,171.21932983398438
2016-03-31,170.50425720214844
2016-04-01,172.58056640625
2016-04-04,173.33013916015625
2016-04-05,174.26927185058594
2016-04-06,174.12283325195312
2016-04-07,172.7874298095703
2016-04-08,172.80465698242188
2016-04-11,171.891357421875
2016-04-12,172.48585510253906
2016-04-13,173.28709411621094
2016-04-14,172.425537109375
2016-04-15,173.93324279785156
2016-04-18,174.71726989746094
2016-04-19,173.6834259033203
2016-04-20,173.6748046875
2016-04-21,172.3135223388672
2016-04-22,172.95968627929688
2016-04-25,172.94247436523438
2016-04-26,175.38931274414062
2016-04-27,178.344482421875
2016-04-28,177.14695739746094
2016-04-29,177.70693969726562
2016-05-02,179.47312927246094
2016-05-03,180.5845947265625
2016-05-04,181.40304565429688
2016-05-05,182.59201049804688
2016-05-06,184.46163940429688
2016-05-09,184.9182586669922
2016-05-10,187.33067321777344
2016-05-11,184.65115356445312
2016-05-12,187.8045196533203
2016-05-13,184.35829162597656
2016-05-16,185.86598205566406
2016-05-17,184.03085327148438
2016-05-18,184.4960479736328
2016-05-19,181.85107421875
2016-05-20,183.27272033691406
2016-05-23,182.79017639160156
2016-05-24,184.96133422851562
2016-05-25,184.6597900390625
2016-05-26,184.33241271972656
2016-05-27,184.7373046875
2016-05-31,183.2295684814453
2016-06-01,184.52188110351562
2016-06-02,184.6171112060547
2016-06-03,186.17445373535156
2016-06-06,186.39939880371094
2016-06-07,186.61572265625
2016-06-08,188.3201904296875
2016-06-09,189.11619567871094
2016-06-10,188.06063842773438
2016-06-13,186.06199645996094
2016-06-14,187.6712646484375
2016-06-15,187.9134979248047
2016-06-16,187.52420043945312
2016-06-17,185.430419921875
2016-06-20,186.15713500976562
2016-06-21,185.88897705078125
2016-06-22,185.9235382080078
2016-06-23,185.7592010498047
2016-06-24,184.0373992919922
2016-06-27,185.28326416015625
2016-06-28,186.9964599609375
2016-06-29,187.956787109375
2016-06-30,192.3173828125
2016-07-01,191.9021453857422
2016-07-05,191.6858367919922
2016-07-06,191.84153747558594
2016-07-07,190.7773895263672
2016-07-08,192.04920959472656
2016-07-11,192.04054260253906
2016-07-12,190.75140380859375
2016-07-13,191.88482666015625
2016-07-14,191.3224334716797
2016-07-15,191.60794067382812
2016-07-18,191.04556274414062
2016-07-19,191.6858367919922
2016-07-20,192.55101013183594
2016-07-21,188.7960662841797
2016-07-22,189.9987030029297
2016-07-25,189.59202575683594
2016-07-26,188.91720581054688
2016-07-27,188.44996643066406
2016-07-28,187.94815063476562
2016-07-29,187.4290771484375
2016-08-01,187.48095703125
2016-08-02,189.20263671875
2016-08-03,189.18533325195312
2016-08-04,188.90846252441406
2016-08-05,189.436279296875
2016-08-08,186.9445037841797
2016-08-09,187.52420043945312
2016-08-10,187.90489196777344
2016-08-11,188.60568237304688
2016-08-12,188.7960662841797
2016-08-15,190.1803436279297
2016-08-16,187.83567810058594
2016-08-17,189.09019470214844
2016-08-18,188.73545837402344
2016-08-19,188.11256408691406
2016-08-22,188.83934020996094
2016-08-23,185.58621215820312
2016-08-24,185.1535186767578
2016-08-25,185.44895935058594
2016-08-26,184.13694763183594
2016-08-29,185.1534881591797
2016-08-30,184.73648071289062
2016-08-31,184.25857543945312
2016-09-01,184.05006408691406
2016-09-02,185.27517700195312
2016-09-06,186.59580993652344
2016-09-07,184.9450225830078
2016-09-08,184.83206176757812
2016-09-09,181.79971313476562
2016-09-12,182.69467163085938
2016-09-13,181.03515625
2016-09-14,181.42608642578125
2016-09-15,183.66778564453125
2016-09-16,183.32894897460938
2016-09-19,183.4679718017578
2016-09-20,184.2933349609375
2016-09-21,187.54290771484375
2016-09-22,188.0989532470703
2016-09-23,188.58551025390625
2016-09-26,188.54205322265625
2016-09-27,189.4543914794922
2016-09-28,189.3240203857422
2016-09-29,185.59664916992188
2016-09-30,185.89207458496094
2016-10-03,186.89126586914062
2016-10-04,184.91893005371094
2016-10-05,184.61485290527344
2016-10-06,186.11793518066406
2016-10-07,187.17796325683594
2016-10-10,188.21189880371094
2016-10-11,186.99546813964844
2016-10-12,188.41172790527344
2016-10-13,189.73243713378906
2016-10-14,190.2102508544922
2016-10-17,190.4014434814453
2016-10-18,190.662109375
2016-10-19,189.54994201660156
2016-10-20,188.85484313964844
2016-10-21,187.5515899658203
2016-10-24,188.0728759765625
2016-10-25,190.74024963378906
2016-10-26,198.14288330078125
2016-10-27,195.7969970703125
2016-10-28,198.42965698242188
2016-10-31,198.96836853027344
2016-11-01,198.4644317626953
2016-11-02,198.681640625
2016-11-03,195.96206665039062
2016-11-04,195.69277954101562
2016-11-07,199.88931274414062
2016-11-08,199.7242431640625
2016-11-09,210.52418518066406
2016-11-10,213.0177459716797
2016-11-11,215.04222106933594
2016-11-14,218.1875
2016-11-15,214.99874877929688
2016-11-16,213.2088623046875
2016-11-17,212.57464599609375
2016-11-18,213.26979064941406
2016-11-21,213.99087524414062
2016-11-22,215.5374755859375
2016-11-23,215.12046813964844
2016-11-25,215.9805908203125
2016-11-28,216.31077575683594
2016-11-29,218.77835083007812
2016-11-30,216.91024780273438
2016-12-01,217.18936157226562
2016-12-02,218.75889587402344
2016-12-05,215.8115234375
2016-12-06,216.1167449951172
2016-12-07,215.50637817382812
2016-12-08,207.29205322265625
2016-12-09,207.91123962402344
2016-12-12,202.3652801513672
2016-12-13,201.92056274414062
2016-12-14,202.39146423339844
2016-12-15,202.2955780029297
2016-12-16,202.04263305664062
2016-12-19,203.64712524414062
2016-12-20,205.04234313964844
2016-12-21,203.3070068359375
2016-12-22,203.80409240722656
2016-12-23,203.16757202148438
2016-12-27,203.3855438232422
2016-12-28,202.26065063476562
2016-12-29,202.8536376953125
2016-12-30,202.8100128173828
2017-01-03,204.8243408203125
2017-01-04,205.1382293701172
2017-01-05,205.7835235595703
2017-01-06,206.42881774902344
2017-01-09,205.62660217285156
2017-01-10,203.27218627929688
2017-01-11,201.911865234375
2017-01-12,199.819091796875
2017-01-13,200.70852661132812
2017-01-17,199.23480224609375
2017-01-18,200.76956176757812
2017-01-19,202.64434814453125
2017-01-20,202.40020751953125
2017-01-23,202.03392028808594
2017-01-24,202.81874084472656
2017-01-25,201.29269409179688
2017-01-26,197.9093780517578
2017-01-27,200.41195678710938
2017-01-30,200.10679626464844
2017-01-31,199.75799560546875
2017-02-01,199.53131103515625
2017-02-02,200.429443359375
2017-02-03,201.7461700439453
2017-02-06,203.01930236816406
2017-02-07,203.15884399414062
2017-02-08,202.67047119140625
2017-02-09,204.78073120117188
2017-02-10,206.01025390625
2017-02-13,208.47799682617188
2017-02-14,208.9489288330078
2017-02-15,210.666748046875
2017-02-16,212.3584442138672
2017-02-17,212.4019775390625
2017-02-21,212.87286376953125
2017-02-22,211.8788299560547
2017-02-23,212.6461944580078
2017-02-24,213.68389892578125
2017-02-27,216.7794647216797
2017-02-28,215.46270751953125
2017-03-01,214.4512481689453
2017-03-02,212.73585510253906
2017-03-03,212.6133270263672
2017-03-06,212.60455322265625
2017-03-07,213.3572235107422
2017-03-08,213.17340087890625
2017-03-09,213.65475463867188
2017-03-10,213.19093322753906
2017-03-13,213.9173583984375
2017-03-14,213.34849548339844
2017-03-15,213.40972900390625
2017-03-16,210.2940216064453
2017-03-17,213.76861572265625
2017-03-20,212.66583251953125
2017-03-21,209.80389404296875
2017-03-22,211.046630859375
2017-03-23,209.61134338378906
2017-03-24,207.31832885742188
2017-03-27,206.3993682861328
2017-03-28,207.58961486816406
2017-03-29,207.00326538085938
2017-03-30,209.22625732421875
2017-03-31,208.1584930419922
2017-04-03,208.1322479248047
2017-04-04,207.98350524902344
2017-04-05,206.6356658935547
2017-04-06,207.13455200195312
2017-04-07,209.00747680664062
2017-04-10,209.47134399414062
2017-04-11,210.96792602539062
2017-04-12,209.4888458251953
2017-04-13,210.22398376464844
2017-04-17,212.7620849609375
2017-04-18,212.83212280273438
2017-04-19,213.3222198486328
2017-04-20,214.29368591308594
2017-04-21,215.58900451660156
2017-04-24,218.04830932617188
2017-04-25,217.16439819335938
2017-04-26,217.10311889648438
2017-04-27,217.40069580078125
2017-04-28,215.2651824951172
2017-05-01,213.84735107421875
2017-05-02,214.7137908935547
2017-05-03,214.87132263183594
2017-05-04,215.0813446044922
2017-05-05,217.84706115722656
2017-05-08,218.04830932617188
2017-05-09,218.35464477539062
2017-05-10,217.1468963623047
2017-05-11,216.6305389404297
2017-05-12,216.56922912597656
2017-05-15,217.2694091796875
2017-05-16,216.50796508789062
2017-05-17,215.5802459716797
2017-05-18,216.0703582763672
2017-05-19,218.69595336914062
2017-05-22,218.3196563720703
2017-05-23,219.36984252929688
2017-05-24,221.7592010498047
2017-05-25,224.50732421875
2017-05-26,224.91864013671875
2017-05-30,224.23599243164062
2017-05-31,226.870361328125
2017-06-01,226.33445739746094
2017-06-02,227.13397216796875
2017-06-05,224.57725524902344
2017-06-06,222.45106506347656
2017-06-07,223.7513885498047
2017-06-08,225.04293823242188
2017-06-09,225.52610778808594
2017-06-12,224.9111328125
2017-06-13,226.31687927246094
2017-06-14,228.13558959960938
2017-06-15,227.23939514160156
2017-06-16,227.1954345703125
2017-06-19,229.5500946044922
2017-06-20,228.57484436035156
2017-06-21,228.68907165527344
2017-06-22,225.7018585205078
2017-06-23,226.14990234375
2017-06-26,224.87599182128906
2017-06-27,224.33120727539062
2017-06-28,226.29051208496094
2017-06-29,223.93588256835938
2017-06-30,225.54371643066406
2017-07-03,226.41354370117188
