Date,SGO.PA
2015-08-24,28.70948600769043
2015-08-25,30.196311950683594
2015-08-26,30.269115447998047
2015-08-27,31.138986587524414
2015-08-28,31.230955123901367
2015-08-31,31.395732879638672
2015-09-01,30.4683837890625
2015-09-02,30.7711124420166
2015-09-03,31.42255210876465
2015-09-04,30.61783218383789
2015-09-07,30.909069061279297
2015-09-08,31.491535186767578
2015-09-09,31.92072105407715
2015-09-10,31.648643493652344
2015-09-11,31.280773162841797
2015-09-14,30.955045700073242
2015-09-15,31.483867645263672
2015-09-16,31.974365234375
2015-09-17,32.070167541503906
2015-09-18,31.307592391967773
2015-09-21,31.61798667907715
2015-09-22,30.376415252685547
2015-09-23,30.058359146118164
2015-09-24,28.81294822692871
2015-09-25,29.816938400268555
2015-09-28,29.2651309967041
2015-09-29,29.127178192138672
2015-09-30,29.667490005493164
2015-10-01,29.268959045410156
2015-10-02,29.617677688598633
2015-10-05,30.8784122467041
2015-10-06,31.054683685302734
2015-10-07,31.200298309326172
2015-10-08,30.88990592956543
2015-10-09,30.376415252685547
2015-10-12,30.02387237548828
2015-10-13,29.947229385375977
2015-10-14,29.57168960571289
2015-10-15,29.9204044342041
2015-10-16,29.56019401550293
2015-10-19,29.395414352416992
2015-10-20,28.418249130249023
2015-10-21,28.770801544189453
2015-10-22,29.150169372558594
2015-10-23,30.330432891845703
2015-10-26,29.99704360961914
2015-10-27,29.55253028869629
2015-10-28,30.21930503845215
2015-10-29,28.740137100219727
2015-10-30,29.261295318603516
2015-11-02,29.839933395385742
2015-11-03,30.00470733642578
2015-11-04,29.805444717407227
2015-11-05,30.054529190063477
2015-11-06,31.10832977294922
2015-11-09,30.52586555480957
2015-11-10,30.11200523376465
2015-11-11,30.357255935668945
2015-11-12,29.77861976623535
2015-11-13,29.721139907836914
2015-11-16,29.95106315612793
2015-11-17,30.920564651489258
2015-11-18,30.893735885620117
2015-11-19,31.349748611450195
2015-11-20,31.430219650268555
2015-11-23,31.173473358154297
2015-11-24,30.7711124420166
2015-11-25,31.146652221679688
2015-11-26,31.863237380981445
2015-11-27,31.648643493652344
2015-11-30,32.05867385864258
2015-12-01,31.518356323242188
2015-12-02,31.67163848876953
2015-12-03,30.40323829650879
2015-12-04,30.510530471801758
2015-12-07,30.955045700073242
2015-12-08,30.345760345458984
2015-12-09,29.763290405273438
2015-12-10,29.67131805419922
2015-12-11,29.54103660583496
2015-12-14,29.18465805053711
2015-12-15,30.108173370361328
2015-12-16,30.12350082397461
2015-12-17,30.426231384277344
2015-12-18,30.188642501831055
2015-12-21,29.88974952697754
2015-12-22,29.88974952697754
2015-12-23,30.62932777404785
2015-12-24,30.55269432067871
2015-12-28,30.265291213989258
2015-12-29,30.817092895507812
2015-12-30,30.797941207885742
2016-01-04,29.7441349029541
2016-01-05,29.763290405273438
2016-01-06,29.196155548095703
2016-01-07,27.939250946044922
2016-01-08,27.68250274658203
2016-01-11,27.70166778564453
2016-01-12,28.173002243041992
2016-01-13,28.065706253051758
2016-01-14,27.52922248840332
2016-01-15,27.176677703857422
2016-01-18,27.303136825561523
2016-01-19,28.13085174560547
2016-01-20,27.207332611083984
2016-01-21,27.659513473510742
2016-01-22,28.65583610534668
2016-01-25,28.04654884338379
2016-01-26,28.291797637939453
2016-01-27,28.60218620300293
2016-01-28,28.43358039855957
2016-01-29,29.073530197143555
2016-02-01,28.701826095581055
2016-02-02,27.82045555114746
2016-02-03,27.32229232788086
2016-02-04,27.383602142333984
2016-02-05,27.21883201599121
2016-02-08,25.44077491760254
2016-02-09,24.858306884765625
2016-02-10,25.463764190673828
2016-02-11,24.578567504882812
2016-02-12,25.29899024963379
2016-02-15,25.938940048217773
2016-02-16,25.95043182373047
2016-02-17,27.10770034790039
2016-02-18,27.06171989440918
2016-02-19,27.0847110748291
2016-02-22,27.663345336914062
2016-02-23,27.165178298950195
2016-02-24,26.63636016845703
2016-02-25,27.23415756225586
2016-02-26,27.057886123657227
2016-02-29,27.414262771606445
2016-03-01,27.958412170410156
2016-03-02,28.203659057617188
2016-03-03,28.544708251953125
2016-03-04,28.855106353759766
2016-03-07,28.544708251953125
2016-03-08,28.491058349609375
2016-03-09,28.468069076538086
2016-03-10,27.946914672851562
2016-03-11,29.04287338256836
2016-03-14,29.150169372558594
2016-03-15,29.111848831176758
2016-03-16,28.85893440246582
2016-03-17,28.816783905029297
2016-03-18,29.027544021606445
2016-03-21,28.885759353637695
2016-03-22,29.096519470214844
2016-03-23,28.881925582885742
2016-03-24,28.218990325927734
2016-03-29,28.632848739624023
2016-03-30,29.6866512298584
2016-03-31,29.682819366455078
2016-04-01,29.410749435424805
2016-04-04,29.55253028869629
2016-04-05,28.75546646118164
2016-04-06,28.759305953979492
2016-04-07,28.901086807250977
2016-04-08,29.655996322631836
2016-04-11,29.60618019104004
2016-04-12,29.682819366455078
2016-04-13,30.71746253967285
2016-04-14,30.886072158813477
2016-04-15,30.63315773010254
2016-04-18,30.90140151977539
2016-04-19,30.939716339111328
2016-04-20,31.173473358154297
2016-04-21,31.19263458251953
2016-04-22,31.200298309326172
2016-04-25,31.073837280273438
2016-04-26,31.0163631439209
2016-04-27,31.46854019165039
2016-04-28,31.188796997070312
2016-04-29,30.65232276916504
2016-05-02,30.79410743713379
2016-05-03,30.269115447998047
2016-05-04,29.45673179626465
2016-05-05,29.498884201049805
2016-05-06,29.334108352661133
2016-05-09,29.399250030517578
2016-05-10,29.567861557006836
2016-05-11,29.506547927856445
2016-05-12,29.353261947631836
