Date,COCHINSHIP.NS
2017-08-11,206.01382446289062
2017-08-14,211.53326416015625
2017-08-16,209.15383911132812
2017-08-17,209.68043518066406
2017-08-18,208.47122192382812
2017-08-21,204.49253845214844
2017-08-22,199.9092559814453
2017-08-23,198.38796997070312
2017-08-24,200.1822967529297
2017-08-28,198.97311401367188
2017-08-29,196.69119262695312
2017-08-30,200.82589721679688
2017-08-31,200.27980041503906
2017-09-01,207.35951232910156
2017-09-04,209.30982971191406
2017-09-05,210.32400512695312
2017-09-06,207.82762145996094
2017-09-07,207.86659240722656
2017-09-08,214.10768127441406
2017-09-11,219.29554748535156
2017-09-12,217.89129638671875
2017-09-13,212.19631958007812
2017-09-14,211.5137176513672
2017-09-15,213.52256774902344
2017-09-18,216.135986328125
2017-09-19,212.68394470214844
2017-09-20,212.80093383789062
2017-09-21,210.7725830078125
2017-09-22,207.84710693359375
2017-09-25,204.84361267089844
2017-09-26,205.77978515625
2017-09-27,205.17518615722656
2017-09-28,203.06878662109375
2017-09-29,202.83473205566406
2017-10-03,202.8737335205078
2017-10-04,202.8737335205078
2017-10-05,202.2691192626953
2017-10-06,202.32765197753906
2017-10-09,201.31344604492188
2017-10-10,223.21575927734375
2017-10-11,219.7831268310547
2017-10-12,221.49942016601562
2017-10-13,223.5277557373047
2017-10-16,222.12351989746094
2017-10-17,221.5189666748047
2017-10-18,221.2458953857422
2017-10-19,221.6749267578125
2017-10-23,222.41610717773438
2017-10-24,225.69271850585938
2017-10-25,222.70867919921875
2017-10-26,221.22640991210938
2017-10-27,222.84518432617188
2017-10-30,224.40541076660156
2017-10-31,226.1217803955078
2017-11-01,225.57562255859375
2017-11-02,224.697998046875
2017-11-03,224.28842163085938
2017-11-06,223.4302215576172
2017-11-07,221.34344482421875
2017-11-08,220.68028259277344
2017-11-09,219.64663696289062
2017-11-10,219.7831268310547
2017-11-13,214.4002227783203
2017-11-14,215.08287048339844
2017-11-15,211.3577117919922
2017-11-16,212.33285522460938
2017-11-17,216.19454956054688
2017-11-20,224.3079071044922
2017-11-21,223.76185607910156
2017-11-22,222.2600860595703
2017-11-23,223.1767578125
2017-11-24,224.60044860839844
2017-11-27,222.24058532714844
2017-11-28,222.88418579101562
2017-11-29,222.06503295898438
2017-11-30,222.1820526123047
2017-12-01,218.53492736816406
2017-12-04,218.12539672851562
2017-12-05,216.0970001220703
2017-12-06,215.35589599609375
2017-12-07,215.8044891357422
2017-12-08,215.82395935058594
2017-12-11,215.99952697753906
2017-12-12,213.95166015625
2017-12-13,212.35238647460938
2017-12-14,211.39671325683594
2017-12-15,209.4073486328125
2017-12-18,207.82762145996094
2017-12-19,209.91444396972656
2017-12-20,213.19102478027344
2017-12-21,212.9959716796875
2017-12-22,213.77610778808594
2017-12-26,213.77610778808594
2017-12-27,214.94630432128906
2017-12-28,215.31690979003906
2017-12-29,215.35589599609375
2018-01-01,215.39492797851562
2018-01-02,212.58641052246094
2018-01-03,211.92332458496094
2018-01-04,212.58641052246094
2018-01-05,212.410888671875
2018-01-08,210.32400512695312
2018-01-09,208.12014770507812
2018-01-10,208.27618408203125
2018-01-11,217.5987548828125
2018-01-12,216.93563842773438
2018-01-15,217.22825622558594
2018-01-16,215.3363800048828
2018-01-17,214.47821044921875
2018-01-18,210.98715209960938
2018-01-19,218.20339965820312
2018-01-22,215.2193603515625
2018-01-23,214.77076721191406
2018-01-24,215.19989013671875
2018-01-25,214.4002227783203
2018-01-29,210.3825225830078
2018-01-30,208.80274963378906
2018-01-31,209.73895263671875
2018-02-01,209.0368194580078
2018-02-02,202.91275024414062
2018-02-05,203.79039001464844
2018-02-06,202.2301483154297
2018-02-07,206.01382446289062
2018-02-08,206.8914337158203
2018-02-09,207.3205108642578
2018-02-12,209.2318572998047
2018-02-14,208.58824157714844
2018-02-15,209.4073486328125
2018-02-16,206.94996643066406
2018-02-19,204.6095428466797
2018-02-20,205.3116455078125
2018-02-21,205.5457305908203
2018-02-22,204.1804962158203
2018-02-23,205.9747772216797
2018-02-26,207.7690887451172
2018-02-27,208.78326416015625
2018-02-28,207.71058654785156
2018-03-01,208.76377868652344
2018-03-05,205.9747772216797
2018-03-06,205.0971221923828
2018-03-07,199.34361267089844
2018-03-08,200.45535278320312
2018-03-09,201.35250854492188
2018-03-12,200.8454132080078
2018-03-13,199.92872619628906
2018-03-14,198.1344451904297
2018-03-15,197.47134399414062
2018-03-16,200.63082885742188
2018-03-19,196.41812133789062
2018-03-20,195.91104125976562
2018-03-21,196.61317443847656
2018-03-22,194.37026977539062
2018-03-23,190.3331298828125
2018-03-26,188.55825805664062
2018-03-27,193.1610870361328
2018-03-28,195.95005798339844
2018-04-02,197.8223876953125
2018-04-03,198.2709197998047
2018-04-04,199.69471740722656
2018-04-05,201.840087890625
2018-04-06,204.74609375
2018-04-09,206.3063507080078
2018-04-10,201.5865478515625
2018-04-11,202.85421752929688
2018-04-12,203.40032958984375
2018-04-13,204.4145050048828
2018-04-16,202.62022399902344
2018-04-17,202.89324951171875
2018-04-18,205.4677276611328
2018-04-19,206.73541259765625
2018-04-20,206.87193298339844
2018-04-23,210.5971221923828
2018-04-24,209.2318572998047
2018-04-25,208.74427795410156
2018-04-26,209.75840759277344
2018-04-27,207.10597229003906
2018-04-30,207.10597229003906
2018-05-02,205.25314331054688
2018-05-03,203.86839294433594
2018-05-04,201.87905883789062
2018-05-07,203.41986083984375
2018-05-08,203.8294219970703
2018-05-09,203.5758819580078
2018-05-10,200.61135864257812
2018-05-11,196.53517150878906
2018-05-14,194.31179809570312
2018-05-15,190.5086212158203
2018-05-16,189.02638244628906
2018-05-17,191.07424926757812
2018-05-18,188.57778930664062
2018-05-21,187.05654907226562
2018-05-22,187.7001495361328
2018-05-23,186.9395294189453
2018-05-24,188.9873809814453
2018-05-25,197.29580688476562
2018-05-28,199.07061767578125
2018-05-29,197.47134399414062
2018-05-30,196.59368896484375
2018-05-31,196.710693359375
2018-06-01,194.38978576660156
2018-06-04,189.37745666503906
2018-06-05,183.29237365722656
2018-06-06,185.41827392578125
2018-06-07,189.16287231445312
2018-06-08,187.40762329101562
2018-06-11,186.99806213378906
2018-06-12,185.63278198242188
2018-06-13,183.40940856933594
2018-06-14,183.38990783691406
2018-06-15,183.23390197753906
2018-06-18,182.10269165039062
2018-06-19,179.99636840820312
2018-06-20,179.07968139648438
2018-06-21,175.70559692382812
2018-06-22,174.71090698242188
2018-06-25,174.12583923339844
2018-06-26,172.6630859375
2018-06-27,170.59573364257812
2018-06-28,170.36170959472656
2018-06-29,172.03895568847656
2018-07-02,169.95211791992188
2018-07-03,169.65957641601562
2018-07-04,168.8013916015625
2018-07-05,168.70387268066406
2018-07-06,166.79257202148438
2018-07-09,166.85105895996094
2018-07-10,173.9503173828125
2018-07-11,173.8917999267578
2018-07-12,173.1311492919922
2018-07-13,171.0832977294922
2018-07-16,168.39187622070312
2018-07-17,167.86524963378906
2018-07-18,167.358154296875
2018-07-19,166.0709686279297
2018-07-20,165.99293518066406
2018-07-23,170.06912231445312
2018-07-24,168.56736755371094
2018-07-25,169.73757934570312
2018-07-26,173.73574829101562
2018-07-27,173.345703125
2018-07-30,173.22869873046875
2018-07-31,175.95913696289062
2018-08-01,177.2268829345703
2018-08-02,176.99282836914062
2018-08-03,178.57257080078125
2018-08-06,179.5339813232422
2018-08-07,182.37796020507812
2018-08-08,182.25779724121094
2018-08-09,183.01889038085938
2018-08-10,181.75709533691406
2018-08-13,183.35935974121094
2018-08-14,176.68992614746094
2018-08-16,174.5068359375
2018-08-17,177.8515625
2018-08-20,175.2078094482422
2018-08-21,175.22787475585938
2018-08-23,173.8459014892578
2018-08-24,171.4825439453125
2018-08-27,171.94320678710938
2018-08-28,170.42103576660156
2018-08-29,170.22080993652344
2018-08-30,168.97901916503906
