Date,OR.PA
2016-01-19,127.4415512084961
2016-01-20,123.25614166259766
2016-01-21,124.83634948730469
2016-01-22,128.5519561767578
2016-01-25,129.91864013671875
2016-01-26,130.30300903320312
2016-01-27,131.7550811767578
2016-01-28,130.51654052734375
2016-01-29,134.57383728027344
2016-02-01,134.48841857910156
2016-02-02,133.59153747558594
2016-02-03,131.62696838378906
2016-02-04,131.54153442382812
2016-02-05,130.85821533203125
2016-02-08,128.1676025390625
2016-02-09,126.37382507324219
2016-02-10,128.97903442382812
2016-02-11,125.30614471435547
2016-02-12,128.25299072265625
2016-02-15,131.24258422851562
2016-02-16,131.84051513671875
2016-02-17,132.43844604492188
2016-02-18,131.15716552734375
2016-02-19,132.0967254638672
2016-02-22,134.18946838378906
2016-02-23,133.7623748779297
2016-02-24,131.7550811767578
2016-02-25,133.97593688964844
2016-02-26,133.80506896972656
2016-02-29,133.24986267089844
2016-03-01,135.7696533203125
2016-03-02,133.0363311767578
2016-03-03,130.85821533203125
2016-03-04,132.99362182617188
2016-03-07,131.45611572265625
2016-03-08,132.22488403320312
2016-03-09,134.14674377441406
2016-03-10,131.1144561767578
2016-03-11,133.46343994140625
2016-03-14,134.87277221679688
2016-03-15,134.65924072265625
2016-03-16,132.82276916503906
2016-03-17,132.7800750732422
2016-03-18,135.8551025390625
2016-03-21,133.59153747558594
2016-03-22,132.01133728027344
2016-03-23,134.9582061767578
2016-03-24,133.84779357910156
2016-03-29,134.61654663085938
2016-03-30,137.2644500732422
2016-03-31,134.48841857910156
2016-04-01,132.13946533203125
2016-04-04,132.90821838378906
2016-04-05,131.71238708496094
2016-04-06,133.37799072265625
2016-04-07,132.52381896972656
2016-04-08,132.13946533203125
2016-04-11,131.49884033203125
2016-04-12,131.9686279296875
2016-04-13,134.65924072265625
2016-04-14,136.3249053955078
2016-04-15,135.51341247558594
2016-04-18,137.0509033203125
2016-04-19,143.9269256591797
2016-04-20,143.58529663085938
2016-04-21,141.06549072265625
2016-04-22,139.6134033203125
2016-04-25,139.6561279296875
2016-04-26,139.10092163085938
2016-04-27,140.7665557861328
2016-04-28,141.6634063720703
2016-04-29,137.9205322265625
2016-05-02,138.05111694335938
2016-05-03,137.35476684570312
2016-05-04,136.91954040527344
2016-05-05,138.09461975097656
2016-05-06,137.31124877929688
2016-05-09,139.57437133789062
2016-05-10,139.96609497070312
2016-05-11,138.5733642578125
2016-05-12,137.78997802734375
2016-05-13,138.87802124023438
2016-05-16,138.44281005859375
2016-05-17,137.48532104492188
2016-05-18,139.13912963867188
2016-05-19,137.7029266357422
2016-05-20,139.83547973632812
2016-05-23,139.3567657470703
2016-05-24,142.925537109375
2016-05-25,143.44781494140625
2016-05-26,144.27471923828125
2016-05-27,145.27569580078125
2016-05-30,145.75445556640625
2016-05-31,147.01658630371094
2016-06-01,146.4508056640625
2016-06-02,146.01559448242188
2016-06-03,146.32025146484375
2016-06-06,146.32025146484375
2016-06-07,146.92955017089844
2016-06-08,146.75546264648438
2016-06-09,145.23219299316406
2016-06-10,142.22918701171875
2016-06-13,140.48829650878906
2016-06-14,138.13812255859375
2016-06-15,139.87901306152344
2016-06-16,140.2706756591797
2016-06-17,140.44480895996094
2016-06-20,143.8394775390625
2016-06-21,145.71092224121094
2016-06-22,146.66839599609375
2016-06-23,148.5398406982422
2016-06-24,143.01260375976562
2016-06-27,141.70692443847656
2016-06-28,143.92654418945312
2016-06-29,147.97409057617188
2016-06-30,149.71493530273438
2016-07-01,150.1066436767578
2016-07-04,150.93353271484375
2016-07-05,150.89004516601562
2016-07-06,148.88803100585938
2016-07-07,150.01959228515625
2016-07-08,150.41128540039062
2016-07-11,151.5428924560547
2016-07-12,150.97708129882812
2016-07-13,151.19468688964844
2016-07-14,151.455810546875
2016-07-15,151.80398559570312
2016-07-18,151.3252410888672
2016-07-19,149.67144775390625
2016-07-20,151.8910369873047
2016-07-21,150.89004516601562
2016-07-22,151.93455505371094
2016-07-25,152.50035095214844
2016-07-26,153.02259826660156
2016-07-27,153.37074279785156
2016-07-28,152.28273010253906
2016-07-29,148.19168090820312
2016-08-01,148.19168090820312
2016-08-02,148.19168090820312
2016-08-03,147.40829467773438
2016-08-04,148.496337890625
2016-08-05,149.67144775390625
2016-08-08,148.9315643310547
2016-08-09,151.5428924560547
2016-08-10,150.58538818359375
2016-08-11,152.84852600097656
2016-08-12,152.9790802001953
2016-08-15,152.935546875
2016-08-16,151.93455505371094
2016-08-17,151.28172302246094
2016-08-18,150.32424926757812
2016-08-19,149.45379638671875
2016-08-22,148.80099487304688
2016-08-23,148.5398406982422
2016-08-24,148.5398406982422
2016-08-25,148.5398406982422
2016-08-26,149.1056365966797
2016-08-29,149.2797393798828
2016-08-30,148.97506713867188
2016-08-31,147.40829467773438
2016-09-01,146.79896545410156
2016-09-02,151.93455505371094
2016-09-05,151.23822021484375
2016-09-06,151.23822021484375
2016-09-07,151.02059936523438
2016-09-08,148.36575317382812
2016-09-09,145.49330139160156
2016-09-12,145.5803985595703
2016-09-13,144.05711364746094
2016-09-14,143.5348663330078
2016-09-15,144.49234008789062
2016-09-16,143.27374267578125
2016-09-19,145.0146026611328
2016-09-20,144.79698181152344
2016-09-21,144.57937622070312
2016-09-22,147.7129364013672
2016-09-23,147.1036376953125
2016-09-26,145.05810546875
2016-09-27,145.8415069580078
2016-09-28,146.62490844726562
2016-09-29,145.92852783203125
2016-09-30,146.32025146484375
2016-10-03,146.4508056640625
2016-10-04,148.2787322998047
2016-10-05,144.6664276123047
2016-10-06,143.40428161621094
2016-10-07,142.09864807128906
2016-10-10,143.3607635498047
2016-10-11,142.7949981689453
2016-10-12,142.35977172851562
2016-10-13,141.6634063720703
2016-10-14,146.14614868164062
2016-10-17,144.79698181152344
2016-10-18,146.66839599609375
2016-10-19,146.4943389892578
2016-10-20,145.8415069580078
2016-10-21,145.53684997558594
2016-10-24,144.79698181152344
2016-10-25,144.1876678466797
2016-10-26,143.92654418945312
2016-10-27,144.3182373046875
2016-10-28,144.49234008789062
2016-10-31,141.92453002929688
2016-11-01,141.96804809570312
2016-11-02,140.6624298095703
2016-11-03,140.6624298095703
2016-11-04,143.70896911621094
2016-11-07,144.0135955810547
2016-11-08,145.10162353515625
2016-11-09,142.66439819335938
2016-11-10,138.3557586669922
2016-11-11,136.78895568847656
2016-11-14,136.6584014892578
2016-11-15,137.4417724609375
2016-11-16,136.91954040527344
2016-11-17,137.13717651367188
2016-11-18,138.74745178222656
2016-11-21,138.7039337158203
2016-11-22,139.18267822265625
2016-11-23,139.00860595703125
2016-11-24,139.44381713867188
2016-11-25,140.8800506591797
2016-11-28,139.2696990966797
2016-11-29,140.2706756591797
2016-11-30,140.1836700439453
2016-12-01,138.05111694335938
2016-12-02,138.2687225341797
2016-12-05,138.48634338378906
2016-12-06,139.96609497070312
2016-12-07,141.14114379882812
2016-12-08,141.53285217285156
2016-12-09,145.53684997558594
2016-12-12,144.70994567871094
2016-12-13,146.27671813964844
2016-12-14,146.4508056640625
2016-12-15,146.10264587402344
2016-12-16,147.19068908691406
2016-12-19,147.97409057617188
2016-12-20,148.75746154785156
2016-12-21,148.4528045654297
2016-12-22,149.2797393798828
2016-12-23,150.1936798095703
2016-12-27,150.32424926757812
2016-12-28,150.06309509277344
2016-12-29,150.2372283935547
2016-12-30,150.93353271484375
2017-01-02,150.97708129882812
2017-01-03,148.10458374023438
2017-01-04,147.84352111816406
2017-01-05,148.23519897460938
2017-01-06,148.19168090820312
2017-01-09,149.149169921875
2017-01-10,148.88803100585938
2017-01-11,149.58436584472656
2017-01-12,148.32223510742188
2017-01-13,149.2362060546875
2017-01-16,148.67042541503906
2017-01-17,147.6259002685547
2017-01-18,147.58236694335938
2017-01-19,148.4093017578125
2017-01-20,148.01759338378906
2017-01-23,148.97506713867188
2017-01-24,149.1056365966797
2017-01-25,149.3232421875
2017-01-26,149.1056365966797
2017-01-27,149.1056365966797
2017-01-30,148.84449768066406
2017-01-31,146.53787231445312
2017-02-01,147.01658630371094
2017-02-02,148.496337890625
2017-02-03,148.88803100585938
2017-02-06,148.1481475830078
2017-02-07,149.2797393798828
2017-02-08,150.89004516601562
2017-02-09,151.455810546875
2017-02-10,148.06112670898438
2017-02-13,151.19468688964844
2017-02-14,150.1936798095703
2017-02-15,151.28172302246094
2017-02-16,149.58436584472656
2017-02-17,153.2837371826172
2017-02-20,150.28070068359375
2017-02-21,150.97708129882812
2017-02-22,153.63189697265625
2017-02-23,153.98007202148438
2017-02-24,152.80496215820312
2017-02-27,152.58737182617188
2017-02-28,152.80496215820312
2017-03-01,153.71896362304688
2017-03-02,153.24021911621094
2017-03-03,153.58839416503906
2017-03-06,153.4578094482422
2017-03-07,152.761474609375
2017-03-08,152.4132843017578
2017-03-09,153.5448455810547
2017-03-10,154.37179565429688
2017-03-13,153.58839416503906
2017-03-14,154.54586791992188
2017-03-15,154.32823181152344
2017-03-16,154.71995544433594
2017-03-17,154.4588165283203
2017-03-20,153.98007202148438
2017-03-21,154.415283203125
2017-03-22,155.1986846923828
2017-03-23,155.37278747558594
2017-03-24,154.80699157714844
2017-03-27,156.2432098388672
2017-03-28,155.54684448242188
2017-03-29,156.5043182373047
2017-03-30,155.8515167236328
2017-03-31,156.80899047851562
2017-04-03,156.2432098388672
2017-04-04,156.93954467773438
2017-04-05,155.67742919921875
2017-04-06,156.1126251220703
2017-04-07,157.2877197265625
2017-04-10,157.4617919921875
2017-04-11,157.54885864257812
2017-04-12,158.37576293945312
2017-04-13,157.59239196777344
2017-04-18,156.76548767089844
2017-04-19,157.8970184326172
2017-04-20,158.2017059326172
2017-04-21,157.37478637695312
2017-04-24,161.5093536376953
2017-04-25,160.72593688964844
2017-04-26,161.33526611328125
2017-04-27,161.72694396972656
2017-04-28,162.03712463378906
2017-05-02,163.45498657226562
2017-05-03,163.54360961914062
2017-05-04,165.49322509765625
2017-05-05,167.0883026123047
2017-05-08,166.51231384277344
2017-05-09,167.93017578125
2017-05-10,167.4427947998047
2017-05-11,167.62001037597656
2017-05-12,168.41757202148438
2017-05-15,168.28465270996094
2017-05-16,168.32894897460938
2017-05-17,166.7338409423828
2017-05-18,164.47412109375
2017-05-19,165.80337524414062
2017-05-22,166.15782165527344
2017-05-23,167.22125244140625
2017-05-24,166.82247924804688
2017-05-25,167.22125244140625
2017-05-26,167.57571411132812
2017-05-29,167.84156799316406
2017-05-30,168.01882934570312
2017-05-31,168.77206420898438
2017-06-01,169.21514892578125
2017-06-02,170.9431915283203
2017-06-05,169.43667602539062
2017-06-06,169.4810028076172
2017-06-07,168.59483337402344
2017-06-08,166.8667755126953
2017-06-09,168.41757202148438
2017-06-12,166.15782165527344
2017-06-13,166.02490234375
2017-06-14,166.68954467773438
2017-06-15,166.8667755126953
2017-06-16,169.2594451904297
2017-06-19,169.17083740234375
2017-06-20,169.4810028076172
2017-06-21,168.37327575683594
2017-06-22,168.01882934570312
2017-06-23,166.68954467773438
2017-06-26,173.11434936523438
2017-06-27,169.43667602539062
2017-06-28,168.5504913330078
2017-06-29,162.56881713867188
2017-06-30,161.63832092285156
2017-07-03,162.12574768066406
2017-07-04,160.70787048339844
2017-07-05,160.8407745361328
2017-07-06,158.22657775878906
2017-07-07,158.9355010986328
2017-07-10,159.55581665039062
2017-07-11,158.7139892578125
2017-07-12,161.2838592529297
2017-07-13,162.25868225097656
2017-07-14,163.18911743164062
2017-07-17,163.27777099609375
2017-07-18,162.61314392089844
2017-07-19,164.1639404296875
2017-07-20,163.58795166015625
2017-07-21,160.30905151367188
2017-07-24,159.2456817626953
2017-07-25,159.68875122070312
2017-07-26,160.22047424316406
2017-07-27,160.4420166015625
2017-07-28,156.01113891601562
2017-07-31,155.16925048828125
2017-08-01,155.87820434570312
2017-08-02,155.0363311767578
2017-08-03,155.16925048828125
2017-08-04,156.45420837402344
2017-08-07,156.01113891601562
2017-08-08,156.40989685058594
2017-08-09,155.6123809814453
2017-08-10,153.9286346435547
2017-08-11,153.8400115966797
2017-08-14,155.2135467529297
2017-08-15,155.34649658203125
2017-08-16,156.3212890625
2017-08-17,156.232666015625
2017-08-18,155.43511962890625
2017-08-21,155.0806427001953
2017-08-22,156.9859161376953
2017-08-23,157.96070861816406
2017-08-24,159.4228973388672
2017-08-25,157.78347778320312
2017-08-28,157.11883544921875
2017-08-29,156.40989685058594
2017-08-30,156.18838500976562
2017-08-31,157.1631622314453
2017-09-01,157.6948699951172
2017-09-04,157.11883544921875
2017-09-05,156.72006225585938
2017-09-06,157.47329711914062
2017-09-07,158.04933166503906
2017-09-08,158.27090454101562
2017-09-11,160.1318359375
2017-09-12,159.4228973388672
2017-09-13,159.68875122070312
2017-09-14,158.9798126220703
2017-09-15,158.53672790527344
2017-09-18,158.62533569335938
2017-09-19,157.29608154296875
2017-09-20,158.00502014160156
2017-09-21,156.49853515625
2017-09-22,160.3533935546875
2017-09-25,161.1509552001953
2017-09-26,160.4420166015625
2017-09-27,157.7391815185547
2017-09-28,157.65052795410156
2017-09-29,159.4228973388672
2017-10-02,160.6192626953125
2017-10-03,161.19525146484375
2017-10-04,160.6192626953125
2017-10-05,161.94851684570312
2017-10-06,160.17617797851562
2017-10-09,161.46109008789062
2017-10-10,163.4106903076172
2017-10-11,164.38546752929688
2017-10-12,166.42367553710938
2017-10-13,167.0440216064453
2017-10-16,167.7529296875
2017-10-17,166.77816772460938
2017-10-18,167.93017578125
2017-10-19,165.62611389160156
2017-10-20,164.42979431152344
2017-10-23,164.2525634765625
2017-10-24,163.3220672607422
2017-10-25,162.0814208984375
2017-10-26,166.51231384277344
2017-10-27,168.5504913330078
2017-10-30,168.37327575683594
2017-10-31,169.3037567138672
2017-11-01,171.5635223388672
2017-11-02,170.5443878173828
2017-11-03,170.67735290527344
2017-11-06,170.23423767089844
2017-11-07,167.9744873046875
2017-11-08,168.10740661621094
2017-11-09,166.68954467773438
2017-11-10,165.00579833984375
2017-11-13,164.29685974121094
2017-11-14,163.14483642578125
2017-11-15,163.27777099609375
2017-11-16,164.9615020751953
2017-11-17,164.29685974121094
2017-11-20,165.44888305664062
2017-11-21,165.71475219726562
2017-11-22,164.82858276367188
2017-11-23,165.44888305664062
2017-11-24,165.89198303222656
2017-11-27,164.6956329345703
2017-11-28,165.80337524414062
2017-11-29,165.67042541503906
2017-11-30,164.6513214111328
2017-12-01,163.58795166015625
2017-12-04,165.93629455566406
2017-12-05,167.0440216064453
2017-12-06,166.51231384277344
2017-12-07,167.30984497070312
2017-12-08,166.9553985595703
2017-12-11,166.9110870361328
2017-12-12,168.06307983398438
2017-12-13,166.68954467773438
2017-12-14,165.22735595703125
2017-12-15,165.93629455566406
2017-12-18,168.72775268554688
2017-12-19,167.3541717529297
2017-12-20,165.5818328857422
2017-12-21,166.68954467773438
2017-12-22,165.53749084472656
2017-12-27,166.2464599609375
2017-12-28,164.60704040527344
2017-12-29,163.89808654785156
2018-01-02,161.41677856445312
2018-01-03,162.03712463378906
2018-01-04,163.4993133544922
2018-01-05,165.62611389160156
2018-01-08,165.49322509765625
2018-01-09,166.8667755126953
2018-01-10,165.62611389160156
2018-01-11,163.63221740722656
2018-01-12,163.1005401611328
2018-01-15,163.45498657226562
2018-01-16,163.1005401611328
2018-01-17,163.4106903076172
2018-01-18,162.52452087402344
2018-01-19,164.6513214111328
2018-01-22,164.42979431152344
2018-01-23,165.0501251220703
2018-01-24,163.14483642578125
2018-01-25,161.1066436767578
2018-01-26,161.81556701660156
2018-01-29,161.63832092285156
2018-01-30,161.46109008789062
2018-01-31,162.25868225097656
2018-02-01,160.66354370117188
2018-02-02,160.08750915527344
2018-02-05,156.8529815673828
2018-02-06,152.37783813476562
2018-02-07,155.6123809814453
2018-02-08,152.244873046875
2018-02-09,152.73226928710938
2018-02-12,156.3212890625
2018-02-13,155.0806427001953
2018-02-14,155.34649658203125
2018-02-15,154.81478881835938
2018-02-16,156.67575073242188
2018-02-19,155.5237274169922
2018-02-20,155.6123809814453
2018-02-21,154.54891967773438
2018-02-22,155.47940063476562
2018-02-23,158.35948181152344
2018-02-26,159.95460510253906
2018-02-27,157.29608154296875
2018-02-28,156.8972930908203
2018-03-01,153.57412719726562
2018-03-02,151.62457275390625
2018-03-05,155.0363311767578
2018-03-06,154.37171936035156
2018-03-07,155.56802368164062
2018-03-08,159.86598205566406
2018-03-09,160.9737091064453
2018-03-12,161.1066436767578
2018-03-13,159.3785858154297
2018-03-14,159.4228973388672
2018-03-15,159.28997802734375
2018-03-16,159.55581665039062
2018-03-19,160.486328125
2018-03-20,160.9737091064453
2018-03-21,159.82167053222656
2018-03-22,159.11273193359375
2018-03-23,155.9225311279297
2018-03-26,154.81478881835938
2018-03-27,155.47940063476562
2018-03-28,161.3281707763672
2018-03-29,162.48020935058594
2018-04-03,162.52452087402344
2018-04-04,165.49322509765625
2018-04-05,168.8163604736328
2018-04-06,168.59483337402344
2018-04-09,168.59483337402344
2018-04-10,169.79115295410156
2018-04-11,168.9492950439453
2018-04-12,168.9935760498047
2018-04-13,169.39236450195312
2018-04-16,169.74684143066406
2018-04-17,171.69642639160156
2018-04-18,169.74684143066406
2018-04-19,168.46189880371094
2018-04-20,169.61390686035156
2018-04-23,169.39236450195312
2018-04-24,170.45579528808594
2018-04-25,171.81002807617188
2018-04-26,173.8414306640625
2018-04-27,177.76878356933594
2018-04-30,179.52931213378906
2018-05-02,176.50477600097656
2018-05-03,176.8659210205078
2018-05-04,179.66473388671875
2018-05-07,178.89730834960938
2018-05-08,180.56756591796875
2018-05-09,181.56068420410156
2018-05-10,181.83154296875
2018-05-11,180.83840942382812
2018-05-14,182.1023712158203
2018-05-15,182.8246612548828
2018-05-16,183.00521850585938
2018-05-17,183.63720703125
2018-05-18,184.81088256835938
2018-05-21,185.8040313720703
2018-05-22,185.35260009765625
2018-05-23,186.7068634033203
2018-05-24,186.1651611328125
2018-05-25,186.97769165039062
2018-05-28,187.79026794433594
2018-05-29,186.97769165039062
2018-05-30,187.1582794189453
2018-05-31,185.6234588623047
2018-06-01,186.7068634033203
2018-06-04,188.24166870117188
2018-06-05,188.8736572265625
2018-06-06,184.1789093017578
2018-06-07,184.26919555664062
2018-06-08,186.0748748779297
2018-06-11,187.79026794433594
2018-06-12,186.88742065429688
2018-06-13,189.41537475585938
2018-06-14,190.5890655517578
2018-06-15,191.6724853515625
2018-06-18,188.51255798339844
2018-06-19,187.5194091796875
2018-06-20,188.8736572265625
2018-06-21,186.88742065429688
2018-06-22,189.23480224609375
2018-06-25,185.7137451171875
2018-06-26,187.06797790527344
2018-06-27,188.15139770507812
2018-06-28,187.79026794433594
2018-06-29,190.9501953125
2018-07-02,188.78338623046875
2018-07-03,191.13075256347656
2018-07-04,190.498779296875
2018-07-05,186.61656188964844
2018-07-06,185.8040313720703
2018-07-09,186.1651611328125
2018-07-10,187.69998168945312
2018-07-11,187.69998168945312
2018-07-12,190.498779296875
2018-07-13,190.31822204589844
2018-07-16,189.32505798339844
2018-07-17,190.22792053222656
2018-07-18,189.68621826171875
2018-07-19,191.22105407714844
2018-07-20,191.31134033203125
2018-07-23,188.24166870117188
2018-07-24,188.96397399902344
2018-07-25,187.79026794433594
2018-07-26,189.14453125
2018-07-27,185.98458862304688
2018-07-30,187.06797790527344
2018-07-31,189.14453125
2018-08-01,189.59596252441406
2018-08-02,189.68621826171875
2018-08-03,191.49191284179688
2018-08-06,191.85304260253906
2018-08-07,192.84617614746094
2018-08-08,191.76275634765625
2018-08-09,190.498779296875
2018-08-10,185.53318786621094
2018-08-13,186.43600463867188
2018-08-14,187.9708251953125
2018-08-15,183.63720703125
2018-08-16,184.7206268310547
2018-08-17,183.63720703125
2018-08-20,185.35260009765625
2018-08-21,185.8040313720703
2018-08-22,185.98458862304688
2018-08-23,187.1582794189453
2018-08-24,186.5262908935547
2018-08-27,187.60971069335938
2018-08-28,188.4222412109375
2018-08-29,188.78338623046875
2018-08-30,189.59596252441406
2018-08-31,186.61656188964844
2018-09-03,186.88742065429688
2018-09-04,183.3663787841797
2018-09-05,180.07101440429688
2018-09-06,178.08474731445312
2018-09-07,179.8452911376953
2018-09-10,180.65785217285156
2018-09-11,182.46353149414062
2018-09-12,183.7274932861328
2018-09-13,183.63720703125
2018-09-14,182.28294372558594
2018-09-17,181.9218292236328
2018-09-18,181.28982543945312
2018-09-19,180.43214416503906
2018-09-20,182.734375
2018-09-21,186.0748748779297
2018-09-24,183.90806579589844
2018-09-25,183.9983367919922
2018-09-26,185.53318786621094
2018-09-27,187.79026794433594
2018-09-28,187.5194091796875
2018-10-01,188.06114196777344
2018-10-02,187.33883666992188
2018-10-03,187.79026794433594
2018-10-04,181.10928344726562
2018-10-05,181.83154296875
2018-10-08,179.8452911376953
2018-10-09,180.2064208984375
2018-10-10,172.71287536621094
2018-10-11,169.3723907470703
2018-10-12,166.12216186523438
2018-10-15,166.12216186523438
2018-10-16,168.19866943359375
2018-10-17,169.50779724121094
2018-10-18,168.55979919433594
2018-10-19,172.71287536621094
2018-10-22,172.4420166015625
2018-10-23,171.3134765625
2018-10-24,171.35861206054688
2018-10-25,173.79627990722656
2018-10-26,170.72662353515625
2018-10-29,169.82379150390625
2018-10-30,168.2889862060547
2018-10-31,179.57444763183594
2018-11-01,180.38699340820312
2018-11-02,181.56068420410156
2018-11-05,182.1023712158203
2018-11-06,182.91493225097656
2018-11-07,183.90806579589844
2018-11-08,184.35946655273438
2018-11-09,185.6234588623047
2018-11-12,185.35260009765625
2018-11-13,188.6028289794922
2018-11-14,187.2485809326172
2018-11-15,187.2485809326172
2018-11-16,187.42913818359375
2018-11-19,185.44285583496094
2018-11-20,184.90118408203125
2018-11-21,186.345703125
2018-11-22,185.1720428466797
2018-11-23,186.345703125
2018-11-26,185.08175659179688
2018-11-27,187.79026794433594
2018-11-28,187.2485809326172
2018-11-29,188.15139770507812
2018-11-30,187.69998168945312
2018-12-03,191.5821533203125
2018-12-04,191.85304260253906
2018-12-05,188.8736572265625
2018-12-06,183.185791015625
2018-12-07,185.98458862304688
2018-12-10,186.43600463867188
2018-12-11,187.5194091796875
2018-12-12,189.14453125
2018-12-13,186.88742065429688
2018-12-14,184.44976806640625
2018-12-17,183.5469207763672
2018-12-18,182.8246612548828
2018-12-19,183.3663787841797
2018-12-20,182.01211547851562
2018-12-21,181.1995391845703
2018-12-24,178.44589233398438
2018-12-27,176.5950927734375
2018-12-28,178.85215759277344
2018-12-31,181.6509552001953
2019-01-02,180.2064208984375
2019-01-03,178.03961181640625
2019-01-04,180.56756591796875
2019-01-07,178.26531982421875
2019-01-08,179.34872436523438
2019-01-09,177.90419006347656
2019-01-10,178.89730834960938
2019-01-11,178.71673583984375
2019-01-14,176.8659210205078
2019-01-15,177.76878356933594
2019-01-16,176.27908325195312
2019-01-17,177.63333129882812
2019-01-18,180.38699340820312
2019-01-21,179.52931213378906
2019-01-22,179.3938751220703
2019-01-23,181.01898193359375
2019-01-24,180.11614990234375
2019-01-25,181.10928344726562
2019-01-28,181.6509552001953
2019-01-29,185.89430236816406
2019-01-30,187.9708251953125
2019-01-31,189.68621826171875
2019-02-01,191.22105407714844
2019-02-04,191.22105407714844
2019-02-05,198.53404235839844
2019-02-06,196.0963592529297
2019-02-07,195.10325622558594
2019-02-08,197.54092407226562
2019-02-11,199.70770263671875
2019-02-12,202.6870880126953
2019-02-13,201.1522674560547
2019-02-14,199.07574462890625
2019-02-15,200.24945068359375
2019-02-18,202.86764526367188
2019-02-19,201.42312622070312
2019-02-20,202.5968017578125
2019-02-21,203.5899200439453
2019-02-22,203.22879028320312
2019-02-25,202.32595825195312
2019-02-26,202.32595825195312
2019-02-27,198.89517211914062
2019-02-28,200.33970642089844
2019-03-01,201.69395446777344
2019-03-04,201.5133819580078
2019-03-05,204.22190856933594
2019-03-06,202.2356719970703
2019-03-07,205.93728637695312
2019-03-08,206.8401641845703
2019-03-11,205.2150421142578
2019-03-12,206.11788940429688
2019-03-13,206.65956115722656
2019-03-14,210.0000457763672
2019-03-15,213.16000366210938
2019-03-18,212.3474578857422
2019-03-19,211.89602661132812
2019-03-20,212.3474578857422
2019-03-21,214.24342346191406
2019-03-22,211.89602661132812
2019-03-25,211.98631286621094
2019-03-26,215.14625549316406
2019-03-27,215.2365264892578
2019-03-28,215.41709899902344
2019-03-29,216.5005340576172
2019-04-01,217.0421905517578
2019-04-02,215.41709899902344
2019-04-03,216.8616485595703
2019-04-04,217.85476684570312
2019-04-05,216.6810760498047
2019-04-08,216.9519500732422
2019-04-09,216.6810760498047
2019-04-10,218.9381561279297
2019-04-11,216.8616485595703
2019-04-12,216.9519500732422
2019-04-15,215.32681274414062
2019-04-16,216.9519500732422
2019-04-17,219.11874389648438
2019-04-18,219.5701446533203
