Date,HYPE3.SA
2015-08-24,11.868476867675781
2015-08-25,11.62583065032959
2015-08-26,12.189637184143066
2015-08-27,12.353778839111328
2015-08-28,12.153952598571777
2015-08-31,11.754291534423828
2015-09-01,11.718605041503906
2015-09-02,11.554461479187012
2015-09-03,11.311810493469238
2015-09-04,10.81937313079834
2015-09-08,10.962106704711914
2015-09-09,10.719457626342773
2015-09-10,10.526765823364258
2015-09-11,10.169922828674316
2015-09-14,10.384029388427734
2015-09-15,10.205607414245605
2015-09-16,10.63381290435791
2015-09-17,11.104840278625488
2015-09-18,10.669498443603516
2015-09-21,10.562448501586914
2015-09-22,10.847917556762695
2015-09-23,10.491081237792969
2015-09-24,10.269838333129883
2015-09-25,10.690909385681152
2015-09-28,10.562448501586914
2015-09-29,10.498215675354004
2015-09-30,10.905013084411621
2015-10-01,10.755141258239746
2015-10-02,11.297536849975586
2015-10-05,11.411722183227539
2015-10-06,11.797110557556152
2015-10-07,12.310957908630371
2015-10-08,12.310957908630371
2015-10-09,12.624977111816406
2015-10-13,11.825660705566406
2015-10-14,11.718605041503906
2015-10-15,11.74001693725586
2015-10-16,11.561598777770996
2015-10-19,11.911303520202637
2015-10-20,11.74001693725586
2015-10-21,11.711472511291504
2015-10-22,11.654376029968262
2015-10-23,12.06117057800293
2015-10-26,12.132543563842773
2015-10-27,12.153952598571777
2015-10-28,12.95327091217041
2015-10-29,12.453697204589844
2015-10-30,12.489376068115234
2015-11-03,15.129990577697754
2015-11-04,15.344095230102539
2015-11-05,15.272729873657227
2015-11-06,15.365504264831543
2015-11-09,15.272729873657227
2015-11-10,15.158541679382324
2015-11-11,15.208498001098633
2015-11-12,15.365504264831543
2015-11-13,15.122852325439453
2015-11-16,15.015799522399902
2015-11-17,15.401188850402832
2015-11-18,15.394054412841797
2015-11-19,15.658111572265625
2015-11-23,16.114870071411133
2015-11-24,16.336103439331055
2015-11-25,16.229061126708984
2015-11-26,16.30756187438965
2015-11-27,16.26473617553711
2015-11-30,15.986405372619629
2015-12-01,16.17196273803711
2015-12-02,16.414609909057617
2015-12-03,16.628721237182617
2015-12-04,16.20050811767578
2015-12-07,16.757179260253906
2015-12-08,16.771451950073242
2015-12-09,16.807138442993164
2015-12-10,16.450294494628906
2015-12-11,16.321834564208984
2015-12-14,16.14341163635254
2015-12-15,15.829398155212402
2015-12-16,15.522516250610352
2015-12-17,15.986405372619629
2015-12-18,15.522516250610352
2015-12-21,15.451148986816406
2015-12-22,15.194214820861816
2015-12-23,15.365504264831543
2015-12-28,15.436873435974121
2015-12-29,15.529653549194336
2015-12-30,15.493968963623047
2016-01-04,15.051485061645508
2016-01-05,15.229905128479004
2016-01-06,15.315542221069336
2016-01-07,15.065760612487793
2016-01-08,15.058624267578125
2016-01-11,14.972981452941895
2016-01-12,15.451148986816406
2016-01-13,15.486824035644531
2016-01-14,15.129990577697754
2016-01-15,14.965848922729492
2016-01-18,14.808842658996582
2016-01-19,14.91589069366455
2016-01-20,14.666097640991211
2016-01-21,14.987250328063965
2016-01-22,15.272729873657227
2016-01-26,15.344095230102539
2016-01-27,15.879356384277344
2016-01-28,15.843666076660156
2016-01-29,15.950718879699707
