Date,KHC
2015-08-03,52.555625915527344
2015-08-04,52.18943786621094
2015-08-05,52.6275634765625
2015-08-06,52.15673828125
2015-08-07,51.306636810302734
2015-08-10,51.5355110168457
2015-08-11,50.98623275756836
2015-08-12,50.149200439453125
2015-08-13,49.69145584106445
2015-08-14,49.97262954711914
2015-08-17,49.56720733642578
2015-08-18,49.16831588745117
2015-08-19,48.90021514892578
2015-08-20,48.55363845825195
2015-08-21,47.258872985839844
2015-08-24,46.3433952331543
2015-08-25,45.91179656982422
2015-08-26,48.33131408691406
2015-08-27,49.16178894042969
2015-08-28,48.84136962890625
2015-08-31,47.513912200927734
2015-09-01,45.85295104980469
2015-09-02,47.12808609008789
2015-09-03,47.18695068359375
2015-09-04,46.147212982177734
2015-09-08,48.43592834472656
2015-09-09,47.193485260009766
2015-09-10,47.18695068359375
2015-09-11,48.23321533203125
2015-09-14,48.74981689453125
2015-09-15,49.299102783203125
2015-09-16,49.93996047973633
2015-09-17,49.97917938232422
2015-09-18,49.3317985534668
2015-09-21,49.174861907958984
2015-09-22,48.592864990234375
2015-09-23,47.93893814086914
2015-09-24,47.68391799926758
2015-09-25,47.965110778808594
2015-09-28,45.76792526245117
2015-09-29,45.2513313293457
2015-09-30,46.15373992919922
2015-10-01,46.31721115112305
2015-10-02,46.696502685546875
2015-10-05,47.239253997802734
2015-10-06,47.38966369628906
2015-10-07,47.834327697753906
2015-10-08,48.671348571777344
2015-10-09,48.64517593383789
2015-10-12,48.20706558227539
2015-10-13,47.98472595214844
2015-10-14,48.23976135253906
2015-10-15,49.18793487548828
2015-10-16,50.60695266723633
2015-10-19,50.22113037109375
2015-10-20,50.26692199707031
2015-10-21,50.384605407714844
2015-10-22,52.27445983886719
2015-10-23,50.992767333984375
2015-10-26,50.2276725769043
2015-10-27,50.46308135986328
2015-10-28,51.77747344970703
2015-10-29,51.4308967590332
2015-10-30,50.98623275756836
2015-11-02,51.18239974975586
2015-11-03,49.97917938232422
2015-11-04,49.58029556274414
2015-11-05,49.31871032714844
2015-11-06,47.088863372802734
2015-11-09,46.58533477783203
2015-11-10,47.134639739990234
2015-11-11,47.15425109863281
2015-11-12,46.73565673828125
2015-11-13,46.64997482299805
2015-11-16,47.23333740234375
2015-11-17,47.09822082519531
2015-11-18,47.84637451171875
2015-11-19,48.34405517578125
2015-11-20,48.54841995239258
2015-11-23,48.825252532958984
2015-11-24,49.08891677856445
2015-11-25,49.20099639892578
2015-11-27,49.18121337890625
2015-11-30,48.574764251708984
2015-12-01,49.08891677856445
2015-12-02,48.14631271362305
2015-12-03,47.104793548583984
2015-12-04,47.60578155517578
2015-12-07,47.08504104614258
2015-12-08,47.15093994140625
2015-12-09,46.73565673828125
2015-12-10,46.69611740112305
2015-12-11,45.938072204589844
2015-12-14,46.78511047363281
2015-12-15,47.46736526489258
2015-12-16,48.126529693603516
2015-12-17,47.408023834228516
2015-12-18,46.58405303955078
2015-12-21,47.43805694580078
2015-12-22,48.468162536621094
2015-12-23,49.518184661865234
2015-12-24,49.15266418457031
2015-12-28,48.79380416870117
2015-12-29,49.63783264160156
2015-12-30,49.013099670410156
2015-12-31,48.35517120361328
2016-01-04,48.3153076171875
2016-01-05,48.773860931396484
2016-01-06,48.86690902709961
2016-01-07,47.78364562988281
2016-01-08,47.30512237548828
2016-01-11,48.02952575683594
2016-01-12,48.66752624511719
2016-01-13,47.05923080444336
2016-01-14,47.0127067565918
2016-01-15,45.989253997802734
2016-01-19,46.633907318115234
2016-01-20,47.29847717285156
2016-01-21,48.54790496826172
2016-01-22,49.438446044921875
2016-01-25,49.19919204711914
2016-01-26,50.49513244628906
2016-01-27,50.488502502441406
2016-01-28,50.61476516723633
2016-01-29,51.877479553222656
2016-02-01,51.17966079711914
2016-02-02,50.488502502441406
2016-02-03,49.77074432373047
2016-02-04,49.27894592285156
2016-02-05,48.36845779418945
2016-02-08,47.33170700073242
2016-02-09,47.524436950683594
2016-02-10,47.92319107055664
2016-02-11,47.4779167175293
2016-02-12,47.79692077636719
2016-02-16,48.056114196777344
2016-02-17,49.3387565612793
2016-02-18,48.81373596191406
2016-02-19,48.860252380371094
2016-02-22,48.73398971557617
2016-02-23,48.39504623413086
2016-02-24,48.50801467895508
2016-02-25,49.8172607421875
2016-02-26,51.731258392333984
2016-02-29,51.186302185058594
2016-03-01,51.61164855957031
2016-03-02,51.498661041259766
2016-03-03,51.41889572143555
2016-03-04,51.305931091308594
2016-03-07,50.840721130371094
2016-03-08,50.7011604309082
2016-03-09,50.927120208740234
2016-03-10,50.65464782714844
2016-03-11,51.13977813720703
2016-03-14,51.55183792114258
2016-03-15,51.69138717651367
2016-03-16,52.24374771118164
2016-03-17,52.230369567871094
2016-03-18,51.761680603027344
2016-03-21,51.27962875366211
2016-03-22,51.1791877746582
2016-03-23,51.426910400390625
2016-03-24,51.192588806152344
2016-03-28,52.06297302246094
2016-03-29,52.75929641723633
2016-03-30,52.82623291015625
2016-03-31,52.598609924316406
2016-04-01,52.94675064086914
2016-04-04,52.79277801513672
2016-04-05,52.230369567871094
2016-04-06,52.464698791503906
2016-04-07,51.888912200927734
2016-04-08,52.53834533691406
2016-04-11,52.16340255737305
2016-04-12,52.44462203979492
2016-04-13,51.82194137573242
2016-04-14,51.667945861816406
2016-04-15,52.25714111328125
2016-04-18,52.4513053894043
2016-04-19,52.42451477050781
2016-04-20,52.17010498046875
2016-04-21,51.38004684448242
2016-04-22,52.290611267089844
2016-04-25,52.71242904663086
2016-04-26,52.69233322143555
2016-04-27,52.96015930175781
2016-04-28,52.464698791503906
2016-04-29,52.270530700683594
2016-05-02,53.24135971069336
2016-05-03,52.6789436340332
2016-05-04,53.549346923828125
2016-05-05,55.5512580871582
2016-05-06,56.240875244140625
2016-05-09,56.414955139160156
2016-05-10,57.67367935180664
2016-05-11,57.04430389404297
2016-05-12,57.80756759643555
2016-05-13,56.9974479675293
2016-05-16,57.492897033691406
2016-05-17,55.008934020996094
2016-05-18,54.352787017822266
2016-05-19,55.57133865356445
2016-05-20,55.18299865722656
2016-05-23,55.444122314453125
2016-05-24,56.388160705566406
2016-05-25,56.809486389160156
2016-05-26,56.499385833740234
2016-05-27,56.694881439208984
2016-05-31,56.08143615722656
2016-06-01,56.593788146972656
2016-06-02,57.153316497802734
2016-06-03,57.503875732421875
2016-06-06,57.29490661621094
2016-06-07,57.13310623168945
2016-06-08,57.422977447509766
2016-06-09,57.7196159362793
2016-06-10,57.53083419799805
2016-06-13,57.26792907714844
2016-06-14,57.22075271606445
2016-06-15,57.193763732910156
2016-06-16,57.490379333496094
