Date,RHIM.NS
2015-08-21,80.90967559814453
2015-08-24,75.62411499023438
2015-08-25,75.44342803955078
2015-08-26,75.53376770019531
2015-08-27,75.12720489501953
2015-08-28,75.08201599121094
2015-08-31,75.44342803955078
2015-09-01,74.0881576538086
2015-09-02,72.3262939453125
2015-09-03,73.13946533203125
2015-09-04,75.30010223388672
2015-09-07,76.31144714355469
2015-09-08,74.47261047363281
2015-09-09,74.15081787109375
2015-09-10,76.86309814453125
2015-09-11,75.48397827148438
2015-09-14,74.93231201171875
2015-09-15,75.1162109375
2015-09-16,73.55318450927734
2015-09-18,73.78304290771484
2015-09-21,74.15081787109375
2015-09-22,74.15081787109375
2015-09-23,73.92096710205078
2015-09-24,73.36932373046875
2015-09-28,73.55318450927734
2015-09-29,73.18543243408203
2015-09-30,73.0934829711914
2015-10-01,74.24275970458984
2015-10-05,74.56453704833984
2015-10-06,77.55265045166016
2015-10-07,76.03561401367188
2015-10-08,75.62187957763672
2015-10-09,74.9782943725586
2015-10-12,74.19678497314453
2015-10-13,74.10485076904297
2015-10-14,73.55318450927734
2015-10-15,73.82901763916016
2015-10-16,74.24275970458984
2015-10-19,74.05887603759766
2015-10-20,76.31144714355469
2015-10-21,77.09295654296875
2015-10-23,76.63323974609375
2015-10-26,74.9782943725586
2015-10-27,74.70246124267578
2015-10-28,74.19678497314453
2015-10-29,73.64513397216797
2015-10-30,73.59915924072266
2015-11-02,73.55318450927734
2015-11-03,72.77169036865234
2015-11-04,74.24275970458984
2015-11-05,73.5072250366211
2015-11-06,71.76033020019531
2015-11-09,71.5304946899414
2015-11-10,72.81766510009766
2015-11-13,72.22004699707031
2015-11-16,71.48451232910156
2015-11-17,70.79495239257812
2015-11-18,69.78359985351562
2015-11-19,69.96746826171875
2015-11-20,70.84092712402344
2015-11-23,71.66838836669922
2015-11-24,70.88690185546875
2015-11-26,70.61106872558594
2015-11-27,72.67975616455078
2015-11-30,72.81766510009766
2015-12-01,73.82901763916016
2015-12-02,72.6337890625
2015-12-03,73.46125793457031
2015-12-04,73.5072250366211
2015-12-07,72.81766510009766
2015-12-08,72.03616333007812
2015-12-09,71.66838836669922
2015-12-10,73.32334899902344
2015-12-11,74.10485076904297
2015-12-14,73.82901763916016
2015-12-15,73.13947296142578
2015-12-16,73.04752349853516
2015-12-17,75.48397827148438
2015-12-18,74.05887603759766
2015-12-21,75.75979614257812
2015-12-22,75.39202880859375
2015-12-23,77.59864044189453
2015-12-24,75.0242691040039
2015-12-28,75.30010223388672
2015-12-29,76.21951293945312
2015-12-30,81.87390899658203
2015-12-31,82.60943603515625
2016-01-01,82.79332733154297
2016-01-04,81.87390899658203
2016-01-05,81.18434143066406
2016-01-06,81.59807586669922
2016-01-07,79.16162872314453
2016-01-08,79.43745422363281
2016-01-11,77.27684020996094
2016-01-12,75.07023620605469
2016-01-13,75.39202880859375
2016-01-14,75.34605407714844
2016-01-15,73.04752349853516
2016-01-18,67.94477081298828
2016-01-19,70.79495239257812
2016-01-20,70.79495239257812
2016-01-21,69.96746826171875
2016-01-22,71.66838836669922
2016-01-25,71.48451232910156
2016-01-27,70.84092712402344
2016-01-28,75.1162109375
2016-01-29,73.7370834350586
2016-02-01,72.4039306640625
2016-02-02,71.71436309814453
2016-02-03,72.72571563720703
2016-02-04,72.86363983154297
2016-02-05,78.10430908203125
2016-02-08,75.34605407714844
2016-02-09,73.78304290771484
2016-02-10,71.57644653320312
2016-02-11,71.76033020019531
2016-02-12,71.71436309814453
2016-02-15,70.38121795654297
2016-02-16,67.76087951660156
2016-02-17,67.34715270996094
2016-02-18,68.49641418457031
2016-02-19,70.65703582763672
2016-02-22,68.68030548095703
2016-02-23,69.46180725097656
2016-02-24,66.6575927734375
2016-02-25,66.19788360595703
2016-02-26,67.209228515625
2016-02-29,69.18596649169922
2016-03-01,68.17462921142578
2016-03-02,69.04806518554688
2016-03-03,68.77225494384766
2016-03-04,68.26657104492188
2016-03-08,68.1286392211914
2016-03-09,68.08267974853516
2016-03-10,67.209228515625
2016-03-11,67.07131958007812
2016-03-14,68.03670501708984
2016-03-15,68.03670501708984
2016-03-16,67.16326904296875
2016-03-17,67.30117797851562
2016-03-18,67.30117797851562
2016-03-21,67.76087951660156
2016-03-22,68.3584976196289
2016-03-23,68.5883560180664
2016-03-28,69.691650390625
2016-03-29,69.41584014892578
2016-03-30,68.03670501708984
2016-03-31,70.84092712402344
2016-04-01,74.0129165649414
2016-04-04,73.64513397216797
2016-04-05,72.4039306640625
2016-04-06,73.87498474121094
2016-04-07,73.13947296142578
2016-04-08,70.932861328125
2016-04-11,73.64513397216797
2016-04-12,73.78304290771484
2016-04-13,75.34605407714844
2016-04-18,73.87498474121094
2016-04-20,74.0129165649414
2016-04-21,73.64513397216797
2016-04-22,75.34605407714844
2016-04-25,75.30010223388672
2016-04-26,75.25411987304688
2016-04-27,76.21951293945312
2016-04-28,77.0009994506836
2016-04-29,77.2308578491211
2016-05-02,77.46070861816406
2016-05-03,77.2308578491211
2016-05-04,75.52994537353516
2016-05-05,75.39202880859375
2016-05-06,76.77114868164062
2016-05-09,76.90907287597656
2016-05-10,76.40338134765625
2016-05-11,76.357421875
2016-05-12,76.357421875
2016-05-13,75.48397827148438
2016-05-16,76.31144714355469
2016-05-17,76.31144714355469
2016-05-18,75.39202880859375
2016-05-19,75.85173797607422
2016-05-20,75.48397827148438
2016-05-23,75.94367218017578
2016-05-24,74.88634490966797
2016-05-25,75.5759048461914
2016-05-26,76.17353057861328
2016-05-27,75.48397827148438
2016-05-30,76.95503234863281
2016-05-31,76.72516632080078
2016-06-01,76.95503234863281
2016-06-02,76.54129028320312
2016-06-03,77.32279968261719
2016-06-06,81.46016693115234
2016-06-07,83.34497833251953
2016-06-08,84.7240982055664
2016-06-09,81.23030853271484
2016-06-10,82.5634765625
2016-06-13,80.12701416015625
2016-06-14,79.16162872314453
2016-06-15,80.03507995605469
2016-06-16,79.57537078857422
2016-06-17,81.59807586669922
2016-06-20,79.9891128540039
2016-06-21,79.94313049316406
2016-06-22,81.32225036621094
2016-06-23,81.09239959716797
2016-06-24,80.49478149414062
2016-06-27,81.73599243164062
2016-06-28,82.05779266357422
2016-06-29,81.69001770019531
2016-06-30,82.1957015991211
2016-07-01,81.82794189453125
2016-07-04,81.82794189453125
2016-07-05,81.50613403320312
2016-07-07,80.90850830078125
2016-07-08,81.09239959716797
