Date,COF
2015-08-03,67.89988708496094
2015-08-04,67.6919174194336
2015-08-05,68.0911865234375
2015-08-06,67.82369995117188
2015-08-07,67.55620574951172
2015-08-10,68.95216369628906
2015-08-11,67.59801483154297
2015-08-12,67.38904571533203
2015-08-13,67.5060806274414
2015-08-14,67.93238067626953
2015-08-17,68.2500228881836
2015-08-18,67.92403411865234
2015-08-19,66.9710922241211
2015-08-20,66.06836700439453
2015-08-21,64.04551696777344
2015-08-24,61.4626350402832
2015-08-25,60.392696380615234
2015-08-26,62.48240661621094
2015-08-27,64.66405487060547
2015-08-28,64.63065338134766
2015-08-31,64.99007415771484
2015-09-01,62.12298583984375
2015-09-02,62.94215774536133
2015-09-03,63.661014556884766
2015-09-04,62.54926681518555
2015-09-08,64.18762969970703
2015-09-09,63.410247802734375
2015-09-10,63.4185905456543
2015-09-11,63.23468017578125
2015-09-14,63.32664489746094
2015-09-15,63.828182220458984
2015-09-16,64.59717559814453
2015-09-17,63.43531036376953
2015-09-18,61.48768615722656
2015-09-21,62.340301513671875
2015-09-22,61.5880012512207
2015-09-23,61.43754959106445
2015-09-24,61.11991882324219
2015-09-25,61.897300720214844
2015-09-28,60.325828552246094
2015-09-29,59.80757522583008
2015-09-30,60.618377685546875
2015-10-01,60.96946334838867
2015-10-02,60.910945892333984
2015-10-05,62.94215774536133
2015-10-06,62.875267028808594
2015-10-07,62.6579475402832
2015-10-08,62.73318862915039
2015-10-09,62.231651306152344
2015-10-12,62.06446075439453
2015-10-13,61.80534362792969
2015-10-14,60.65182113647461
2015-10-15,62.29016876220703
2015-10-16,62.415531158447266
2015-10-19,62.39047622680664
2015-10-20,62.340301513671875
2015-10-21,61.5880012512207
2015-10-22,62.64120101928711
2015-10-23,67.80696105957031
2015-10-26,66.57825469970703
2015-10-27,66.3107681274414
2015-10-28,67.82369995117188
2015-10-29,67.03795623779297
2015-10-30,65.95133972167969
2015-11-02,67.0547103881836
2015-11-03,67.60637664794922
2015-11-04,67.33053588867188
2015-11-05,66.82649993896484
2015-11-06,68.39741516113281
2015-11-09,67.5825424194336
2015-11-10,66.6836929321289
2015-11-11,66.2552490234375
2015-11-12,65.00357055664062
2015-11-13,64.6591567993164
2015-11-16,65.44041442871094
2015-11-17,64.15510559082031
2015-11-18,65.7680435180664
2015-11-19,66.85169982910156
2015-11-20,66.75089263916016
2015-11-23,66.21328735351562
2015-11-24,66.05365753173828
2015-11-25,66.39808654785156
2015-11-27,66.36447143554688
2015-11-30,65.95285034179688
2015-12-01,67.0533447265625
2015-12-02,66.1712646484375
2015-12-03,64.96157836914062
2015-12-04,66.67529296875
2015-12-07,65.80162048339844
2015-12-08,64.56675720214844
2015-12-09,63.35707092285156
2015-12-10,63.51668167114258
2015-12-11,61.89536666870117
2015-12-14,61.584556579589844
2015-12-15,63.31507873535156
2015-12-16,64.14673614501953
2015-12-17,62.4834098815918
2015-12-18,60.87892532348633
2015-12-21,60.971309661865234
2015-12-22,61.13093185424805
2015-12-23,61.90375518798828
2015-12-24,61.760963439941406
2015-12-28,61.450130462646484
2015-12-29,61.987789154052734
2015-12-30,61.500526428222656
2015-12-31,60.635276794433594
2016-01-04,59.425601959228516
2016-01-05,58.35032653808594
2016-01-06,57.58588790893555
2016-01-07,54.67089080810547
2016-01-08,53.95684814453125
2016-01-11,54.40206527709961
2016-01-12,55.27573776245117
2016-01-13,53.46120834350586
2016-01-14,54.26765441894531
2016-01-15,52.79755401611328
2016-01-19,52.24311065673828
2016-01-20,51.04184341430664
2016-01-21,51.39466094970703
2016-01-22,51.32746124267578
2016-01-25,49.277713775634766
2016-01-26,50.72260665893555
2016-01-27,53.175575256347656
2016-01-28,52.91516876220703
2016-01-29,55.12450408935547
2016-02-01,54.612091064453125
2016-02-02,53.0999755859375
2016-02-03,53.04957962036133
2016-02-04,53.536808013916016
2016-02-05,53.22598648071289
2016-02-08,51.151058197021484
2016-02-09,52.43632888793945
2016-02-10,52.28512191772461
2016-02-11,50.85624694824219
2016-02-12,52.876956939697266
2016-02-16,54.288936614990234
2016-02-17,55.109066009521484
2016-02-18,55.743186950683594
2016-02-19,55.57408905029297
2016-02-22,57.29042053222656
2016-02-23,55.565616607666016
2016-02-24,55.30352020263672
2016-02-25,56.15747833251953
2016-02-26,56.816951751708984
2016-02-29,55.57408905029297
2016-03-01,57.48488998413086
2016-03-02,58.45720672607422
2016-03-03,58.89686965942383
2016-03-04,58.83767318725586
2016-03-07,58.77848434448242
2016-03-08,57.907623291015625
2016-03-09,58.08517837524414
2016-03-10,58.533329010009766
2016-03-11,60.05517578125
2016-03-14,59.125152587890625
2016-03-15,58.6093864440918
2016-03-16,58.66010284423828
2016-03-17,58.76158142089844
2016-03-18,59.6662712097168
2016-03-21,59.869171142578125
2016-03-22,59.57324981689453
2016-03-23,59.36188888549805
2016-03-24,58.98141098022461
2016-03-28,58.50794219970703
2016-03-29,58.212005615234375
2016-03-30,58.465675354003906
2016-03-31,58.6009521484375
2016-04-01,59.860721588134766
2016-04-04,59.04059982299805
2016-04-05,57.94145584106445
2016-04-06,57.72162628173828
2016-04-07,56.29275894165039
2016-04-08,56.36884307861328
2016-04-11,56.816951751708984
2016-04-12,57.755435943603516
2016-04-13,59.894535064697266
2016-04-14,60.42718505859375
2016-04-15,60.31728744506836
2016-04-18,60.58785629272461
2016-04-19,61.55170822143555
2016-04-20,63.77534484863281
2016-04-21,63.18348693847656
2016-04-22,63.8852653503418
2016-04-25,63.4033317565918
2016-04-26,64.22342681884766
2016-04-27,62.8283805847168
2016-04-28,62.03363037109375
2016-04-29,61.20503616333008
2016-05-02,62.21119689941406
2016-05-03,60.849937438964844
2016-05-04,58.913780212402344
2016-05-05,58.440284729003906
2016-05-06,58.668575286865234
2016-05-09,58.846126556396484
2016-05-10,60.1481819152832
2016-05-11,59.480247497558594
2016-05-12,58.978553771972656
2016-05-13,58.42585372924805
2016-05-16,58.91053009033203
2016-05-17,58.52788543701172
2016-05-18,60.3560791015625
2016-05-19,59.97342300415039
2016-05-20,60.31355285644531
2016-05-23,60.07548141479492
2016-05-24,60.90027618408203
2016-05-25,62.30332946777344
2016-05-26,61.6995849609375
2016-05-27,62.77952575683594
2016-05-31,62.27780532836914
2016-06-01,62.26082229614258
2016-06-02,62.39686965942383
2016-06-03,60.88326644897461
2016-06-06,61.94618225097656
2016-06-07,61.521034240722656
2016-06-08,61.30842971801758
2016-06-09,60.2625732421875
2016-06-10,59.55677795410156
2016-06-13,58.67244338989258
2016-06-14,54.78645706176758
2016-06-15,54.965030670166016
2016-06-16,54.63340377807617
2016-06-17,54.58237838745117
2016-06-20,54.658905029296875
2016-06-21,54.63340377807617
2016-06-22,54.36128234863281
2016-06-23,55.78131866455078
2016-06-24,52.61811828613281
2016-06-27,49.44641876220703
2016-06-28,50.73039627075195
2016-06-29,52.65213394165039
2016-06-30,54.0041618347168
2016-07-01,53.53648376464844
2016-07-05,51.750789642333984
2016-07-06,52.1079216003418
2016-07-07,52.62662887573242
2016-07-08,55.024532318115234
2016-07-11,56.342559814453125
2016-07-12,57.69455337524414
2016-07-13,57.77109909057617
2016-07-14,58.544883728027344
2016-07-15,57.94968032836914
2016-07-18,57.92414474487305
2016-07-19,57.59252166748047
2016-07-20,57.490478515625
2016-07-21,57.81361389160156
2016-07-22,56.99729919433594
2016-07-25,57.26089096069336
2016-07-26,57.558502197265625
2016-07-27,57.74558639526367
2016-07-28,57.37995147705078
2016-07-29,57.03981018066406
2016-08-01,56.99729919433594
2016-08-02,56.376556396484375
2016-08-03,56.58913803100586
2016-08-04,56.63191604614258
2016-08-05,58.2573127746582
2016-08-08,58.31719207763672
2016-08-09,57.983558654785156
2016-08-10,57.18796920776367
2016-08-11,58.12042999267578
2016-08-12,58.17176055908203
2016-08-15,58.69358444213867
2016-08-16,58.702152252197266
2016-08-17,58.419837951660156
2016-08-18,58.35142135620117
2016-08-19,58.650821685791016
2016-08-22,58.753482818603516
2016-08-23,58.84758377075195
2016-08-24,58.702152252197266
2016-08-25,58.830482482910156
2016-08-26,59.16411209106445
2016-08-29,59.566165924072266
2016-08-30,60.16499710083008
2016-08-31,61.251426696777344
2016-09-01,60.80659866333008
2016-09-02,61.28565979003906
2016-09-06,60.729610443115234
2016-09-07,61.39686584472656
2016-09-08,61.83314514160156
2016-09-09,61.294219970703125
2016-09-12,62.02135467529297
2016-09-13,60.92635726928711
2016-09-14,60.38740921020508
2016-09-15,60.729610443115234
2016-09-16,60.06233596801758
2016-09-19,60.721046447753906
2016-09-20,60.36176681518555
2016-09-21,61.319881439208984
2016-09-22,61.713401794433594
2016-09-23,60.97769546508789
2016-09-26,60.57563400268555
