Date,SBUX
2015-08-03,47.64225387573242
2015-08-04,48.192325592041016
2015-08-05,48.446834564208984
2015-08-06,46.9854621887207
2015-08-07,46.96083450317383
2015-08-10,46.197303771972656
2015-08-11,46.26297378540039
2015-08-12,46.287628173828125
2015-08-13,46.67348098754883
2015-08-14,46.87873458862305
2015-08-17,47.40416717529297
2015-08-18,47.478065490722656
2015-08-19,47.28102111816406
2015-08-20,45.819644927978516
2015-08-21,43.38130187988281
2015-08-24,41.32883071899414
2015-08-25,41.94457244873047
2015-08-26,44.300804138183594
2015-08-27,45.93457794189453
2015-08-28,45.671878814697266
2015-08-31,44.91656494140625
2015-09-01,43.92316436767578
2015-09-02,45.36809539794922
2015-09-03,44.9001350402832
2015-09-04,44.56352233886719
2015-09-08,45.327049255371094
2015-09-09,44.9001350402832
2015-09-10,45.45842361450195
2015-09-11,46.41075897216797
2015-09-14,46.2137336730957
2015-09-15,46.72275161743164
2015-09-16,47.01008605957031
2015-09-17,47.02652359008789
2015-09-18,46.665279388427734
2015-09-21,47.2399787902832
2015-09-22,46.89516067504883
2015-09-23,47.445213317871094
2015-09-24,47.92139434814453
2015-09-25,47.609413146972656
2015-09-28,45.78680419921875
2015-09-29,45.745750427246094
2015-09-30,46.665279388427734
2015-10-01,47.190704345703125
2015-10-02,47.68330764770508
2015-10-05,48.47146224975586
2015-10-06,48.18410873413086
2015-10-07,48.258018493652344
2015-10-08,48.81626892089844
2015-10-09,49.317081451416016
2015-10-12,49.70294952392578
2015-10-13,49.3909797668457
2015-10-14,48.29085159301758
2015-10-15,49.005104064941406
2015-10-16,49.2021369934082
2015-10-19,50.05598068237305
2015-10-20,49.98208999633789
2015-10-21,49.694740295410156
2015-10-22,50.48289108276367
2015-10-23,51.40241622924805
2015-10-26,52.075626373291016
2015-10-27,51.484493255615234
2015-10-28,52.14130401611328
2015-10-29,51.31209945678711
2015-10-30,51.369564056396484
2015-11-02,51.0986442565918
2015-11-03,51.55839920043945
2015-11-04,50.86875534057617
2015-11-05,51.13148498535156
2015-11-06,50.87696838378906
2015-11-09,50.522804260253906
2015-11-10,51.214664459228516
2015-11-11,50.95933151245117
2015-11-12,50.30040740966797
2015-11-13,49.204959869384766
2015-11-16,49.979190826416016
2015-11-17,49.87211608886719
2015-11-18,50.901676177978516
2015-11-19,50.62165069580078
2015-11-20,51.05817794799805
2015-11-23,51.593536376953125
2015-11-24,51.03346633911133
2015-11-25,51.2229118347168
2015-11-27,51.214664459228516
2015-11-30,50.56398010253906
2015-12-01,50.54749298095703
2015-12-02,50.423980712890625
2015-12-03,49.048465728759766
2015-12-04,50.86050033569336
2015-12-07,50.97581100463867
2015-12-08,51.19818878173828
2015-12-09,50.391021728515625
2015-12-10,50.95933151245117
2015-12-11,49.270851135253906
2015-12-14,49.35321044921875
2015-12-15,49.40264129638672
2015-12-16,49.707374572753906
2015-12-17,49.02375793457031
2015-12-18,48.28246307373047
2015-12-21,49.04022979736328
2015-12-22,49.41086196899414
2015-12-23,49.69915008544922
2015-12-24,49.682674407958984
2015-12-28,49.57560348510742
2015-12-29,50.349830627441406
2015-12-30,50.09451675415039
2015-12-31,49.443809509277344
2016-01-04,47.9859504699707
2016-01-05,48.30718231201172
2016-01-06,47.87887954711914
2016-01-07,46.69282150268555
2016-01-08,46.64339828491211
2016-01-11,47.6235466003418
2016-01-12,48.97433090209961
2016-01-13,47.66472625732422
2016-01-14,48.578983306884766
2016-01-15,47.77180862426758
2016-01-19,48.22481155395508
2016-01-20,46.882259368896484
2016-01-21,48.620174407958984
2016-01-22,48.735469818115234
2016-01-25,47.53293228149414
2016-01-26,48.274227142333984
2016-01-27,47.467044830322266
2016-01-28,48.83431625366211
2016-01-29,50.053321838378906
2016-02-01,50.572227478027344
2016-02-02,50.15904235839844
2016-02-03,49.19222640991211
2016-02-04,48.16755294799805
2016-02-05,45.027462005615234
2016-02-08,44.73823928833008
2016-02-09,44.969608306884766
2016-02-10,45.5645866394043
2016-02-11,45.38277816772461
2016-02-12,46.1595458984375
2016-02-16,46.61404037475586
2016-02-17,47.622169494628906
2016-02-18,47.068519592285156
2016-02-19,47.65522003173828
2016-02-22,48.64684295654297
2016-02-23,48.30803680419922
2016-02-24,48.018821716308594
2016-02-25,48.54767608642578
2016-02-26,48.20888137817383
2016-02-29,48.10144805908203
2016-03-01,49.61365509033203
2016-03-02,49.21702194213867
2016-03-03,48.78731918334961
2016-03-04,48.5063591003418
2016-03-07,47.92793655395508
2016-03-08,47.597389221191406
2016-03-09,47.159423828125
2016-03-10,47.531272888183594
2016-03-11,47.589115142822266
2016-03-14,48.46505355834961
2016-03-15,48.820377349853516
2016-03-16,49.307918548583984
2016-03-17,49.208740234375
2016-03-18,49.332698822021484
2016-03-21,48.83689880371094
2016-03-22,49.06827926635742
2016-03-23,48.613792419433594
