Date,PFE
2015-08-03,22.320600509643555
2015-08-04,22.2958984375
2015-08-05,22.289674758911133
2015-08-06,21.885202407836914
2015-08-07,21.89764976501465
2015-08-10,22.00343132019043
2015-08-11,21.85409164428711
2015-08-12,22.009654998779297
2015-08-13,22.00343132019043
2015-08-14,21.978544235229492
2015-08-17,22.090557098388672
2015-08-18,22.10300064086914
2015-08-19,21.947429656982422
2015-08-20,21.49939727783203
2015-08-21,20.87090301513672
2015-08-24,19.993499755859375
2015-08-25,19.501911163330078
2015-08-26,20.18018341064453
2015-08-27,20.696666717529297
2015-08-28,20.323307037353516
2015-08-31,20.04950523376465
2015-09-01,19.51435661315918
2015-09-02,19.893945693969727
2015-09-03,19.844160079956055
2015-09-04,19.52057647705078
2015-09-08,20.24241065979004
2015-09-09,19.887718200683594
2015-09-10,20.298419952392578
2015-09-11,20.51620864868164
2015-09-14,20.354419708251953
2015-09-15,20.640666961669922
2015-09-16,20.646881103515625
2015-09-17,20.83356475830078
2015-09-18,20.441537857055664
2015-09-21,20.173967361450195
2015-09-22,20.074398040771484
2015-09-23,20.298419952392578
2015-09-24,20.34819793701172
2015-09-25,19.844160079956055
2015-09-28,19.178333282470703
2015-09-29,19.302791595458984
2015-09-30,19.545473098754883
2015-10-01,19.813045501708984
2015-10-02,20.584657669067383
2015-10-05,20.83356475830078
2015-10-06,20.404199600219727
2015-10-07,20.71533966064453
2015-10-08,20.590885162353516
2015-10-09,20.684221267700195
2015-10-12,20.671777725219727
2015-10-13,20.522428512573242
2015-10-14,20.559768676757812
2015-10-15,21.206926345825195
2015-10-16,21.41227912902832
2015-10-19,21.468284606933594
2015-10-20,21.15714454650879
2015-10-21,20.821121215820312
2015-10-22,20.74022674560547
2015-10-23,21.188262939453125
2015-10-26,21.256710052490234
2015-10-27,21.773189544677734
2015-10-28,22.059438705444336
2015-10-29,21.63629722595215
2015-10-30,21.045141220092773
2015-11-02,21.816747665405273
2015-11-03,21.7607479095459
2015-11-04,21.415742874145508
2015-11-05,21.422008514404297
2015-11-06,21.284008026123047
2015-11-09,21.108366012573242
2015-11-10,21.196184158325195
2015-11-11,21.164819717407227
2015-11-12,20.945270538330078
2015-11-13,20.869997024536133
2015-11-16,20.80099105834961
2015-11-17,20.619077682495117
2015-11-18,20.89508819580078
2015-11-19,20.255247116088867
2015-11-20,20.186246871948242
2015-11-23,19.653047561645508
2015-11-24,20.054515838623047
2015-11-25,20.619077682495117
2015-11-27,20.568893432617188
2015-11-30,20.556346893310547
2015-12-01,21.08954429626465
2015-12-02,20.637893676757812
2015-12-03,20.317977905273438
2015-12-04,20.57516860961914
2015-12-07,20.487350463867188
2015-12-08,20.405797958374023
2015-12-09,20.255247116088867
2015-12-10,20.29915428161621
2015-12-11,20.110971450805664
2015-12-14,20.186246871948242
2015-12-15,20.23642921447754
2015-12-16,20.43716812133789
2015-12-17,20.28034019470215
2015-12-18,20.067058563232422
2015-12-21,20.361894607543945
2015-12-22,20.399520874023438
2015-12-23,20.424617767333984
2015-12-24,20.46225357055664
2015-12-28,20.33679962158203
2015-12-29,20.593990325927734
2015-12-30,20.543807983398438
2015-12-31,20.24897575378418
2016-01-04,20.04197120666504
2016-01-05,20.186246871948242
2016-01-06,19.828691482543945
2016-01-07,19.69695472717285
2016-01-08,19.44603729248047
