Date,PCG
2015-08-03,48.67155838012695
2015-08-04,48.0705680847168
2015-08-05,47.92264175415039
2015-08-06,48.227752685546875
2015-08-07,48.9027214050293
2015-08-10,48.301719665527344
2015-08-11,48.662322998046875
2015-08-12,49.170860290527344
2015-08-13,49.33728790283203
2015-08-14,50.00300979614258
2015-08-17,50.178680419921875
2015-08-18,50.30812454223633
2015-08-19,50.04924011230469
2015-08-20,49.81808853149414
2015-08-21,49.078399658203125
2015-08-24,46.609683990478516
2015-08-25,45.26900100708008
2015-08-26,45.70356369018555
2015-08-27,46.544960021972656
2015-08-28,46.61893081665039
2015-08-31,45.84225845336914
2015-09-01,44.27042007446289
2015-09-02,44.316646575927734
2015-09-03,44.65875244140625
2015-09-04,44.01152420043945
2015-09-08,45.102569580078125
2015-09-09,44.298152923583984
2015-09-10,44.10398864746094
2015-09-11,44.78820037841797
2015-09-14,44.834434509277344
2015-09-15,45.121055603027344
2015-09-16,45.56486892700195
2015-09-17,46.31380844116211
2015-09-18,46.720638275146484
2015-09-21,47.321632385253906
2015-09-22,47.5712776184082
2015-09-23,48.0798225402832
2015-09-24,48.486637115478516
2015-09-25,48.93045425415039
2015-09-28,48.5061149597168
2015-09-29,48.5061149597168
2015-09-30,49.24288558959961
2015-10-01,49.037715911865234
2015-10-02,49.429412841796875
2015-10-05,49.85842514038086
2015-10-06,49.53200912475586
2015-10-07,49.177608489990234
2015-10-08,49.51335144042969
2015-10-09,48.963096618652344
2015-10-12,49.429412841796875
2015-10-13,49.18693923950195
2015-10-14,49.21491241455078
2015-10-15,50.40868377685547
2015-10-16,50.3900260925293
2015-10-19,50.632511138916016
2015-10-20,50.66981506347656
2015-10-21,50.520591735839844
2015-10-22,50.828369140625
2015-10-23,50.016971588134766
2015-10-26,50.16619873046875
2015-10-27,50.42732620239258
2015-10-28,49.38278579711914
2015-10-29,48.82320785522461
2015-10-30,49.80247116088867
2015-11-02,49.9423713684082
2015-11-03,50.016971588134766
2015-11-04,50.511260986328125
2015-11-05,50.10091018676758
2015-11-06,48.43150329589844
2015-11-09,48.963096618652344
2015-11-10,49.77449417114258
2015-11-11,50.05427932739258
2015-11-12,49.23357009887695
2015-11-13,48.73926544189453
2015-11-16,49.83976745605469
2015-11-17,48.63668441772461
2015-11-18,49.12165451049805
2015-11-19,49.60661315917969
2015-11-20,49.97034454345703
2015-11-23,49.177608489990234
2015-11-24,49.009727478027344
2015-11-25,48.83253860473633
2015-11-27,49.21491241455078
2015-11-30,49.177608489990234
2015-12-01,49.3641357421875
2015-12-02,48.701969146728516
2015-12-03,48.31958770751953
2015-12-04,49.54132843017578
2015-12-07,49.559993743896484
2015-12-08,49.16828155517578
2015-12-09,49.028385162353516
2015-12-10,48.170372009277344
2015-12-11,48.226318359375
2015-12-14,48.75792694091797
2015-12-15,49.14963150024414
2015-12-16,50.57655334472656
2015-12-17,50.2221565246582
2015-12-18,49.53200912475586
2015-12-21,49.485374450683594
2015-12-22,49.62527084350586
2015-12-23,50.43666076660156
2015-12-24,50.306095123291016
2015-12-28,50.34339141845703
2015-12-29,50.6114501953125
2015-12-30,50.71491622924805
2015-12-31,50.02830123901367
2016-01-04,49.79316329956055
2016-01-05,49.86841583251953
2016-01-06,49.58624267578125
2016-01-07,49.34170150756836
2016-01-08,48.96547317504883
2016-01-11,49.12537384033203
2016-01-12,49.435752868652344
2016-01-13,49.181800842285156
2016-01-14,50.235233306884766
2016-01-15,49.35110855102539
2016-01-19,49.83079528808594
2016-01-20,48.24124526977539
2016-01-21,48.41995620727539
2016-01-22,49.247650146484375
2016-01-25,48.5422248840332
2016-01-26,49.04071807861328
2016-01-27,49.59564971923828
2016-01-28,50.56442642211914
2016-01-29,51.64606857299805
2016-02-01,52.16337585449219
2016-02-02,53.30145263671875
2016-02-03,54.04449462890625
2016-02-04,52.981658935546875
2016-02-05,52.897003173828125
2016-02-08,52.95344924926758
2016-02-09,52.59603500366211
2016-02-10,52.831172943115234
2016-02-11,51.88121032714844
2016-02-12,51.92823791503906
2016-02-16,52.43614196777344
2016-02-17,52.492576599121094
2016-02-18,52.67128372192383
2016-02-19,52.56781005859375
2016-02-22,53.12274932861328
2016-02-23,53.81875991821289
2016-02-24,54.04449462890625
2016-02-25,54.87218475341797
2016-02-26,53.075714111328125
2016-02-29,53.357879638671875
2016-03-01,52.86880111694336
2016-03-02,52.88760757446289
2016-03-03,52.944034576416016
2016-03-04,53.14155197143555
2016-03-07,53.11334228515625
2016-03-08,53.55540466308594
2016-03-09,53.87519073486328
2016-03-10,53.64945983886719
2016-03-11,53.912811279296875
2016-03-14,54.11974334716797
2016-03-15,54.06331253051758
2016-03-16,54.60882568359375
2016-03-17,55.49295425415039
2016-03-18,55.248409271240234
2016-03-21,55.09791946411133
2016-03-22,55.0885124206543
2016-03-23,55.455322265625
2016-03-24,55.35186767578125
2016-03-28,55.04148483276367
2016-03-29,56.10790252685547
2016-03-30,56.34489059448242
2016-03-31,56.61030578613281
2016-04-01,56.71458053588867
2016-04-04,56.42072296142578
2016-04-05,55.19789505004883
2016-04-06,55.614986419677734
2016-04-07,55.69081497192383
2016-04-08,56.21217727661133
2016-04-11,55.833003997802734
2016-04-12,56.126869201660156
