Date,APA
2015-08-03,35.537784576416016
2015-08-04,35.6005859375
2015-08-05,34.88621139526367
2015-08-06,36.58185958862305
2015-08-07,36.197208404541016
2015-08-10,38.034141540527344
2015-08-11,37.437530517578125
2015-08-12,38.63075637817383
2015-08-13,37.602394104003906
2015-08-14,36.89585876464844
2015-08-17,37.56312561035156
2015-08-18,37.73583984375
2015-08-19,35.961708068847656
2015-08-20,34.98042678833008
2015-08-21,33.93634796142578
2015-08-24,31.785398483276367
2015-08-25,30.53721809387207
2015-08-26,31.03177261352539
2015-08-27,33.59093475341797
2015-08-28,35.21592330932617
2015-08-31,35.514244079589844
2015-09-01,33.85784149169922
2015-09-02,33.928504943847656
2015-09-03,33.928504943847656
2015-09-04,33.363277435302734
2015-09-08,33.94420623779297
2015-09-09,32.41341018676758
2015-09-10,32.06014633178711
2015-09-11,31.557729721069336
2015-09-14,31.589149475097656
2015-09-15,31.73829460144043
2015-09-16,33.78718948364258
2015-09-17,32.96293258666992
2015-09-18,31.125986099243164
2015-09-21,30.882625579833984
2015-09-22,30.325265884399414
2015-09-23,29.25764274597168
2015-09-24,29.73649024963379
2015-09-25,29.98771095275879
2015-09-28,28.417675018310547
2015-09-29,29.13988494873047
2015-09-30,30.741315841674805
2015-10-01,31.180932998657227
2015-10-02,33.44963455200195
2015-10-05,34.52511978149414
2015-10-06,36.20505142211914
2015-10-07,36.05589294433594
2015-10-08,37.01361846923828
2015-10-09,36.47980880737305
2015-10-12,35.28657150268555
2015-10-13,35.00398254394531
2015-10-14,35.867496490478516
2015-10-15,36.699607849121094
2015-10-16,36.519065856933594
2015-10-19,35.584896087646484
2015-10-20,36.247955322265625
2015-10-21,35.58488845825195
2015-10-22,36.28742218017578
2015-10-23,36.69790267944336
2015-10-26,35.82169723510742
2015-10-27,34.84286880493164
2015-10-28,36.35057830810547
2015-10-29,36.76894760131836
2015-10-30,37.20309829711914
2015-11-02,37.84248352050781
2015-11-03,39.36598587036133
2015-11-04,38.98706817626953
2015-11-05,38.89236068725586
2015-11-06,37.62936019897461
2015-11-09,42.57871627807617
2015-11-10,42.08141326904297
2015-11-11,38.9949836730957
2015-11-12,38.60029602050781
2015-11-13,38.655548095703125
2015-11-16,39.85539245605469
2015-11-17,39.23967361450195
2015-11-18,39.54752731323242
2015-11-19,39.1054801940918
2015-11-20,38.758155822753906
2015-11-23,38.560821533203125
2015-11-24,40.18692398071289
2015-11-25,39.74488067626953
2015-11-27,39.0107536315918
2015-11-30,38.821319580078125
2015-12-01,38.79762649536133
2015-12-02,37.353084564208984
2015-12-03,36.12165832519531
2015-12-04,36.14533615112305
2015-12-07,34.906028747558594
2015-12-08,35.41911697387695
2015-12-09,35.48225784301758
2015-12-10,36.46108627319336
2015-12-11,33.87983703613281
2015-12-14,34.32978820800781
2015-12-15,35.73486328125
2015-12-16,35.36384963989258
2015-12-17,33.90353775024414
2015-12-18,33.69829177856445
2015-12-21,33.571983337402344
2015-12-22,33.76932144165039
2015-12-23,36.08218765258789
2015-12-24,36.15322494506836
2015-12-28,35.45858383178711
2015-12-29,35.876953125
2015-12-30,35.371761322021484
2015-12-31,35.10337829589844
2016-01-04,35.07179260253906
2016-01-05,34.36135482788086
2016-01-06,30.414508819580078
2016-01-07,28.851539611816406
2016-01-08,28.93047523498535
2016-01-11,27.675386428833008
2016-01-12,27.959558486938477
2016-01-13,28.101634979248047
2016-01-14,29.230449676513672
2016-01-15,27.88850212097168
2016-01-19,27.217548370361328
2016-01-20,27.51969337463379
2016-01-21,29.61091423034668
2016-01-22,31.3125
2016-01-25,29.761985778808594
2016-01-26,30.239063262939453
2016-01-27,30.71614646911621
2016-01-28,32.28256607055664
2016-01-29,33.825130462646484
2016-02-01,32.45749282836914
2016-02-02,30.652530670166016
2016-02-03,32.79145431518555
2016-02-04,32.39389419555664
2016-02-05,31.050106048583984
2016-02-08,29.881250381469727
2016-02-09,28.290987014770508
2016-02-10,28.092191696166992
2016-02-11,27.336816787719727
2016-02-12,29.046361923217773
2016-02-16,29.793794631958008
2016-02-17,31.85320281982422
2016-02-18,30.851320266723633
2016-02-19,29.682466506958008
2016-02-22,31.49537467956543
2016-02-23,30.119781494140625
2016-02-24,30.692298889160156
2016-02-25,30.04823875427246
2016-02-26,31.384061813354492
2016-02-29,30.437849044799805
2016-03-01,30.708194732666016
2016-03-02,33.37190628051758
2016-03-03,35.85273742675781
2016-03-04,38.198387145996094
2016-03-07,40.567901611328125
2016-03-08,36.711483001708984
2016-03-09,36.75920104980469
2016-03-10,36.775081634521484
2016-03-11,38.93787384033203
2016-03-14,38.31765365600586
2016-03-15,38.11092758178711
2016-03-16,39.16050338745117
2016-03-17,40.13056564331055
2016-03-18,39.462650299072266
2016-03-21,39.66143798828125
2016-03-22,39.9715461730957
2016-03-23,38.055274963378906
2016-03-24,38.84244918823242
2016-03-28,38.492584228515625
2016-03-29,38.611854553222656
2016-03-30,38.67546463012695
2016-03-31,38.81065368652344
2016-04-01,37.76901626586914
2016-04-04,37.22832107543945
2016-04-05,37.633846282958984
2016-04-06,39.56602096557617
2016-04-07,39.11279296875
2016-04-08,40.281639099121094
2016-04-11,39.717105865478516
2016-04-12,42.37286376953125
2016-04-13,41.712886810302734
2016-04-14,42.11841583251953
2016-04-15,41.38689041137695
2016-04-18,42.49212646484375
2016-04-19,43.74844741821289
2016-04-20,43.67654800415039
2016-04-21,43.756431579589844
2016-04-22,44.89066696166992
2016-04-25,43.46089553833008
2016-04-26,44.63508224487305
2016-04-27,45.961029052734375
2016-04-28,44.27562713623047
2016-04-29,43.452903747558594
2016-05-02,43.32508850097656
2016-05-03,41.639686584472656
2016-05-04,40.521427154541016
2016-05-05,43.78837966918945
2016-05-06,43.005592346191406
2016-05-09,41.631710052490234
2016-05-10,42.406524658203125
2016-05-11,43.14138412475586
2016-05-12,43.37302017211914
2016-05-13,42.35059356689453
2016-05-16,43.77241134643555
2016-05-17,44.02799987792969
2016-05-18,45.218170166015625
2016-05-19,45.51371765136719
2016-05-20,45.617557525634766
2016-05-23,46.00895309448242
2016-05-24,46.52815246582031
2016-05-25,46.25657272338867
2016-05-26,46.3524169921875
2016-05-27,46.56011199951172
2016-05-31,45.64152526855469
2016-06-01,44.86671829223633
2016-06-02,44.603118896484375
2016-06-03,43.5966682434082
2016-06-06,44.42738723754883
2016-06-07,46.496192932128906
2016-06-08,45.52968215942383
2016-06-09,44.59514236450195
2016-06-10,42.749996185302734
2016-06-13,43.005592346191406
2016-06-14,43.740455627441406
2016-06-15,43.55672836303711
2016-06-16,42.33462905883789
2016-06-17,43.029541015625
2016-06-20,44.18775939941406
2016-06-21,45.234153747558594
2016-06-22,45.07439041137695
2016-06-23,46.45626449584961
2016-06-24,43.820335388183594
2016-06-27,41.53586196899414
2016-06-28,43.27716827392578
2016-06-29,44.579158782958984
2016-06-30,44.46733093261719
2016-07-01,45.266109466552734
2016-07-05,43.66856002807617
2016-07-06,44.17178726196289
2016-07-07,43.85227966308594
2016-07-08,44.06793975830078
2016-07-11,44.02001953125
2016-07-12,45.961029052734375
2016-07-13,45.16225814819336
2016-07-14,45.43384552001953
2016-07-15,45.625545501708984
2016-07-18,44.99452209472656
2016-07-19,44.02001953125
2016-07-20,43.8114013671875
2016-07-21,42.84851837158203
2016-07-22,43.04910659790039
2016-07-25,41.70108413696289
2016-07-26,42.32694625854492
2016-07-27,41.53255844116211
2016-07-28,41.59675598144531
2016-07-29,42.1263427734375
2016-08-01,40.016014099121094
2016-08-02,40.072181701660156
2016-08-03,41.50849533081055
2016-08-04,40.264766693115234
2016-08-05,39.83146286010742
2016-08-08,40.657936096191406
2016-08-09,40.304874420166016
2016-08-10,39.14138412475586
2016-08-11,39.79133987426758
2016-08-12,39.32594299316406
2016-08-15,40.02404022216797
2016-08-16,40.8986701965332
2016-08-17,41.428245544433594
2016-08-18,43.00899124145508
2016-08-19,42.92073440551758
2016-08-22,42.64790725708008
2016-08-23,42.840484619140625
2016-08-24,42.31892395019531
2016-08-25,42.13436508178711
2016-08-26,42.0059928894043
2016-08-29,42.39113235473633
2016-08-30,42.0701789855957
2016-08-31,39.87960433959961
2016-09-01,39.95182418823242
2016-09-02,41.155426025390625
2016-09-06,41.46034622192383
2016-09-07,44.23667526245117
2016-09-08,47.38211441040039
2016-09-09,47.6629524230957
2016-09-12,48.064151763916016
2016-09-13,46.14640426635742
2016-09-14,45.53657531738281
2016-09-15,47.10128402709961
2016-09-16,46.988922119140625
2016-09-19,46.419212341308594
2016-09-20,46.130367279052734
2016-09-21,48.85853576660156
2016-09-22,48.946800231933594
2016-09-23,48.16044235229492
2016-09-26,48.09623718261719
2016-09-27,47.81541061401367
2016-09-28,51.11329650878906
2016-09-29,51.14540100097656
2016-09-30,51.24971008300781
2016-10-03,51.313907623291016
2016-10-04,51.18551254272461
2016-10-05,51.87559127807617
2016-10-06,51.42624282836914
2016-10-07,50.816410064697266
2016-10-10,51.48241424560547
2016-10-11,50.447288513183594
2016-10-12,50.31892395019531
2016-10-13,49.80537414550781
2016-10-14,49.56465530395508
2016-10-17,49.62883758544922
2016-10-18,50.41521453857422
2016-10-19,51.81695556640625
2016-10-20,51.14025115966797
2016-10-21,50.10101318359375
2016-10-24,49.60959243774414
2016-10-25,48.795921325683594
2016-10-26,49.690147399902344
2016-10-27,49.70625686645508
2016-10-28,48.916770935058594
2016-10-31,47.91780471801758
2016-11-01,47.95808792114258
2016-11-02,47.90169143676758
2016-11-03,44.72759246826172
2016-11-04,45.22706604003906
2016-11-07,46.28242111206055
2016-11-08,45.86349105834961
2016-11-09,46.74161911010742
2016-11-10,46.983299255371094
2016-11-11,46.49991989135742
2016-11-14,47.47471618652344
2016-11-15,51.067745208740234
2016-11-16,50.31047058105469
2016-11-17,49.4645881652832
2016-11-18,50.01239776611328
2016-11-21,50.97107696533203
2016-11-22,50.32659149169922
2016-11-23,51.277217864990234
2016-11-25,50.62466812133789
2016-11-28,49.42430114746094
2016-11-29,48.93288803100586
2016-11-30,53.130130767822266
2016-12-01,52.47757339477539
2016-12-02,52.453399658203125
2016-12-05,53.50070571899414
2016-12-06,53.45236587524414
2016-12-07,53.48458480834961
2016-12-08,53.57320785522461
2016-12-09,53.62153625488281
2016-12-12,53.80683898925781
2016-12-13,54.25796890258789
2016-12-14,52.9609375
2016-12-15,53.766544342041016
2016-12-16,53.48458480834961
2016-12-19,53.73432159423828
2016-12-20,53.77460479736328
2016-12-21,53.68598556518555
2016-12-22,53.766544342041016
2016-12-23,53.492645263671875
2016-12-27,53.44430160522461
2016-12-28,52.03448486328125
2016-12-29,51.454437255859375
2016-12-30,51.132198333740234
2017-01-03,51.38193893432617
2017-01-04,51.2288818359375
2017-01-05,50.954959869384766
2017-01-06,50.85023498535156
2017-01-09,50.23796844482422
2017-01-10,50.64883041381836
2017-01-11,51.37388229370117
2017-01-12,50.769676208496094
2017-01-13,50.57632064819336
2017-01-17,50.83412551879883
2017-01-18,50.882652282714844
2017-01-19,50.32456970214844
2017-01-20,49.99295425415039
2017-01-23,49.15179443359375
2017-01-24,49.30546569824219
2017-01-25,49.68559265136719
2017-01-26,50.59147644042969
2017-01-27,50.211334228515625
2017-01-30,48.488563537597656
2017-01-31,48.383419036865234
2017-02-01,46.733428955078125
2017-02-02,47.79297637939453
2017-02-03,48.237823486328125
2017-02-06,46.80622100830078
2017-02-07,46.126800537109375
2017-02-08,46.045928955078125
2017-02-09,46.03783416748047
2017-02-10,46.409889221191406
2017-02-13,46.248138427734375
2017-02-14,44.88933563232422
2017-02-15,44.962120056152344
2017-02-16,44.6871223449707
2017-02-17,44.840789794921875
2017-02-21,45.20476150512695
2017-02-22,44.412113189697266
2017-02-23,42.85110855102539
2017-02-24,43.19889450073242
2017-02-27,42.81065368652344
2017-02-28,42.53566360473633
2017-03-01,42.826839447021484
2017-03-02,41.99375915527344
2017-03-03,42.131263732910156
2017-03-06,42.21213912963867
2017-03-07,41.47612762451172
2017-03-08,39.963626861572266
2017-03-09,40.950374603271484
2017-03-10,40.6268310546875
2017-03-13,40.57023620605469
2017-03-14,40.707733154296875
2017-03-15,41.30626678466797
2017-03-16,41.3143424987793
2017-03-17,41.42759323120117
2017-03-20,41.19303512573242
2017-03-21,40.6834716796875
2017-03-22,40.877601623535156
2017-03-23,40.51362228393555
2017-03-24,40.63494110107422
2017-03-27,40.21436309814453
2017-03-28,41.42759323120117
2017-03-29,43.01287841796875
2017-03-30,42.131263732910156
2017-03-31,41.565093994140625
2017-04-03,41.28199768066406
2017-04-04,41.9694938659668
2017-04-05,41.815826416015625
2017-04-06,42.83492660522461
2017-04-07,42.57609176635742
2017-04-10,43.66801452636719
2017-04-11,43.57094955444336
2017-04-12,43.52241897583008
2017-04-13,42.357723236083984
2017-04-17,42.46287155151367
2017-04-18,40.804805755615234
2017-04-19,39.98383331298828
2017-04-20,39.845638275146484
2017-04-21,39.845638275146484
2017-04-24,39.6180419921875
2017-04-25,40.84543991088867
2017-04-26,40.65035629272461
2017-04-27,39.276649475097656
2017-04-28,39.53676223754883
2017-05-01,39.65869140625
2017-05-02,39.398582458496094
2017-05-03,39.66681671142578
2017-05-04,38.93525695800781
2017-05-05,40.06510925292969
2017-05-08,40.84543991088867
2017-05-09,41.00800704956055
2017-05-10,41.625770568847656
2017-05-11,41.51198196411133
2017-05-12,41.820858001708984
2017-05-15,41.43068313598633
2017-05-16,41.43068313598633
2017-05-17,40.796669006347656
2017-05-18,40.57720947265625
2017-05-19,41.58510971069336
2017-05-22,40.658485412597656
2017-05-23,40.64222717285156
2017-05-24,40.536563873291016
2017-05-25,38.78081130981445
2017-05-26,39.17098617553711
2017-05-30,38.65888595581055
2017-05-31,38.008609771728516
2017-06-01,38.44753646850586
2017-06-02,38.19557189941406
2017-06-05,37.98422622680664
2017-06-06,39.04905319213867
2017-06-07,38.02486038208008
2017-06-08,38.203697204589844
2017-06-09,39.29290771484375
2017-06-12,39.35792922973633
