Date,VIE.PA
2015-08-24,11.828289985656738
2015-08-25,12.502424240112305
2015-08-26,12.284224510192871
2015-08-27,12.769472122192383
2015-08-28,12.815064430236816
2015-08-31,12.733647346496582
2015-09-01,12.398209571838379
2015-09-02,12.404723167419434
2015-09-03,12.75318717956543
2015-09-04,12.521964073181152
2015-09-07,12.603379249572754
2015-09-08,12.89648151397705
2015-09-09,13.062572479248047
2015-09-10,13.062572479248047
2015-09-11,12.92579174041748
2015-09-14,13.046290397644043
2015-09-15,13.153761863708496
2015-09-16,13.323107719421387
2015-09-17,13.472917556762695
2015-09-18,13.306824684143066
2015-09-21,13.316596031188965
2015-09-22,13.026751518249512
2015-09-23,13.052802085876465
2015-09-24,12.89322566986084
2015-09-25,13.362189292907715
2015-09-28,13.098397254943848
2015-09-29,12.87694263458252
2015-09-30,13.306824684143066
2015-10-01,13.26123046875
2015-10-02,13.293797492980957
2015-10-05,13.349159240722656
2015-10-06,13.326367378234863
2015-10-07,13.368701934814453
2015-10-08,13.18632698059082
2015-10-09,13.00395393371582
2015-10-12,12.769472122192383
2015-10-13,12.831348419189453
2015-10-14,12.837862968444824
2015-10-15,13.010467529296875
2015-10-16,13.326367378234863
2015-10-19,13.326367378234863
2015-10-20,13.463147163391113
2015-10-21,13.743220329284668
2015-10-22,13.756248474121094
2015-10-23,13.912569046020508
2015-10-26,13.95490550994873
2015-10-27,13.886514663696289
2015-10-28,13.915823936462402
2015-10-29,13.814868927001953
2015-10-30,13.792072296142578
2015-11-02,13.90605640411377
2015-11-03,13.821381568908691
2015-11-04,13.795327186584473
2015-11-05,14.697431564331055
2015-11-06,14.420612335205078
2015-11-09,14.150306701660156
2015-11-10,14.33594036102295
2015-11-11,14.147049903869629
2015-11-12,14.078659057617188
2015-11-13,13.967931747436523
2015-11-16,14.173103332519531
2015-11-17,14.47597599029541
2015-11-18,14.26103401184082
2015-11-19,14.502028465270996
2015-11-20,14.541107177734375
2015-11-23,14.469463348388672
2015-11-24,14.137277603149414
2015-11-25,14.238237380981445
2015-11-26,14.827696800231934
2015-11-27,14.909116744995117
2015-11-30,14.778848648071289
2015-12-01,14.642066955566406
2015-12-02,14.6550931930542
2015-12-03,14.378273963928223
2015-12-04,14.254520416259766
2015-12-07,14.365249633789062
2015-12-08,14.088430404663086
2015-12-09,14.088430404663086
2015-12-10,14.059120178222656
2015-12-11,13.759505271911621
2015-12-14,14.176358222961426
2015-12-15,14.244750022888184
2015-12-16,14.248004913330078
2015-12-17,14.388047218322754
2015-12-18,14.033065795898438
2015-12-21,13.945135116577148
2015-12-22,13.66180419921875
2015-12-23,13.870229721069336
2015-12-24,13.925596237182617
2015-12-28,13.915823936462402
2015-12-29,14.3717622756958
2015-12-30,14.3717622756958
2016-01-04,14.042834281921387
2016-01-05,14.013526916503906
2016-01-06,13.945135116577148
2016-01-07,13.821381568908691
2016-01-08,13.779046058654785
2016-01-11,13.880001068115234
2016-01-12,14.10145378112793
2016-01-13,14.156819343566895
2016-01-14,13.733449935913086
2016-01-15,13.41103744506836
2016-01-18,13.368701934814453
2016-01-19,13.69111442565918
2016-01-20,13.41755199432373
2016-01-21,13.52176570892334
2016-01-22,13.840920448303223
2016-01-25,13.919078826904297
2016-01-26,14.007012367248535
2016-01-27,14.179617881774902
2016-01-28,14.065632820129395
2016-01-29,14.456435203552246
2016-02-01,14.76582145690918
2016-02-02,14.563905715942383
2016-02-03,14.38153076171875
2016-02-04,14.238237380981445
2016-02-05,13.932109832763672
2016-02-08,13.489200592041016
2016-02-09,13.342649459838867
2016-02-10,13.482686042785645
2016-02-11,12.990927696228027
2016-02-12,13.163529396057129
2016-02-15,13.52502155303955
2016-02-16,13.531538009643555
2016-02-17,13.726938247680664
2016-02-18,13.87348747253418
2016-02-19,13.883259773254395
2016-02-22,14.143796920776367
2016-02-23,14.12099552154541
2016-02-24,13.795327186584473
2016-02-25,13.95164966583252
2016-02-26,13.472917556762695
2016-02-29,13.606440544128418
2016-03-01,13.476171493530273
2016-03-02,13.463147163391113
2016-03-03,13.323107719421387
2016-03-04,13.391496658325195
2016-03-07,13.45988941192627
2016-03-08,13.254717826843262
2016-03-09,13.166788101196289
2016-03-10,13.24494743347168
2016-03-11,13.49245548248291
2016-03-14,13.564104080200195
2016-03-15,13.41103744506836
2016-03-16,13.342649459838867
2016-03-17,13.554330825805664
2016-03-18,13.515251159667969
2016-03-21,13.466402053833008
2016-03-22,13.345906257629395
2016-03-23,13.41755199432373
2016-03-24,13.254717826843262
2016-03-29,13.625981330871582
2016-03-30,13.870229721069336
2016-03-31,13.788814544677734
2016-04-01,13.495712280273438
2016-04-04,13.49245548248291
2016-04-05,13.326367378234863
2016-04-06,13.391496658325195
2016-04-07,13.414295196533203
2016-04-08,13.655290603637695
2016-04-11,13.756248474121094
2016-04-12,13.749736785888672
2016-04-13,13.857205390930176
2016-04-14,13.86371898651123
2016-04-15,14.000499725341797
2016-04-18,14.039581298828125
2016-04-19,13.997241973876953
2016-04-20,13.896286010742188
2016-04-21,13.632492065429688
2016-04-22,13.717169761657715
2016-04-25,13.736706733703613
2016-04-26,13.743220329284668
2016-04-27,13.844179153442383
2016-04-28,14.111226081848145
2016-04-29,13.974443435668945
2016-05-02,14.09244441986084
2016-05-03,14.082329750061035
2016-05-04,13.515936851501465
2016-05-05,13.32376480102539
2016-05-06,13.50582218170166
2016-05-09,13.573248863220215
2016-05-10,13.502450942993164
2016-05-11,13.381078720092773
2016-05-12,13.411421775817871
2016-05-13,13.47547721862793
2016-05-16,13.556392669677734
2016-05-17,13.391193389892578
2016-05-18,13.111369132995605
2016-05-19,13.094510078430176
2016-05-20,13.229366302490234
2016-05-23,13.175424575805664
2016-05-24,13.391193389892578
2016-05-25,13.30690860748291
2016-05-26,13.50582218170166
2016-05-27,13.613704681396484
2016-05-30,13.50919246673584
2016-05-31,13.606964111328125
2016-06-01,13.748564720153809
2016-06-02,13.701363563537598
2016-06-03,13.697991371154785
2016-06-06,13.738449096679688
2016-06-07,13.876675605773926
2016-06-08,13.866560935974121
2016-06-09,13.809247970581055
2016-06-10,13.478852272033691
2016-06-13,13.310280799865723
2016-06-14,12.989996910095215
2016-06-15,13.020341873168945
2016-06-16,13.000112533569336
2016-06-17,13.016968727111816
2016-06-20,13.451879501342773
2016-06-21,13.600220680236816
2016-06-22,13.569879531860352
2016-06-23,13.317022323608398
2016-06-24,12.447202682495117
2016-06-27,12.177491188049316
2016-06-28,12.514631271362305
2016-06-29,12.90908432006836
2016-06-30,13.128225326538086
2016-07-01,13.067538261413574
2016-07-04,13.131596565246582
2016-07-05,12.885486602783203
2016-07-06,12.64948558807373
2016-07-07,12.656229972839355
2016-07-08,12.878742218017578
2016-07-11,12.963027000427246
2016-07-12,12.831541061401367
2016-07-13,13.020341873168945
2016-07-14,13.064167976379395
2016-07-15,13.047309875488281
2016-07-18,13.030454635620117
2016-07-19,13.003484725952148
2016-07-20,13.192282676696777
2016-07-21,13.084397315979004
2016-07-22,13.074283599853516
2016-07-25,13.141711235046387
2016-07-26,13.222623825073242
2016-07-27,13.199023246765137
2016-07-28,13.367593765258789
2016-07-29,13.391193389892578
2016-08-01,13.411421775817871
2016-08-02,13.387821197509766
2016-08-03,13.313651084899902
2016-08-04,13.317022323608398
2016-08-05,13.485594749450684
2016-08-08,13.522677421569824
2016-08-09,13.465364456176758
2016-08-10,13.387821197509766
2016-08-11,13.448509216308594
2016-08-12,13.495708465576172
2016-08-15,13.495708465576172
2016-08-16,13.273194313049316
2016-08-17,13.047309875488281
2016-08-18,13.094510078430176
2016-08-19,12.905713081359863
2016-08-22,13.003484725952148
2016-08-23,13.060796737670898
2016-08-24,12.983256340026855
2016-08-25,12.979884147644043
2016-08-26,13.043939590454102
2016-08-29,12.939425468444824
