Date,ETN
2015-08-03,47.79753112792969
2015-08-04,47.25817108154297
2015-08-05,47.28990173339844
2015-08-06,47.575435638427734
2015-08-07,47.47233200073242
2015-08-10,48.69384002685547
2015-08-11,47.678558349609375
2015-08-12,47.82926559448242
2015-08-13,47.5437126159668
2015-08-14,47.5595703125
2015-08-17,47.853065490722656
2015-08-18,47.44853210449219
2015-08-19,46.52050018310547
2015-08-20,46.10011672973633
2015-08-21,44.96586227416992
2015-08-24,43.08599090576172
2015-08-25,41.80896759033203
2015-08-26,43.284297943115234
2015-08-27,44.91826248168945
2015-08-28,45.25139617919922
2015-08-31,45.259342193603516
2015-09-01,43.54605484008789
2015-09-02,44.077484130859375
2015-09-03,43.85538864135742
2015-09-04,43.66503143310547
2015-09-08,44.957923889160156
2015-09-09,44.41062927246094
2015-09-10,44.30751419067383
2015-09-11,44.19647216796875
2015-09-14,43.37154769897461
2015-09-15,44.21232604980469
2015-09-16,44.84687805175781
2015-09-17,43.66503143310547
2015-09-18,41.983455657958984
2015-09-21,42.24521255493164
2015-09-22,42.03899002075195
2015-09-23,41.53135299682617
2015-09-24,41.39651107788086
2015-09-25,41.182342529296875
2015-09-28,39.69908142089844
2015-09-29,40.18292999267578
2015-09-30,40.6905632019043
2015-10-01,40.119476318359375
2015-10-02,40.769893646240234
2015-10-05,41.8486213684082
2015-10-06,41.70585250854492
2015-10-07,42.91942596435547
2015-10-08,43.86330795288086
2015-10-09,43.48259353637695
2015-10-12,42.94321823120117
2015-10-13,42.43559265136719
2015-10-14,41.840694427490234
2015-10-15,41.32512283325195
2015-10-16,40.57159423828125
2015-10-19,40.666778564453125
2015-10-20,41.53927993774414
2015-10-21,41.65826416015625
2015-10-22,43.109798431396484
2015-10-23,43.07805633544922
2015-10-26,42.657676696777344
2015-10-27,41.840694427490234
2015-10-28,42.895626068115234
2015-10-29,43.07805633544922
2015-10-30,44.347171783447266
2015-11-02,44.989646911621094
2015-11-03,45.005516052246094
2015-11-04,45.005516052246094
2015-11-05,45.74237823486328
2015-11-06,45.83049392700195
2015-11-09,45.14167022705078
2015-11-10,45.037559509277344
2015-11-11,44.4688835144043
2015-11-12,43.40361404418945
2015-11-13,43.33953094482422
2015-11-16,44.380767822265625
2015-11-17,44.404788970947266
2015-11-18,45.558170318603516
2015-11-19,45.47005844116211
2015-11-20,46.12684631347656
2015-11-23,45.83049392700195
2015-11-24,46.20693588256836
2015-11-25,46.41519546508789
2015-11-27,46.53532409667969
2015-11-30,46.58338165283203
2015-12-01,46.8156623840332
2015-12-02,45.7584114074707
2015-12-03,44.54896926879883
2015-12-04,44.89337921142578
2015-12-07,43.82010269165039
2015-12-08,42.45047378540039
2015-12-09,42.186161041259766
2015-12-10,41.76167297363281
2015-12-11,40.74444580078125
2015-12-14,40.351985931396484
2015-12-15,40.512168884277344
2015-12-16,41.64150619506836
2015-12-17,40.15174102783203
2015-12-18,39.83936309814453
2015-12-21,40.61630630493164
2015-12-22,41.49734878540039
2015-12-23,42.67474365234375
2015-12-24,42.65071105957031
2015-12-28,42.122093200683594
2015-12-29,42.51455307006836
2015-12-30,42.122093200683594
2015-12-31,41.68156433105469
2016-01-04,41.82572937011719
2016-01-05,41.52938461303711
2016-01-06,40.784488677978516
2016-01-07,39.83135986328125
2016-01-08,39.38283157348633
2016-01-11,39.36681365966797
2016-01-12,40.007572174072266
2016-01-13,38.79012680053711
2016-01-14,38.70200729370117
2016-01-15,38.33357620239258
2016-01-19,38.517799377441406
2016-01-20,38.05324172973633
2016-01-21,38.26949691772461
2016-01-22,38.854190826416016
2016-01-25,37.861019134521484
2016-01-26,39.26268768310547
2016-01-27,39.59908676147461
2016-01-28,40.19979476928711
2016-01-29,40.45610427856445
2016-02-01,40.22382354736328
2016-02-02,39.24667739868164
2016-02-03,42.03397750854492
2016-02-04,43.539772033691406
2016-02-05,43.78005599975586
2016-02-08,44.1404914855957
2016-02-09,43.635887145996094
2016-02-10,43.01113510131836
2016-02-11,42.53056335449219
2016-02-12,43.411617279052734
2016-02-16,43.908206939697266
2016-02-17,44.86134338378906
2016-02-18,45.013519287109375
2016-02-19,44.86134338378906
2016-02-22,46.19892501831055
2016-02-23,45.29385757446289
2016-02-24,45.49409103393555
2016-02-25,45.878562927246094
2016-02-26,45.87054443359375
2016-02-29,45.42201232910156
2016-03-01,46.503292083740234
2016-03-02,46.41519546508789
2016-03-03,46.77920150756836
2016-03-04,46.87627029418945
2016-03-07,47.7418098449707
2016-03-08,46.811553955078125
2016-03-09,47.36970520019531
2016-03-10,48.05727767944336
2016-03-11,48.63969421386719
2016-03-14,48.93899154663086
2016-03-15,48.898536682128906
2016-03-16,49.16547775268555
2016-03-17,51.050235748291016
2016-03-18,51.34144592285156
2016-03-21,51.51131820678711
2016-03-22,51.30099868774414
2016-03-23,50.540626525878906
2016-03-24,50.45164108276367
2016-03-28,50.53254699707031
2016-03-29,50.45164108276367
2016-03-30,50.759029388427734
2016-03-31,50.60533142089844
2016-04-01,51.49514389038086
2016-04-04,50.67815017700195
2016-04-05,48.850006103515625
2016-04-06,48.170528411865234
2016-04-07,48.11389923095703
2016-04-08,48.46171951293945
2016-04-11,49.03605270385742
2016-04-12,49.780242919921875
2016-04-13,50.99361801147461
2016-04-14,50.621517181396484
2016-04-15,50.82373809814453
2016-04-18,50.70240783691406
2016-04-19,50.77521896362305
2016-04-20,50.28177261352539
2016-04-21,50.2736930847168
2016-04-22,50.95317459106445
2016-04-25,50.362674713134766
2016-04-26,51.163490295410156
2016-04-27,51.63264465332031
2016-04-28,51.11494827270508
2016-04-29,51.17966079711914
2016-05-02,51.33334732055664
2016-05-03,51.19584655761719
2016-05-04,49.76737976074219
2016-05-05,49.775535583496094
2016-05-06,50.036766052246094
2016-05-09,49.514347076416016
2016-05-10,50.689762115478516
2016-05-11,50.60813522338867
2016-05-12,50.6652717590332
2016-05-13,49.685752868652344
2016-05-16,50.56731414794922
2016-05-17,50.05307388305664
2016-05-18,49.05724334716797
2016-05-19,48.60013198852539
2016-05-20,48.812355041503906
2016-05-23,49.01643753051758
2016-05-24,49.3021240234375
2016-05-25,50.289798736572266
2016-05-26,50.216331481933594
2016-05-27,50.30611801147461
2016-05-31,50.30611801147461
2016-06-01,50.322444915771484
2016-06-02,50.4040641784668
2016-06-03,50.1591911315918
2016-06-06,51.155033111572266
2016-06-07,51.040748596191406
2016-06-08,51.53866195678711
2016-06-09,51.23666000366211
2016-06-10,50.29795837402344
2016-06-13,49.4898567199707
2016-06-14,49.33477020263672
2016-06-15,49.50618362426758
2016-06-16,49.62045669555664
2016-06-17,50.29795837402344
2016-06-20,50.844844818115234
2016-06-21,50.485687255859375
2016-06-22,50.4122314453125
2016-06-23,51.2774658203125
2016-06-24,47.36758041381836
2016-06-27,45.35957336425781
2016-06-28,46.412559509277344
2016-06-29,47.41654968261719
2016-06-30,48.75522232055664
2016-07-01,49.19601058959961
2016-07-05,47.93080520629883
2016-07-06,48.526668548583984
2016-07-07,49.06540298461914
2016-07-08,50.54282760620117
2016-07-11,50.934635162353516
2016-07-12,52.2080078125
2016-07-13,52.13454055786133
2016-07-14,52.07740020751953
2016-07-15,52.10188674926758
2016-07-18,51.82435989379883
2016-07-19,51.4651985168457
2016-07-20,51.8325309753418
2016-07-21,51.59580612182617
2016-07-22,51.73456954956055
2016-07-25,51.80803680419922
2016-07-26,52.705936431884766
2016-07-27,52.57530975341797
2016-07-28,52.24882888793945
2016-07-29,51.75905990600586
2016-08-01,52.19167709350586
2016-08-02,52.24882888793945
2016-08-03,52.90768814086914
2016-08-04,53.121822357177734
2016-08-05,53.91248321533203
2016-08-08,54.217201232910156
2016-08-09,54.22544860839844
2016-08-10,54.94198226928711
2016-08-11,55.45259475708008
2016-08-12,55.35377502441406
2016-08-15,55.69967269897461
2016-08-16,55.40317153930664
2016-08-17,55.69144821166992
2016-08-18,55.77381134033203
2016-08-19,55.72438430786133
2016-08-22,55.75731658935547
2016-08-23,55.74085998535156
2016-08-24,55.42789077758789
2016-08-25,55.502010345458984
2016-08-26,55.444358825683594
2016-08-29,55.765560150146484
2016-08-30,55.30434799194336
2016-08-31,54.801963806152344
2016-09-01,55.11492156982422
2016-09-02,55.625553131103516
2016-09-06,54.86787033081055
2016-09-07,54.9666748046875
2016-09-08,54.42311096191406
2016-09-09,52.35587692260742
2016-09-12,53.525390625
2016-09-13,52.059383392333984
2016-09-14,51.86996078491211
2016-09-15,51.9605598449707
2016-09-16,51.35110092163086
2016-09-19,52.09232711791992
2016-09-20,51.67229461669922
2016-09-21,52.48766326904297
2016-09-22,52.78415298461914
2016-09-23,52.14175033569336
2016-09-26,51.8040771484375
2016-09-27,52.2241096496582
2016-09-28,53.179473876953125
2016-09-29,52.8418083190918
2016-09-30,54.11838912963867
2016-10-03,54.250144958496094
2016-10-04,52.97358703613281
2016-10-05,53.978363037109375
2016-10-06,53.94541931152344
2016-10-07,53.1053581237793
2016-10-10,52.82533645629883
2016-10-11,51.98527526855469
2016-10-12,52.924171447753906
2016-10-13,52.00997543334961
2016-10-14,52.13351058959961
2016-10-17,51.98527526855469
2016-10-18,52.04291915893555
2016-10-19,52.44648361206055
2016-10-20,52.54529571533203
2016-10-21,52.471187591552734
