Date,BBY
2015-08-03,22.503835678100586
2015-08-04,22.496795654296875
2015-08-05,22.524953842163086
2015-08-06,21.89847755432129
2015-08-07,21.65210723876953
2015-08-10,22.02518653869629
2015-08-11,22.15892791748047
2015-08-12,22.320819854736328
2015-08-13,22.320819854736328
2015-08-14,22.975448608398438
2015-08-17,22.792436599731445
2015-08-18,22.82059669494629
2015-08-19,22.686853408813477
2015-08-20,22.123727798461914
2015-08-21,21.24384307861328
2015-08-24,20.60329246520996
2015-08-25,23.193662643432617
2015-08-26,24.812639236450195
2015-08-27,25.199792861938477
2015-08-28,25.319448471069336
2015-08-31,25.861465454101562
2015-09-01,24.946393966674805
2015-09-02,25.643253326416016
2015-09-03,25.847389221191406
2015-09-04,25.776994705200195
2015-09-08,26.537208557128906
2015-09-09,26.4105167388916
2015-09-10,26.26973533630371
2015-09-11,26.921335220336914
2015-09-14,27.254228591918945
2015-09-15,27.247140884399414
2015-09-16,27.59419822692871
2015-09-17,27.077152252197266
2015-09-18,26.58136749267578
2015-09-21,26.602622985839844
2015-09-22,26.184738159179688
2015-09-23,26.099748611450195
2015-09-24,25.929765701293945
2015-09-25,25.87310028076172
2015-09-28,25.157752990722656
2015-09-29,25.47646141052246
2015-09-30,26.290979385375977
2015-10-01,26.319311141967773
2015-10-02,26.758434295654297
2015-10-05,26.68760871887207
2015-10-06,26.432634353637695
2015-10-07,26.411388397216797
2015-10-08,26.383045196533203
2015-10-09,26.170568466186523
2015-10-12,26.319311141967773
2015-10-13,26.23431396484375
2015-10-14,24.66904067993164
2015-10-15,25.129417419433594
2015-10-16,24.576963424682617
2015-10-19,24.83901596069336
2015-10-20,25.00901222229004
2015-10-21,24.676118850708008
2015-10-22,24.902761459350586
2015-10-23,24.931100845336914
2015-10-26,24.612375259399414
2015-10-27,24.4423885345459
2015-10-28,24.584047317504883
2015-10-29,24.4069766998291
2015-10-30,24.810691833496094
2015-11-02,25.09400177001953
2015-11-03,25.313566207885742
2015-11-04,24.421142578125
2015-11-05,24.80360984802246
2015-11-06,25.0798282623291
2015-11-09,25.044422149658203
2015-11-10,24.548627853393555
2015-11-11,24.329071044921875
2015-11-12,24.074094772338867
2015-11-13,22.69296646118164
2015-11-16,22.402568817138672
2015-11-17,21.75096321105957
2015-11-18,22.190093994140625
2015-11-19,21.722637176513672
2015-11-20,21.609312057495117
2015-11-23,21.800552368164062
2015-11-24,22.331741333007812
2015-11-25,22.62921714782715
2015-11-27,22.296337127685547
2015-11-30,22.508813858032227
2015-12-01,22.218421936035156
2015-12-02,21.88553810119629
2015-12-03,22.168840408325195
2015-12-04,21.97053337097168
2015-12-07,21.892623901367188
2015-12-08,22.021060943603516
2015-12-09,21.77845001220703
2015-12-10,21.635732650756836
2015-12-11,21.25753402709961
2015-12-14,21.336027145385742
2015-12-15,21.43593406677246
2015-12-16,21.906890869140625
2015-12-17,21.264667510986328
2015-12-18,20.722347259521484
2015-12-21,20.800844192504883
2015-12-22,21.521556854248047
2015-12-23,21.835535049438477
2015-12-24,21.764179229736328
2015-12-28,21.785587310791016
2015-12-29,21.942567825317383
2015-12-30,21.735631942749023
2015-12-31,21.728504180908203
2016-01-04,21.871212005615234
2016-01-05,22.228002548217773
2016-01-06,21.371707916259766
2016-01-07,21.571508407592773
2016-01-08,20.658130645751953
2016-01-11,21.000638961791992
2016-01-12,21.50014877319336
2016-01-13,20.87933349609375
2016-01-14,18.859907150268555
2016-01-15,19.345144271850586
2016-01-19,18.46030616760254
2016-01-20,18.93126678466797
2016-01-21,19.466455459594727
2016-01-22,19.459312438964844
2016-01-25,19.316600799560547
2016-01-26,20.008769989013672
2016-01-27,19.459312438964844
2016-01-28,19.2452392578125
2016-01-29,19.93027687072754
2016-02-01,20.386972427368164
2016-02-02,20.201440811157227
2016-02-03,20.215713500976562
2016-02-04,20.23711395263672
2016-02-05,20.12294578552246
2016-02-08,20.42264747619629
2016-02-09,19.923141479492188
2016-02-10,19.480724334716797
2016-02-11,19.21670150756836
2016-02-12,20.06586265563965
2016-02-16,21.05059814453125
2016-02-17,21.443063735961914
2016-02-18,21.942567825317383
2016-02-19,21.371707916259766
2016-02-22,21.928298950195312
2016-02-23,22.063880920410156
2016-02-24,22.456344604492188
2016-02-25,23.00580596923828
2016-02-26,23.155656814575195
2016-02-29,23.112838745117188
2016-03-01,23.576669692993164
2016-03-02,23.619478225708008
2016-03-03,23.919193267822266
2016-03-04,23.954862594604492
2016-03-07,24.51146125793457
2016-03-08,24.290252685546875
2016-03-09,24.361608505249023
2016-03-10,24.518590927124023
2016-03-11,24.347332000732422
2016-03-14,23.869239807128906
2016-03-15,23.19080352783203
2016-03-16,23.373178482055664
2016-03-17,23.519075393676758
2016-03-18,23.723339080810547
2016-03-21,23.497188568115234
2016-03-22,23.183507919311523
2016-03-23,22.920888900756836
2016-03-24,22.826053619384766
2016-03-28,22.891708374023438
2016-03-29,23.125146865844727
2016-03-30,23.03030776977539
2016-03-31,23.664979934692383
2016-04-01,23.431533813476562
2016-04-04,23.271047592163086
2016-04-05,22.774986267089844
2016-04-06,22.723922729492188
2016-04-07,22.045486450195312
2016-04-08,21.965242385864258
2016-04-11,22.2789306640625
2016-04-12,22.483186721801758
2016-04-13,23.460718154907227
2016-04-14,23.58473014831543
2016-04-15,23.635799407958984
2016-04-18,23.913005828857422
2016-04-19,24.00054359436035
2016-04-20,24.161041259765625
2016-04-21,23.97136688232422
2016-04-22,24.233989715576172
2016-04-25,23.686864852905273
2016-04-26,24.182920455932617
2016-04-27,24.423654556274414
2016-04-28,23.81817626953125
2016-04-29,23.40235710144043
2016-05-02,23.54096794128418
2016-05-03,23.154327392578125
2016-05-04,22.979248046875
2016-05-05,23.059492111206055
2016-05-06,23.329408645629883
2016-05-09,23.825464248657227
2016-05-10,24.051612854003906
2016-05-11,23.001131057739258
2016-05-12,22.79686737060547
2016-05-13,22.578025817871094
2016-05-16,23.139734268188477
2016-05-17,23.263757705688477
