Date,BNP.PA
2015-08-24,31.16532325744629
2015-08-25,32.72211456298828
2015-08-26,32.47443771362305
2015-08-27,33.34718322753906
2015-08-28,33.40615463256836
2015-08-31,33.182071685791016
2015-09-01,32.20317840576172
2015-09-02,32.36240005493164
2015-09-03,33.09362030029297
2015-09-04,32.132415771484375
2015-09-07,32.13831329345703
2015-09-08,32.75749206542969
2015-09-09,33.28821563720703
2015-09-10,32.78108215332031
2015-09-11,32.57468795776367
2015-09-14,32.17959213256836
2015-09-15,32.48033905029297
2015-09-16,32.58058547973633
2015-09-17,32.816463470458984
2015-09-18,31.241981506347656
2015-09-21,31.660663604736328
2015-09-22,30.587413787841797
2015-09-23,30.162839889526367
2015-09-24,30.027206420898438
2015-09-25,30.9884090423584
2015-09-28,29.791332244873047
2015-09-29,30.015419006347656
2015-09-30,30.935338973999023
2015-10-01,30.498964309692383
2015-10-02,30.616901397705078
2015-10-05,31.84935760498047
2015-10-06,31.890642166137695
2015-10-07,31.872949600219727
2015-10-08,31.51913833618164
2015-10-09,31.731426239013672
2015-10-12,31.825775146484375
2015-10-13,31.477859497070312
2015-10-14,31.32453155517578
2015-10-15,31.825775146484375
2015-10-16,32.42726516723633
2015-10-19,32.48623275756836
2015-10-20,32.02037048339844
2015-10-21,32.079341888427734
2015-10-22,32.43905258178711
2015-10-23,32.96977996826172
2015-10-26,32.93439865112305
2015-10-27,32.7103157043457
2015-10-28,32.91081237792969
2015-10-29,32.02037048339844
2015-10-30,32.58647918701172
2015-11-02,32.63954544067383
2015-11-03,32.615962982177734
2015-11-04,32.81056594848633
2015-11-05,32.94619369506836
2015-11-06,33.97226333618164
2015-11-09,33.64202880859375
2015-11-10,33.52409744262695
2015-11-11,33.77177047729492
2015-11-12,33.31770324707031
2015-11-13,33.105411529541016
2015-11-16,32.728004455566406
2015-11-17,33.3235969543457
2015-11-18,33.1348991394043
2015-11-19,33.30000686645508
2015-11-20,32.692626953125
2015-11-23,32.645450592041016
2015-11-24,32.40957260131836
2015-11-25,32.47443771362305
2015-11-26,32.9579963684082
2015-11-27,33.034645080566406
2015-11-30,33.08771896362305
2015-12-01,33.187965393066406
2015-12-02,32.98746871948242
2015-12-03,32.03806686401367
2015-12-04,31.766807556152344
2015-12-07,31.855262756347656
2015-12-08,31.241981506347656
2015-12-09,30.770225524902344
2015-12-10,30.823293685913086
2015-12-11,30.24539566040039
2015-12-14,29.649805068969727
2015-12-15,30.929445266723633
2015-12-16,30.94713020324707
2015-12-17,31.41888999938965
2015-12-18,31.36581802368164
2015-12-21,31.011999130249023
2015-12-22,31.076866149902344
2015-12-23,31.672454833984375
2015-12-24,31.430681228637695
2015-12-28,30.876367568969727
2015-12-29,31.312740325927734
2015-12-30,31.011999130249023
2016-01-04,30.204120635986328
2016-01-05,30.363338470458984
2016-01-06,29.779537200927734
2016-01-07,29.12497901916504
2016-01-08,28.30530548095703
2016-01-11,28.246335983276367
2016-01-12,28.862564086914062
2016-01-13,28.809490203857422
2016-01-14,27.771625518798828
2016-01-15,26.760311126708984
2016-01-18,26.141128540039062
2016-01-19,26.052671432495117
2016-01-20,25.265432357788086
2016-01-21,25.58386993408203
2016-01-22,26.211889266967773
2016-01-25,25.46002769470215
2016-01-26,25.973066329956055
2016-01-27,26.04088020324707
2016-01-28,25.306711196899414
2016-01-29,25.784360885620117
2016-02-01,25.551433563232422
2016-02-02,24.103736877441406
2016-02-03,23.3223934173584
2016-02-04,24.15680694580078
2016-02-05,24.516521453857422
2016-02-08,23.17496681213379
2016-02-09,22.349395751953125
2016-02-10,23.44327735900879
2016-02-11,22.030961990356445
2016-02-12,23.334184646606445
2016-02-15,23.947463989257812
2016-02-16,23.764659881591797
2016-02-17,24.62856101989746
2016-02-18,24.153858184814453
2016-02-19,23.888492584228516
2016-02-22,24.625614166259766
2016-02-23,23.988744735717773
2016-02-24,23.540576934814453
2016-02-25,24.475238800048828
2016-02-26,25.032508850097656
2016-02-29,25.356834411621094
2016-03-01,25.952425003051758
2016-03-02,26.81927490234375
2016-03-03,26.969646453857422
2016-03-04,27.41191864013672
2016-03-07,26.907733917236328
2016-03-08,26.9254207611084
2016-03-09,26.95490074157715
2016-03-10,27.214374542236328
2016-03-11,28.71809196472168
2016-03-14,28.157882690429688
2016-03-15,27.724456787109375
2016-03-16,27.155399322509766
2016-03-17,26.53032684326172
2016-03-18,26.901830673217773
2016-03-21,26.651212692260742
2016-03-22,26.604040145874023
2016-03-23,26.173559188842773
2016-03-24,25.604501724243164
2016-03-29,25.775514602661133
2016-03-30,26.211889266967773
2016-03-31,26.0821590423584
2016-04-01,25.949478149414062
2016-04-04,25.863971710205078
2016-04-05,25.32735252380371
2016-04-06,25.356834411621094
2016-04-07,24.383840560913086
2016-04-08,24.728809356689453
2016-04-11,24.952892303466797
2016-04-12,25.09737205505371
2016-04-13,26.69249153137207
2016-04-14,26.9254207611084
2016-04-15,26.630577087402344
2016-04-18,26.966703414916992
2016-04-19,26.907733917236328
2016-04-20,27.606517791748047
2016-04-21,28.0930118560791
2016-04-22,28.18147087097168
2016-04-25,27.506269454956055
2016-04-26,27.998659133911133
2016-04-27,28.234539031982422
2016-04-28,28.449777603149414
2016-04-29,27.26744270324707
2016-05-02,27.10527801513672
2016-05-03,26.831069946289062
2016-05-04,26.719026565551758
