Date,MDIA3.SA
2015-08-24,17.614547729492188
2015-08-25,18.201616287231445
2015-08-26,18.021394729614258
2015-08-27,18.319028854370117
2015-08-28,17.805686950683594
2015-08-31,17.28415870666504
2015-09-01,17.13398551940918
2015-09-02,17.03841209411621
2015-09-03,16.83362579345703
2015-09-04,16.806318283081055
2015-09-08,16.79266357421875
2015-09-09,16.934648513793945
2015-09-10,16.656143188476562
2015-09-11,16.535995483398438
2015-09-14,16.544193267822266
2015-09-15,17.011104583740234
2015-09-16,17.082101821899414
2015-09-17,17.23773956298828
2015-09-18,16.377626419067383
2015-09-21,16.361249923706055
2015-09-22,16.1509952545166
2015-09-23,15.400105476379395
2015-09-24,15.89159870147705
2015-09-25,16.314823150634766
2015-09-28,15.91890811920166
2015-09-29,15.97350788116455
2015-09-30,15.864291191101074
2015-10-01,16.33940315246582
2015-10-02,16.860929489135742
2015-10-05,17.20224380493164
2015-10-06,18.813247680664062
2015-10-07,19.65970802307129
2015-10-08,19.50406837463379
2015-10-09,20.33960723876953
2015-10-13,19.807157516479492
2015-10-14,19.591442108154297
2015-10-15,19.59964370727539
2015-10-16,20.104782104492188
2015-10-19,19.65697479248047
2015-10-20,19.65970802307129
2015-10-21,19.373003005981445
2015-10-22,19.58598518371582
2015-10-23,19.195520401000977
2015-10-26,18.51289176940918
2015-10-27,18.67399787902832
2015-10-28,19.015310287475586
2015-10-29,18.840557098388672
2015-10-30,19.08629608154297
2015-11-03,19.38665771484375
2015-11-04,19.96825408935547
2015-11-05,19.902725219726562
2015-11-06,19.38665771484375
2015-11-09,19.687013626098633
2015-11-10,19.12725830078125
2015-11-11,19.35116195678711
2015-11-12,19.291091918945312
2015-11-13,19.818078994750977
2015-11-16,19.703393936157227
2015-11-17,19.823537826538086
2015-11-18,19.905452728271484
2015-11-19,19.905452728271484
2015-11-23,21.161489486694336
2015-11-24,21.43454360961914
2015-11-25,21.26251792907715
2015-11-26,21.420886993408203
2015-11-27,21.10688018798828
2015-11-30,19.65970802307129
2015-12-01,19.635128021240234
2015-12-02,19.79896354675293
2015-12-03,19.856304168701172
2015-12-04,19.621484756469727
2015-12-07,19.52045440673828
2015-12-08,19.35116195678711
2015-12-09,19.21463394165039
2015-12-10,19.12725830078125
2015-12-11,19.12725830078125
2015-12-14,18.379098892211914
2015-12-15,18.450855255126953
2015-12-16,18.27145767211914
2015-12-17,18.837261199951172
2015-12-18,18.547456741333008
2015-12-21,18.492252349853516
2015-12-22,18.35149574279785
2015-12-23,18.475698471069336
2015-12-28,18.42325782775879
2015-12-29,18.21625518798828
2015-12-30,18.354257583618164
2016-01-04,17.94025421142578
2016-01-05,17.487600326538086
2016-01-06,17.664243698120117
2016-01-07,17.142602920532227
2016-01-08,17.388235092163086
2016-01-11,16.725830078125
2016-01-12,17.16191864013672
2016-01-13,16.932836532592773
2016-01-14,16.863840103149414
2016-01-15,16.39462661743164
2016-01-18,16.079986572265625
2016-01-19,15.85642147064209
2016-01-20,16.008220672607422
2016-01-21,15.677019119262695
2016-01-22,16.25386619567871
2016-01-26,15.525215148925781
2016-01-27,15.897823333740234
2016-01-28,15.7874174118042
2016-01-29,16.010986328125
2016-02-01,16.63475227355957
2016-02-02,15.928179740905762
2016-02-03,16.38910675048828
2016-02-04,16.560230255126953
2016-02-05,16.560230255126953
2016-02-10,16.422225952148438
2016-02-11,16.560230255126953
2016-02-12,16.422225952148438
2016-02-15,16.560230255126953
2016-02-16,16.532629013061523
2016-02-17,16.62647247314453
2016-02-18,16.83623504638672
2016-02-19,16.9245548248291
2016-02-22,17.305437088012695
2016-02-23,17.250242233276367
2016-02-24,17.40204429626465
2016-02-25,17.250242233276367
2016-02-26,17.388235092163086
2016-02-29,17.509689331054688
2016-03-01,17.44068145751953
2016-03-02,17.77464485168457
2016-03-03,17.744285583496094
2016-03-04,18.903507232666016
2016-03-07,19.375469207763672
2016-03-08,18.381855010986328
2016-03-09,18.76825714111328
2016-03-10,18.76825714111328
2016-03-11,18.928348541259766
2016-03-14,18.787582397460938
2016-03-15,18.558496475219727
2016-03-16,18.583332061767578
2016-03-17,18.989063262939453
2016-03-18,19.320266723632812
2016-03-21,19.42238998413086
2016-03-22,19.182268142700195
2016-03-23,18.59437370300293
2016-03-24,18.21625518798828
2016-03-28,18.395652770996094
2016-03-29,19.005626678466797
2016-03-30,19.33407211303711
2016-03-31,19.336828231811523
2016-04-01,18.801380157470703
2016-04-04,18.541942596435547
2016-04-05,18.652341842651367
2016-04-06,18.837261199951172
2016-04-07,18.80965805053711
2016-04-08,19.720474243164062
2016-04-11,19.706674575805664
2016-04-12,20.283531188964844
2016-04-13,21.136375427246094
2016-04-14,21.08669090270996
2016-04-15,21.804306030273438
2016-04-18,22.01130485534668
2016-04-19,21.873306274414062
2016-04-20,21.804306030273438
2016-04-22,21.804306030273438
2016-04-25,21.555898666381836
2016-04-26,22.01682472229004
2016-04-27,21.903663635253906
2016-04-28,22.367353439331055
2016-04-29,22.025114059448242
2016-05-02,21.961624145507812
2016-05-03,23.427207946777344
2016-05-04,23.184328079223633
2016-05-05,23.84673309326172
2016-05-06,23.95989227294922
2016-05-09,24.05373764038086
2016-05-10,24.978342056274414
2016-05-11,24.818273544311523
2016-05-12,25.57176399230957
2016-05-13,25.254350662231445
2016-05-16,25.502758026123047
2016-05-17,25.668357849121094
2016-05-18,25.323348999023438
2016-05-19,25.723560333251953
2016-05-20,25.166030883789062
2016-05-23,25.2874755859375
2016-05-24,25.535877227783203
2016-05-25,25.668357849121094
2016-05-27,25.557950973510742
2016-05-30,25.392351150512695
2016-05-31,25.28471565246582
2016-06-01,25.301265716552734
2016-06-02,25.28194808959961
2016-06-03,25.392351150512695
2016-06-06,25.613155364990234
2016-06-07,25.668357849121094
2016-06-08,25.856037139892578
2016-06-09,26.377683639526367
2016-06-10,26.08236312866211
2016-06-13,26.223127365112305
2016-06-14,25.776002883911133
2016-06-15,25.668357849121094
2016-06-16,25.530363082885742
2016-06-17,25.626956939697266
2016-06-20,26.107202529907227
2016-06-21,26.74477195739746
2016-06-22,26.496368408203125
2016-06-23,26.979373931884766
2016-06-24,26.91037368774414
2016-06-27,26.82205581665039
2016-06-28,27.821182250976562
2016-06-29,27.710786819458008
2016-06-30,29.228803634643555
2016-07-01,29.239849090576172
2016-07-04,29.877405166625977
2016-07-05,29.449602127075195
2016-07-06,28.596763610839844
2016-07-07,28.483606338500977
2016-07-08,28.75408172607422
2016-07-11,29.913305282592773
2016-07-12,30.69162368774414
2016-07-13,31.67420768737793
2016-07-14,31.331958770751953
2016-07-15,30.9952335357666
2016-07-18,30.697153091430664
2016-07-19,31.723878860473633
2016-07-20,30.967632293701172
2016-07-21,31.102872848510742
2016-07-22,31.18567657470703
2016-07-25,31.160829544067383
2016-07-26,31.837047576904297
2016-07-27,31.657642364501953
2016-07-28,31.748727798461914
2016-07-29,32.43043899536133
2016-08-01,32.60985565185547
2016-08-02,34.1168327331543
2016-08-03,33.846351623535156
2016-08-04,33.86842727661133
2016-08-05,35.057334899902344
