Date,DOC
2015-08-03,20.81352996826172
2015-08-04,20.81352996826172
2015-08-05,20.663562774658203
2015-08-06,20.62822914123535
2015-08-07,20.671714782714844
2015-08-10,20.56300163269043
2015-08-11,20.67715072631836
2015-08-12,21.519672393798828
2015-08-13,21.579463958740234
2015-08-14,21.834936141967773
2015-08-17,22.1339054107666
2015-08-18,22.095849990844727
2015-08-19,22.123027801513672
2015-08-20,22.019752502441406
2015-08-21,21.704490661621094
2015-08-24,20.867393493652344
2015-08-25,20.003129959106445
2015-08-26,20.389055252075195
2015-08-27,20.622791290283203
2015-08-28,20.492338180541992
2015-08-31,20.14445686340332
2015-09-01,19.91072654724121
2015-09-02,19.965076446533203
2015-09-03,19.883544921875
2015-09-04,19.39434051513672
2015-09-08,19.86180877685547
2015-09-09,19.5845890045166
2015-09-10,19.48674201965332
2015-09-11,19.617206573486328
2015-09-14,19.802011489868164
2015-09-15,20.11728286743164
2015-09-16,20.481460571289062
2015-09-17,20.861967086791992
2015-09-18,20.98154640197754
2015-09-21,21.008718490600586
2015-09-22,20.81847381591797
2015-09-23,20.959800720214844
2015-09-24,20.878267288208008
2015-09-25,20.872835159301758
2015-09-28,20.014001846313477
2015-09-29,20.280351638793945
2015-09-30,20.24773406982422
2015-10-01,20.26947593688965
2015-10-02,20.410797119140625
2015-10-05,20.900014877319336
2015-10-06,20.95436668395996
2015-10-07,21.117433547973633
2015-10-08,21.362045288085938
2015-10-09,21.25876235961914
2015-10-12,21.31312370300293
2015-10-13,21.13918113708496
2015-10-14,20.802169799804688
2015-10-15,20.943492889404297
2015-10-16,21.19353675842285
2015-10-19,21.367477416992188
2015-10-20,21.302249908447266
2015-10-21,21.416399002075195
2015-10-22,21.617523193359375
2015-10-23,21.003286361694336
2015-10-26,20.959800720214844
2015-10-27,20.943492889404297
2015-10-28,20.693449020385742
2015-10-29,20.785865783691406
2015-10-30,20.220556259155273
2015-11-02,20.49777603149414
2015-11-03,19.965076446533203
2015-11-04,19.63351058959961
2015-11-05,19.77431869506836
2015-11-06,18.758268356323242
2015-11-09,18.255765914916992
2015-11-10,18.31097984313965
2015-11-11,18.266815185546875
2015-11-12,18.294418334960938
2015-11-13,18.084577560424805
2015-11-16,18.48217010498047
2015-11-17,18.449039459228516
2015-11-18,18.83557891845703
2015-11-19,19.12824249267578
2015-11-20,19.30494499206543
2015-11-23,19.520307540893555
2015-11-24,19.498212814331055
2015-11-25,19.575525283813477
2015-11-27,19.735668182373047
2015-11-30,19.61970329284668
2015-12-01,19.95102310180664
2015-12-02,19.61970329284668
2015-12-03,19.37673568725586
2015-12-04,19.75775146484375
2015-12-07,19.956544876098633
2015-12-08,20.033855438232422
2015-12-09,19.851621627807617
2015-12-10,19.437484741210938
2015-12-11,19.65283203125
2015-12-14,19.81296730041504
2015-12-15,20.017284393310547
2015-12-16,20.514266967773438
2015-12-17,20.563966751098633
2015-12-18,20.033855438232422
2015-12-21,20.298913955688477
2015-12-22,20.45352554321289
2015-12-23,20.82902717590332
2015-12-24,20.884241104125977
2015-12-28,21.0996036529541
2015-12-29,21.320476531982422
2015-12-30,21.34256935119629
2015-12-31,21.116168975830078
2016-01-04,21.11064338684082
2016-01-05,21.568971633911133
2016-01-06,20.7020206451416
2016-01-07,20.149822235107422
2016-01-08,20.09459114074707
2016-01-11,20.409345626831055
2016-01-12,20.34860610961914
2016-01-13,19.98967933654785
2016-01-14,19.857152938842773
2016-01-15,20.011762619018555
2016-01-19,20.1884708404541
2016-01-20,19.310476303100586
2016-01-21,19.6749267578125
2016-01-22,20.409345626831055
2016-01-25,20.232646942138672
2016-01-26,20.459047317504883
2016-01-27,19.4429931640625
2016-01-28,19.32703971862793
2016-01-29,19.846101760864258
2016-02-01,20.006242752075195
2016-02-02,19.790882110595703
2016-02-03,20.232646942138672
2016-02-04,20.095197677612305
2016-02-05,19.971776962280273
2016-02-08,19.06855583190918
2016-02-09,15.893268585205078
2016-02-10,15.264947891235352
2016-02-11,14.65906047821045
2016-02-12,14.731992721557617
2016-02-16,15.102255821228027
2016-02-17,15.354703903198242
2016-02-18,15.753019332885742
2016-02-19,15.932543754577637
2016-02-22,16.2523193359375
2016-02-23,16.02230453491211
2016-02-24,16.20743751525879
2016-02-25,16.639404296875
2016-02-26,16.774051666259766
2016-02-29,16.594532012939453
2016-03-01,17.24529266357422
2016-03-02,17.37993621826172
2016-03-03,17.604341506958008
2016-03-04,17.671659469604492
2016-03-07,18.215831756591797
2016-03-08,17.997037887573242
2016-03-09,18.12046241760254
2016-03-10,17.789470672607422
2016-03-11,18.328031539916992
2016-03-14,18.30558967590332
2016-03-15,18.03630828857422
2016-03-16,18.098020553588867
2016-03-17,18.473892211914062
2016-03-18,18.602928161621094
2016-03-21,18.193391799926758
2016-03-22,18.053144454956055
2016-03-23,17.744592666625977
2016-03-24,17.778255462646484
2016-03-28,18.053144454956055
2016-03-29,18.479507446289062
2016-03-30,18.19899559020996
2016-03-31,18.27754020690918
2016-04-01,18.29437255859375
2016-04-04,18.496339797973633
2016-04-05,18.558046340942383
2016-04-06,18.889039993286133
2016-04-07,19.096607208251953
2016-04-08,19.43882179260254
2016-04-11,19.45565414428711
2016-04-12,19.62395668029785
2016-04-13,19.6912784576416
2016-04-14,19.663227081298828
2016-04-15,19.595901489257812
2016-04-18,19.708105087280273
2016-04-19,19.769819259643555
2016-04-20,19.19198226928711
2016-04-21,18.535602569580078
2016-04-22,18.939525604248047
2016-04-25,19.07978630065918
2016-04-26,19.354673385620117
2016-04-27,19.203203201293945
2016-04-28,19.023685455322266
2016-04-29,18.978803634643555
2016-05-02,19.270524978637695
2016-05-03,19.5454158782959
2016-05-04,19.84275245666504
2016-05-05,19.514841079711914
2016-05-06,19.703033447265625
2016-05-09,20.524227142333984
2016-05-10,19.794275283813477
2016-05-11,19.446409225463867
2016-05-12,19.5262508392334
2016-05-13,19.503433227539062
2016-05-16,19.59467887878418
2016-05-17,19.149864196777344
2016-05-18,18.55107307434082
2016-05-19,18.3971004486084
2016-05-20,18.442720413208008
2016-05-23,18.511154174804688
2016-05-24,18.568185806274414
2016-05-25,18.5795841217041
2016-05-26,18.636615753173828
2016-05-27,18.841915130615234
2016-05-31,18.74496841430664
2016-06-01,18.8818302154541
2016-06-02,19.030105590820312
2016-06-03,19.14415740966797
2016-06-06,19.058622360229492
2016-06-07,19.423593521118164
2016-06-08,19.600385665893555
2016-06-09,19.663108825683594
2016-06-10,19.634599685668945
2016-06-13,19.725841522216797
2016-06-14,19.674510955810547
2016-06-15,19.845598220825195
2016-06-16,19.92543601989746
2016-06-17,20.06230354309082
2016-06-20,19.885513305664062
2016-06-21,19.96535301208496
2016-06-22,19.417888641357422
2016-06-23,19.45210838317871
2016-06-24,19.520540237426758
2016-06-27,19.492029190063477
2016-06-28,19.942550659179688
2016-06-29,20.170654296875
2016-06-30,20.176359176635742
2016-07-01,20.142139434814453
2016-07-05,20.375959396362305
2016-07-06,20.261899948120117
2016-07-07,19.89122200012207
2016-07-08,20.495710372924805
2016-07-11,20.837879180908203
2016-07-12,21.11731719970703
2016-07-13,21.34542465209961
2016-07-14,21.07168960571289
2016-07-15,21.34542465209961
2016-07-18,21.311206817626953
2016-07-19,21.7446231842041
2016-07-20,21.864370346069336
2016-07-21,21.9841365814209
2016-07-22,22.18372917175293
2016-07-25,22.286375045776367
2016-07-26,22.138103485107422
2016-07-27,22.05256462097168
2016-07-28,22.252164840698242
2016-07-29,22.371925354003906
2016-08-01,22.49738311767578
2016-08-02,22.21794891357422
2016-08-03,22.292081832885742
2016-08-04,22.283405303955078
2016-08-05,22.231307983398438
2016-08-08,22.248666763305664
2016-08-09,22.543851852416992
2016-08-10,22.8621883392334
2016-08-11,22.31812858581543
2016-08-12,22.648033142089844
2016-08-15,22.856407165527344
2016-08-16,22.70591926574707
2016-08-17,22.925853729248047
2016-08-18,23.058982849121094
2016-08-19,22.844831466674805
2016-08-22,22.815885543823242
2016-08-23,23.02425765991211
2016-08-24,22.839035034179688
2016-08-25,22.908496856689453
2016-08-26,22.42230796813965
2016-08-29,22.648033142089844
2016-08-30,22.815885543823242
2016-08-31,22.7637996673584
2016-09-01,22.457035064697266
2016-09-02,22.619094848632812
2016-09-06,23.226831436157227
2016-09-07,23.342592239379883
2016-09-08,22.92007064819336
2016-09-09,22.06925392150879
2016-09-12,22.051891326904297
2016-09-13,21.386274337768555
2016-09-14,21.3804874420166
2016-09-15,21.432580947875977
2016-09-16,21.50782585144043
2016-09-19,21.669883728027344
2016-09-20,21.785640716552734
2016-09-21,22.080827713012695
2016-09-22,22.520708084106445
2016-09-23,22.7348575592041
2016-09-26,22.92007064819336
2016-09-27,22.43388557434082
2016-09-28,22.769580841064453
2016-09-29,22.306554794311523
2016-09-30,21.96506690979004
2016-10-03,21.76828384399414
2016-10-04,21.322612762451172
2016-10-05,21.015853881835938
2016-10-06,20.807485580444336
2016-10-07,20.78432846069336
2016-10-10,20.871152877807617
2016-10-11,20.691730499267578
2016-10-12,20.88851547241211
2016-10-13,21.10845947265625
2016-10-14,20.97533416748047
2016-10-17,21.021638870239258
2016-10-18,21.235795974731445
2016-10-19,21.328399658203125
2016-10-20,21.218427658081055
2016-10-21,20.749603271484375
2016-10-24,20.88273048400879
2016-10-25,20.599124908447266
2016-10-26,20.298154830932617
2016-10-27,19.72515296936035
2016-10-28,19.75987434387207
2016-10-31,19.823549270629883
2016-11-01,19.364023208618164
2016-11-02,18.575984954833984
2016-11-03,18.220102310180664
2016-11-04,18.760286331176758
2016-11-07,19.230566024780273
2016-11-08,19.11475372314453
