Date,ALL
2015-08-03,55.64690399169922
2015-08-04,50.00041198730469
2015-08-05,50.12874984741211
2015-08-06,49.703643798828125
2015-08-07,50.16082000732422
2015-08-10,50.60996627807617
2015-08-11,50.906734466552734
2015-08-12,51.01902770996094
2015-08-13,50.92277145385742
2015-08-14,51.21954345703125
2015-08-17,51.211524963378906
2015-08-18,50.986934661865234
2015-08-19,51.05913162231445
2015-08-20,50.289146423339844
2015-08-21,49.12616729736328
2015-08-24,46.83228302001953
2015-08-25,45.70938491821289
2015-08-26,46.038230895996094
2015-08-27,47.36053466796875
2015-08-28,47.2718391418457
2015-08-31,46.98965072631836
2015-09-01,46.07048034667969
2015-09-02,46.70745086669922
2015-09-03,46.74775695800781
2015-09-04,45.989864349365234
2015-09-08,46.92512893676758
2015-09-09,46.23979949951172
2015-09-10,46.497806549072266
2015-09-11,46.87676239013672
2015-09-14,46.9573860168457
2015-09-15,47.554039001464844
2015-09-16,47.731414794921875
2015-09-17,47.562095642089844
2015-09-18,46.41718292236328
2015-09-21,47.21539306640625
2015-09-22,46.84450149536133
2015-09-23,47.175079345703125
2015-09-24,47.239585876464844
2015-09-25,47.562095642089844
2015-09-28,46.554256439208984
2015-09-29,47.05413818359375
2015-09-30,46.9573860168457
2015-10-01,46.73970413208008
2015-10-02,47.69109344482422
2015-10-05,48.295814514160156
2015-10-06,48.279685974121094
2015-10-07,48.40868377685547
2015-10-08,49.27944564819336
2015-10-09,48.73118591308594
2015-10-12,49.11012649536133
2015-10-13,48.892452239990234
2015-10-14,48.263553619384766
2015-10-15,49.65840530395508
2015-10-16,49.343955993652344
2015-10-19,49.65840530395508
2015-10-20,49.5374755859375
2015-10-21,48.90050506591797
2015-10-22,49.62614822387695
2015-10-23,49.73097229003906
2015-10-26,49.84384536743164
2015-10-27,48.610252380371094
2015-10-28,50.23893356323242
2015-10-29,50.62593460083008
2015-10-30,49.89223098754883
2015-11-02,49.82770538330078
2015-11-03,50.924259185791016
2015-11-04,50.70656204223633
2015-11-05,51.23870849609375
2015-11-06,51.657958984375
2015-11-09,51.214508056640625
2015-11-10,51.05326461791992
2015-11-11,50.891998291015625
2015-11-12,50.43242645263672
2015-11-13,50.319557189941406
2015-11-16,50.891998291015625
2015-11-17,50.561424255371094
2015-11-18,51.198387145996094
2015-11-19,51.09358215332031
2015-11-20,51.06938171386719
2015-11-23,50.883934020996094
2015-11-24,50.74686813354492
2015-11-25,50.57675552368164
2015-11-27,50.90890121459961
2015-11-30,50.84408187866211
2015-12-01,51.44359588623047
2015-12-02,50.949405670166016
2015-12-03,50.852195739746094
2015-12-04,52.24562072753906
2015-12-07,52.16462326049805
2015-12-08,51.7352409362793
2015-12-09,50.95750427246094
2015-12-10,50.61725997924805
2015-12-11,49.799015045166016
2015-12-14,49.734214782714844
2015-12-15,50.79549026489258
2015-12-16,51.34636688232422
2015-12-17,50.52812957763672
2015-12-18,49.68559646606445
2015-12-21,49.66128921508789
2015-12-22,50.633460998535156
2015-12-23,50.949405670166016
2015-12-24,51.151939392089844
2015-12-28,50.746864318847656
2015-12-29,51.19245147705078
2015-12-30,50.88460159301758
2015-12-31,50.30130386352539
2016-01-04,49.15090560913086
2016-01-05,49.03748321533203
2016-01-06,48.48659133911133
2016-01-07,47.34431457519531
2016-01-08,47.17417907714844
2016-01-11,47.00404739379883
2016-01-12,47.514442443847656
2016-01-13,46.9149284362793
2016-01-14,47.32809829711914
2016-01-15,47.09317398071289
2016-01-19,47.34431457519531
2016-01-20,46.9797477722168
2016-01-21,47.109375
2016-01-22,47.41721725463867
2016-01-25,46.744808197021484
2016-01-26,47.1336784362793
2016-01-27,47.32000732421875
2016-01-28,47.97621536254883
2016-01-29,49.09419250488281
2016-02-01,49.03748321533203
2016-02-02,48.58381271362305
2016-02-03,48.31647872924805
2016-02-04,50.268898010253906
2016-02-05,51.33827590942383
2016-02-08,51.30586624145508
2016-02-09,51.04662322998047
2016-02-10,51.0223274230957
2016-02-11,50.487632751464844
