Date,COST.L
2016-06-29,277.6584167480469
2016-06-30,296.6856384277344
2016-07-01,298.09515380859375
2016-07-04,292.2223815917969
2016-07-05,268.4969177246094
2016-07-06,267.5574645996094
2016-07-07,278.363037109375
2016-07-08,283.5310363769531
2016-07-11,295.74603271484375
2016-07-12,300.6789855957031
2016-07-13,300.91400146484375
2016-07-14,304.907470703125
2016-07-15,303.49798583984375
2016-07-18,301.3837890625
2016-07-19,302.0885314941406
2016-07-20,305.8470458984375
2016-07-21,307.0216064453125
2016-07-22,302.5583801269531
2016-07-25,305.3772277832031
2016-07-26,310.0752868652344
2016-07-27,311.4848327636719
2016-07-28,315.9479064941406
2016-07-29,319.2366638183594
2016-08-01,316.652587890625
2016-08-02,315.71295166015625
2016-08-03,323.9347229003906
2016-08-04,319.47161865234375
2016-08-05,328.39788818359375
2016-08-08,324.1695556640625
2016-08-09,327.6932067871094
2016-08-10,325.57904052734375
2016-08-11,327.9281005859375
2016-08-12,336.1498107910156
2016-08-15,328.1629943847656
2016-08-16,328.1629943847656
2016-08-17,323.2300720214844
2016-08-18,327.9281005859375
2016-08-19,329.80743408203125
2016-08-22,328.1629943847656
2016-08-23,327.9281005859375
2016-08-24,348.834716796875
2016-08-25,351.1838073730469
2016-08-26,342.9621276855469
2016-08-30,340.6130065917969
2016-08-31,331.21685791015625
2016-09-01,327.6932067871094
2016-09-02,327.4584045410156
2016-09-05,322.0555114746094
2016-09-06,320.4111328125
2016-09-07,318.2969665527344
2016-09-08,323.9347229003906
2016-09-09,319.2366638183594
2016-09-12,311.4848327636719
2016-09-13,311.0149841308594
2016-09-14,313.8338317871094
2016-09-15,314.8139953613281
2016-09-16,317.6332092285156
2016-09-19,323.271728515625
2016-09-20,330.0848083496094
2016-09-21,332.6690979003906
2016-09-22,333.3738098144531
2016-09-23,334.7835388183594
2016-09-26,338.0726013183594
2016-09-27,331.72930908203125
2016-09-28,340.1869812011719
2016-09-29,337.602783203125
2016-09-30,337.837646484375
2016-10-03,338.0726013183594
2016-10-04,342.53643798828125
2016-10-05,344.6507568359375
2016-10-06,338.3075866699219
2016-10-07,337.602783203125
2016-10-10,339.482177734375
2016-10-11,337.36773681640625
2016-10-12,337.1328430175781
2016-10-13,344.6507568359375
2016-10-14,340.8918151855469
2016-10-17,336.6629333496094
2016-10-18,341.83154296875
2016-10-19,339.9520263671875
2016-10-20,338.7774353027344
2016-10-21,339.0122985839844
2016-10-24,338.5425720214844
2016-10-25,339.2473449707031
2016-10-26,349.81939697265625
2016-10-27,350.5242004394531
2016-10-28,349.58447265625
2016-10-31,347.7049255371094
2016-11-01,347.7049255371094
2016-11-02,344.1809387207031
2016-11-03,330.3197326660156
2016-11-04,321.39208984375
2016-11-07,322.8017578125
2016-11-08,314.8139953613281
2016-11-09,318.5729675292969
2016-11-10,326.3257751464844
2016-11-11,328.20526123046875
2016-11-14,324.9161682128906
2016-11-15,337.602783203125
2016-11-16,338.7774353027344
2016-11-17,337.602783203125
2016-11-18,328.91009521484375
2016-11-21,325.6209716796875
2016-11-22,328.6752014160156
2016-11-23,332.43408203125
2016-11-24,342.7713317871094
2016-11-25,334.3135986328125
2016-11-28,328.91009521484375
2016-11-29,323.271728515625
2016-11-30,331.96417236328125
2016-12-01,334.54864501953125
2016-12-02,339.0122985839844
2016-12-05,340.1869812011719
2016-12-06,344.6507568359375
2016-12-07,347.00018310546875
2016-12-08,346.7652587890625
2016-12-09,336.427978515625
2016-12-12,335.7231750488281
2016-12-13,335.4883728027344
2016-12-14,335.9580993652344
2016-12-15,334.7835388183594
2016-12-16,330.3197326660156
2016-12-19,333.60882568359375
2016-12-20,332.90399169921875
2016-12-21,330.3197326660156
2016-12-22,330.3197326660156
2016-12-23,330.7895812988281
2016-12-28,331.49444580078125
2016-12-29,328.91009521484375
2016-12-30,332.43408203125
2017-01-03,336.427978515625
2017-01-04,335.4883728027344
2017-01-05,349.3495178222656
2017-01-06,359.6866455078125
2017-01-09,361.3311767578125
2017-01-10,356.3975830078125
2017-01-11,353.3433837890625
2017-01-12,352.40362548828125
2017-01-13,354.9879455566406
2017-01-16,358.98193359375
2017-01-17,352.40362548828125
2017-01-18,354.28314208984375
2017-01-19,352.87353515625
2017-01-20,349.3495178222656
2017-01-23,349.3495178222656
2017-01-24,351.4639587402344
2017-01-25,350.5242004394531
2017-01-26,349.58447265625
2017-01-27,350.5242004394531
2017-01-30,344.6507568359375
2017-01-31,346.7652587890625
2017-02-01,351.4639587402344
2017-02-02,357.3373107910156
2017-02-03,365.56005859375
2017-02-06,358.51202392578125
2017-02-07,364.3853759765625
2017-02-08,365.0901794433594
2017-02-09,365.56005859375
2017-02-10,366.2649230957031
2017-02-13,366.2649230957031
2017-02-14,371.66839599609375
2017-02-15,375.4274597167969
2017-02-16,370.963623046875
2017-02-17,374.2527770996094
2017-02-20,370.2588195800781
2017-02-21,366.49981689453125
2017-02-22,366.49981689453125
2017-02-23,364.6203308105469
2017-02-24,361.8011474609375
2017-02-27,363.9154357910156
2017-02-28,365.56005859375
2017-03-01,373.3129577636719
2017-03-02,380.5959167480469
2017-03-03,390.9332275390625
2017-03-06,392.57769775390625
2017-03-07,389.758544921875
2017-03-08,390.4632873535156
2017-03-09,389.9933776855469
2017-03-10,387.4091491699219
2017-03-13,380.5959167480469
2017-03-14,366.7347717285156
2017-03-15,382.71044921875
2017-03-16,390.6982727050781
2017-03-17,410.19793701171875
2017-03-20,402.445068359375
2017-03-21,395.6318054199219
2017-03-22,391.8728942871094
2017-03-23,404.08953857421875
2017-03-24,412.0773620605469
2017-03-27,410.6677551269531
2017-03-28,416.7760925292969
2017-03-29,423.8240966796875
2017-03-30,430.8722839355469
2017-03-31,432.2818603515625
2017-04-03,428.7578430175781
2017-04-04,427.5830993652344
2017-04-05,427.5830993652344
2017-04-06,421.55267333984375
2017-04-07,423.6673889160156
2017-04-10,431.42181396484375
2017-04-11,433.0666198730469
2017-04-12,433.30157470703125
2017-04-13,442.4658203125
2017-04-18,438.00115966796875
2017-04-19,440.5859375
2017-04-20,449.2801208496094
2017-04-21,445.0505065917969
2017-04-24,447.8702392578125
2017-04-25,448.10528564453125
2017-04-26,451.16009521484375
2017-04-27,450.2200927734375
2017-04-28,457.73944091796875
2017-05-02,460.3241882324219
2017-05-03,448.3402404785156
2017-05-04,451.16009521484375
2017-05-05,446.9304504394531
2017-05-08,454.6847229003906
2017-05-09,455.3896789550781
2017-05-10,456.79949951171875
2017-05-11,450.2200927734375
2017-05-12,447.6352844238281
2017-05-15,446.4604797363281
2017-05-16,445.990478515625
2017-05-17,437.76617431640625
2017-05-18,430.9517822265625
2017-05-19,430.246826171875
2017-05-22,435.6513671875
2017-05-23,439.64599609375
2017-05-24,437.76617431640625
2017-05-25,438.7061462402344
2017-05-26,451.6299133300781
2017-05-30,453.97979736328125
2017-05-31,455.1546936035156
2017-06-01,454.6847229003906
2017-06-02,454.6847229003906
2017-06-05,444.58056640625
2017-06-06,440.1159973144531
2017-06-07,441.2908630371094
2017-06-08,441.2908630371094
2017-06-09,439.88092041015625
2017-06-12,437.76617431640625
2017-06-13,436.8262634277344
2017-06-14,445.7555236816406
2017-06-15,429.07196044921875
2017-06-16,434.9464416503906
2017-06-19,443.640625
2017-06-20,444.58056640625
2017-06-21,445.5204772949219
2017-06-22,445.5204772949219
2017-06-23,445.5204772949219
2017-06-26,444.02978515625
2017-06-27,438.7484130859375
2017-06-28,440.8208923339844
2017-06-29,429.7768859863281
2017-06-30,433.5365905761719
2017-07-03,429.7768859863281
2017-07-04,426.4871826171875
2017-07-05,440.1159973144531
2017-07-06,438.47119140625
2017-07-07,436.8262634277344
2017-07-10,433.30157470703125
2017-07-11,427.1921691894531
2017-07-12,425.0772705078125
2017-07-13,426.7221984863281
2017-07-14,410.03863525390625
2017-07-17,432.3616027832031
2017-07-18,434.2415466308594
2017-07-19,445.0505065917969
2017-07-20,453.97979736328125
2017-07-21,446.9304504394531
2017-07-24,446.4604797363281
2017-07-25,446.6954650878906
2017-07-26,437.76617431640625
2017-07-27,444.58056640625
2017-07-28,444.8155517578125
2017-07-31,441.7608337402344
2017-08-01,438.00115966796875
2017-08-02,438.47119140625
2017-08-03,441.7608337402344
2017-08-04,444.58056640625
2017-08-07,446.4604797363281
2017-08-08,444.58056640625
2017-08-09,442.4658203125
2017-08-10,442.4658203125
2017-08-11,441.52587890625
2017-08-14,439.64599609375
2017-08-15,431.42181396484375
2017-08-16,428.1319885253906
2017-08-17,424.8423156738281
2017-08-18,426.2522277832031
2017-08-21,414.0332946777344
2017-08-22,414.5032958984375
2017-08-23,412.3884582519531
2017-08-24,420.6126708984375
2017-08-25,422.7275085449219
2017-08-29,418.2629089355469
2017-08-30,418.2629089355469
2017-08-31,419.90771484375
2017-09-01,419.202880859375
2017-09-04,418.9679260253906
2017-09-05,418.2629089355469
2017-09-06,420.3777160644531
2017-09-07,420.3777160644531
2017-09-08,415.6780700683594
2017-09-11,410.2735900878906
2017-09-12,416.8529968261719
2017-09-13,414.5032958984375
2017-09-14,409.8477783203125
2017-09-15,411.4928894042969
2017-09-18,409.8477783203125
2017-09-19,409.3777770996094
2017-09-20,413.3728332519531
2017-09-21,409.142822265625
2017-09-22,411.72784423828125
2017-09-25,407.9677734375
2017-09-26,399.7425231933594
2017-09-27,409.142822265625
2017-09-28,413.6078796386719
2017-09-29,421.3630065917969
2017-10-02,419.2480163574219
2017-10-03,417.8379211425781
2017-10-04,414.077880859375
2017-10-05,415.9578857421875
2017-10-06,414.5480041503906
2017-10-09,418.3079528808594
2017-10-10,416.4278564453125
2017-10-11,423.0081481933594
2017-10-12,423.0081481933594
2017-10-13,419.2480163574219
2017-10-16,415.48797607421875
2017-10-17,416.8979187011719
2017-10-18,411.72784423828125
2017-10-19,411.96282958984375
2017-10-20,409.8477783203125
2017-10-23,407.0278015136719
2017-10-24,399.5076904296875
2017-10-25,400.4476318359375
2017-10-26,406.0877380371094
2017-10-27,399.9775695800781
2017-10-30,399.9775695800781
2017-10-31,406.0877380371094
2017-11-01,409.3777770996094
2017-11-02,408.90777587890625
2017-11-03,408.90777587890625
2017-11-06,409.142822265625
2017-11-07,409.142822265625
2017-11-08,411.02288818359375
2017-11-09,400.4476318359375
2017-11-10,404.2076721191406
2017-11-13,403.50274658203125
2017-11-14,404.6776428222656
2017-11-15,400.6826171875
2017-11-16,404.2076721191406
2017-11-17,399.5076904296875
2017-11-20,399.5076904296875
2017-11-21,403.9726257324219
2017-11-22,400.4476318359375
2017-11-23,399.5076904296875
2017-11-24,403.7376403808594
2017-11-27,394.3374938964844
2017-11-28,396.6875305175781
2017-11-29,399.03765869140625
2017-11-30,403.2677307128906
2017-12-01,403.7376403808594
2017-12-04,405.61773681640625
2017-12-05,407.9677734375
2017-12-06,407.0278015136719
2017-12-07,405.1477355957031
2017-12-08,411.25787353515625
2017-12-11,408.437744140625
2017-12-12,408.437744140625
2017-12-13,419.2480163574219
2017-12-14,423.2431335449219
2017-12-15,437.10833740234375
2017-12-18,434.9932861328125
2017-12-19,425.8280944824219
2017-12-20,429.8232116699219
2017-12-21,431.703125
2017-12-22,434.0533142089844
2017-12-27,432.6432189941406
2017-12-28,433.1132507324219
2017-12-29,439.693359375
2018-01-02,434.2882385253906
2018-01-03,437.10833740234375
2018-01-04,444.6285095214844
2018-01-05,457.3186950683594
2018-01-08,459.19879150390625
2018-01-09,456.8487243652344
2018-01-10,459.19879150390625
2018-01-11,458.25872802734375
2018-01-12,446.0384826660156
2018-01-15,450.7386169433594
2018-01-16,451.2087097167969
2018-01-17,449.32855224609375
2018-01-18,437.10833740234375
2018-01-19,431.4682312011719
2018-01-22,426.7681579589844
2018-01-23,446.9784851074219
2018-01-24,432.87823486328125
2018-01-25,436.1683044433594
2018-01-26,426.7681579589844
2018-01-29,422.5381164550781
2018-01-30,421.5980529785156
2018-01-31,431.4682312011719
2018-02-01,430.99822998046875
2018-02-02,427.7080993652344
2018-02-05,422.0680236816406
2018-02-06,406.5578308105469
2018-02-07,409.3777770996094
2018-02-08,408.437744140625
2018-02-09,406.0877380371094
2018-02-12,412.6678161621094
2018-02-13,408.437744140625
2018-02-14,412.6678161621094
2018-02-15,414.077880859375
2018-02-16,421.1280212402344
2018-02-19,416.4278564453125
2018-02-20,416.8979187011719
2018-02-21,421.1280212402344
2018-02-22,418.77801513671875
2018-02-23,418.77801513671875
2018-02-26,415.9578857421875
2018-02-27,416.8979187011719
2018-02-28,415.9578857421875
2018-03-01,429.5882263183594
2018-03-02,428.17816162109375
2018-03-05,432.408203125
2018-03-06,427.23822021484375
2018-03-07,434.2882385253906
2018-03-08,446.0384826660156
2018-03-09,445.5684814453125
2018-03-12,449.32855224609375
2018-03-13,455.90863037109375
2018-03-14,446.5085144042969
2018-03-15,454.0286560058594
2018-03-16,457.3186950683594
2018-03-19,452.1485595703125
2018-03-20,446.9784851074219
2018-03-21,439.9283142089844
2018-03-22,443.218505859375
2018-03-23,443.6884460449219
2018-03-26,430.99822998046875
2018-03-27,441.8084411621094
2018-03-28,441.8084411621094
2018-03-29,436.6383361816406
2018-04-03,433.3482360839844
2018-04-04,432.408203125
2018-04-05,432.408203125
2018-04-06,432.87823486328125
2018-04-09,434.7583312988281
2018-04-10,435.2283935546875
2018-04-11,437.10833740234375
2018-04-12,432.0240783691406
2018-04-13,431.0839538574219
2018-04-16,428.7334289550781
2018-04-17,422.1520080566406
2018-04-18,429.67364501953125
2018-04-19,433.4344787597656
2018-04-20,432.4942321777344
2018-04-23,433.90460205078125
2018-04-24,437.1952819824219
2018-04-25,434.3747253417969
2018-04-26,429.67364501953125
2018-04-27,432.4942321777344
2018-04-30,432.4942321777344
2018-05-01,432.9643859863281
2018-05-02,432.4942321777344
2018-05-03,445.1870422363281
2018-05-04,447.5375671386719
2018-05-08,453.1787414550781
2018-05-09,457.8798828125
2018-05-10,451.2984313964844
2018-05-11,451.7684631347656
2018-05-14,440.4859619140625
2018-05-15,440.4859619140625
2018-05-16,441.89630126953125
2018-05-17,441.89630126953125
2018-05-18,441.89630126953125
2018-05-21,446.12725830078125
2018-05-22,441.4262390136719
2018-05-23,433.90460205078125
2018-05-24,432.9643859863281
2018-05-25,435.7849426269531
2018-05-29,426.3829345703125
2018-05-30,429.20355224609375
2018-05-31,431.0839538574219
2018-06-01,432.4942321777344
2018-06-04,440.015869140625
2018-06-05,441.89630126953125
2018-06-06,448.0075988769531
2018-06-07,449.41796875
2018-06-08,448.9478759765625
2018-06-11,449.41796875
2018-06-12,448.4776916503906
2018-06-13,439.07568359375
2018-06-14,437.1952819824219
2018-06-15,431.0839538574219
2018-06-18,438.6056213378906
2018-06-19,435.3149108886719
2018-06-20,435.7849426269531
2018-06-21,433.4344787597656
2018-06-22,446.5973815917969
2018-06-25,431.55413818359375
2018-06-26,427.3232116699219
2018-06-27,415.5705871582031
2018-06-28,420.2715759277344
2018-06-29,413.6902160644531
2018-07-02,405.6984558105469
2018-07-03,415.5705871582031
2018-07-04,416.5107727050781
2018-07-05,415.5705871582031
2018-07-06,420.7416687011719
2018-07-09,414.1602478027344
2018-07-10,407.1087341308594
2018-07-11,408.5190124511719
2018-07-12,394.8860778808594
2018-07-13,394.8860778808594
2018-07-16,403.62060546875
2018-07-17,405.2283020019531
2018-07-18,404.2880859375
2018-07-19,394.8860778808594
2018-07-20,394.8860778808594
2018-07-23,390.6551513671875
2018-07-24,394.8860778808594
2018-07-25,393.0056457519531
2018-07-26,391.1252746582031
2018-07-27,394.8860778808594
2018-07-30,394.8860778808594
2018-07-31,410.3994140625
2018-08-01,407.1087341308594
2018-08-02,405.2283020019531
2018-08-03,408.9891357421875
2018-08-06,406.1685485839844
2018-08-07,441.89630126953125
2018-08-08,420.7416687011719
2018-08-09,420.2715759277344
2018-08-10,421.21185302734375
2018-08-13,423.09222412109375
2018-08-14,423.09222412109375
2018-08-15,421.21185302734375
2018-08-16,407.1087341308594
2018-08-17,405.2283020019531
2018-08-20,404.2880859375
2018-08-21,405.6984558105469
2018-08-22,424.0323486328125
2018-08-23,420.2715759277344
2018-08-24,405.6984558105469
2018-08-28,406.1685485839844
2018-08-29,403.34796142578125
2018-08-30,395.8262023925781
2018-08-31,399.5871276855469
2018-09-03,398.17681884765625
2018-09-04,400.9974060058594
2018-09-05,404.2880859375
2018-09-06,410.8695983886719
2018-09-07,407.1087341308594
2018-09-10,411.8096618652344
2018-09-11,406.1685485839844
2018-09-12,404.7582092285156
2018-09-13,411.388916015625
2018-09-14,409.0380554199219
2018-09-17,405.74700927734375
2018-09-18,406.6872863769531
2018-09-19,408.0976867675781
2018-09-20,404.3364562988281
2018-09-21,404.3364562988281
2018-09-24,399.6349182128906
2018-09-25,394.933349609375
2018-09-26,391.1720886230469
2018-09-27,393.9930114746094
2018-09-28,392.1122741699219
2018-10-01,390.7019348144531
2018-10-02,394.4631652832031
2018-10-03,394.933349609375
2018-10-04,392.1122741699219
2018-10-05,394.933349609375
2018-10-08,388.8211975097656
2018-10-09,386.9406433105469
2018-10-10,383.17938232421875
2018-10-11,367.6641845703125
2018-10-12,374.7165222167969
2018-10-15,380.82855224609375
2018-10-16,377.53741455078125
2018-10-17,365.31329345703125
2018-10-18,351.2085876464844
2018-10-19,353.0892028808594
2018-10-22,350.26824951171875
2018-10-23,347.9173889160156
2018-10-24,341.335205078125
2018-10-25,337.5739440917969
2018-10-26,331.4619445800781
2018-10-29,347.9173889160156
2018-10-30,353.559326171875
2018-10-31,353.0892028808594
2018-11-01,345.566650390625
2018-11-02,339.4545593261719
2018-11-05,345.566650390625
2018-11-06,340.864990234375
2018-11-07,356.8504638671875
2018-11-08,358.2609558105469
2018-11-09,369.5447082519531
2018-11-12,366.2536315917969
2018-11-13,366.72381591796875
2018-11-14,365.7834777832031
2018-11-15,363.4327087402344
2018-11-16,358.7310791015625
2018-11-19,360.1415100097656
2018-11-20,357.3205871582031
2018-11-21,346.03680419921875
2018-11-22,353.559326171875
2018-11-23,352.6190185546875
2018-11-26,357.7908020019531
2018-11-27,355.9100646972656
2018-11-28,357.3205871582031
2018-11-29,357.3205871582031
2018-11-30,348.8576965332031
2018-12-03,331.9320068359375
2018-12-04,323.4692687988281
2018-12-05,310.3046875
2018-12-06,308.4241027832031
2018-12-07,310.3046875
2018-12-10,305.6031494140625
2018-12-11,300.9015197753906
2018-12-12,305.6031494140625
2018-12-13,296.19989013671875
2018-12-14,291.968505859375
2018-12-17,291.0282287597656
2018-12-18,286.79681396484375
2018-12-19,287.7371520996094
2018-12-20,283.9757995605469
2018-12-21,290.5580749511719
2018-12-24,298.0805969238281
2018-12-27,291.4984436035156
2018-12-28,295.2596740722656
2018-12-31,296.67010498046875
2019-01-02,305.1329650878906
2019-01-03,318.7676086425781
2019-01-04,318.7676086425781
2019-01-07,326.7602844238281
2019-01-08,335.6933288574219
2019-01-09,352.1488342285156
2019-01-10,357.3205871582031
2019-01-11,357.7908020019531
2019-01-14,344.62628173828125
2019-01-15,332.40216064453125
2019-01-16,330.5215759277344
2019-01-17,328.6408996582031
2019-01-18,335.22314453125
2019-01-21,346.03680419921875
2019-01-22,350.7384033203125
2019-01-23,345.09649658203125
2019-01-24,352.6190185546875
2019-01-25,354.4996337890625
2019-01-28,354.9698486328125
2019-01-29,350.7384033203125
2019-01-30,357.3205871582031
2019-01-31,366.72381591796875
2019-02-01,372.8358459472656
2019-02-04,364.3729553222656
2019-02-05,355.44000244140625
2019-02-06,352.1488342285156
2019-02-07,335.22314453125
2019-02-08,338.5142822265625
2019-02-11,335.6933288574219
2019-02-12,337.5739440917969
2019-02-13,337.5739440917969
2019-02-14,349.7980651855469
2019-02-15,346.03680419921875
2019-02-18,343.2158203125
2019-02-19,339.9247131347656
2019-02-20,341.80535888671875
2019-02-21,346.97711181640625
2019-02-22,352.6190185546875
2019-02-25,354.029541015625
2019-02-26,348.8576965332031
2019-02-27,351.6787414550781
2019-02-28,349.7980651855469
2019-03-01,354.9698486328125
2019-03-04,359.2012634277344
2019-03-05,373.7761535644531
2019-03-06,355.44000244140625
2019-03-07,340.864990234375
2019-03-08,319.7079772949219
2019-03-11,330.99176025390625
2019-03-12,337.10382080078125
2019-03-13,338.5142822265625
2019-03-14,337.10382080078125
2019-03-15,328.1707458496094
2019-03-18,320.6482238769531
2019-03-19,329.111083984375
2019-03-20,331.9320068359375
2019-03-21,329.111083984375
2019-03-22,322.9990234375
2019-03-25,314.5361328125
2019-03-26,310.3046875
2019-03-27,312.6554870605469
2019-03-28,311.2450866699219
2019-03-29,315.0063781738281
2019-04-01,315.0063781738281
2019-04-02,322.0587158203125
2019-04-03,320.6482238769531
2019-04-04,338.0440979003906
2019-04-05,335.6933288574219
2019-04-08,333.8126525878906
2019-04-09,333.8126525878906
2019-04-10,333.8126525878906
2019-04-11,320.7385559082031
2019-04-12,325.91180419921875
2019-04-15,324.97113037109375
2019-04-16,328.7334899902344
2019-04-17,326.382080078125
2019-04-18,322.6197509765625
2019-04-23,315.0951232910156
2019-04-24,312.2732849121094
2019-04-25,309.45159912109375
2019-04-26,305.68927001953125
2019-04-29,303.33782958984375
2019-04-30,302.397216796875
2019-05-01,313.21392822265625
2019-05-02,306.1595764160156
2019-05-03,305.68927001953125
2019-05-07,306.1595764160156
2019-05-08,306.1595764160156
2019-05-09,307.5704650878906
2019-05-10,304.7486267089844
2019-05-13,300.986328125
2019-05-14,300.986328125
