Date,SAND.ST
2015-08-24,61.12448501586914
2015-08-25,62.540653228759766
2015-08-26,61.39241027832031
2015-08-27,63.0382194519043
2015-08-28,63.267860412597656
2015-08-31,62.61720275878906
2015-09-01,61.31586456298828
2015-09-02,60.856563568115234
2015-09-03,60.24417495727539
2015-09-04,58.63664245605469
2015-09-07,58.942832946777344
2015-09-08,59.01939392089844
2015-09-09,59.363861083984375
2015-09-10,58.44527053833008
2015-09-11,58.17734146118164
2015-09-14,57.871150970458984
2015-09-15,58.598358154296875
2015-09-16,59.976261138916016
2015-09-17,59.32558059692383
2015-09-18,57.297035217285156
2015-09-21,56.72291946411133
2015-09-22,54.80917739868164
2015-09-23,54.57953643798828
2015-09-24,52.5127067565918
2015-09-25,52.5127067565918
2015-09-28,52.015140533447266
2015-09-29,53.010284423828125
2015-09-30,54.50299072265625
2015-10-01,55.45985412597656
2015-10-02,55.49812316894531
2015-10-05,58.56009292602539
2015-10-06,58.86628341674805
2015-10-07,59.67005920410156
2015-10-08,60.435543060302734
2015-10-09,62.540653228759766
2015-10-12,61.69860076904297
2015-10-13,59.363861083984375
2015-10-14,58.86628341674805
2015-10-15,58.82801818847656
2015-10-16,56.79946517944336
2015-10-19,56.53154373168945
2015-10-20,57.526676177978516
2015-10-21,57.25876235961914
2015-10-22,59.09593200683594
2015-10-23,61.468963623046875
2015-10-26,61.813438415527344
2015-10-27,60.3589973449707
2015-10-28,61.43067932128906
2015-10-29,60.51210021972656
2015-10-30,61.16275405883789
2015-11-02,61.00967025756836
2015-11-03,61.66032791137695
2015-11-04,63.995079040527344
2015-11-05,63.65060806274414
2015-11-06,63.8036994934082
2015-11-09,63.229583740234375
2015-11-10,62.31100082397461
2015-11-11,63.15304946899414
2015-11-12,61.50724411010742
2015-11-13,61.966522216796875
2015-11-16,62.04307556152344
2015-11-17,63.84198760986328
2015-11-18,64.7988510131836
2015-11-19,64.8753890991211
2015-11-20,65.41124725341797
2015-11-23,65.10503387451172
2015-11-24,63.53578567504883
2015-11-25,65.18158721923828
2015-11-26,66.67430114746094
2015-11-27,67.24842071533203
2015-11-30,69.16214752197266
2015-12-01,66.82740783691406
2015-12-02,67.32495880126953
2015-12-03,64.95194244384766
2015-12-04,62.92338943481445
2015-12-07,63.65060806274414
2015-12-08,61.43067932128906
2015-12-09,60.78002166748047
2015-12-10,60.856563568115234
2015-12-11,58.751461029052734
2015-12-14,58.33043670654297
2015-12-15,57.297035217285156
2015-12-16,57.4118537902832
2015-12-17,57.56496047973633
2015-12-18,55.88087463378906
2015-12-21,55.804325103759766
2015-12-22,55.91914749145508
2015-12-23,57.067378997802734
2015-12-28,56.225345611572266
2015-12-29,57.1439323425293
2015-12-30,56.68464279174805
2016-01-04,55.23019790649414
2016-01-05,54.34988784790039
2016-01-07,52.74236297607422
2016-01-08,51.74721908569336
2016-01-11,51.90031814575195
2016-01-12,52.244789123535156
2016-01-13,53.50784683227539
2016-01-14,53.16337966918945
2016-01-15,51.05827331542969
2016-01-18,51.402748107910156
2016-01-19,52.015140533447266
2016-01-20,49.412471771240234
2016-01-21,51.13482666015625
2016-01-22,54.50299072265625
2016-01-25,53.43130874633789
2016-01-26,54.732635498046875
2016-01-27,55.3067512512207
2016-01-28,53.77577590942383
2016-01-29,54.541263580322266
2016-02-01,53.77577590942383
2016-02-02,52.89545822143555
2016-02-03,52.55099105834961
2016-02-04,56.837738037109375
2016-02-05,57.79459762573242
2016-02-08,54.96228790283203
2016-02-09,55.077110290527344
2016-02-10,55.00056076049805
2016-02-11,53.086830139160156
2016-02-12,55.957420349121094
2016-02-15,57.871150970458984
2016-02-16,59.09593200683594
2016-02-17,61.62205505371094
2016-02-18,60.81828689575195
2016-02-19,60.01451873779297
2016-02-22,61.69860076904297
2016-02-23,60.24417495727539
2016-02-24,57.871150970458984
2016-02-25,58.78974151611328
2016-02-26,59.63178253173828
2016-02-29,59.93798065185547
2016-03-01,60.28245544433594
2016-03-02,60.052799224853516
2016-03-03,62.081356048583984
2016-03-04,62.46409225463867
2016-03-07,63.267860412597656
2016-03-08,62.540653228759766
2016-03-09,62.1961784362793
2016-03-10,60.70346450805664
2016-03-11,62.770294189453125
2016-03-14,63.19131851196289
2016-03-15,61.35414123535156
2016-03-16,61.12448501586914
2016-03-17,63.267860412597656
2016-03-18,64.3778305053711
2016-03-21,63.53578567504883
2016-03-22,64.45437622070312
