Date,RR.L
2016-02-23,227.55130004882812
2016-02-24,224.12181091308594
2016-02-25,229.780517578125
2016-02-26,232.86721801757812
2016-02-29,232.86721801757812
2016-03-01,234.2389678955078
2016-03-02,233.21009826660156
2016-03-03,245.55654907226562
2016-03-04,247.7857666015625
2016-03-07,247.4427490234375
2016-03-08,242.2984619140625
2016-03-09,240.06924438476562
2016-03-10,233.8960723876953
2016-03-11,235.26779174804688
2016-03-14,233.7245635986328
2016-03-15,231.8382110595703
2016-03-16,231.66685485839844
2016-03-17,240.58364868164062
2016-03-18,245.7280731201172
2016-03-21,240.92662048339844
2016-03-22,238.18301391601562
2016-03-23,232.86721801757812
2016-03-24,232.69570922851562
2016-03-29,231.32386779785156
2016-03-30,236.63966369628906
2016-03-31,233.8960723876953
2016-04-01,227.20840454101562
2016-04-04,226.17953491210938
2016-04-05,223.6073455810547
2016-04-06,225.6650390625
2016-04-07,224.6361846923828
2016-04-08,228.7516632080078
2016-04-11,227.72279357910156
2016-04-12,225.49356079101562
2016-04-13,231.32386779785156
2016-04-14,230.46649169921875
2016-04-15,228.06576538085938
2016-04-18,228.2372589111328
2016-04-19,238.868896484375
2016-04-20,234.58192443847656
2016-04-21,237.32554626464844
2016-04-22,234.58192443847656
2016-04-25,230.8093719482422
2016-04-26,229.4376220703125
2016-04-27,230.8093719482422
2016-04-28,238.03662109375
2016-04-29,229.63331604003906
2016-05-03,220.20098876953125
2016-05-04,221.22996520996094
2016-05-05,216.08509826660156
2016-05-06,221.7445068359375
2016-05-09,220.20098876953125
2016-05-10,222.43043518066406
2016-05-11,225.8603973388672
2016-05-12,220.7155303955078
2016-05-13,222.9449462890625
2016-05-16,227.40386962890625
2016-05-17,227.74679565429688
2016-05-18,225.00291442871094
2016-05-19,217.62860107421875
2016-05-20,220.54400634765625
2016-05-23,217.8000946044922
2016-05-24,219.00048828125
2016-05-25,214.02716064453125
2016-05-26,214.5417022705078
2016-05-27,210.94024658203125
2016-05-31,212.31222534179688
2016-06-01,207.51028442382812
2016-06-02,208.1962127685547
2016-06-03,207.68179321289062
2016-06-06,210.082763671875
2016-06-07,208.02484130859375
2016-06-08,209.73974609375
2016-06-09,205.6238555908203
2016-06-10,206.99586486816406
2016-06-13,205.96678161621094
2016-06-14,205.7953643798828
2016-06-15,210.082763671875
2016-06-16,206.8243408203125
2016-06-17,210.94024658203125
2016-06-20,217.4570770263672
2016-06-21,216.42811584472656
2016-06-22,217.9715118408203
2016-06-23,221.05845642089844
2016-06-24,222.6019287109375
2016-06-27,223.63095092773438
2016-06-28,229.63331604003906
2016-06-29,241.6379852294922
2016-06-30,244.03895568847656
2016-07-01,244.03895568847656
2016-07-04,242.32403564453125
2016-07-05,243.86746215820312
2016-07-06,239.75155639648438
2016-07-07,249.86985778808594
2016-07-08,252.0993194580078
2016-07-11,248.32635498046875
2016-07-12,248.32635498046875
2016-07-13,256.0437316894531
2016-07-14,256.0437316894531
2016-07-15,255.3577423095703
2016-07-18,253.1282958984375
2016-07-19,253.64271545410156
2016-07-20,254.84320068359375
2016-07-21,255.18621826171875
2016-07-22,247.12586975097656
2016-07-25,246.26841735839844
2016-07-26,249.35533142089844
2016-07-27,251.07034301757812
2016-07-28,285.02655029296875
2016-07-29,271.306884765625
2016-08-01,271.4784240722656
2016-08-02,260.8456115722656
2016-08-03,257.58721923828125
2016-08-04,259.816650390625
2016-08-05,260.33111572265625
2016-08-08,259.4736328125
2016-08-09,261.8746337890625
2016-08-10,273.3648376464844
2016-08-11,274.0507507324219
2016-08-12,274.2223205566406
2016-08-15,273.0218200683594
2016-08-16,270.2779235839844
2016-08-17,268.3914489746094
2016-08-18,270.6208801269531
2016-08-19,271.64990234375
2016-08-22,269.0774230957031
2016-08-23,272.33587646484375
2016-08-24,270.44940185546875
2016-08-25,265.4759521484375
2016-08-26,269.0774230957031
2016-08-30,263.2464904785156
2016-08-31,264.10406494140625
2016-09-01,260.67413330078125
2016-09-02,268.734375
2016-09-05,268.5628967285156
2016-09-06,265.4759521484375
2016-09-07,263.0750732421875
2016-09-08,257.2441711425781
2016-09-09,248.84088134765625
2016-09-12,246.26841735839844
2016-09-13,246.782958984375
2016-09-14,249.01242065429688
2016-09-15,250.21279907226562
2016-09-16,249.52682495117188
2016-09-19,253.64271545410156
2016-09-20,251.41326904296875
2016-09-21,249.01242065429688
2016-09-22,251.41326904296875
2016-09-23,247.81192016601562
2016-09-26,244.21046447753906
2016-09-27,243.86746215820312
2016-09-28,246.09690856933594
2016-09-29,244.3819580078125
2016-09-30,246.954345703125
2016-10-03,252.956787109375
2016-10-04,260.8456115722656
2016-10-05,258.78753662109375
2016-10-06,260.67413330078125
2016-10-07,265.9904479980469
2016-10-10,269.4204406738281
2016-10-11,265.6474609375
2016-10-12,258.6162109375
2016-10-13,257.75860595703125
2016-10-14,262.217529296875
2016-10-17,265.304443359375
2016-10-18,261.01702880859375
2016-10-19,262.7320861816406
2016-10-20,262.74786376953125
2016-10-21,258.97467041015625
2016-10-24,255.8875274658203
2016-10-25,253.48646545410156
2016-10-26,252.62893676757812
2016-10-27,254.0010223388672
2016-10-28,251.9429473876953
2016-10-31,249.19879150390625
2016-11-01,249.0273895263672
2016-11-02,246.9691925048828
2016-11-03,242.68154907226562
2016-11-04,244.3966522216797
2016-11-07,248.3412628173828
2016-11-08,246.45472717285156
2016-11-09,260.003662109375
2016-11-10,264.2913818359375
2016-11-11,254.0010223388672
2016-11-14,255.8875274658203
2016-11-15,258.8031005859375
2016-11-16,253.3150177001953
2016-11-17,239.7659454345703
2016-11-18,225.5308837890625
2016-11-21,225.35948181152344
2016-11-22,226.3885040283203
2016-11-23,229.9900665283203
2016-11-24,230.67617797851562
2016-11-25,228.4466094970703
2016-11-28,230.67617797851562
2016-11-29,230.84759521484375
2016-11-30,232.04815673828125
2016-12-01,233.934814453125
2016-12-02,226.73146057128906
2016-12-05,228.27505493164062
2016-12-06,226.90298461914062
2016-12-07,230.67617797851562
2016-12-08,225.87396240234375
2016-12-09,229.132568359375
2016-12-12,223.3013153076172
2016-12-13,232.56271362304688
2016-12-14,229.81857299804688
2016-12-15,230.33311462402344
2016-12-16,231.53369140625
2016-12-19,230.84759521484375
2016-12-20,231.87661743164062
2016-12-21,234.96383666992188
2016-12-22,234.10621643066406
2016-12-23,233.4202117919922
2016-12-28,235.47828674316406
2016-12-29,232.56271362304688
2016-12-30,229.132568359375
2017-01-03,229.81857299804688
2017-01-04,228.9610595703125
2017-01-05,219.35667419433594
2017-01-06,223.12986755371094
2017-01-09,226.73146057128906
2017-01-10,228.9610595703125
2017-01-11,229.81857299804688
2017-01-12,232.2196502685547
2017-01-13,226.90298461914062
2017-01-16,228.103515625
2017-01-17,238.2224578857422
2017-01-18,237.87942504882812
2017-01-19,240.96653747558594
2017-01-20,236.16429138183594
2017-01-23,237.19342041015625
2017-01-24,233.4202117919922
2017-01-25,235.3067626953125
2017-01-26,237.3648681640625
2017-01-27,235.3067626953125
2017-01-30,226.3885040283203
2017-01-31,228.9610595703125
2017-02-01,229.132568359375
2017-02-02,231.19065856933594
2017-02-03,230.16162109375
2017-02-06,233.4202117919922
2017-02-07,240.280517578125
2017-02-08,246.9691925048828
2017-02-09,246.283203125
2017-02-10,251.25686645507812
2017-02-13,253.8295135498047
2017-02-14,243.71058654785156
2017-02-15,241.6525115966797
2017-02-16,237.87942504882812
2017-02-17,228.4466094970703
2017-02-20,242.85305786132812
2017-02-21,251.25686645507812
2017-02-22,257.77410888671875
2017-02-23,262.06170654296875
2017-02-24,261.890380859375
2017-02-27,263.433837890625
2017-02-28,269.9510498046875
2017-03-01,268.4075927734375
2017-03-02,266.34942626953125
2017-03-03,264.2913818359375
2017-03-06,260.6897888183594
2017-03-07,259.6607360839844
2017-03-08,256.91656494140625
2017-03-09,256.4021301269531
2017-03-10,258.8031005859375
2017-03-13,261.37579345703125
2017-03-14,263.09088134765625
2017-03-15,265.1490173339844
2017-03-16,265.6634216308594
2017-03-17,264.9774475097656
2017-03-20,265.8349609375
2017-03-21,266.86395263671875
2017-03-22,260.003662109375
2017-03-23,258.6317443847656
2017-03-24,259.48919677734375
2017-03-27,254.8585205078125
2017-03-28,258.460205078125
2017-03-29,260.3467712402344
2017-03-30,262.74786376953125
2017-03-31,258.6317443847656
2017-04-03,257.4311828613281
2017-04-04,262.91937255859375
2017-04-05,267.0355224609375
2017-04-06,268.9220275878906
2017-04-07,273.3812561035156
2017-04-10,273.3812561035156
2017-04-11,278.0119323730469
2017-04-12,284.8721923828125
2017-04-13,284.1861572265625
2017-04-18,279.7270202636719
2017-04-19,274.7533264160156
2017-04-20,276.12530517578125
2017-04-21,276.639892578125
2017-04-24,277.8404235839844
2017-04-25,278.6979064941406
2017-04-26,283.3286437988281
2017-04-27,277.49737548828125
2017-04-28,278.52642822265625
2017-05-02,282.47113037109375
2017-05-03,282.8140869140625
2017-05-04,278.6979064941406
2017-05-05,292.761474609375
2017-05-08,291.7323913574219
2017-05-09,305.2814025878906
2017-05-10,299.9646911621094
2017-05-11,298.9356689453125
2017-05-12,296.19158935546875
2017-05-15,292.9330139160156
2017-05-16,296.7060241699219
2017-05-17,288.98834228515625
2017-05-18,291.7323913574219
2017-05-19,291.9039306640625
2017-05-22,292.761474609375
2017-05-23,295.6770324707031
2017-05-24,293.1045227050781
2017-05-25,292.07550048828125
2017-05-26,299.4502258300781
2017-05-30,297.9066467285156
2017-05-31,297.563720703125
2017-06-01,303.7378845214844
2017-06-02,305.7959289550781
2017-06-05,306.824951171875
2017-06-06,306.6534729003906
2017-06-07,304.5954284667969
2017-06-08,304.5954284667969
2017-06-09,311.62725830078125
2017-06-12,305.9674987792969
2017-06-13,305.7959289550781
2017-06-14,307.3394470214844
2017-06-15,306.99652099609375
2017-06-16,311.2841796875
2017-06-19,317.1153564453125
2017-06-20,317.4584045410156
2017-06-21,319.8594665527344
2017-06-22,319.1734619140625
2017-06-23,323.1181335449219
2017-06-26,319.1459655761719
2017-06-27,318.3917541503906
2017-06-28,312.1417236328125
2017-06-29,307.5110168457031
2017-06-30,305.6244201660156
2017-07-03,307.5110168457031
2017-07-04,307.68255615234375
2017-07-05,311.62725830078125
2017-07-06,314.0282287597656
2017-07-07,321.2315673828125
2017-07-10,319.6880187988281
2017-07-11,316.4293518066406
2017-07-12,318.8304443359375
2017-07-13,317.62994384765625
2017-07-14,313.685302734375
2017-07-17,314.19976806640625
2017-07-18,314.19976806640625
2017-07-19,316.94390869140625
2017-07-20,314.3713073730469
2017-07-21,316.2578125
2017-07-24,317.2868957519531
2017-07-25,317.2868957519531
2017-07-26,315.91485595703125
2017-07-27,319.51641845703125
2017-07-28,318.6589660644531
2017-07-31,304.5954284667969
2017-08-01,335.8095703125
2017-08-02,323.461181640625
2017-08-03,327.5773010253906
2017-08-04,329.97833251953125
2017-08-07,328.2633056640625
2017-08-08,325.8621826171875
2017-08-09,322.6036071777344
2017-08-10,315.2287902832031
2017-08-11,312.1417236328125
2017-08-14,309.9121398925781
2017-08-15,312.1417236328125
2017-08-16,313.17071533203125
2017-08-17,312.65625
2017-08-18,309.0545959472656
2017-08-21,309.39764404296875
2017-08-22,314.5428161621094
2017-08-23,314.5428161621094
2017-08-24,312.1417236328125
2017-08-25,310.941162109375
2017-08-29,307.68255615234375
2017-08-30,311.97015380859375
2017-08-31,313.5137939453125
2017-09-01,315.57177734375
2017-09-04,312.65625
2017-09-05,308.8830261230469
2017-09-06,305.9674987792969
2017-09-07,303.22332763671875
2017-09-08,305.9674987792969
2017-09-11,309.39764404296875
2017-09-12,308.7115173339844
2017-09-13,309.7405700683594
2017-09-14,309.56903076171875
2017-09-15,303.7378845214844
2017-09-18,305.1099853515625
2017-09-19,307.5110168457031
2017-09-20,308.8830261230469
2017-09-21,303.909423828125
2017-09-22,305.9674987792969
2017-09-25,303.0517883300781
2017-09-26,299.62176513671875
2017-09-27,295.5055236816406
2017-09-28,303.22332763671875
2017-09-29,304.2524108886719
2017-10-02,309.7405700683594
2017-10-03,315.91485595703125
2017-10-04,317.2868957519531
2017-10-05,315.91485595703125
2017-10-06,315.40032958984375
2017-10-09,315.40032958984375
2017-10-10,312.82769775390625
2017-10-11,312.4847412109375
2017-10-12,315.7433776855469
2017-10-13,313.17071533203125
2017-10-16,311.1126403808594
2017-10-17,311.2841796875
2017-10-18,319.00201416015625
2017-10-19,317.97296142578125
2017-10-20,317.62994384765625
2017-10-23,320.37396240234375
2017-10-24,321.2315673828125
2017-10-25,322.089111328125
2017-10-26,323.8200378417969
2017-10-27,330.8521423339844
2017-10-30,331.3666076660156
2017-10-31,333.767822265625
2017-11-01,329.3085021972656
2017-11-02,331.0236511230469
2017-11-03,335.1400146484375
2017-11-06,336.51202392578125
2017-11-07,334.79693603515625
2017-11-08,329.1369323730469
2017-11-09,322.1048583984375
2017-11-10,318.3314514160156
2017-11-13,311.1278991699219
2017-11-14,310.2703552246094
2017-11-15,311.1278991699219
2017-11-16,307.6976318359375
2017-11-17,304.9533996582031
2017-11-20,307.6976318359375
2017-11-21,305.639404296875
2017-11-22,304.9533996582031
2017-11-23,305.4678955078125
2017-11-24,304.0958251953125
2017-11-27,302.72369384765625
2017-11-28,298.43585205078125
2017-11-29,295.34857177734375
2017-11-30,293.9764099121094
2017-12-01,287.4588623046875
2017-12-04,288.31640625
2017-12-05,289.860107421875
2017-12-06,288.31640625
2017-12-07,289.3455505371094
2017-12-08,287.6304016113281
2017-12-11,284.7145690917969
2017-12-12,286.7728271484375
2017-12-13,287.2873229980469
2017-12-14,282.3133850097656
2017-12-15,285.0576477050781
2017-12-18,293.4617919921875
2017-12-19,295.6915283203125
2017-12-20,292.9473571777344
2017-12-21,292.60430908203125
2017-12-22,294.8340148925781
2017-12-27,291.4036560058594
2017-12-28,290.3746032714844
2017-12-29,290.54608154296875
2018-01-02,288.9681396484375
2018-01-03,291.98681640625
2018-01-04,294.7311096191406
2018-01-05,296.3776550292969
2018-01-08,297.9555358886719
2018-01-09,297.33807373046875
2018-01-10,287.8019104003906
2018-01-11,290.6146545410156
2018-01-12,295.2799072265625
2018-01-15,293.4961853027344
2018-01-16,292.8100891113281
2018-01-17,308.7266540527344
2018-01-18,303.0323486328125
2018-01-19,306.2568664550781
2018-01-22,300.3567810058594
2018-01-23,300.76837158203125
2018-01-24,295.5544128417969
2018-01-25,289.5169982910156
2018-01-26,293.5647888183594
2018-01-29,295.6915283203125
2018-01-30,294.7997131347656
2018-01-31,299.1218566894531
2018-02-01,299.1218566894531
2018-02-02,296.7205810546875
2018-02-05,288.1448974609375
2018-02-06,281.2843322753906
2018-02-07,284.165771484375
2018-02-08,282.9994812011719
2018-02-09,279.2261962890625
2018-02-12,283.13671875
2018-02-13,283.7541809082031
2018-02-14,281.4901428222656
2018-02-15,288.2135314941406
2018-02-16,285.46923828125
2018-02-19,284.5087585449219
2018-02-20,288.3507080078125
2018-02-21,289.44842529296875
2018-02-22,288.0077209472656
2018-02-23,287.0472106933594
2018-02-26,291.50665283203125
2018-02-27,292.3984680175781
2018-02-28,288.0077209472656
2018-03-01,284.0285339355469
2018-03-02,280.3924560546875
2018-03-05,281.0785217285156
2018-03-06,284.37158203125
2018-03-07,316.9594421386719
2018-03-08,316.2047424316406
2018-03-09,317.576904296875
2018-03-12,312.50006103515625
2018-03-13,309.8930358886719
2018-03-14,309.7557373046875
2018-03-15,312.0197448730469
2018-03-16,309.2755432128906
2018-03-19,306.1195983886719
2018-03-20,309.8930358886719
2018-03-21,306.0510559082031
2018-03-22,302.4149475097656
2018-03-23,295.4171447753906
2018-03-26,297.6125793457031
2018-03-27,299.9450988769531
2018-03-28,299.3962097167969
2018-03-29,298.9845886230469
2018-04-03,293.1531982421875
2018-04-04,287.4588623046875
2018-04-05,296.58349609375
2018-04-06,297.74969482421875
2018-04-09,301.45452880859375
2018-04-10,304.19873046875
2018-04-11,303.7870788574219
2018-04-12,302.27777099609375
2018-04-13,297.33807373046875
2018-04-16,301.1114196777344
2018-04-17,295.2113342285156
2018-04-18,298.3671569824219
2018-04-19,300.76837158203125
2018-04-20,297.1322326660156
2018-04-23,292.3984680175781
2018-04-24,292.60430908203125
2018-04-25,289.03680419921875
2018-04-26,288.99249267578125
2018-04-27,287.9633483886719
2018-04-30,288.169189453125
2018-05-01,287.826171875
2018-05-02,287.0714111328125
2018-05-03,284.7385559082031
2018-05-04,286.7283020019531
2018-05-08,289.1983642578125
2018-05-09,284.7385559082031
2018-05-10,282.8860778808594
2018-05-11,286.7969970703125
2018-05-14,283.2291564941406
2018-05-15,288.4436950683594
2018-05-16,288.169189453125
2018-05-17,288.0320129394531
2018-05-18,294.0697937011719
2018-05-21,295.7164611816406
2018-05-22,296.74560546875
2018-05-23,292.21728515625
2018-05-24,291.3939208984375
2018-05-25,289.33563232421875
2018-05-29,283.7093811035156
2018-05-30,281.994140625
2018-05-31,282.8860778808594
2018-06-01,287.1399841308594
2018-06-04,287.8947448730469
2018-06-05,285.7678527832031
2018-06-06,284.3955383300781
2018-06-07,286.3166809082031
2018-06-08,286.5911560058594
2018-06-11,285.69915771484375
2018-06-12,288.6495056152344
2018-06-13,284.25830078125
2018-06-14,302.8520812988281
2018-06-15,325.9056091308594
2018-06-18,318.1524963378906
2018-06-19,314.4474792480469
2018-06-20,318.0838928222656
2018-06-21,317.6722412109375
2018-06-22,322.543701171875
2018-06-25,314.2416687011719
2018-06-26,319.04449462890625
2018-06-27,329.7479248046875
2018-06-28,329.198974609375
2018-06-29,339.0105285644531
2018-07-02,334.48211669921875
2018-07-03,335.71710205078125
2018-07-04,334.41351318359375
2018-07-05,338.1185302734375
2018-07-06,338.1185302734375
2018-07-09,339.3535461425781
2018-07-10,341.0688781738281
2018-07-11,336.609130859375
2018-07-12,339.9710388183594
2018-07-13,339.9024353027344
2018-07-16,336.0347900390625
2018-07-17,337.1579284667969
2018-07-18,338.8733215332031
2018-07-19,341.34326171875
2018-07-20,339.6280517578125
2018-07-23,337.1579284667969
2018-07-24,339.0791015625
2018-07-25,339.4908142089844
2018-07-26,341.34326171875
2018-07-27,341.0002136230469
2018-07-30,339.6966247558594
2018-07-31,339.9710388183594
2018-08-01,338.8733215332031
2018-08-02,362.95599365234375
2018-08-03,375.3061218261719
2018-08-06,371.0177917480469
2018-08-07,371.7040100097656
2018-08-08,373.5908203125
2018-08-09,371.87548828125
2018-08-10,358.1531066894531
2018-08-13,355.75177001953125
2018-08-14,354.551025390625
2018-08-15,344.77392578125
2018-08-16,348.20452880859375
2018-08-17,351.1205139160156
2018-08-20,353.17877197265625
2018-08-21,351.1205139160156
2018-08-22,348.5474853515625
2018-08-23,345.4599914550781
2018-08-24,346.4891052246094
2018-08-28,346.83221435546875
2018-08-29,348.5474853515625
2018-08-30,348.71905517578125
2018-08-31,344.77392578125
2018-09-03,346.3175964355469
2018-09-04,343.05853271484375
2018-09-05,331.60040283203125
2018-09-06,334.2076721191406
2018-09-07,332.7668762207031
2018-09-10,333.86456298828125
2018-09-11,334.48211669921875
2018-09-12,330.8457336425781
2018-09-13,327.6209411621094
2018-09-14,336.609130859375
2018-09-17,337.1579284667969
2018-09-18,335.6485290527344
2018-09-19,338.94189453125
2018-09-20,341.54913330078125
2018-09-21,340.3827209472656
2018-09-24,342.1666259765625
2018-09-25,339.4908142089844
2018-09-26,339.7651672363281
2018-09-27,331.39453125
2018-09-28,338.73602294921875
2018-10-01,337.43243408203125
2018-10-02,337.5010070800781
2018-10-03,337.295166015625
2018-10-04,332.2179260253906
2018-10-05,329.40484619140625
2018-10-08,316.29998779296875
2018-10-09,318.975830078125
2018-10-10,304.0185241699219
2018-10-11,299.0097961425781
2018-10-12,300.4507751464844
2018-10-15,297.2945556640625
2018-10-16,307.998046875
2018-10-17,306.07684326171875
2018-10-18,299.6272888183594
2018-10-19,299.1470642089844
2018-10-22,295.16766357421875
2018-10-23,288.6495056152344
2018-10-24,288.169189453125
2018-10-25,299.1634521484375
2018-10-26,293.3312072753906
2018-10-29,285.2345275878906
2018-10-30,281.3234558105469
2018-10-31,287.8419189453125
2018-11-01,287.43023681640625
2018-11-02,286.1264953613281
2018-11-05,282.3526611328125
2018-11-06,284.2052917480469
2018-11-07,287.6360778808594
2018-11-08,285.920654296875
2018-11-09,279.40216064453125
2018-11-12,281.46063232421875
2018-11-13,281.73516845703125
2018-11-14,277.2064208984375
2018-11-15,277.7554016113281
2018-11-16,275.90283203125
2018-11-19,273.36407470703125
2018-11-20,269.31573486328125
2018-11-21,279.40216064453125
2018-11-22,274.3246154785156
2018-11-23,278.7160339355469
2018-11-26,288.04779052734375
2018-11-27,286.8127136230469
2018-11-28,285.2345275878906
2018-11-29,290.7923583984375
2018-11-30,291.4784851074219
2018-12-03,302.9373474121094
2018-12-04,294.0173034667969
2018-12-05,284.5483093261719
2018-12-06,272.8150939941406
2018-12-07,270.48223876953125
2018-12-10,260.4643249511719
2018-12-11,267.8748474121094
2018-12-12,279.95111083984375
2018-12-13,280.63726806640625
2018-12-14,277.41229248046875
2018-12-17,277.13787841796875
2018-12-18,278.30438232421875
2018-12-19,281.529296875
2018-12-20,275.7655334472656
2018-12-21,277.8926696777344
2018-12-24,274.8049621582031
2018-12-27,277.48101806640625
2018-12-28,280.5000915527344
2018-12-31,284.754150390625
2019-01-02,277.6868591308594
2019-01-03,270.4135437011719
2019-01-04,283.3132629394531
2019-01-07,277.7554016113281
2019-01-08,291.6157531738281
2019-01-09,296.6932678222656
2019-01-10,294.9779357910156
2019-01-11,298.82037353515625
2019-01-14,296.2130126953125
2019-01-15,303.9665832519531
2019-01-16,303.9665832519531
2019-01-17,296.41888427734375
2019-01-18,307.12286376953125
2019-01-21,308.76959228515625
2019-01-22,305.4075012207031
2019-01-23,299.6437072753906
2019-01-24,299.5065612792969
2019-01-25,298.065673828125
2019-01-28,294.42901611328125
2019-01-29,298.9576110839844
2019-01-30,304.0351867675781
2019-01-31,303.4176330566406
2019-02-01,308.76959228515625
2019-02-04,308.08349609375
2019-02-05,313.915771484375
2019-02-06,312.0631408691406
2019-02-07,309.730224609375
2019-02-08,309.31854248046875
2019-02-11,313.70989990234375
2019-02-12,313.43548583984375
2019-02-13,323.0416564941406
2019-02-14,325.51177978515625
2019-02-15,333.26531982421875
2019-02-18,333.4711608886719
2019-02-19,334.43182373046875
2019-02-20,339.0976867675781
2019-02-21,336.7646789550781
2019-02-22,336.8333435058594
2019-02-25,335.3924255371094
2019-02-26,334.843505859375
2019-02-27,337.1763916015625
2019-02-28,327.6388854980469
2019-03-01,310.48504638671875
2019-03-04,307.12286376953125
2019-03-05,313.2296142578125
2019-03-06,308.76959228515625
2019-03-07,308.76959228515625
2019-03-08,302.5256652832031
2019-03-11,303.7607116699219
2019-03-12,304.3782958984375
2019-03-13,305.06439208984375
2019-03-14,308.2893371582031
2019-03-15,307.9462585449219
2019-03-18,311.65142822265625
2019-03-19,315.219482421875
2019-03-20,316.1114501953125
2019-03-21,317.3465576171875
2019-03-22,310.1419677734375
2019-03-25,307.05426025390625
2019-03-26,305.8877258300781
2019-03-27,305.9563293457031
2019-03-28,308.6324768066406
2019-03-29,309.8675231933594
2019-04-01,314.6705627441406
2019-04-02,311.1711730957031
2019-04-03,312.20037841796875
2019-04-04,310.1419677734375
2019-04-05,317.96405029296875
2019-04-08,312.4748229980469
2019-04-09,308.3579406738281
2019-04-10,304.9958190917969
2019-04-11,301.90814208984375
2019-04-12,305.9563293457031
2019-04-15,305.6819152832031
2019-04-16,309.18133544921875
2019-04-17,311.1711730957031
2019-04-18,311.44561767578125
2019-04-23,313.98443603515625
2019-04-24,316.385986328125
2019-04-25,318.0572509765625
2019-04-26,314.2830810546875
2019-04-29,316.6162109375
2019-04-30,313.8027648925781
2019-05-01,314.2144775390625
2019-05-02,316.13580322265625
2019-05-03,320.527587890625
2019-05-07,313.1164855957031
2019-05-08,313.73406982421875
2019-05-09,313.5282287597656
2019-05-10,315.1750793457031
2019-05-13,308.03863525390625
