Date,GRIM.BA
2015-08-24,13.79071044921875
2015-08-25,13.79071044921875
2015-08-26,13.79071044921875
2015-08-27,14.221672058105469
2015-08-28,14.221672058105469
2015-08-31,14.868112564086914
2015-09-01,15.08359146118164
2015-09-02,15.08359146118164
2015-09-03,15.08359146118164
2015-09-04,15.08359146118164
2015-09-07,14.997397422790527
2015-09-08,15.169779777526855
2015-09-09,15.169779777526855
2015-09-10,14.738821983337402
2015-09-11,14.652630805969238
2015-09-14,13.920000076293945
2015-09-15,13.79071044921875
2015-09-16,13.876903533935547
2015-09-17,14.221672058105469
2015-09-18,14.221672058105469
2015-09-21,14.221672058105469
2015-09-22,13.35975170135498
2015-09-23,13.35975170135498
2015-09-24,12.928790092468262
2015-09-25,13.79071044921875
2015-09-28,13.79071044921875
2015-09-29,13.144270896911621
2015-09-30,13.144270896911621
2015-10-01,13.144270896911621
2015-10-02,13.144270896911621
2015-10-05,13.144270896911621
2015-10-06,13.618329048156738
2015-10-07,13.618329048156738
2015-10-08,13.704520225524902
2015-10-09,13.876903533935547
2015-10-13,13.79071044921875
2015-10-14,13.79071044921875
2015-10-15,13.79071044921875
2015-10-16,13.79071044921875
2015-10-19,14.221672058105469
2015-10-20,14.307862281799316
2015-10-21,14.307862281799316
2015-10-22,14.307862281799316
2015-10-23,14.39405632019043
2015-10-26,14.221672058105469
2015-10-27,14.221672058105469
2015-10-28,14.135478973388672
2015-10-29,14.652630805969238
2015-10-30,15.342164039611816
2015-11-02,15.342164039611816
2015-11-03,15.94550895690918
2015-11-04,16.3764705657959
2015-11-05,16.807430267333984
2015-11-09,17.238388061523438
2015-11-10,17.238388061523438
2015-11-11,17.669349670410156
2015-11-12,19.393184661865234
2015-11-13,20.255111694335938
2015-11-16,20.599876403808594
2015-11-17,20.642972946166992
2015-11-18,19.737953186035156
2015-11-19,20.599876403808594
2015-11-20,21.547983169555664
2015-11-24,20.686065673828125
2015-11-25,20.96929168701172
2015-11-26,21.012439727783203
2015-11-27,21.012439727783203
2015-11-30,20.710411071777344
2015-12-01,21.57334327697754
2015-12-02,19.84747886657715
2015-12-03,19.84747886657715
2015-12-04,18.55307960510254
2015-12-09,18.337345123291016
2015-12-10,18.380489349365234
2015-12-11,18.55307960510254
2015-12-14,18.55307960510254
2015-12-15,19.588598251342773
2015-12-16,18.380489349365234
2015-12-17,18.984540939331055
2015-12-18,18.121606826782227
2015-12-21,18.121606826782227
2015-12-22,17.69014549255371
2015-12-23,18.55307960510254
2015-12-28,18.55307960510254
2015-12-29,18.55307960510254
2015-12-30,19.41600799560547
2016-01-04,19.41600799560547
2016-01-05,18.121606826782227
2016-01-06,19.84747886657715
2016-01-07,19.84747886657715
2016-01-08,19.84747886657715
2016-01-11,17.862733840942383
2016-01-12,18.121606826782227
2016-01-13,18.121606826782227
2016-01-14,18.121606826782227
2016-01-15,17.258676528930664
2016-01-18,16.654621124267578
2016-01-19,16.568328857421875
2016-01-20,15.964275360107422
2016-01-21,15.964275360107422
2016-01-22,16.827211380004883
2016-01-25,16.39574432373047
2016-01-26,17.258676528930664
2016-01-27,18.121606826782227
2016-01-28,18.121606826782227
2016-01-29,18.121606826782227
2016-02-01,18.121606826782227
2016-02-02,17.69014549255371
2016-02-03,17.69014549255371
2016-02-04,17.69014549255371
2016-02-05,17.086090087890625
2016-02-10,18.121606826782227
2016-02-11,18.984540939331055
2016-02-12,18.984540939331055
2016-02-15,18.984540939331055
2016-02-16,18.509933471679688
2016-02-17,18.466785430908203
2016-02-18,18.423635482788086
2016-02-19,18.466785430908203
2016-02-22,18.984540939331055
2016-02-23,18.984540939331055
2016-02-24,18.984540939331055
2016-02-25,18.984540939331055
2016-02-26,19.502304077148438
2016-02-29,19.502304077148438
2016-03-01,19.84747886657715
2016-03-02,18.55307960510254
2016-03-03,20.278949737548828
2016-03-04,20.278949737548828
2016-03-07,20.278949737548828
2016-03-08,20.278949737548828
2016-03-09,20.278949737548828
2016-03-10,20.882997512817383
2016-03-11,20.278949737548828
2016-03-14,20.10635757446289
2016-03-15,20.40838623046875
2016-03-16,19.84747886657715
