Date,GRAPHITE.NS
2015-08-21,55.092464447021484
2015-08-24,51.21699905395508
2015-08-25,50.30511474609375
2015-08-26,50.98902130126953
2015-08-27,51.862911224365234
2015-08-28,51.93889617919922
2015-08-31,52.394832611083984
2015-09-01,52.622806549072266
2015-09-02,52.7747802734375
2015-09-03,53.19272994995117
2015-09-04,54.94049072265625
2015-09-07,54.48455047607422
2015-09-08,54.750526428222656
2015-09-09,54.902496337890625
2015-09-10,55.054466247558594
2015-09-11,54.86450958251953
2015-09-14,54.218589782714844
2015-09-15,54.902496337890625
2015-09-16,54.67452621459961
2015-09-18,54.37057113647461
2015-09-21,54.71251678466797
2015-09-22,53.57267379760742
2015-09-23,53.15473175048828
2015-09-24,52.888771057128906
2015-09-28,51.74891662597656
2015-09-29,51.2549934387207
2015-09-30,51.634925842285156
2015-10-01,51.52096176147461
2015-10-05,51.634925842285156
2015-10-06,51.48296356201172
2015-10-07,53.34470748901367
2015-10-08,62.23550033569336
2015-10-09,58.81595993041992
2015-10-12,56.87821960449219
2015-10-13,57.03020477294922
2015-10-14,58.891944885253906
2015-10-15,58.587982177734375
2015-10-16,58.51199722290039
2015-10-19,59.8038215637207
2015-10-20,58.55000305175781
2015-10-21,57.82809829711914
2015-10-23,57.52413558959961
2015-10-26,56.76424026489258
2015-10-27,56.34629821777344
2015-10-28,55.43442153930664
2015-10-29,55.282447814941406
2015-10-30,55.24443817138672
2015-11-02,54.560543060302734
2015-11-03,54.446556091308594
2015-11-04,53.95262908935547
2015-11-05,53.91463088989258
2015-11-06,53.57267379760742
2015-11-09,56.650264739990234
2015-11-10,54.82651138305664
2015-11-13,55.20645523071289
2015-11-16,54.52254867553711
2015-11-17,57.41016387939453
2015-11-18,56.612266540527344
2015-11-19,57.63812255859375
2015-11-20,56.76424026489258
2015-11-23,56.34629821777344
2015-11-24,56.2323112487793
2015-11-26,56.612266540527344
2015-11-27,56.68824768066406
2015-11-30,56.27030563354492
2015-12-01,57.06818771362305
2015-12-02,59.11991882324219
2015-12-03,58.47401428222656
2015-12-04,57.52413558959961
2015-12-07,57.29616928100586
2015-12-08,56.38429260253906
2015-12-09,55.358428955078125
2015-12-10,55.548397064208984
2015-12-11,55.548397064208984
2015-12-14,56.00434112548828
2015-12-15,56.422279357910156
2015-12-16,56.46028137207031
2015-12-17,56.76424026489258
2015-12-18,58.77796936035156
2015-12-21,60.563720703125
2015-12-22,61.6275749206543
2015-12-23,61.01966094970703
2015-12-24,60.25975799560547
2015-12-28,60.335758209228516
2015-12-29,61.43760299682617
2015-12-30,63.64129638671875
2015-12-31,65.35106658935547
2016-01-01,65.46504211425781
2016-01-04,65.69302368164062
2016-01-05,65.35106658935547
2016-01-06,63.90725326538086
2016-01-07,62.38747024536133
2016-01-08,61.513587951660156
2016-01-11,60.867671966552734
2016-01-12,60.90566635131836
2016-01-13,58.7399787902832
2016-01-14,58.208038330078125
2016-01-15,56.84023666381836
2016-01-18,55.7763786315918
2016-01-19,56.84023666381836
2016-01-20,56.612266540527344
2016-01-21,56.57426452636719
2016-01-22,56.308292388916016
2016-01-25,58.208038330078125
2016-01-27,58.70197296142578
2016-01-28,56.536277770996094
2016-01-29,56.00434112548828
2016-02-01,56.15632247924805
2016-02-02,56.00434112548828
2016-02-03,54.71251678466797
2016-02-04,54.63653564453125
2016-02-05,55.320438385009766
2016-02-08,55.548397064208984
2016-02-09,55.62439727783203
2016-02-10,55.24443817138672
2016-02-11,52.888771057128906
2016-02-12,49.735198974609375
2016-02-15,50.91304016113281
2016-02-16,50.5330924987793
2016-02-17,49.469234466552734
2016-02-18,49.35525131225586
2016-02-19,49.469234466552734
2016-02-22,50.91304016113281
2016-02-23,49.88718032836914
2016-02-24,49.469234466552734
2016-02-25,50.039161682128906
2016-02-26,50.34312057495117
2016-02-29,50.2291374206543
2016-03-01,51.14100646972656
2016-03-02,51.862911224365234
2016-03-03,52.47083282470703
2016-03-04,52.09088897705078
2016-03-08,52.50882339477539
2016-03-09,52.20486831665039
2016-03-10,53.19272994995117
2016-03-11,52.73679733276367
2016-03-14,52.69879913330078
2016-03-15,52.54681396484375
2016-03-16,52.73679733276367
