Date,ALFA.ST
2016-06-30,112.48003387451172
2016-07-01,115.0363998413086
2016-07-04,112.48003387451172
2016-07-05,109.58283233642578
2016-07-06,108.47505950927734
2016-07-07,109.92367553710938
2016-07-08,112.0539779663086
2016-07-11,114.61033630371094
2016-07-12,114.86598205566406
2016-07-13,115.12162780761719
2016-07-14,116.65544128417969
2016-07-15,118.44487762451172
2016-07-18,110.17931365966797
2016-07-19,110.34974670410156
2016-07-20,111.88355255126953
2016-07-21,111.79834747314453
2016-07-22,112.22440338134766
2016-07-25,112.48003387451172
2016-07-26,112.73567199707031
2016-07-27,115.12162780761719
2016-07-28,115.54768371582031
2016-07-29,114.9511947631836
2016-08-01,114.61033630371094
2016-08-02,111.79834747314453
2016-08-03,111.37227630615234
2016-08-04,111.96875762939453
2016-08-05,112.48003387451172
2016-08-08,112.56526184082031
2016-08-09,117.50755310058594
2016-08-10,116.74065399169922
2016-08-11,116.82587432861328
2016-08-12,116.82587432861328
2016-08-15,118.0188217163086
2016-08-16,117.42234802246094
2016-08-17,115.63288116455078
2016-08-18,117.08148956298828
2016-08-19,116.3145980834961
2016-08-22,115.37725830078125
2016-08-23,117.08148956298828
2016-08-24,116.74065399169922
2016-08-25,115.71810150146484
2016-08-26,116.74065399169922
2016-08-29,116.48500061035156
2016-08-30,114.86598205566406
2016-08-31,113.3321533203125
2016-09-01,112.73567199707031
2016-09-02,114.09906768798828
2016-09-05,114.695556640625
2016-09-06,114.09906768798828
2016-09-07,114.18429565429688
2016-09-08,114.86598205566406
2016-09-09,113.3321533203125
2016-09-12,112.9061050415039
2016-09-13,115.0363998413086
2016-09-14,115.29204559326172
2016-09-15,116.65544128417969
2016-09-16,115.8885269165039
2016-09-19,117.67798614501953
2016-09-20,114.26949310302734
2016-09-21,115.0363998413086
2016-09-22,118.44487762451172
2016-09-23,116.05894470214844
2016-09-26,114.9511947631836
2016-09-27,114.35469818115234
2016-09-28,114.35469818115234
2016-09-29,115.97374725341797
2016-09-30,114.61033630371094
2016-10-03,114.26949310302734
2016-10-04,116.65544128417969
2016-10-05,116.57022094726562
2016-10-06,115.71810150146484
2016-10-07,115.0363998413086
2016-10-10,116.74065399169922
2016-10-11,116.48500061035156
2016-10-12,116.2293701171875
2016-10-13,115.71810150146484
2016-10-14,115.0363998413086
2016-10-17,114.18429565429688
2016-10-18,113.75823211669922
2016-10-19,112.9061050415039
2016-10-20,112.65046691894531
2016-10-21,113.58780670166016
2016-10-24,112.99132537841797
2016-10-25,108.38985443115234
2016-10-26,109.15677642822266
2016-10-27,108.21944427490234
2016-10-28,111.37227630615234
2016-10-31,110.60538482666016
2016-11-01,109.75325012207031
2016-11-02,109.07154846191406
2016-11-03,109.49761199951172
2016-11-04,107.87857818603516
2016-11-07,110.69058227539062
2016-11-08,110.34974670410156
2016-11-09,111.28707885742188
2016-11-10,112.82087707519531
2016-11-11,111.96875762939453
2016-11-14,112.65046691894531
2016-11-15,114.52513885498047
2016-11-16,113.24694061279297
2016-11-17,113.92863464355469
2016-11-18,114.695556640625
2016-11-21,114.695556640625
2016-11-22,115.97374725341797
2016-11-23,118.95618438720703
2016-11-24,118.87094116210938
2016-11-25,121.00125122070312
2016-11-28,118.78572082519531
2016-11-29,117.76319885253906
2016-11-30,117.93360137939453
2016-12-01,118.44487762451172
2016-12-02,117.67798614501953
2016-12-05,118.44487762451172
2016-12-06,119.29701232910156
2016-12-07,119.29701232910156
2016-12-08,121.42732238769531
2016-12-09,123.72803497314453
2016-12-12,125.51750183105469
2016-12-13,125.34707641601562
2016-12-14,126.19918823242188
2016-12-15,129.35203552246094
2016-12-16,127.05130767822266
2016-12-19,126.19918823242188
2016-12-20,126.02877807617188
2016-12-21,129.266845703125
2016-12-22,128.4999237060547
2016-12-23,129.60769653320312
2016-12-27,130.54502868652344
2016-12-28,130.63023376464844
2016-12-29,129.5224609375
2016-12-30,128.4999237060547
2017-01-02,131.3119354248047
2017-01-03,132.419677734375
2017-01-04,131.99359130859375
2017-01-05,130.54502868652344
2017-01-09,130.63023376464844
2017-01-10,131.99359130859375
2017-01-11,133.6126708984375
2017-01-12,132.33447265625
2017-01-13,133.6978759765625
2017-01-16,131.7379913330078
2017-01-17,131.05628967285156
2017-01-18,132.16403198242188
2017-01-19,132.50489807128906
2017-01-20,132.419677734375
2017-01-23,131.48236083984375
2017-01-24,132.84573364257812
2017-01-25,133.18658447265625
2017-01-26,132.84573364257812
2017-01-27,131.99359130859375
2017-01-30,130.03375244140625
2017-01-31,139.0662384033203
2017-02-01,139.32186889648438
2017-02-02,142.55990600585938
2017-02-03,142.55990600585938
2017-02-06,141.36695861816406
2017-02-07,142.9860076904297
2017-02-08,140.2592010498047
2017-02-09,140.51483154296875
2017-02-10,141.28175354003906
2017-02-13,141.7078094482422
2017-02-14,140.68527221679688
2017-02-15,140.60006713867188
2017-02-16,140.68527221679688
2017-02-17,139.0662384033203
2017-02-20,140.08877563476562
2017-02-21,140.60006713867188
2017-02-22,139.66270446777344
2017-02-23,139.40707397460938
2017-02-24,138.8105926513672
2017-02-27,138.29934692382812
2017-02-28,139.2366485595703
2017-03-01,141.45217895507812
2017-03-02,140.85568237304688
2017-03-03,139.49224853515625
2017-03-06,138.8105926513672
2017-03-07,140.85568237304688
2017-03-08,140.51483154296875
2017-03-09,139.57749938964844
2017-03-10,138.8957977294922
2017-03-13,139.0662384033203
2017-03-14,137.87327575683594
2017-03-15,139.83314514160156
2017-03-16,140.3444061279297
2017-03-17,140.2592010498047
2017-03-20,140.60006713867188
2017-03-21,140.00357055664062
2017-03-22,138.9810333251953
2017-03-23,141.62258911132812
2017-03-24,141.62258911132812
2017-03-27,138.9810333251953
2017-03-28,141.62258911132812
2017-03-29,142.47471618652344
2017-03-30,143.49725341796875
2017-03-31,144.09373474121094
2017-04-03,142.64512634277344
2017-04-04,142.64512634277344
2017-04-05,146.5648956298828
2017-04-06,146.5648956298828
2017-04-07,149.03602600097656
2017-04-10,149.5473175048828
2017-04-11,149.5473175048828
2017-04-12,149.46209716796875
2017-04-13,148.52479553222656
2017-04-18,147.9282989501953
2017-04-19,147.5022430419922
2017-04-20,149.12124633789062
2017-04-21,149.71775817871094
2017-04-24,152.0184783935547
2017-04-25,154.14877319335938
2017-04-26,152.1036834716797
2017-04-27,153.63128662109375
2017-04-28,158.60684204101562
2017-05-02,160.00347900390625
2017-05-03,158.2576904296875
2017-05-04,157.99581909179688
2017-05-05,157.12289428710938
2017-05-08,156.5118408203125
2017-05-09,156.6864471435547
2017-05-10,156.8610076904297
2017-05-11,156.59915161132812
2017-05-12,153.7185821533203
2017-05-15,154.8533477783203
2017-05-16,155.72625732421875
2017-05-17,151.18716430664062
2017-05-18,149.26675415039062
2017-05-19,151.36170959472656
2017-05-22,150.57611083984375
2017-05-23,151.4490203857422
2017-05-24,152.23460388183594
2017-05-26,152.4092254638672
2017-05-29,151.7108917236328
2017-05-30,152.5837860107422
2017-05-31,152.7583465576172
2017-06-01,151.8854522705078
2017-06-02,152.32192993164062
2017-06-05,150.75067138671875
2017-06-06,150.75067138671875
2017-06-07,151.27442932128906
2017-06-08,150.48883056640625
2017-06-09,152.06004333496094
2017-06-12,150.22695922851562
2017-06-13,151.27442932128906
2017-06-14,150.66339111328125
2017-06-15,149.44131469726562
2017-06-16,153.36940002441406
2017-06-19,156.07542419433594
2017-06-20,153.54397583007812
2017-06-21,153.02024841308594
2017-06-22,158.9560089111328
2017-06-23,158.9560089111328
2017-06-26,158.9560089111328
2017-06-27,156.5118408203125
2017-06-28,155.11521911621094
2017-06-29,151.09986877441406
2017-06-30,150.48883056640625
2017-07-03,151.53631591796875
2017-07-04,151.36170959472656
2017-07-05,151.53631591796875
2017-07-06,151.7108917236328
2017-07-07,151.7108917236328
2017-07-10,156.16270446777344
2017-07-11,156.42457580566406
2017-07-12,160.78912353515625
2017-07-13,158.4322509765625
2017-07-14,159.65431213378906
2017-07-17,166.724853515625
2017-07-18,165.41549682617188
2017-07-19,165.85191345214844
2017-07-20,165.5028076171875
2017-07-21,163.669677734375
2017-07-24,160.70181274414062
2017-07-25,161.57472229003906
2017-07-26,162.01116943359375
2017-07-27,160.43994140625
2017-07-28,158.08309936523438
2017-07-31,157.4720458984375
2017-08-01,161.74929809570312
2017-08-02,161.57472229003906
2017-08-03,162.09844970703125
2017-08-04,164.1061553955078
2017-08-07,164.97903442382812
2017-08-08,165.32818603515625
2017-08-09,164.89175415039062
2017-08-10,163.23324584960938
2017-08-11,160.0907745361328
2017-08-14,162.27304077148438
2017-08-15,160.43994140625
2017-08-16,161.6619873046875
2017-08-17,160.0907745361328
2017-08-18,159.39247131347656
2017-08-21,158.78140258789062
2017-08-22,161.48741149902344
2017-08-23,160.0907745361328
2017-08-24,159.2178497314453
2017-08-25,159.56704711914062
2017-08-28,158.08309936523438
2017-08-29,155.72625732421875
2017-08-30,156.33729553222656
2017-08-31,157.12289428710938
2017-09-01,159.65431213378906
2017-09-04,158.69412231445312
2017-09-05,158.60684204101562
2017-09-06,158.17039489746094
2017-09-07,162.18577575683594
2017-09-08,162.88409423828125
2017-09-11,165.2409210205078
2017-09-12,165.85191345214844
2017-09-13,165.6773681640625
2017-09-14,166.2010955810547
2017-09-15,165.5028076171875
2017-09-18,167.85964965820312
2017-09-19,168.12149047851562
2017-09-20,168.29608154296875
2017-09-21,170.5656280517578
2017-09-22,171.43853759765625
2017-09-25,169.95462036132812
2017-09-26,170.82749938964844
2017-09-27,171.5258026123047
2017-09-28,173.35894775390625
2017-09-29,173.62078857421875
2017-10-02,174.14454650878906
2017-10-03,177.02513122558594
2017-10-04,176.23948669433594
2017-10-05,176.06494140625
2017-10-06,175.3666229248047
2017-10-09,175.5411834716797
2017-10-10,173.79539489746094
2017-10-11,175.5411834716797
2017-10-12,175.8030548095703
2017-10-13,177.02513122558594
2017-10-16,177.374267578125
2017-10-17,177.46157836914062
2017-10-18,178.07261657714844
2017-10-19,178.50906372070312
2017-10-20,178.8582305908203
2017-10-23,181.47695922851562
2017-10-24,179.294677734375
2017-10-25,178.159912109375
2017-10-26,181.47695922851562
2017-10-27,185.9287567138672
2017-10-30,184.0956573486328
2017-10-31,185.14315795898438
2017-11-01,184.70669555664062
2017-11-02,184.44483947753906
2017-11-03,186.71435546875
2017-11-06,186.71435546875
2017-11-07,186.4525146484375
2017-11-08,182.52444458007812
2017-11-09,178.2471923828125
2017-11-10,178.42178344726562
2017-11-13,178.68365478515625
2017-11-14,179.20741271972656
2017-11-15,177.72344970703125
2017-11-16,179.38197326660156
2017-11-17,181.56423950195312
2017-11-20,184.1829376220703
2017-11-21,184.44483947753906
2017-11-22,182.52444458007812
2017-11-23,178.5963592529297
2017-11-24,177.89804077148438
2017-11-27,178.159912109375
2017-11-28,177.72344970703125
2017-11-29,174.4937286376953
2017-11-30,172.66061401367188
2017-12-01,171.78770446777344
2017-12-04,174.14454650878906
2017-12-05,172.13685607910156
2017-12-06,170.5656280517578
2017-12-07,169.08169555664062
2017-12-08,168.03419494628906
2017-12-11,169.08169555664062
2017-12-12,169.6054229736328
2017-12-13,167.85964965820312
2017-12-14,167.94691467285156
2017-12-15,167.85964965820312
2017-12-18,170.82749938964844
2017-12-19,171.2639617919922
2017-12-20,171.61312866210938
2017-12-21,173.18434143066406
2017-12-22,172.2241668701172
2017-12-27,171.96229553222656
2017-12-28,170.5656280517578
2017-12-29,169.16900634765625
2018-01-02,168.38336181640625
2018-01-03,170.12918090820312
2018-01-04,173.35894775390625
2018-01-05,174.53733825683594
2018-01-08,175.7157745361328
2018-01-09,177.63613891601562
2018-01-10,177.72344970703125
2018-01-11,178.07261657714844
2018-01-12,179.9057159423828
2018-01-15,180.86590576171875
2018-01-16,181.65155029296875
2018-01-17,180.86590576171875
2018-01-18,180.51675415039062
2018-01-19,182.69900512695312
2018-01-22,182.9608917236328
2018-01-23,182.78628540039062
2018-01-24,181.12779235839844
2018-01-25,179.20741271972656
2018-01-26,179.9057159423828
2018-01-29,175.27932739257812
2018-01-30,179.6438446044922
2018-01-31,180.42942810058594
2018-02-01,185.0558624267578
2018-02-02,180.2548828125
2018-02-05,174.18820190429688
2018-02-06,170.60926818847656
2018-02-07,175.9776611328125
2018-02-08,171.43853759765625
2018-02-09,168.90711975097656
2018-02-12,171.61312866210938
2018-02-13,169.6054229736328
2018-02-14,170.65292358398438
2018-02-15,172.3551025390625
2018-02-16,172.79153442382812
2018-02-19,171.65676879882812
2018-02-20,176.06494140625
2018-02-21,174.66830444335938
2018-02-22,175.01744079589844
2018-02-23,174.75558471679688
2018-02-26,176.23948669433594
2018-02-27,175.89036560058594
2018-02-28,174.8428497314453
2018-03-01,171.35125732421875
2018-03-02,164.80447387695312
2018-03-05,166.2010955810547
2018-03-06,166.50662231445312
2018-03-07,167.59776306152344
2018-03-08,170.17282104492188
2018-03-09,172.13685607910156
2018-03-12,172.31143188476562
2018-03-13,170.26011657714844
2018-03-14,170.34738159179688
2018-03-15,172.70423889160156
2018-03-16,170.91477966308594
2018-03-19,169.212646484375
2018-03-20,171.43853759765625
2018-03-21,171.30760192871094
2018-03-22,168.4706573486328
2018-03-23,168.55796813964844
2018-03-26,166.68121337890625
2018-03-27,169.7363739013672
2018-03-28,168.95074462890625
2018-03-29,172.0932159423828
2018-04-03,169.99826049804688
2018-04-04,168.03419494628906
2018-04-05,173.35894775390625
2018-04-06,171.91864013671875
2018-04-09,171.2639617919922
2018-04-10,172.4860382080078
2018-04-11,170.52198791503906
2018-04-12,172.83517456054688
2018-04-13,176.4141082763672
2018-04-16,176.4141082763672
2018-04-17,180.16757202148438
2018-04-18,180.08030700683594
2018-04-19,181.47695922851562
2018-04-20,182.4371337890625
2018-04-23,194.04678344726562
2018-04-24,194.35826110839844
2018-04-25,191.68849182128906
2018-04-26,192.6674041748047
2018-04-27,194.0022735595703
2018-04-30,193.7353057861328
2018-05-02,198.1848907470703
2018-05-03,197.47296142578125
2018-05-04,199.341796875
2018-05-07,201.74456787109375
2018-05-08,204.23634338378906
2018-05-09,203.9693603515625
2018-05-11,202.27853393554688
2018-05-14,202.90147399902344
2018-05-15,203.2574462890625
2018-05-16,203.79139709472656
2018-05-17,205.3042449951172
2018-05-18,206.90609741210938
2018-05-21,207.35105895996094
2018-05-22,206.0161895751953
2018-05-23,200.49867248535156
2018-05-24,200.231689453125
2018-05-25,198.54086303710938
2018-05-28,198.54086303710938
2018-05-29,197.9179229736328
2018-05-30,196.4940643310547
2018-05-31,195.96009826660156
2018-06-01,199.69773864746094
2018-06-04,199.2528076171875
2018-06-05,199.2528076171875
2018-06-06,199.2528076171875
2018-06-07,198.62985229492188
2018-06-08,199.4307861328125
2018-06-11,199.2528076171875
2018-06-12,197.0279998779297
2018-06-13,198.71885681152344
2018-06-14,199.78675842285156
2018-06-15,198.62985229492188
2018-06-18,195.87110900878906
2018-06-19,193.20135498046875
2018-06-20,194.0022735595703
2018-06-21,191.2435302734375
2018-06-22,191.2435302734375
2018-06-25,187.2388916015625
2018-06-26,185.6370391845703
2018-06-27,189.1077117919922
2018-06-28,186.25999450683594
2018-06-29,189.19671630859375
2018-07-02,185.6370391845703
2018-07-03,188.0398406982422
2018-07-04,184.74713134765625
2018-07-05,184.2131805419922
2018-07-06,181.98837280273438
2018-07-09,185.0141143798828
2018-07-10,186.43798828125
2018-07-11,183.9461669921875
2018-07-12,186.5269775390625
2018-07-13,189.3747100830078
2018-07-16,204.59231567382812
2018-07-17,212.9575653076172
2018-07-18,213.5804901123047
2018-07-19,212.77957153320312
2018-07-20,212.9575653076172
2018-07-23,212.6905975341797
2018-07-24,213.6694793701172
2018-07-25,213.22454833984375
2018-07-26,217.05116271972656
2018-07-27,216.1612548828125
2018-07-30,216.78421020507812
2018-07-31,215.0933380126953
2018-08-01,216.96218872070312
2018-08-02,215.62728881835938
2018-08-03,216.69520568847656
2018-08-06,214.8263702392578
2018-08-07,216.60621643066406
2018-08-08,217.4071502685547
2018-08-09,218.29705810546875
2018-08-10,216.51722717285156
2018-08-13,215.62728881835938
2018-08-14,215.53831481933594
2018-08-15,207.9739990234375
2018-08-16,211.26670837402344
2018-08-17,212.1566162109375
2018-08-20,213.75848388671875
2018-08-21,212.77957153320312
2018-08-22,213.4025115966797
2018-08-23,213.6694793701172
2018-08-24,212.6905975341797
2018-08-27,214.02545166015625
2018-08-28,216.96218872070312
2018-08-29,219.45396423339844
2018-08-30,220.2548828125
2018-08-31,218.11911010742188
2018-09-03,215.53831481933594
2018-09-04,214.7373809814453
2018-09-05,214.47039794921875
2018-09-06,212.33460998535156
2018-09-07,208.41897583007812
2018-09-10,207.6180419921875
2018-09-11,209.04190063476562
2018-09-12,208.86390686035156
2018-09-13,208.77491760253906
2018-09-14,211.88966369628906
2018-09-17,210.64376831054688
2018-09-18,208.24098205566406
2018-09-19,210.4657745361328
2018-09-20,215.4493408203125
2018-09-21,220.78883361816406
2018-09-24,216.96218872070312
2018-09-25,216.69520568847656
2018-09-26,217.8520965576172
2018-09-27,218.3860626220703
2018-09-28,214.47039794921875
2018-10-01,215.71629333496094
2018-10-02,214.8263702392578
2018-10-03,219.80992126464844
2018-10-04,218.83099365234375
2018-10-05,218.7420196533203
2018-10-08,211.08872985839844
2018-10-09,213.3135223388672
2018-10-10,206.55014038085938
2018-10-11,199.87576293945312
2018-10-12,196.7610321044922
2018-10-15,195.87110900878906
2018-10-16,202.54550170898438
2018-10-17,204.50331115722656
2018-10-18,204.7703094482422
2018-10-19,199.07481384277344
2018-10-22,199.6087646484375
2018-10-23,192.04446411132812
2018-10-24,191.86647033691406
2018-10-25,202.6344757080078
2018-10-26,201.1216278076172
2018-10-29,203.07943725585938
2018-10-30,201.8335723876953
2018-10-31,207.9739990234375
2018-11-01,202.99046325683594
2018-11-02,206.9951171875
2018-11-05,201.47760009765625
2018-11-06,198.89683532714844
2018-11-07,196.4940643310547
2018-11-08,196.4940643310547
2018-11-09,194.71421813964844
2018-11-12,193.4683074951172
2018-11-13,188.0398406982422
2018-11-14,180.03054809570312
2018-11-15,178.78468322753906
2018-11-16,179.40762329101562
2018-11-19,176.2039031982422
2018-11-20,174.55755615234375
2018-11-21,175.13600158691406
2018-11-22,171.48733520507812
2018-11-23,171.39833068847656
2018-11-26,176.2039031982422
2018-11-27,169.70750427246094
2018-11-28,169.7519989013672
2018-11-29,172.55523681640625
2018-11-30,174.24607849121094
2018-12-03,176.96035766601562
2018-12-04,176.60438537597656
2018-12-05,173.93460083007812
2018-12-06,167.88316345214844
2018-12-07,170.19696044921875
2018-12-10,169.39602661132812
2018-12-11,173.53414916992188
2018-12-12,176.9158477783203
2018-12-13,175.49197387695312
2018-12-14,173.13368225097656
2018-12-17,172.33274841308594
2018-12-18,174.3795623779297
2018-12-19,174.4685516357422
2018-12-20,169.08453369140625
2018-12-21,167.74969482421875
2018-12-27,168.06117248535156
2018-12-28,168.77305603027344
2019-01-02,167.48269653320312
2019-01-03,164.01202392578125
2019-01-04,170.90890502929688
2019-01-07,172.7332305908203
2019-01-08,175.09149169921875
2019-01-09,175.5809783935547
2019-01-10,175.5364532470703
2019-01-11,176.07040405273438
2019-01-14,172.77772521972656
2019-01-15,173.80111694335938
2019-01-16,173.04469299316406
2019-01-17,175.2694854736328
2019-01-18,179.22962951660156
2019-01-21,176.2484130859375
2019-01-22,174.55755615234375
2019-01-23,173.75665283203125
2019-01-24,174.780029296875
2019-01-25,178.1617431640625
2019-01-28,177.00482177734375
2019-01-29,180.03054809570312
2019-01-30,182.25537109375
2019-01-31,182.25537109375
2019-02-01,185.10308837890625
2019-02-04,185.5480499267578
2019-02-05,173.8456268310547
2019-02-06,174.42408752441406
2019-02-07,168.59512329101562
2019-02-08,170.6419219970703
2019-02-11,172.77772521972656
2019-02-12,172.37725830078125
2019-02-13,176.2039031982422
2019-02-14,177.2718048095703
2019-02-15,177.00482177734375
2019-02-18,179.14064025878906
2019-02-19,179.31863403320312
2019-02-20,183.2342529296875
2019-02-21,183.41224670410156
2019-02-22,185.45907592773438
2019-02-25,182.611328125
2019-02-26,181.98837280273438
2019-02-27,179.76358032226562
2019-02-28,179.76358032226562
2019-03-01,180.03054809570312
2019-03-04,182.07736206054688
2019-03-05,180.3865203857422
2019-03-06,177.0938262939453
2019-03-07,174.06809997558594
2019-03-08,171.39833068847656
2019-03-11,172.86671447753906
2019-03-12,173.66761779785156
2019-03-13,174.64654541015625
2019-03-14,176.87135314941406
2019-03-15,178.96266174316406
2019-03-18,177.18283081054688
2019-03-19,181.63241577148438
2019-03-20,179.76358032226562
2019-03-21,179.8525848388672
2019-03-22,178.25070190429688
2019-03-25,180.6535186767578
2019-03-26,180.4755096435547
2019-03-27,181.54342651367188
2019-03-28,186.17098999023438
2019-03-29,189.9086456298828
2019-04-01,191.2435302734375
2019-04-02,189.5526885986328
2019-04-03,194.09129333496094
2019-04-04,193.02337646484375
2019-04-05,194.62522888183594
2019-04-08,194.26925659179688
2019-04-09,191.95545959472656
2019-04-10,193.64633178710938
2019-04-11,194.09129333496094
2019-04-12,199.4307861328125
2019-04-15,200.231689453125
2019-04-16,203.9693603515625
2019-04-17,204.23634338378906
2019-04-18,204.85928344726562
2019-04-23,206.0161895751953
2019-04-24,200.0537567138672
2019-04-25,200.9639129638672
2019-04-26,200.05374145507812
2019-04-29,200.59983825683594
2019-04-30,200.59983825683594
2019-05-02,198.59747314453125
