Date,AMBER.NS
2018-01-30,1241.516845703125
2018-01-31,1245.9036865234375
2018-02-01,1272.2744140625
2018-02-02,1222.47412109375
2018-02-05,1225.365478515625
2018-02-06,1201.0386962890625
2018-02-07,1196.70166015625
2018-02-08,1194.109375
2018-02-09,1190.570068359375
2018-02-12,1191.068603515625
2018-02-14,1182.3946533203125
2018-02-15,1147.7987060546875
2018-02-16,1155.0269775390625
2018-02-19,1140.3211669921875
2018-02-20,1119.1348876953125
2018-02-21,1078.357421875
2018-02-22,1130.35107421875
2018-02-23,1121.0291748046875
2018-02-26,1115.446044921875
2018-02-27,1083.19287109375
2018-02-28,1088.9256591796875
2018-03-01,1096.802001953125
2018-03-05,1095.5059814453125
2018-03-06,1118.835693359375
2018-03-07,1110.8099365234375
2018-03-08,1107.120849609375
2018-03-09,1103.1329345703125
2018-03-12,1121.976318359375
2018-03-13,1178.0577392578125
2018-03-14,1160.510498046875
2018-03-15,1178.3568115234375
2018-03-16,1157.469482421875
2018-03-19,1110.01220703125
2018-03-20,1094.5089111328125
2018-03-21,1101.6373291015625
2018-03-22,1083.19287109375
2018-03-23,1067.6895751953125
2018-03-26,1070.4312744140625
2018-03-27,1067.6895751953125
2018-03-28,1066.194091796875
2018-04-02,1078.6566162109375
2018-04-03,1083.2926025390625
2018-04-04,1076.66259765625
2018-04-05,1112.7540283203125
2018-04-06,1127.609375
2018-04-09,1141.06884765625
2018-04-10,1118.53662109375
2018-04-11,1135.68505859375
2018-04-12,1111.4080810546875
2018-04-13,1118.5865478515625
2018-04-16,1121.427978515625
2018-04-17,1109.164794921875
2018-04-18,1108.4169921875
2018-04-19,1100.8896484375
2018-04-20,1094.4591064453125
2018-04-23,1101.2884521484375
2018-04-24,1093.2127685546875
2018-04-25,1081.7972412109375
2018-04-26,1075.914794921875
2018-04-27,1070.3316650390625
2018-04-30,1135.2862548828125
2018-05-02,1121.2784423828125
2018-05-03,1113.15283203125
2018-05-04,1147.250244140625
2018-05-07,1175.3658447265625
2018-05-08,1178.8553466796875
2018-05-09,1165.146484375
2018-05-10,1148.247314453125
2018-05-11,1173.4715576171875
2018-05-14,1186.881103515625
2018-05-15,1147.0009765625
2018-05-16,1139.3240966796875
2018-05-17,1149.4437255859375
2018-05-18,1146.053955078125
2018-05-21,1136.4827880859375
2018-05-22,1101.0892333984375
2018-05-23,1087.180908203125
2018-05-24,1095.4061279296875
2018-05-25,1086.183837890625
2018-05-28,1116.8916015625
2018-05-29,1100.1917724609375
2018-05-30,1090.1221923828125
2018-05-31,1076.911865234375
2018-06-01,1066.194091796875
2018-06-04,1055.9249267578125
2018-06-05,1026.8623046875
2018-06-06,1017.440673828125
2018-06-07,1050.9398193359375
2018-06-08,1054.62890625
2018-06-11,1046.353759765625
2018-06-12,1040.720703125
2018-06-13,1027.41064453125
2018-06-14,1022.4256591796875
2018-06-15,1016.5432739257812
2018-06-18,998.0489501953125
2018-06-19,977.211669921875
2018-06-20,965.5466918945312
2018-06-21,961.2596435546875
2018-06-22,974.7191162109375
2018-06-25,965.3472900390625
2018-06-26,942.2666625976562
2018-06-27,914.051513671875
2018-06-28,886.3348388671875
2018-06-29,908.3187255859375
2018-07-02,894.8093872070312
2018-07-03,1017.19140625
2018-07-04,1028.4075927734375
2018-07-05,1005.97509765625
2018-07-06,1025.0677490234375
2018-07-09,1019.8833618164062
2018-07-10,1011.2592163085938
2018-07-11,1001.4886474609375
2018-07-12,992.6152954101562
2018-07-13,979.2056274414062
2018-07-16,958.9166259765625
2018-07-17,935.536865234375
2018-07-18,932.4960327148438
2018-07-19,918.7872314453125
2018-07-20,897.70068359375
2018-07-23,935.0383911132812
2018-07-24,922.4761352539062
2018-07-25,928.7572631835938
2018-07-26,922.3265991210938
2018-07-27,947.0023803710938
2018-07-30,947.8499145507812
2018-07-31,970.880615234375
2018-08-01,1010.810546875
2018-08-02,993.8116455078125
2018-08-03,987.5305786132812
2018-08-06,988.7269897460938
2018-08-07,966.3442993164062
2018-08-08,940.4222412109375
2018-08-09,915.7463989257812
2018-08-10,918.5380249023438
2018-08-13,927.6605834960938
2018-08-14,939.275634765625
2018-08-16,930.3525390625
2018-08-17,933.8919067382812
2018-08-20,930.8510131835938
2018-08-21,931.99755859375
