Date,HUBB
2015-08-03,83.4075698852539
2015-08-04,84.05888366699219
2015-08-05,84.44483947753906
2015-08-06,83.5683822631836
2015-08-07,83.54425811767578
2015-08-10,84.84687805175781
2015-08-11,83.93824005126953
2015-08-12,83.51209259033203
2015-08-13,83.01356506347656
2015-08-14,83.23068237304688
2015-08-17,83.37541198730469
2015-08-18,83.07789611816406
2015-08-19,82.13712310791016
2015-08-20,80.97924041748047
2015-08-21,79.53990173339844
2015-08-24,77.03923034667969
2015-08-25,76.33966064453125
2015-08-26,77.63426208496094
2015-08-27,79.85838317871094
2015-08-28,79.6966323852539
2015-08-31,79.80174255371094
2015-09-01,78.42682647705078
2015-09-02,78.7260971069336
2015-09-03,78.98489379882812
2015-09-04,77.56147003173828
2015-09-08,78.75843811035156
2015-09-09,77.66661071777344
2015-09-10,76.66371154785156
2015-09-11,76.90632629394531
2015-09-14,76.10567474365234
2015-09-15,77.0357437133789
2015-09-16,77.60187530517578
2015-09-17,76.90632629394531
2015-09-18,72.7896957397461
2015-09-21,71.26920318603516
2015-09-22,69.49797058105469
2015-09-23,68.98037719726562
2015-09-24,68.30909729003906
2015-09-25,68.77814483642578
2015-09-28,67.09590148925781
2015-09-29,67.20105743408203
2015-09-30,68.70535278320312
2015-10-01,68.94799041748047
2015-10-02,69.74060821533203
2015-10-05,71.60077667236328
2015-10-06,71.69783782958984
2015-10-07,72.28015899658203
2015-10-08,73.42054748535156
2015-10-09,73.93811798095703
2015-10-12,73.04849243164062
2015-10-13,72.2478256225586
2015-10-14,71.36624908447266
2015-10-15,71.96475982666016
2015-10-16,70.36335754394531
2015-10-19,70.6868667602539
2015-10-20,71.3500747680664
2015-10-21,70.71922302246094
2015-10-22,75.49908447265625
2015-10-23,76.12181854248047
2015-10-26,76.18653869628906
2015-10-27,75.96817779541016
2015-10-28,77.82835388183594
2015-10-29,77.84451293945312
2015-10-30,78.32978820800781
2015-11-02,78.87977600097656
2015-11-03,78.30554962158203
2015-11-04,78.00626373291016
2015-11-05,77.99012756347656
2015-11-06,77.50484466552734
2015-11-09,76.4938735961914
2015-11-10,76.20269775390625
2015-11-11,76.77693939208984
2015-11-12,75.62039947509766
2015-11-13,77.1732406616211
2015-11-16,78.6937484741211
2015-11-17,77.64232635498047
2015-11-18,79.42164611816406
2015-11-19,79.07386016845703
2015-11-20,78.7179946899414
2015-11-23,78.9120864868164
2015-11-24,79.7127685546875
2015-11-25,80.78723907470703
2015-11-27,81.10470581054688
2015-11-30,80.81982421875
2015-12-01,81.28377532958984
2015-12-02,80.42096710205078
2015-12-03,79.51744842529297
2015-12-04,79.83489990234375
2015-12-07,79.33836364746094
2015-12-08,78.12555694580078
2015-12-09,77.60458374023438
2015-12-10,77.4825210571289
2015-12-11,77.13249969482422
2015-12-14,76.5464096069336
2015-12-15,75.94408416748047
2015-12-16,77.14061737060547
2015-12-17,75.9929428100586
2015-12-18,74.92660522460938
2015-12-21,76.75806427001953
2015-12-22,78.93954467773438
2015-12-23,81.5279769897461
2015-12-24,82.55358123779297
2015-12-28,82.7082290649414
2015-12-29,83.83965301513672
2015-12-30,84.0838623046875
2015-12-31,82.24427795410156
2016-01-04,83.00941467285156
2016-01-05,81.64193725585938
2016-01-06,80.37213134765625
2016-01-07,77.32784271240234
2016-01-08,77.25459289550781
2016-01-11,74.86962127685547
2016-01-12,75.11381530761719
2016-01-13,72.46023559570312
2016-01-14,73.81147766113281
2016-01-15,72.50094604492188
2016-01-19,72.02885437011719
2016-01-20,70.62068176269531
2016-01-21,71.01953887939453
2016-01-22,71.99629974365234
2016-01-25,70.60440826416016
2016-01-26,71.43461608886719
2016-01-27,70.23809814453125
2016-01-28,71.95557403564453
2016-01-29,73.60797119140625
2016-02-01,73.33936309814453
2016-02-02,71.59746551513672
2016-02-03,73.05445861816406
2016-02-04,74.78825378417969
2016-02-05,73.41263580322266
2016-02-08,73.15216827392578
2016-02-09,73.22541046142578
2016-02-10,73.09516906738281
2016-02-11,72.73699951171875
2016-02-12,73.2091293334961
2016-02-16,75.2033462524414
