Date,NRG
2015-08-03,17.78183364868164
2015-08-04,16.001249313354492
2015-08-05,15.993271827697754
2015-08-06,15.514191627502441
2015-08-07,15.649934768676758
2015-08-10,15.84954833984375
2015-08-11,15.35450267791748
2015-08-12,16.392499923706055
2015-08-13,16.23280906677246
2015-08-14,16.600109100341797
2015-08-17,16.959413528442383
2015-08-18,16.759798049926758
2015-08-19,16.73584747314453
2015-08-20,16.208860397338867
2015-08-21,15.633962631225586
2015-08-24,15.346508026123047
2015-08-25,15.091005325317383
2015-08-26,15.226744651794434
2015-08-27,15.825597763061523
2015-08-28,16.144975662231445
2015-08-31,15.90544319152832
2015-09-01,15.362480163574219
2015-09-02,14.915340423583984
2015-09-03,15.091005325317383
2015-09-04,14.316493034362793
2015-09-08,14.699756622314453
2015-09-09,14.372381210327148
2015-09-10,14.65184497833252
2015-09-11,14.731698036193848
2015-09-14,14.707738876342773
2015-09-15,15.210770606994629
2015-09-16,15.14689826965332
2015-09-17,15.30659008026123
2015-09-18,14.356413841247559
2015-09-21,13.094840049743652
2015-09-22,12.264433860778809
2015-09-23,12.320331573486328
2015-09-24,12.360250473022461
2015-09-25,12.032877922058105
2015-09-28,11.889153480529785
2015-09-29,11.553799629211426
2015-09-30,11.85721492767334
2015-10-01,11.76938533782959
2015-10-02,11.873188972473145
2015-10-05,12.60777473449707
2015-10-06,12.599790573120117
2015-10-07,12.296371459960938
2015-10-08,12.336296081542969
2015-10-09,12.344283103942871
2015-10-12,11.905123710632324
2015-10-13,12.000941276550293
2015-10-14,12.13668155670166
2015-10-15,12.280405044555664
2015-10-16,11.992956161499023
2015-10-19,11.817296028137207
2015-10-20,12.176606178283691
2015-10-21,11.817296028137207
2015-10-22,11.913108825683594
2015-10-23,11.194491386413574
2015-10-26,10.499824523925781
2015-10-27,10.100593566894531
2015-10-28,10.404009819030762
2015-10-29,10.408045768737793
2015-10-30,10.408045768737793
2015-11-02,10.787548065185547
2015-11-03,10.884441375732422
2015-11-04,11.368915557861328
2015-11-05,10.965190887451172
2015-11-06,10.908665657043457
2015-11-09,10.739102363586426
2015-11-10,10.965190887451172
2015-11-11,10.52109146118164
2015-11-12,10.101214408874512
2015-11-13,10.181961059570312
2015-11-16,10.270782470703125
2015-11-17,9.70556354522705
2015-11-18,9.79438304901123
2015-11-19,9.632893562316895
2015-11-20,9.689413070678711
2015-11-23,9.81053352355957
2015-11-24,10.190034866333008
2015-11-25,9.834758758544922
2015-11-27,9.382582664489746
2015-11-30,9.980097770690918
2015-12-01,9.972021102905273
2015-12-02,8.712400436401367
2015-12-03,8.857741355895996
2015-12-04,7.267061710357666
2015-12-07,7.711160659790039
2015-12-08,8.147184371948242
2015-12-09,8.518610954284668
2015-12-10,8.454015731811523
2015-12-11,8.187557220458984
2015-12-14,7.428553581237793
2015-12-15,7.493148326873779
2015-12-16,7.783832550048828
2015-12-17,7.686936378479004
2015-12-18,8.373270988464355
2015-12-21,8.938485145568848
2015-12-22,8.80121898651123
2015-12-23,9.317987442016602
2015-12-24,9.285689353942871
2015-12-28,9.180721282958984
2015-12-29,9.326061248779297
2015-12-30,8.954632759094238
2015-12-31,9.503701210021973
2016-01-04,9.309910774230957
2016-01-05,9.665190696716309
2016-01-06,8.9061861038208
2016-01-07,9.091900825500488
2016-01-08,9.156498908996582
2016-01-11,8.26022720336914
2016-01-12,7.99376916885376
2016-01-13,7.92917013168335
2016-01-14,8.46208667755127
2016-01-15,8.16333293914795
2016-01-19,8.098736763000488
2016-01-20,7.735382556915283
2016-01-21,7.985695838928223
2016-01-22,8.017990112304688
2016-01-25,7.250913619995117
2016-01-26,7.8080549240112305
2016-01-27,7.985695838928223
2016-01-28,8.276604652404785
2016-01-29,8.71911334991455
2016-02-01,8.743698120117188
2016-02-02,8.776477813720703
2016-02-03,9.325521469116211
2016-02-04,9.571358680725098
2016-02-05,9.481213569641113
2016-02-08,9.128849029541016
2016-02-09,8.883007049560547
2016-02-10,8.768280029296875
2016-02-11,7.858676433563232
2016-02-12,7.850481033325195
2016-02-16,7.948817253112793
2016-02-17,8.358549118041992
2016-02-18,8.547026634216309
2016-02-19,8.202856063842773
2016-02-22,8.661754608154297
2016-02-23,8.456883430480957
2016-02-24,8.8748140335083
2016-02-25,8.932175636291504
2016-02-26,9.079678535461426
2016-02-29,8.83383846282959
2016-03-01,9.227184295654297
2016-03-02,9.964701652526855
2016-03-03,10.259709358215332
2016-03-04,10.710418701171875
2016-03-07,11.177512168884277
2016-03-08,10.251517295837402
2016-03-09,10.128594398498535
2016-03-10,10.562911987304688
2016-03-11,11.25946044921875
2016-03-14,11.202095031738281
2016-03-15,10.898892402648926
2016-03-16,11.349601745605469
2016-03-17,11.439740180969238
2016-03-18,11.226680755615234
2016-03-21,11.111954689025879
2016-03-22,11.284042358398438
2016-03-23,10.644857406616211
2016-03-24,10.767779350280762
2016-03-28,10.562911987304688
2016-03-29,10.833333015441895
2016-03-30,10.603885650634766
2016-03-31,10.661251068115234
2016-04-01,10.46457576751709
2016-04-04,10.497359275817871
2016-04-05,10.005678176879883
2016-04-06,9.858173370361328
2016-04-07,10.030261993408203
2016-04-08,10.382631301879883
2016-04-11,10.743194580078125
2016-04-12,10.8825044631958
2016-04-13,11.005423545837402
2016-04-14,10.907087326049805
2016-04-15,11.185708045959473
2016-04-18,11.292236328125
2016-04-19,11.726555824279785
2016-04-20,11.538077354431152
2016-04-21,11.464323997497559
2016-04-22,11.6364107131958
2016-04-25,11.620022773742676
2016-04-26,11.923223495483398
2016-04-27,12.275592803955078
2016-04-28,12.316648483276367
2016-04-29,12.398760795593262
2016-05-02,12.234539031982422
2016-05-03,11.520174026489258
2016-05-04,12.004629135131836
2016-05-05,12.20169448852539
2016-05-06,12.74362850189209
2016-05-09,12.850372314453125
2016-05-10,13.09670352935791
2016-05-11,12.948905944824219
2016-05-12,12.83395004272461
2016-05-13,12.686149597167969
2016-05-16,12.940693855285645
2016-05-17,12.965330123901367
2016-05-18,12.571194648742676
2016-05-19,12.718996047973633
2016-05-20,12.916062355041504
2016-05-23,13.05565071105957
2016-05-24,13.154184341430664
2016-05-25,13.014591217041016
2016-05-26,12.850372314453125
2016-05-27,13.293771743774414
2016-05-31,13.449783325195312
2016-06-01,13.835701942443848
2016-06-02,14.08203411102295
2016-06-03,14.279107093811035
2016-06-06,14.673238754272461
2016-06-07,14.697871208190918
2016-06-08,14.599333763122559
2016-06-09,13.622218132019043
2016-06-10,12.234539031982422
2016-06-13,12.218119621276855
2016-06-14,11.684399604797363
2016-06-15,11.454484939575195
2016-06-16,11.470906257629395
2016-06-17,11.815777778625488
2016-06-20,11.700818061828613
2016-06-21,11.766507148742676
2016-06-22,11.610498428344727
2016-06-23,11.9307279586792
2016-06-24,11.487329483032227
2016-06-27,10.937185287475586
2016-06-28,11.6515531539917
2016-06-29,12.078527450561523
2016-06-30,12.308439254760742
2016-07-01,12.333074569702148
2016-07-05,11.906095504760742
2016-07-06,12.012838363647461
2016-07-07,11.955364227294922
2016-07-08,12.374129295349121
2016-07-11,12.612247467041016
2016-07-12,12.95711612701416
2016-07-13,13.031015396118164
2016-07-14,12.571194648742676
2016-07-15,12.702571868896484
2016-07-18,12.751840591430664
2016-07-19,12.021051406860352
2016-07-20,12.045684814453125
2016-07-21,11.963574409484863
2016-07-22,12.144218444824219
2016-07-25,12.144218444824219
2016-07-26,12.127795219421387
2016-07-27,11.479118347167969
2016-07-28,11.59432315826416
2016-07-29,11.388604164123535
2016-08-01,11.240488052368164
2016-08-02,11.331000328063965
2016-08-03,11.635467529296875
2016-08-04,11.355688095092773
2016-08-05,11.207569122314453
2016-08-08,11.125280380249023
2016-08-09,10.557498931884766
2016-08-10,10.491667747497559
2016-08-11,10.672700881958008
2016-08-12,10.466983795166016
2016-08-15,10.376465797424316
2016-08-16,10.121376037597656
2016-08-17,10.18720531463623
2016-08-18,10.343550682067871
2016-08-19,10.178973197937012
2016-08-22,10.277718544006348
2016-08-23,10.335321426391602
2016-08-24,10.039087295532227
2016-08-25,10.162518501281738
2016-08-26,10.088457107543945
2016-08-29,10.302406311035156
2016-08-30,10.03085708618164
2016-08-31,9.965024948120117
2016-09-01,9.545363426208496
2016-09-02,9.858053207397461
2016-09-06,9.997941970825195
2016-09-07,10.121376037597656
2016-09-08,10.220117568969727
2016-09-09,9.545363426208496
2016-09-12,9.858053207397461
2016-09-13,9.035177230834961
2016-09-14,8.961119651794434
2016-09-15,9.175066947937012
2016-09-16,9.265583038330078
2016-09-19,9.23266887664795
2016-09-20,9.405473709106445
2016-09-21,9.775765419006348
2016-09-22,9.677020072937012
2016-09-23,9.487760543823242
2016-09-26,9.298497200012207
2016-09-27,9.20798110961914
2016-09-28,9.397241592407227
2016-09-29,9.133923530578613
2016-09-30,9.224440574645996
2016-10-03,9.282038688659668
2016-10-04,9.092779159545898
2016-10-05,9.026949882507324
2016-10-06,9.026949882507324
2016-10-07,9.035177230834961
2016-10-10,9.397241592407227
2016-10-11,9.158609390258789
2016-10-12,9.166837692260742
2016-10-13,9.273810386657715
2016-10-14,9.14215087890625
2016-10-17,9.026949882507324
2016-10-18,9.62765121459961
2016-10-19,9.956798553466797
2016-10-20,9.578278541564941
2016-10-21,9.479531288146973
2016-10-24,9.14215087890625
2016-10-25,9.010490417480469
2016-10-26,8.664885520935059
2016-10-27,8.615511894226074
2016-10-28,8.499977111816406
2016-10-31,8.772308349609375
2016-11-01,8.772308349609375
2016-11-02,8.161627769470215
2016-11-03,8.359683990478516
2016-11-04,9.102401733398438
2016-11-07,9.3912353515625
2016-11-08,9.465506553649902
2016-11-09,9.927642822265625
2016-11-10,9.13541030883789
2016-11-11,9.13541030883789
2016-11-14,9.638809204101562
2016-11-15,9.47375774383545
2016-11-16,9.234439849853516
2016-11-17,9.283956527709961
2016-11-18,9.250946044921875
2016-11-21,9.5067720413208
2016-11-22,9.003374099731445
2016-11-23,9.102401733398438
2016-11-25,9.036381721496582
2016-11-28,9.531526565551758
2016-11-29,9.333471298217773
2016-11-30,9.358227729797363
2016-12-01,9.168421745300293
