Date,BLS.NS
2016-06-15,20.93109703063965
2016-06-16,20.589853286743164
2016-06-17,20.88200569152832
2016-06-20,21.338205337524414
2016-06-21,21.3848934173584
2016-06-22,22.15839195251465
2016-06-23,22.317646026611328
2016-06-24,22.04344940185547
2016-06-27,22.221853256225586
2016-06-28,22.460132598876953
2016-06-29,22.65170669555664
2016-06-30,22.983379364013672
2016-07-01,23.19291877746582
2016-07-04,23.70418930053711
2016-07-05,23.38569450378418
2016-07-07,23.467113494873047
2016-07-08,23.457530975341797
2016-07-11,23.904150009155273
2016-07-12,23.66587257385254
2016-07-13,23.511415481567383
2016-07-14,23.492258071899414
2016-07-15,23.46830940246582
2016-07-18,23.46591567993164
2016-07-19,23.111495971679688
2016-07-20,22.845680236816406
2016-07-21,22.921113967895508
2016-07-22,22.9318904876709
2016-07-25,22.989360809326172
2016-07-26,23.17615509033203
2016-07-27,23.1330509185791
2016-07-28,23.396467208862305
2016-07-29,22.226646423339844
2016-08-01,22.92230987548828
2016-08-02,23.7209529876709
2016-08-03,23.59882354736328
2016-08-04,23.855058670043945
2016-08-05,23.791597366333008
2016-08-08,23.536561965942383
2016-08-09,23.250389099121094
2016-08-10,23.109100341796875
2016-08-11,23.180944442749023
2016-08-12,23.336599349975586
2016-08-16,23.37251853942871
2016-08-17,23.348575592041016
2016-08-18,23.616783142089844
2016-08-19,23.497047424316406
2016-08-22,23.368928909301758
2016-08-23,23.180944442749023
2016-08-24,23.336599349975586
2016-08-25,23.240808486938477
2016-08-26,23.17615509033203
2016-08-29,23.109100341796875
2016-08-30,23.156991958618164
2016-08-31,23.228837966918945
2016-09-01,23.255178451538086
2016-09-02,23.264759063720703
2016-09-06,23.2767333984375
2016-09-07,23.32701873779297
2016-09-08,23.700599670410156
2016-09-09,24.88479232788086
2016-09-12,26.128847122192383
2016-09-14,26.581449508666992
2016-09-15,27.910526275634766
2016-09-16,29.024072647094727
2016-09-19,29.683818817138672
2016-09-20,30.154382705688477
2016-09-21,31.131431579589844
2016-09-22,32.50001525878906
2016-09-23,32.76822280883789
2016-09-26,33.76921844482422
2016-09-27,33.765628814697266
2016-09-28,33.047218322753906
2016-09-29,33.52615737915039
2016-09-30,34.47207260131836
2016-10-03,35.03483581542969
2016-10-04,36.786582946777344
2016-10-05,38.62572479248047
2016-10-06,40.03860855102539
2016-10-07,40.03981018066406
2016-10-10,40.998905181884766
2016-10-13,41.05517578125
2016-10-14,42.088497161865234
2016-10-17,41.35690689086914
2016-10-18,42.98292922973633
2016-10-19,41.43354034423828
2016-10-20,43.126617431640625
2016-10-21,44.304813385009766
2016-10-24,44.537109375
2016-10-25,44.256919860839844
2016-10-26,44.06295394897461
2016-10-27,44.29044723510742
2016-10-28,44.06295394897461
2016-11-01,44.359893798828125
2016-11-02,44.15514373779297
2016-11-03,44.63289260864258
2016-11-04,43.192466735839844
2016-11-07,43.836647033691406
2016-11-08,42.974552154541016
2016-11-09,41.86818313598633
2016-11-10,41.78795623779297
2016-11-11,42.40339660644531
2016-11-15,40.315208435058594
2016-11-16,40.728294372558594
2016-11-17,41.064754486083984
2016-11-18,41.40480422973633
2016-11-21,40.63848876953125
2016-11-22,40.139190673828125
2016-11-23,40.03977584838867
2016-11-24,40.165550231933594
2016-11-25,40.00384521484375
2016-11-28,39.50680160522461
2016-11-29,39.28521728515625
2016-11-30,39.06962966918945
2016-12-01,39.57386779785156
2016-12-02,39.896060943603516
2016-12-05,40.40868377685547
2016-12-06,41.087791442871094
2016-12-07,41.730960845947266
2016-12-08,43.579044342041016
2016-12-09,43.99705123901367
2016-12-12,43.25565719604492
2016-12-13,45.85111618041992
2016-12-14,46.65479278564453
2016-12-15,46.60808563232422
