Date,VOLCABC1.LM
2015-08-24,0.3199215829372406
2015-08-25,0.3575594127178192
2015-08-26,0.36226412653923035
2015-08-27,0.38955157995224
2015-08-28,0.38955157995224
2015-08-31,0.3942562937736511
2015-09-01,0.38108307123184204
2015-09-02,0.38296496868133545
2015-09-03,0.38014212250709534
2015-09-04,0.3754373788833618
2015-09-08,0.38108307123184204
2015-09-09,0.3763783574104309
2015-09-10,0.3763783574104309
2015-09-11,0.3669688403606415
2015-09-14,0.36508697271347046
2015-09-15,0.3575594127178192
2015-09-16,0.3528546988964081
2015-09-17,0.3763783574104309
2015-09-18,0.3744964003562927
2015-09-21,0.3575594127178192
2015-09-22,0.34814998507499695
2015-09-23,0.3519137501716614
2015-09-24,0.3387404978275299
2015-09-25,0.3387404978275299
2015-09-28,0.32933101058006287
2015-09-29,0.32933101058006287
2015-09-30,0.3556775450706482
2015-10-01,0.3575594127178192
2015-10-02,0.3406223654747009
2015-10-05,0.3603822588920593
2015-10-06,0.3575594127178192
2015-10-07,0.3556775450706482
2015-10-08,0.3556775450706482
2015-10-09,0.3556775450706482
2015-10-12,0.35003185272216797
2015-10-13,0.35003185272216797
2015-10-14,0.35003185272216797
2015-10-15,0.34720897674560547
2015-10-16,0.3349767327308655
2015-10-19,0.3349767327308655
2015-10-20,0.3434452414512634
2015-10-21,0.3434452414512634
2015-10-22,0.34626808762550354
2015-10-23,0.32933101058006287
2015-10-26,0.32933101058006287
2015-10-27,0.32933101058006287
2015-10-28,0.3020435869693756
2015-10-29,0.3152168393135071
2015-10-30,0.3058074116706848
2015-11-02,0.3020435869693756
2015-11-03,0.3020435869693756
2015-11-04,0.3011026680469513
2015-11-05,0.29639795422554016
2015-11-06,0.282283753156662
2015-11-09,0.27287429571151733
2015-11-10,0.27287429571151733
2015-11-11,0.282283753156662
2015-11-12,0.29169321060180664
2015-11-13,0.29169321060180664
2015-11-16,0.27757900953292847
2015-11-17,0.27757900953292847
2015-11-18,0.2634648084640503
2015-11-19,0.2634648084640503
2015-11-20,0.254055380821228
2015-11-23,0.254055380821228
2015-11-24,0.254055380821228
2015-11-25,0.2512325346469879
2015-11-27,0.254055380821228
2015-11-30,0.2484096884727478
2015-12-01,0.2484096884727478
2015-12-02,0.254055380821228
2015-12-03,0.2493506520986557
2015-12-04,0.2493506520986557
2015-12-07,0.2484096884727478
2015-12-08,0.2484096884727478
2015-12-09,0.2493506520986557
2015-12-10,0.2493506520986557
2015-12-11,0.2474687695503235
2015-12-14,0.2305317223072052
2015-12-15,0.2305317223072052
2015-12-16,0.22112227976322174
2015-12-17,0.22112227976322174
2015-12-18,0.20700807869434357
2015-12-21,0.20042146742343903
2015-12-22,0.20042146742343903
2015-12-23,0.19948053359985352
2015-12-24,0.1975986212491989
2015-12-28,0.19007106125354767
2015-12-29,0.19007106125354767
2015-12-30,0.1778387725353241
2015-12-31,0.1778387725353241
2016-01-04,0.17407499253749847
2016-01-05,0.17407499253749847
2016-01-06,0.16842930018901825
2016-01-07,0.16466550529003143
2016-01-08,0.1599607914686203
2016-01-11,0.1590198576450348
2016-01-12,0.1590198576450348
2016-01-13,0.1590198576450348
2016-01-14,0.1580788940191269
2016-01-15,0.1580788940191269
2016-01-19,0.1580788940191269
2016-01-20,0.1590198576450348
2016-01-21,0.1599607914686203
2016-01-22,0.17031118273735046
2016-01-25,0.18818917870521545
2016-01-26,0.18818917870521545
2016-01-27,0.1928938925266266
2016-01-28,0.20136241614818573
2016-01-29,0.21924036741256714
2016-02-01,0.22582697868347168
2016-02-02,0.22582697868347168
2016-02-03,0.23711834847927094
2016-02-04,0.27287429571151733
2016-02-05,0.27287429571151733
2016-02-08,0.27287429571151733
2016-02-09,0.27287429571151733
2016-02-10,0.282283753156662
2016-02-11,0.2681695520877838
2016-02-12,0.27287429571151733
2016-02-16,0.27287429571151733
2016-02-17,0.2634648084640503
2016-02-18,0.282283753156662
2016-02-19,0.282283753156662
2016-02-22,0.31051212549209595
2016-02-23,0.31051212549209595
2016-02-24,0.321803480386734
2016-02-25,0.3688507676124573
2016-02-26,0.3575594127178192
2016-02-29,0.3688507676124573
2016-03-01,0.3688507676124573
2016-03-02,0.3669688403606415
2016-03-03,0.3669688403606415
2016-03-04,0.3773192763328552
2016-03-07,0.4384807348251343
2016-03-08,0.4384807348251343
2016-03-09,0.4281303584575653
2016-03-10,0.4281303584575653
2016-03-11,0.4422445595264435
2016-03-14,0.45165395736694336
2016-03-15,0.45165395736694336
2016-03-16,0.4422445595264435
2016-03-17,0.43942171335220337
2016-03-18,0.48929181694984436
2016-03-21,0.5175201892852783
2016-03-22,0.5175201892852783
2016-03-23,0.508110761642456
2016-03-24,0.508110761642456
