Date,TMO
2015-08-03,134.43605041503906
2015-08-04,133.78543090820312
2015-08-05,134.67881774902344
2015-08-06,132.95999145507812
2015-08-07,132.0860595703125
2015-08-10,133.21249389648438
2015-08-11,130.6876678466797
2015-08-12,130.81390380859375
2015-08-13,129.85256958007812
2015-08-14,131.11500549316406
2015-08-17,132.36764526367188
2015-08-18,131.40631103515625
2015-08-19,129.86228942871094
2015-08-20,128.51251220703125
2015-08-21,124.25914764404297
2015-08-24,118.15107727050781
2015-08-25,116.57791137695312
2015-08-26,121.63725280761719
2015-08-27,124.21060943603516
2015-08-28,122.86079406738281
2015-08-31,121.74407196044922
2015-09-01,117.93742370605469
2015-09-02,119.22895812988281
2015-09-03,119.21923828125
2015-09-04,117.66554260253906
2015-09-08,120.11266326904297
2015-09-09,118.1025390625
2015-09-10,118.50062561035156
2015-09-11,119.49237823486328
2015-09-14,118.77289581298828
2015-09-15,121.62167358398438
2015-09-16,122.77867126464844
2015-09-17,124.67460632324219
2015-09-18,122.29254150390625
2015-09-21,122.8272933959961
2015-09-22,121.7772216796875
2015-09-23,121.16470336914062
2015-09-24,120.5618896484375
2015-09-25,119.24933624267578
2015-09-28,114.85464477539062
2015-09-29,116.51721954345703
2015-09-30,118.88957977294922
2015-10-01,118.71454620361328
2015-10-02,121.0383071899414
2015-10-05,123.04117584228516
2015-10-06,120.64938354492188
2015-10-07,121.72859954833984
2015-10-08,122.360595703125
2015-10-09,123.01202392578125
2015-10-12,122.40922546386719
2015-10-13,122.0008544921875
2015-10-14,120.53273010253906
2015-10-15,121.99114227294922
2015-10-16,122.89535522460938
2015-10-19,125.4524154663086
2015-10-20,125.05376434326172
2015-10-21,123.58565521240234
2015-10-22,120.5618896484375
2015-10-23,122.96336364746094
2015-10-26,123.50786590576172
2015-10-27,123.27452850341797
2015-10-28,125.66627502441406
2015-10-29,127.73728942871094
2015-10-30,127.15393829345703
2015-11-02,130.8096466064453
2015-11-03,130.5373992919922
2015-11-04,131.4999237060547
2015-11-05,131.20822143554688
2015-11-06,130.57630920410156
2015-11-09,130.57630920410156
2015-11-10,132.25828552246094
2015-11-11,131.12075805664062
2015-11-12,128.7678985595703
2015-11-13,128.6609344482422
2015-11-16,131.7819061279297
2015-11-17,131.6847381591797
2015-11-18,133.91116333007812
2015-11-19,133.59034729003906
2015-11-20,134.0181427001953
2015-11-23,133.7848358154297
2015-11-24,134.1348876953125
2015-11-25,134.8154296875
2015-11-27,136.079345703125
2015-11-30,134.5625762939453
2015-12-01,134.5139923095703
2015-12-02,132.9778594970703
2015-12-03,128.89427185058594
2015-12-04,133.26954650878906
2015-12-07,131.77223205566406
2015-12-08,132.27777099609375
2015-12-09,130.663818359375
2015-12-10,131.38328552246094
2015-12-11,130.62405395507812
2015-12-14,131.8018341064453
2015-12-15,133.82640075683594
2015-12-16,136.70751953125
2015-12-17,134.478515625
2015-12-18,130.92576599121094
2015-12-21,133.8848114013672
2015-12-22,135.81202697753906
2015-12-23,137.26231384277344
2015-12-24,137.55433654785156
2015-12-28,136.95083618164062
2015-12-29,139.21878051757812
2015-12-30,139.05335998535156
2015-12-31,138.07020568847656
2016-01-04,135.05282592773438
2016-01-05,134.81919860839844
2016-01-06,133.78746032714844
2016-01-07,130.73110961914062
2016-01-08,130.58517456054688
2016-01-11,131.2859344482422
2016-01-12,133.3202667236328
2016-01-13,130.2055206298828
2016-01-14,132.17166137695312
2016-01-15,129.22239685058594
2016-01-19,131.315185546875
2016-01-20,129.50469970703125
2016-01-21,128.17120361328125
2016-01-22,131.7044677734375
2016-01-25,131.13995361328125
2016-01-26,130.5267333984375
2016-01-27,132.2106475830078
2016-01-28,124.75475311279297
2016-01-29,128.5410919189453
2016-02-01,127.20758819580078
2016-02-02,123.50884246826172
2016-02-03,122.69123840332031
2016-02-04,124.39459228515625
2016-02-05,119.89771270751953
2016-02-08,118.69074249267578
2016-02-09,121.13387298583984
2016-02-10,122.1169204711914
2016-02-11,120.0145263671875
2016-02-12,123.10977935791016
2016-02-16,124.02474212646484
2016-02-17,127.21733856201172
2016-02-18,126.23423767089844
2016-02-19,126.69168853759766
2016-02-22,127.9375991821289
2016-02-23,126.28289794921875
2016-02-24,126.31209564208984
2016-02-25,127.09078979492188
2016-02-26,127.22704315185547
2016-02-29,125.74758911132812
2016-03-01,131.6752471923828
2016-03-02,134.4396209716797
2016-03-03,134.97494506835938
2016-03-04,136.56155395507812
2016-03-07,137.77821350097656
2016-03-08,135.3740234375
2016-03-09,134.4688262939453
2016-03-10,134.28392028808594
2016-03-11,136.63223266601562
2016-03-14,136.19369506835938
2016-03-15,134.72238159179688
2016-03-16,135.52139282226562
2016-03-17,134.71253967285156
2016-03-18,136.41783142089844
2016-03-21,136.05731201171875
2016-03-22,135.2972412109375
2016-03-23,135.26803588867188
2016-03-24,135.46287536621094
2016-03-28,134.98550415039062
2016-03-29,136.5640106201172
2016-03-30,137.1875762939453
2016-03-31,137.96705627441406
2016-04-01,139.01947021484375
2016-04-04,140.36419677734375
2016-04-05,137.7624969482422
2016-04-06,141.39703369140625
2016-04-07,138.41539001464844
2016-04-08,138.57130432128906
2016-04-11,138.0353546142578
2016-04-12,138.78564453125
2016-04-13,141.33860778808594
2016-04-14,140.9196014404297
2016-04-15,141.6212158203125
2016-04-18,142.72235107421875
2016-04-19,141.86480712890625
2016-04-20,142.6930694580078
2016-04-21,143.57974243164062
2016-04-22,143.09259033203125
2016-04-25,142.8099822998047
2016-04-26,141.88429260253906
2016-04-27,143.37513732910156
2016-04-28,141.6017303466797
2016-04-29,140.55908203125
2016-05-02,142.75152587890625
2016-05-03,141.1632080078125
2016-05-04,140.8514404296875
2016-05-05,141.4263153076172
2016-05-06,143.20950317382812
2016-05-09,143.68698120117188
2016-05-10,145.02191162109375
2016-05-11,144.18389892578125
2016-05-12,145.1095733642578
2016-05-13,144.10597229003906
2016-05-16,146.3958282470703
2016-05-17,145.01217651367188
2016-05-18,146.26914978027344
2016-05-19,144.6224365234375
2016-05-20,145.0414276123047
2016-05-23,145.03163146972656
2016-05-24,146.82456970214844
2016-05-25,147.2922821044922
2016-05-26,147.33120727539062
2016-05-27,148.2375030517578
2016-05-31,147.88668823242188
2016-06-01,149.14369201660156
2016-06-02,149.62112426757812
2016-06-03,148.9585418701172
2016-06-06,149.27035522460938
2016-06-07,148.78314208984375
2016-06-08,150.19601440429688
2016-06-09,150.20578002929688
2016-06-10,147.91592407226562
2016-06-13,146.8137969970703
2016-06-14,144.33628845214844
2016-06-15,143.78028869628906
2016-06-16,143.60472106933594
2016-06-17,142.63909912109375
2016-06-20,144.71665954589844
2016-06-21,145.2433624267578
2016-06-22,146.16026306152344
2016-06-23,148.39382934570312
2016-06-24,141.77105712890625
2016-06-27,137.4598388671875
2016-06-28,139.6251983642578
2016-06-29,141.585693359375
2016-06-30,144.12168884277344
2016-07-01,145.55552673339844
2016-07-05,143.62423706054688
2016-07-06,145.43846130371094
2016-07-07,145.3896942138672
2016-07-08,148.9302978515625
2016-07-11,148.58897399902344
2016-07-12,150.57870483398438
2016-07-13,150.98834228515625
2016-07-14,153.84617614746094
2016-07-15,153.17318725585938
2016-07-18,153.18295288085938
2016-07-19,152.78302001953125
2016-07-20,153.8071746826172
2016-07-21,152.35385131835938
2016-07-22,153.0269012451172
2016-07-25,153.11463928222656
2016-07-26,154.9776611328125
2016-07-27,154.98739624023438
2016-07-28,154.90936279296875
2016-07-29,154.92886352539062
2016-08-01,155.63111877441406
2016-08-02,152.58799743652344
2016-08-03,152.15878295898438
2016-08-04,152.56846618652344
2016-08-05,153.631591796875
2016-08-08,152.666015625
2016-08-09,152.8220672607422
2016-08-10,152.16859436035156
2016-08-11,153.58282470703125
2016-08-12,151.6613006591797
2016-08-15,152.1295166015625
2016-08-16,151.15415954589844
2016-08-17,150.86154174804688
2016-08-18,149.57408142089844
2016-08-19,149.7983856201172
2016-08-22,150.1983184814453
2016-08-23,150.74452209472656
2016-08-24,147.53550720214844
2016-08-25,147.6233367919922
2016-08-26,148.60842895507812
2016-08-29,149.73011779785156
2016-08-30,149.38873291015625
2016-08-31,148.44259643554688
2016-09-01,147.233154296875
2016-09-02,147.45741271972656
2016-09-06,147.28195190429688
2016-09-07,146.79425048828125
2016-09-08,146.94049072265625
2016-09-09,140.14212036132812
2016-09-12,142.79518127441406
2016-09-13,141.72120666503906
2016-09-14,144.35736083984375
2016-09-15,146.45660400390625
2016-09-16,146.50543212890625
2016-09-19,146.45660400390625
2016-09-20,148.038330078125
2016-09-21,151.74856567382812
2016-09-22,153.93565368652344
2016-09-23,153.93565368652344
2016-09-26,152.4711151123047
2016-09-27,155.12680053710938
2016-09-28,154.89251708984375
2016-09-29,152.3734130859375
2016-09-30,155.30258178710938
2016-10-03,155.3611297607422
2016-10-04,153.84780883789062
2016-10-05,154.54100036621094
2016-10-06,154.6971893310547
2016-10-07,154.47267150878906
2016-10-10,155.35140991210938
2016-10-11,151.24081420898438
2016-10-12,150.16683959960938
2016-10-13,148.4385986328125
2016-10-14,148.12619018554688
2016-10-17,147.21820068359375
2016-10-18,148.087158203125
2016-10-19,148.214111328125
2016-10-20,148.0773468017578
2016-10-21,147.10101318359375
2016-10-24,149.49310302734375
2016-10-25,144.4745635986328
2016-10-26,144.54290771484375
2016-10-27,145.6950225830078
2016-10-28,143.73251342773438
2016-10-31,143.55667114257812
2016-11-01,142.5706329345703
2016-11-02,142.3558349609375
2016-11-03,142.62921142578125
2016-11-04,143.1075897216797
2016-11-07,148.22384643554688
2016-11-08,148.9561309814453
2016-11-09,148.4582061767578
2016-11-10,150.70384216308594
2016-11-11,147.67710876464844
2016-11-14,144.52333068847656
2016-11-15,145.14828491210938
2016-11-16,145.95864868164062
2016-11-17,145.3630828857422
2016-11-18,142.36561584472656
2016-11-21,142.7170867919922
2016-11-22,139.62191772460938
2016-11-23,140.11993408203125
