Date,ETR
2015-08-03,23.786502838134766
2015-08-04,22.91122055053711
2015-08-05,22.677352905273438
2015-08-06,23.19852638244629
2015-08-07,23.472469329833984
2015-08-10,23.02145767211914
2015-08-11,23.312267303466797
2015-08-12,23.674097061157227
2015-08-13,23.599695205688477
2015-08-14,23.704524993896484
2015-08-17,23.89389419555664
2015-08-18,23.88036346435547
2015-08-19,23.964906692504883
2015-08-20,23.86007308959961
2015-08-21,23.46443748474121
2015-08-24,22.284286499023438
2015-08-25,21.506534576416016
2015-08-26,21.73986053466797
2015-08-27,22.253849029541016
2015-08-28,22.284286499023438
2015-08-31,22.091537475585938
2015-09-01,21.32392692565918
2015-09-02,21.222476959228516
2015-09-03,21.30025863647461
2015-09-04,20.806554794311523
2015-09-08,21.09735870361328
2015-09-09,20.92828941345215
2015-09-10,20.975631713867188
2015-09-11,21.1954345703125
2015-09-14,21.246152877807617
2015-09-15,21.381410598754883
2015-09-16,21.62488555908203
2015-09-17,21.783817291259766
2015-09-18,21.726335525512695
2015-09-21,21.61812400817871
2015-09-22,21.655319213867188
2015-09-23,21.48624038696289
2015-09-24,21.50314712524414
2015-09-25,21.8413028717041
2015-09-28,21.662084579467773
2015-09-29,21.753379821777344
2015-09-30,22.013765335083008
2015-10-01,21.780433654785156
2015-10-02,22.280895233154297
2015-10-05,22.646108627319336
2015-10-06,22.355304718017578
2015-10-07,22.581857681274414
2015-10-08,22.882816314697266
2015-10-09,22.84561538696289
2015-10-12,23.089086532592773
2015-10-13,23.02822494506836
2015-10-14,22.96735191345215
2015-10-15,23.359607696533203
2015-10-16,23.43400001525879
2015-10-19,23.461063385009766
2015-10-20,23.694379806518555
2015-10-21,23.474580764770508
2015-10-22,23.691001892089844
2015-10-23,23.21421241760254
2015-10-26,23.16010093688965
2015-10-27,23.149948120117188
2015-10-28,22.91324806213379
2015-10-29,22.82533073425293
2015-10-30,23.048503875732422
2015-11-02,23.180391311645508
2015-11-03,23.43062400817871
2015-11-04,23.403564453125
2015-11-05,23.014692306518555
2015-11-06,22.19974708557129
2015-11-09,22.31622886657715
2015-11-10,22.216873168945312
2015-11-11,22.63140106201172
2015-11-12,22.542333602905273
2015-11-13,22.31965446472168
2015-11-16,22.895204544067383
2015-11-17,22.419004440307617
2015-11-18,22.497791290283203
2015-11-19,22.55603790283203
2015-11-20,22.932886123657227
2015-11-23,22.84038734436035
2015-11-24,22.775297164916992
2015-11-25,22.658811569213867
2015-11-27,22.66908836364746
2015-11-30,22.826683044433594
2015-12-01,23.08704948425293
2015-12-02,22.374465942382812
2015-12-03,22.04900550842285
2015-12-04,22.586872100830078
2015-12-07,22.84724235534668
2015-12-08,22.802703857421875
2015-12-09,23.309736251831055
2015-12-10,22.51149559020996
2015-12-11,22.494369506835938
2015-12-14,22.419004440307617
2015-12-15,22.343631744384766
2015-12-16,22.99797248840332
2015-12-17,23.032238006591797
2015-12-18,22.699918746948242
2015-12-21,22.672517776489258
2015-12-22,23.186399459838867
2015-12-23,23.566679000854492
2015-12-24,23.53241539001465
2015-12-28,23.590654373168945
2015-12-29,23.707138061523438
2015-12-30,23.72426414489746
2015-12-31,23.419363021850586
2016-01-04,23.49473762512207
2016-01-05,23.621488571166992
2016-01-06,23.470752716064453
2016-01-07,23.1384334564209
2016-01-08,23.131582260131836
2016-01-11,23.141862869262695
2016-01-12,23.433067321777344
2016-01-13,23.364545822143555
2016-01-14,23.672874450683594
2016-01-15,23.326866149902344
2016-01-19,23.594085693359375
2016-01-20,22.802703857421875
2016-01-21,22.843812942504883
2016-01-22,23.546123504638672
2016-01-25,23.152143478393555
2016-01-26,23.53584098815918
2016-01-27,23.827037811279297
2016-01-28,24.17305564880371
2016-01-29,24.179908752441406
2016-02-01,24.52934455871582
2016-02-02,24.577308654785156
2016-02-03,25.128875732421875
2016-02-04,24.769161224365234
2016-02-05,24.74175262451172
2016-02-08,24.47795867919922
2016-02-09,24.52650260925293
2016-02-10,24.769201278686523
2016-02-11,24.4571590423584
2016-02-12,24.4224853515625
2016-02-16,24.536895751953125
2016-02-17,24.62010955810547
2016-02-18,25.462623596191406
2016-02-19,25.303131103515625
2016-02-22,25.66025161743164
2016-02-23,25.479969024658203
2016-02-24,25.46608543395996
2016-02-25,25.743457794189453
2016-02-26,24.873210906982422
2016-02-29,25.036161422729492
2016-03-01,25.032697677612305
2016-03-02,25.386354446411133
2016-03-03,25.358606338500977
2016-03-04,25.72266387939453
2016-03-07,25.635974884033203
2016-03-08,25.85441017150879
2016-03-09,26.090173721313477
2016-03-10,26.343278884887695
2016-03-11,26.322477340698242
2016-03-14,26.537433624267578
2016-03-15,26.56517219543457
2016-03-16,27.05057716369629
2016-03-17,27.369548797607422
2016-03-18,27.01936912536621
2016-03-21,27.182321548461914
2016-03-22,26.93963050842285
2016-03-23,27.09218406677246
2016-03-24,27.33487319946289
2016-03-28,27.102582931518555
2016-03-29,27.601839065551758
2016-03-30,27.470094680786133
2016-03-31,27.487428665161133
2016-04-01,27.726661682128906
2016-04-04,27.369548797607422
2016-04-05,26.72812843322754
2016-04-06,26.76973533630371
2016-04-07,26.762798309326172
2016-04-08,26.68305206298828
2016-04-11,26.634510040283203
2016-04-12,26.54437828063965
2016-04-13,26.540904998779297
2016-04-14,26.294736862182617
2016-04-15,26.391817092895508
2016-04-18,26.436893463134766
2016-04-19,26.499303817749023
2016-04-20,25.875215530395508
2016-04-21,25.486896514892578
2016-04-22,25.77813148498535
2016-04-25,25.757333755493164
2016-04-26,25.8682804107666
2016-04-27,25.90294647216797
2016-04-28,25.80587387084961
2016-04-29,26.065906524658203
2016-05-02,26.19765281677246
2016-05-03,26.530498504638672
2016-05-04,26.693458557128906
2016-05-05,26.64491844177246
2016-05-06,26.40568733215332
2016-05-09,26.537433624267578
2016-05-10,26.64613151550293
2016-05-11,26.852989196777344
2016-05-12,27.021265029907227
2016-05-13,26.856489181518555
2016-05-16,26.793384552001953
2016-05-17,26.58301544189453
2016-05-18,25.724029541015625
2016-05-19,26.057098388671875
