Date,VIVT3.SA
2015-08-24,8.79677963256836
2015-08-25,8.888360023498535
2015-08-26,9.157703399658203
2015-08-27,9.181940078735352
2015-08-28,9.260053634643555
2015-08-31,9.292375564575195
2015-09-01,8.98999309539795
2015-09-02,9.246844291687012
2015-09-03,9.246844291687012
2015-09-04,9.179254531860352
2015-09-08,8.984583854675293
2015-09-09,9.17114543914795
2015-09-10,9.19277286529541
2015-09-11,9.057584762573242
2015-09-14,9.233332633972168
2015-09-15,9.268476486206055
2015-09-16,9.354999542236328
2015-09-17,9.298221588134766
2015-09-18,9.37392520904541
2015-09-21,9.017027854919434
2015-09-22,8.733132362365723
2015-09-23,8.481684684753418
2015-09-24,8.249160766601562
2015-09-25,8.246458053588867
2015-09-28,8.270792007446289
2015-09-29,8.257270812988281
2015-09-30,8.354610443115234
2015-10-01,8.444513320922852
2015-10-02,8.409270286560059
2015-10-05,8.674942970275879
2015-10-06,8.620720863342285
2015-10-07,8.80506420135498
2015-10-08,8.937902450561523
2015-10-09,9.000251770019531
2015-10-13,8.580056190490723
2015-10-14,8.403849601745605
2015-10-15,8.5366849899292
2015-10-16,8.246613502502441
2015-10-19,8.246613502502441
2015-10-20,8.417400360107422
2015-10-21,8.403849601745605
2015-10-22,8.674942970275879
2015-10-23,8.566503524780273
2015-10-26,8.97314167022705
2015-10-27,8.918925285339355
2015-10-28,8.715606689453125
2015-10-29,8.837596893310547
2015-10-30,9.1493501663208
2015-11-03,9.501974105834961
2015-11-04,9.461254119873047
2015-11-05,9.094747543334961
2015-11-06,9.168049812316895
2015-11-09,9.016018867492676
2015-11-10,8.931859016418457
2015-11-11,9.341798782348633
2015-11-12,9.341798782348633
2015-11-13,9.341798782348633
2015-11-16,9.140900611877441
2015-11-17,9.100179672241211
2015-11-18,9.100179672241211
2015-11-19,9.187055587768555
2015-11-23,9.070313453674316
2015-11-24,9.067601203918457
2015-11-25,8.94543170928955
2015-11-26,8.79611587524414
2015-11-27,8.752678871154785
2015-11-30,8.758109092712402
2015-12-01,8.695550918579102
2015-12-02,8.72281265258789
2015-12-03,8.72281265258789
2015-12-04,8.58651351928711
2015-12-07,8.559258460998535
2015-12-08,8.518366813659668
2015-12-09,8.58651351928711
2015-12-10,8.85637378692627
2015-12-11,8.78823184967041
2015-12-14,8.790958404541016
2015-12-15,8.87818717956543
2015-12-16,9.158947944641113
2015-12-17,8.965415000915527
2015-12-18,8.518366813659668
2015-12-21,8.504739761352539
2015-12-22,8.55380630493164
2015-12-23,8.831844329833984
2015-12-28,8.395703315734863
2015-12-29,8.491110801696777
2015-12-30,9.265260696411133
2016-01-04,8.314189910888672
2016-01-05,8.327888488769531
2016-01-06,8.341585159301758
2016-01-07,8.338842391967773
2016-01-08,7.938888072967529
2016-01-11,8.026548385620117
2016-01-12,8.053943634033203
2016-01-13,8.012850761413574
2016-01-14,8.188176155090332
2016-01-15,7.971761226654053
2016-01-18,7.944365501403809
2016-01-19,8.136125564575195
2016-01-20,8.078597068786621
2016-01-21,8.081339836120605
2016-01-22,8.327888488769531
2016-01-26,8.116951942443848
2016-01-27,8.355281829833984
2016-01-28,8.122432708740234
2016-01-29,8.492254257202148
2016-02-01,8.221049308776855
2016-02-02,8.081339836120605
2016-02-03,8.204612731933594
2016-02-04,8.59361457824707
2016-02-05,8.314189910888672
2016-02-10,8.163521766662598
2016-02-11,8.026548385620117
2016-02-12,8.423768997192383
2016-02-15,8.492254257202148
2016-02-16,8.903168678283691
2016-02-17,8.985352516174316
2016-02-18,8.955217361450195
2016-02-19,8.848382949829102
2016-02-22,9.040141105651855
2016-02-23,8.864816665649414
2016-02-24,8.629223823547363
2016-02-25,8.763458251953125
2016-02-26,8.820985794067383
2016-02-29,9.300387382507324
2016-03-01,9.468337059020996
2016-03-02,9.39412784576416
2016-03-03,9.70195198059082
2016-03-04,9.586517333984375
2016-03-07,9.751425743103027
2016-03-08,9.509565353393555
2016-03-09,9.59201717376709
2016-03-10,9.515058517456055
2016-03-11,9.721197128295898
2016-03-14,9.77616024017334
2016-03-15,9.526053428649902
2016-03-16,10.301112174987793
2016-03-17,10.471510887145996
2016-03-18,10.608938217163086
2016-03-21,10.633666038513184
2016-03-22,10.73261547088623
2016-03-23,10.498997688293457
2016-03-24,10.529231071472168
2016-03-28,10.77383804321289
2016-03-29,10.787583351135254
2016-03-30,10.900267601013184
2016-03-31,10.518238067626953
2016-04-01,10.415258407592773
2016-04-04,9.948494911193848
2016-04-05,9.915349006652832
2016-04-06,9.85735034942627
2016-04-07,9.796586990356445
2016-04-08,10.216400146484375
2016-04-11,9.882207870483398
2016-04-12,10.075542449951172
2016-04-13,9.77448844909668
2016-04-14,9.915349006652832
2016-04-15,10.191540718078613
2016-04-18,10.31583309173584
2016-04-19,10.103160858154297
2016-04-20,9.967824935913086
2016-04-22,10.058968544006348
2016-04-25,9.710967063903809
2016-04-26,9.929160118103027
2016-04-27,9.970587730407715
2016-04-28,10.125256538391113
2016-04-29,10.41958236694336
2016-05-02,10.329763412475586
2016-05-03,10.177145957946777
2016-05-04,10.179971694946289
2016-05-05,10.001921653747559
2016-05-06,10.174321174621582
2016-05-09,10.106487274169922
2016-05-10,10.174321174621582
2016-05-11,10.315629005432129
