Date,SMALLCAP.NS
2024-03-18,41.45000076293945
2024-03-19,40.88999938964844
2024-03-20,40.849998474121094
2024-03-21,41.880001068115234
2024-03-22,42.18000030517578
2024-03-26,42.47999954223633
2024-03-27,42.79999923706055
2024-03-28,42.90999984741211
2024-04-01,44.150001525878906
2024-04-02,44.720001220703125
2024-04-03,45.29999923706055
2024-04-04,45.529998779296875
2024-04-05,45.880001068115234
2024-04-08,45.790000915527344
2024-04-09,45.77000045776367
2024-04-10,46.06999969482422
2024-04-12,46.18000030517578
2024-04-15,45.45000076293945
2024-04-16,45.56999969482422
2024-04-18,45.349998474121094
2024-04-19,45.279998779296875
2024-04-22,45.81999969482422
2024-04-23,46.41999816894531
2024-04-24,46.93000030517578
2024-04-25,47.27000045776367
2024-04-26,47.650001525878906
2024-04-29,47.380001068115234
2024-04-30,47.43000030517578
2024-05-02,47.459999084472656
2024-05-03,47.310001373291016
2024-05-06,46.65999984741211
2024-05-07,45.810001373291016
2024-05-08,45.95000076293945
2024-05-09,44.81999969482422
2024-05-10,44.959999084472656
2024-05-13,44.68000030517578
2024-05-14,45.56999969482422
2024-05-15,45.970001220703125
2024-05-16,46.2599983215332
2024-05-17,46.84000015258789
2024-05-21,47.0
2024-05-22,46.810001373291016
2024-05-23,46.939998626708984
2024-05-24,47.18000030517578
2024-05-27,47.45000076293945
2024-05-28,47.09000015258789
2024-05-29,47.08000183105469
2024-05-30,46.63999938964844
2024-05-31,46.54999923706055
2024-06-03,47.31999969482422
2024-06-04,44.84000015258789
2024-06-05,45.650001525878906
2024-06-06,46.7400016784668
2024-06-07,47.88999938964844
2024-06-10,48.810001373291016
2024-06-11,49.06999969482422
2024-06-12,49.66999816894531
2024-06-13,50.150001525878906
2024-06-14,50.619998931884766
2024-06-18,51.130001068115234
2024-06-19,50.779998779296875
2024-06-20,50.93000030517578
2024-06-21,50.95000076293945
2024-06-24,50.68000030517578
2024-06-25,50.77000045776367
2024-06-26,50.90999984741211
2024-06-27,50.56999969482422
2024-06-28,50.630001068115234
2024-07-01,51.75
2024-07-02,51.779998779296875
2024-07-03,52.31999969482422
2024-07-04,53.06999969482422
2024-07-05,53.59000015258789
2024-07-08,53.70000076293945
2024-07-09,53.54999923706055
2024-07-10,52.9900016784668
2024-07-11,53.5
2024-07-12,53.349998474121094
2024-07-15,53.70000076293945
2024-07-16,53.709999084472656
2024-07-18,53.029998779296875
2024-07-19,51.66999816894531
2024-07-22,52.209999084472656
2024-07-23,51.65999984741211
2024-07-24,52.63999938964844
2024-07-25,52.290000915527344
2024-07-26,52.91999816894531
2024-07-29,53.61000061035156
2024-07-30,54.08000183105469
2024-07-31,53.939998626708984
2024-08-01,53.40999984741211
2024-08-02,52.689998626708984
2024-08-05,50.47999954223633
2024-08-06,49.970001220703125
2024-08-07,51.15999984741211
2024-08-08,50.86000061035156
2024-08-09,51.310001373291016
2024-08-12,51.540000915527344
2024-08-13,50.880001068115234
2024-08-14,50.52000045776367
2024-08-16,51.650001525878906
2024-08-19,52.52000045776367
2024-08-20,52.52000045776367
2024-08-21,53.119998931884766
2024-08-22,53.18000030517578
2024-08-23,53.13999938964844
2024-08-26,53.22999954223633
2024-08-27,53.779998779296875
2024-08-28,53.84000015258789
2024-08-29,53.29999923706055
2024-08-30,53.560001373291016
2024-09-02,53.369998931884766
2024-09-03,53.68000030517578
2024-09-04,53.5099983215332
2024-09-05,53.81999969482422
2024-09-06,53.0099983215332
2024-09-09,52.5
2024-09-10,53.22999954223633
2024-09-11,52.9900016784668
2024-09-12,53.31999969482422
2024-09-13,53.720001220703125
2024-09-16,53.939998626708984
2024-09-17,53.790000915527344
2024-09-18,53.439998626708984
2024-09-19,52.880001068115234
2024-09-20,53.45000076293945
2024-09-23,53.93000030517578
2024-09-24,53.779998779296875
2024-09-25,53.5
2024-09-26,53.060001373291016
2024-09-27,53.22999954223633
2024-09-30,53.18000030517578
2024-10-01,53.33000183105469
2024-10-03,52.36000061035156
2024-10-04,51.95000076293945
2024-10-07,50.470001220703125
2024-10-08,51.5
2024-10-09,52.43000030517578
2024-10-10,52.369998931884766
2024-10-11,52.90999984741211
2024-10-14,53.08000183105469
2024-10-15,53.459999084472656
2024-10-16,53.58000183105469
2024-10-17,53.0099983215332
2024-10-18,52.90999984741211
2024-10-21,52.02000045776367
2024-10-22,50.099998474121094
2024-10-23,50.47999954223633
2024-10-24,50.189998626708984
2024-10-25,48.7599983215332
2024-10-28,49.45000076293945
2024-10-29,49.95000076293945
2024-10-30,50.45000076293945
2024-10-31,51.08000183105469
2024-11-01,51.08000183105469
2024-11-04,50.7599983215332
2024-11-05,50.97999954223633
2024-11-06,51.970001220703125
2024-11-07,51.5099983215332
2024-11-08,50.70000076293945
2024-11-11,50.08000183105469
2024-11-12,49.31999969482422
2024-11-13,47.70000076293945
2024-11-14,47.7599983215332
2024-11-18,47.63999938964844
2024-11-19,48.16999816894531
2024-11-21,47.77000045776367
2024-11-22,48.369998931884766
2024-11-25,49.369998931884766
2024-11-26,49.720001220703125
2024-11-27,50.52000045776367
2024-11-28,50.83000183105469
2024-11-29,50.970001220703125
2024-12-02,51.43000030517578
2024-12-03,51.75
2024-12-04,52.099998474121094
2024-12-05,52.41999816894531
2024-12-06,53.040000915527344
2024-12-09,53.2599983215332
2024-12-10,53.310001373291016
2024-12-11,53.7599983215332
2024-12-12,53.20000076293945
2024-12-13,52.88999938964844
2024-12-16,53.15999984741211
2024-12-17,52.779998779296875
2024-12-18,52.209999084472656
2024-12-19,51.75
2024-12-20,50.810001373291016
2024-12-23,50.45000076293945
2024-12-24,50.470001220703125
2024-12-26,50.5
2024-12-27,50.59000015258789
2024-12-30,49.97999954223633
2024-12-31,50.130001068115234
2025-01-01,50.56999969482422
2025-01-02,50.61000061035156
2025-01-03,50.59000015258789
2025-01-06,49.099998474121094
2025-01-07,49.7599983215332
2025-01-08,49.15999984741211
2025-01-09,48.41999816894531
2025-01-10,47.189998626708984
2025-01-13,45.25
2025-01-14,45.9900016784668
2025-01-15,46.38999938964844
2025-01-16,46.790000915527344
2025-01-17,46.88999938964844
2025-01-20,47.279998779296875
2025-01-21,46.060001373291016
2025-01-22,45.209999084472656
2025-01-23,45.7400016784668
2025-01-24,44.619998931884766
2025-01-27,42.959999084472656
2025-01-28,41.70000076293945
2025-01-29,43.099998474121094
2025-01-30,42.81999969482422
2025-01-31,43.65999984741211
2025-02-01,44.029998779296875
2025-02-03,43.11000061035156
2025-02-04,43.70000076293945
2025-02-05,44.77000045776367
2025-02-06,44.689998626708984
2025-02-07,44.68000030517578
2025-02-10,43.61000061035156
2025-02-11,42.209999084472656
2025-02-12,42.08000183105469
2025-02-13,41.61000061035156
2025-02-14,40.41999816894531
2025-02-17,40.470001220703125
2025-02-18,40.0
2025-02-19,40.939998626708984
2025-02-20,41.5
2025-02-21,41.380001068115234
2025-02-24,40.869998931884766
2025-02-25,40.560001373291016
2025-02-27,39.81999969482422
2025-02-28,38.75
2025-03-03,38.33000183105469
2025-03-04,38.7400016784668
2025-03-05,39.81999969482422
2025-03-06,40.5
2025-03-07,40.61000061035156
2025-03-10,39.84000015258789
2025-03-11,39.650001525878906
2025-03-12,39.5
2025-03-13,39.279998779296875
2025-03-17,39.380001068115234
2025-03-18,39.380001068115234
2025-03-19,41.349998474121094
2025-03-20,41.70000076293945
2025-03-21,42.47999954223633
2025-03-24,42.959999084472656
2025-03-25,42.13999938964844
2025-03-26,41.59000015258789
2025-03-27,42.06999969482422
2025-03-28,42.130001068115234
2025-04-01,41.689998626708984
2025-04-02,42.25
2025-04-03,42.33000183105469
2025-04-04,40.81999969482422
2025-04-07,39.349998474121094
2025-04-08,40.0099983215332
2025-04-09,39.5099983215332
2025-04-11,40.61000061035156
2025-04-15,41.869998931884766
2025-04-16,42.11000061035156
2025-04-17,42.2599983215332
