Date,PPL
2015-08-03,20.292577743530273
2015-08-04,20.069795608520508
2015-08-05,20.197097778320312
2015-08-06,20.42624282836914
2015-08-07,20.598112106323242
2015-08-10,20.629940032958984
2015-08-11,20.782705307006836
2015-08-12,21.16461944580078
2015-08-13,21.10097312927246
2015-08-14,21.234642028808594
2015-08-17,21.37468147277832
2015-08-18,21.27920150756836
2015-08-19,21.336488723754883
2015-08-20,21.24100685119629
2015-08-21,20.941843032836914
2015-08-24,19.967945098876953
2015-08-25,19.439626693725586
2015-08-26,19.910655975341797
2015-08-27,20.209829330444336
2015-08-28,19.967945098876953
2015-08-31,19.726058959960938
2015-09-01,19.095901489257812
2015-09-02,19.191381454467773
2015-09-03,19.26139259338379
2015-09-04,18.885847091674805
2015-09-08,19.264951705932617
2015-09-09,18.961929321289062
2015-09-10,19.032848358154297
2015-09-11,19.129558563232422
2015-09-14,19.245616912841797
2015-09-15,19.393903732299805
2015-09-16,19.55509376525879
2015-09-17,19.858121871948242
2015-09-18,19.96128273010254
2015-09-21,20.199838638305664
2015-09-22,20.012863159179688
2015-09-23,20.038646697998047
2015-09-24,20.361021041870117
2015-09-25,20.612470626831055
2015-09-28,20.56734275817871
2015-09-29,20.767208099365234
2015-09-30,21.20563316345215
2015-10-01,21.018657684326172
2015-10-02,21.302345275878906
2015-10-05,21.586029052734375
2015-10-06,21.315237045288086
2015-10-07,21.038002014160156
2015-10-08,21.33458137512207
2015-10-09,21.29589080810547
2015-10-12,21.547353744506836
2015-10-13,21.55379867553711
2015-10-14,21.714984893798828
2015-10-15,22.04380226135254
2015-10-16,22.217885971069336
2015-10-19,22.108280181884766
2015-10-20,22.10183334350586
2015-10-21,22.082490921020508
2015-10-22,22.40485954284668
2015-10-23,22.037357330322266
2015-10-26,22.134071350097656
2015-10-27,22.11472511291504
2015-10-28,21.547353744506836
2015-10-29,21.785905838012695
2015-10-30,22.179203033447266
2015-11-02,22.01801109313965
2015-11-03,22.146963119506836
2015-11-04,22.256563186645508
2015-11-05,22.063148498535156
2015-11-06,21.32813262939453
2015-11-09,21.30879020690918
2015-11-10,21.457080841064453
2015-11-11,21.914857864379883
2015-11-12,21.476428985595703
2015-11-13,21.315237045288086
2015-11-16,21.940641403198242
2015-11-17,21.515111923217773
2015-11-18,21.676298141479492
2015-11-19,21.992229461669922
2015-11-20,22.24367904663086
2015-11-23,21.901960372924805
2015-11-24,21.876174926757812
2015-11-25,21.695642471313477
2015-11-27,21.695642471313477
2015-11-30,21.947092056274414
2015-12-01,22.050251007080078
2015-12-02,21.392614364624023
2015-12-03,21.283002853393555
2015-12-04,21.7536678314209
2015-12-07,21.644060134887695
2015-12-08,21.59058380126953
2015-12-09,21.799257278442383
2015-12-10,21.473215103149414
2015-12-11,21.32975959777832
2015-12-14,21.368881225585938
2015-12-15,21.688400268554688
2015-12-16,22.060094833374023
2015-12-17,22.118778228759766
2015-12-18,21.936199188232422
2015-12-21,21.76665687561035
2015-12-22,22.04705810546875
2015-12-23,22.32745361328125
2015-12-24,22.34048843383789
2015-12-28,22.262237548828125
2015-12-29,22.457866668701172
2015-12-30,22.39265251159668
2015-12-31,22.25571632385254
2016-01-04,21.962276458740234
2016-01-05,22.197031021118164
2016-01-06,22.125303268432617
2016-01-07,21.870990753173828
2016-01-08,21.77317237854004
2016-01-11,22.099220275878906
2016-01-12,21.87750816345215
2016-01-13,21.844898223876953
2016-01-14,22.275283813476562
2016-01-15,21.707965850830078
2016-01-19,21.92967987060547
2016-01-20,21.388442993164062
2016-01-21,21.668842315673828
2016-01-22,22.177461624145508
2016-01-25,22.014442443847656
2016-01-26,22.060094833374023
2016-01-27,22.066614151000977
2016-01-28,22.37961769104004
2016-01-29,22.862165451049805
2016-02-01,23.422948837280273
2016-02-02,23.716392517089844
2016-02-03,23.925060272216797
2016-02-04,23.905494689941406
2016-02-05,23.579450607299805
2016-02-08,23.46860694885254
2016-02-09,23.559890747070312
2016-02-10,23.651182174682617
2016-02-11,23.409914016723633
2016-02-12,23.305572509765625
2016-02-16,23.49468231201172
2016-02-17,23.46860694885254
2016-02-18,23.814212799072266
2016-02-19,23.64466094970703
2016-02-22,23.47511863708496
2016-02-23,23.52075958251953
2016-02-24,23.42947769165039
2016-02-25,23.703350067138672
2016-02-26,22.705656051635742
2016-02-29,22.81651496887207
2016-03-01,22.712181091308594
2016-03-02,22.770864486694336
2016-03-03,22.992570877075195
2016-03-04,23.25992774963379
2016-03-07,23.514245986938477
2016-03-08,23.698776245117188
2016-03-09,24.028297424316406
2016-03-10,24.08760643005371
2016-03-11,24.09419822692871
2016-03-14,23.962390899658203
2016-03-15,24.061241149902344
2016-03-16,24.338035583496094
2016-03-17,24.759817123413086
2016-03-18,24.42371368408203
2016-03-21,24.50938606262207
2016-03-22,24.39075469970703
2016-03-23,24.42371368408203
2016-03-24,24.50938606262207
2016-03-28,24.496196746826172
2016-03-29,24.779582977294922
2016-03-30,24.845495223999023
2016-03-31,25.08932876586914
2016-04-01,25.168415069580078
2016-04-04,25.062973022460938
2016-04-05,24.601648330688477
2016-04-06,24.753225326538086
2016-04-07,24.621423721313477
2016-04-08,24.647783279418945
2016-04-11,24.50938606262207
2016-04-12,24.68732452392578
2016-04-13,24.4566650390625
2016-04-14,24.417110443115234
2016-04-15,24.740041732788086
2016-04-18,24.865257263183594
2016-04-19,24.911386489868164
2016-04-20,24.417110443115234
2016-04-21,23.9030704498291
2016-04-22,24.061241149902344
2016-04-25,24.08760643005371
2016-04-26,24.028297424316406
2016-04-27,24.291898727416992
2016-04-28,24.562103271484375
2016-04-29,24.805946350097656
2016-05-02,25.27386474609375
2016-05-03,25.095922470092773
2016-05-04,25.287036895751953
2016-05-05,25.254087448120117
2016-05-06,25.240909576416016
2016-05-09,25.33316993713379
2016-05-10,25.352941513061523
2016-05-11,25.511106491088867
2016-05-12,25.642921447753906
2016-05-13,25.62973976135254
2016-05-16,25.57701301574707
2016-05-17,25.240909576416016
2016-05-18,24.70050621032715
2016-05-19,24.977298736572266
2016-05-20,25.016834259033203
2016-05-23,24.680727005004883
2016-05-24,25.082740783691406
2016-05-25,25.04319953918457
2016-05-26,25.405664443969727
2016-05-27,25.491334915161133
2016-05-31,25.399080276489258
2016-06-01,25.464975357055664
2016-06-02,25.418848037719727
2016-06-03,25.899938583374023
2016-06-06,25.847213745117188
2016-06-07,25.860401153564453
2016-06-08,25.86705207824707
2016-06-09,26.11993980407715
2016-06-10,26.1665096282959
2016-06-13,25.807159423828125
2016-06-14,25.953556060791016
2016-06-15,25.840436935424805
2016-06-16,25.953556060791016
2016-06-17,25.980182647705078
2016-06-20,26.40608787536621
2016-06-21,26.39943504333496
2016-06-22,26.159868240356445
2016-06-23,26.24637222290039
2016-06-24,24.742401123046875
2016-06-27,24.336456298828125
2016-06-28,24.396345138549805
2016-06-29,24.655881881713867
2016-06-30,25.121713638305664
2016-07-01,25.021888732910156
2016-07-05,25.035205841064453
2016-07-06,24.822254180908203
2016-07-07,24.60264778137207
2016-07-08,24.928735733032227
2016-07-11,25.04851722717285
2016-07-12,24.822254180908203
2016-07-13,24.96865463256836
2016-07-14,24.682504653930664
2016-07-15,24.722431182861328
2016-07-18,24.83556365966797
2016-07-19,24.735734939575195
2016-07-20,24.589340209960938
2016-07-21,24.709131240844727
2016-07-22,25.08845329284668
2016-07-25,24.975318908691406
2016-07-26,24.84221839904785
2016-07-27,24.63592529296875
2016-07-28,24.782323837280273
2016-07-29,25.09510040283203
2016-08-01,25.021888732910156
2016-08-02,24.72909164428711
2016-08-03,24.689159393310547
2016-08-04,24.595991134643555
2016-08-05,24.462890625
2016-08-08,24.383033752441406
2016-08-09,24.12350082397461
2016-08-10,23.977100372314453
2016-08-11,24.22332191467285
2016-08-12,24.130159378051758
2016-08-15,23.57115936279297
2016-08-16,23.271696090698242
2016-08-17,23.537885665893555
2016-08-18,23.677640914916992
2016-08-19,23.391477584838867
2016-08-22,23.57115936279297
2016-08-23,23.46468162536621
2016-08-24,23.46468162536621
2016-08-25,23.504606246948242
2016-08-26,23.065399169921875
2016-08-29,23.27835464477539
2016-08-30,22.965572357177734
2016-08-31,23.14525604248047
2016-09-01,22.91899299621582
2016-09-02,23.31162452697754
2016-09-06,23.497957229614258
2016-09-07,23.349964141845703
2016-09-08,23.504682540893555
2016-09-09,22.623428344726562
2016-09-12,23.01360321044922
2016-09-13,22.704158782958984
2016-09-14,22.959789276123047
2016-09-15,23.32978057861328
2016-09-16,23.6055908203125
2016-09-19,23.619047164916992
2016-09-20,23.390321731567383
2016-09-21,23.8477725982666
2016-09-22,24.096675872802734
2016-09-23,24.015949249267578
2016-09-26,24.056312561035156
2016-09-27,23.70650291442871
2016-09-28,23.619047164916992
2016-09-29,23.42395782470703
2016-09-30,23.255781173706055
2016-10-03,22.838693618774414
2016-10-04,22.13234519958496
2016-10-05,21.964160919189453
2016-10-06,21.86325454711914
2016-10-07,21.6950740814209
2016-10-10,21.869983673095703
2016-10-11,21.65471649169922
2016-10-12,21.876712799072266
2016-10-13,22.199615478515625
2016-10-14,22.145801544189453
2016-10-17,22.23997688293457
2016-10-18,22.47542953491211
2016-10-19,22.44179344177246
2016-10-20,22.589792251586914
2016-10-21,22.414884567260742
2016-10-24,22.5561580657959
2016-10-25,22.67051887512207
2016-10-26,22.764698028564453
2016-10-27,22.657060623168945
2016-10-28,22.744518280029297
2016-10-31,23.10105323791504
2016-11-01,22.872337341308594
2016-11-02,22.811786651611328
2016-11-03,22.939607620239258
2016-11-04,22.885784149169922
2016-11-07,23.2423152923584
2016-11-08,23.370145797729492
2016-11-09,22.589792251586914
2016-11-10,22.273611068725586
2016-11-11,22.300527572631836
2016-11-14,22.105432510375977
2016-11-15,22.36106300354004
2016-11-16,22.112159729003906
2016-11-17,22.08525848388672
2016-11-18,22.09197998046875
2016-11-21,22.4283390045166
2016-11-22,22.414884567260742
2016-11-23,22.071796417236328
2016-11-25,22.414884567260742
2016-11-28,22.97323989868164
2016-11-29,23.00014305114746
2016-11-30,22.50905990600586
2016-12-01,22.266881942749023
2016-12-02,22.4283390045166
2016-12-05,22.367794036865234
2016-12-06,22.253433227539062
2016-12-07,22.525644302368164
2016-12-08,22.532447814941406
