Date,PTNT4.SA
2015-08-24,0.9772726893424988
2015-08-25,0.9772726893424988
2015-08-26,1.0519253015518188
2015-08-27,1.0858583450317383
2015-08-28,1.0858583450317383
2015-08-31,1.0858583450317383
2015-09-01,1.0247788429260254
2015-09-02,1.0247788429260254
2015-09-03,1.0247788429260254
2015-09-04,1.017992377281189
2015-09-08,1.017992377281189
2015-09-09,1.017992377281189
2015-09-10,1.017992377281189
2015-09-11,1.017992377281189
2015-09-14,1.0247788429260254
2015-09-15,1.0247788429260254
2015-09-16,1.0247788429260254
2015-09-17,1.0247788429260254
2015-09-18,1.0247788429260254
2015-09-21,1.017992377281189
2015-09-22,1.017992377281189
2015-09-23,1.017992377281189
2015-09-24,1.017992377281189
2015-09-25,1.0519253015518188
2015-09-28,1.0519253015518188
2015-09-29,1.0519253015518188
2015-09-30,1.1740844249725342
2015-10-01,1.2419507503509521
2015-10-02,1.2419507503509521
2015-10-05,1.2419507503509521
2015-10-06,1.2215906381607056
2015-10-07,1.2215906381607056
2015-10-08,1.2215906381607056
2015-10-09,1.2215906381607056
2015-10-13,1.2215906381607056
2015-10-14,1.2215906381607056
2015-10-15,1.2215906381607056
2015-10-16,1.3573229312896729
2015-10-19,1.3573229312896729
2015-10-20,1.3573229312896729
2015-10-21,1.3573229312896729
2015-10-22,1.3573229312896729
2015-10-23,1.3573229312896729
2015-10-26,1.3573229312896729
2015-10-27,1.3573229312896729
2015-10-28,1.3573229312896729
2015-10-29,1.3573229312896729
2015-10-30,1.3029459714889526
2015-11-03,1.3029459714889526
2015-11-04,1.3029459714889526
2015-11-05,1.3029459714889526
2015-11-06,1.3029459714889526
2015-11-09,1.3029459714889526
2015-11-10,1.3608547449111938
2015-11-11,1.3608547449111938
2015-11-12,1.3608547449111938
2015-11-13,1.3608547449111938
2015-11-16,1.3029459714889526
2015-11-17,1.3029459714889526
2015-11-18,1.3391389846801758
2015-11-19,1.3391389846801758
2015-11-23,1.3391389846801758
2015-11-24,1.3391389846801758
2015-11-25,1.3391389846801758
2015-11-26,1.3391389846801758
2015-11-27,1.3391389846801758
2015-11-30,1.3391389846801758
2015-12-01,1.3391389846801758
2015-12-02,1.3391389846801758
2015-12-03,1.3391389846801758
2015-12-04,1.3391389846801758
2015-12-07,1.4477177858352661
2015-12-08,1.4477177858352661
2015-12-09,1.4477177858352661
2015-12-10,1.4477177858352661
2015-12-11,1.4477177858352661
2015-12-14,1.4477177858352661
2015-12-15,1.4477177858352661
2015-12-16,1.4477177858352661
2015-12-17,1.4549564123153687
2015-12-18,1.4549564123153687
2015-12-21,1.3753317594528198
2015-12-22,1.3029459714889526
2015-12-23,1.3029459714889526
2015-12-28,1.3029459714889526
2015-12-29,1.3753317594528198
2015-12-30,1.3753317594528198
2016-01-04,1.3753317594528198
2016-01-05,1.3753317594528198
2016-01-06,1.3753317594528198
2016-01-07,1.3753317594528198
2016-01-08,1.3753317594528198
2016-01-11,1.3753317594528198
2016-01-12,1.3753317594528198
2016-01-13,1.3319004774093628
2016-01-14,1.3753317594528198
2016-01-15,1.3753317594528198
2016-01-18,1.3753317594528198
2016-01-19,1.3536159992218018
2016-01-20,1.3536159992218018
2016-01-21,1.3536159992218018
2016-01-22,1.3536159992218018
2016-01-26,1.3536159992218018
2016-01-27,1.3536159992218018
2016-01-28,1.3536159992218018
2016-01-29,1.3536159992218018
2016-02-01,1.3536159992218018
2016-02-02,1.3029459714889526
2016-02-03,1.3029459714889526
2016-02-04,1.2305601835250854
2016-02-05,1.2305601835250854
2016-02-10,1.2305601835250854
2016-02-11,1.2305601835250854
2016-02-12,1.2305601835250854
2016-02-15,1.2305601835250854
2016-02-16,1.2305601835250854
2016-02-17,1.2305601835250854
2016-02-18,1.2305601835250854
2016-02-19,1.2305601835250854
2016-02-22,1.2016055583953857
2016-02-23,1.2305601835250854
2016-02-24,1.2305601835250854
2016-02-25,1.1581741571426392
2016-02-26,1.2957072257995605
2016-02-29,1.2667531967163086
2016-03-01,1.2305601835250854
2016-03-02,1.2305601835250854
2016-03-03,1.2305601835250854
2016-03-04,1.1943670511245728
2016-03-07,1.1581741571426392
2016-03-08,1.1943670511245728
2016-03-09,1.1943670511245728
2016-03-10,1.1581741571426392
2016-03-11,1.1581741571426392
2016-03-14,1.1581741571426392
2016-03-15,1.1581741571426392
2016-03-16,1.1581741571426392
2016-03-17,1.1581741571426392
2016-03-18,1.1581741571426392
2016-03-21,1.1581741571426392
2016-03-22,1.1581741571426392
2016-03-23,1.1581741571426392
2016-03-24,1.1581741571426392
2016-03-28,1.1581741571426392
2016-03-29,1.1581741571426392
2016-03-30,1.1581741571426392
2016-03-31,1.1581741571426392
2016-04-01,1.1581741571426392
2016-04-04,1.2305601835250854
2016-04-05,1.1292200088500977
2016-04-06,1.1292200088500977
2016-04-07,1.1292200088500977
2016-04-08,1.1292200088500977
2016-04-11,1.1292200088500977
2016-04-12,1.1581741571426392
2016-04-13,1.1581741571426392
2016-04-14,1.1581741571426392
2016-04-15,1.1581741571426392
2016-04-18,1.1581741571426392
2016-04-19,1.1509355306625366
2016-04-20,1.085788369178772
2016-04-22,1.085788369178772
2016-04-25,1.085788369178772
2016-04-26,1.085788369178772
2016-04-27,1.085788369178772
2016-04-28,1.085788369178772
2016-04-29,1.1292200088500977
2016-05-02,1.1292200088500977
2016-05-03,1.1292200088500977
2016-05-04,1.1292200088500977
2016-05-05,1.1292200088500977
2016-05-06,1.1292200088500977
2016-05-09,1.1292200088500977
2016-05-10,1.1292200088500977
2016-05-11,1.1292200088500977
2016-05-12,1.085788369178772
2016-05-13,1.085788369178772
2016-05-16,1.085788369178772
2016-05-17,1.143696904182434
2016-05-18,1.2812303304672241
2016-05-19,1.2812303304672241
2016-05-20,1.2812303304672241
2016-05-23,1.273991584777832
2016-05-24,1.273991584777832
2016-05-25,1.273991584777832
2016-05-27,1.3753317594528198
2016-05-30,1.2667531967163086
2016-05-31,1.2667531967163086
2016-06-01,1.2667531967163086
2016-06-02,1.2957072257995605
2016-06-03,1.2957072257995605
2016-06-06,1.3029459714889526
2016-06-07,1.3029459714889526
2016-06-08,1.3029459714889526
2016-06-09,1.3029459714889526
2016-06-10,1.3029459714889526
2016-06-13,1.3029459714889526
2016-06-14,1.288468837738037
2016-06-15,1.2305601835250854
2016-06-16,1.2305601835250854
2016-06-17,1.2305601835250854
2016-06-20,1.2450371980667114
2016-06-21,1.2450371980667114
2016-06-22,1.252275824546814
2016-06-23,1.252275824546814
2016-06-24,1.288468837738037
2016-06-27,1.288468837738037
2016-06-28,1.2016055583953857
2016-06-29,1.2016055583953857
2016-06-30,1.2016055583953857
2016-07-01,1.2016055583953857
2016-07-04,1.1798899173736572
2016-07-05,1.2016055583953857
2016-07-06,1.2016055583953857
2016-07-07,1.1871285438537598
2016-07-08,1.1871285438537598
2016-07-11,1.1871285438537598
2016-07-12,1.2595144510269165
2016-07-13,1.2595144510269165
2016-07-14,1.2595144510269165
2016-07-15,1.2595144510269165
2016-07-18,1.2595144510269165
2016-07-19,1.2595144510269165
2016-07-20,1.2305601835250854
2016-07-21,1.2305601835250854
2016-07-22,1.2088444232940674
2016-07-25,1.2595144510269165
2016-07-26,1.2595144510269165
2016-07-27,1.2957072257995605
2016-07-28,1.2595144510269165
2016-07-29,1.3029459714889526
2016-08-01,1.3536159992218018
2016-08-02,1.3029459714889526
2016-08-03,1.4477177858352661
2016-08-04,1.3753317594528198
2016-08-05,1.5056263208389282
2016-08-08,1.5201035737991333
2016-08-09,1.578012466430664
2016-08-10,1.4477177858352661
2016-08-11,1.426002025604248
2016-08-12,1.3970476388931274
2016-08-15,1.4621949195861816
2016-08-16,1.4621949195861816
2016-08-17,1.4621949195861816
2016-08-18,1.4621949195861816
2016-08-19,1.426002025604248
2016-08-22,1.411524772644043
2016-08-23,1.3825703859329224
2016-08-24,1.3825703859329224
2016-08-25,1.433240532875061
2016-08-26,1.411524772644043
2016-08-29,1.411524772644043
2016-08-30,1.40428626537323
2016-08-31,1.40428626537323
2016-09-01,1.3680931329727173
2016-09-02,1.411524772644043
2016-09-05,1.411524772644043
2016-09-06,1.411524772644043
2016-09-08,1.418763518333435
2016-09-09,1.418763518333435
2016-09-12,1.418763518333435
2016-09-13,1.411524772644043
2016-09-14,1.411524772644043
2016-09-15,1.411524772644043
2016-09-16,1.411524772644043
2016-09-19,1.411524772644043
2016-09-20,1.288468837738037
2016-09-21,1.273991584777832
2016-09-22,1.2667531967163086
2016-09-23,1.2812303304672241
2016-09-26,1.2812303304672241
2016-09-27,1.252275824546814
2016-09-28,1.389809012413025
2016-09-29,1.389809012413025
2016-09-30,1.389809012413025
2016-10-03,1.3753317594528198
2016-10-04,1.3753317594528198
2016-10-05,1.3391389846801758
2016-10-06,1.3753317594528198
2016-10-07,1.3825703859329224
2016-10-10,1.3825703859329224
2016-10-11,1.40428626537323
2016-10-13,1.40428626537323
2016-10-14,1.40428626537323
2016-10-17,1.3970476388931274
