Date,CTSH
2015-08-03,56.239566802978516
2015-08-04,56.606258392333984
2015-08-05,60.22855758666992
2015-08-06,59.99603271484375
2015-08-07,60.479007720947266
2015-08-10,61.212398529052734
2015-08-11,60.622093200683594
2015-08-12,60.344825744628906
2015-08-13,60.765174865722656
2015-08-14,60.076507568359375
2015-08-17,60.505828857421875
2015-08-18,60.67576599121094
2015-08-19,59.951290130615234
2015-08-20,58.76173782348633
2015-08-21,56.21272277832031
2015-08-24,53.51166534423828
2015-08-25,52.75141525268555
2015-08-26,55.595603942871094
2015-08-27,57.062400817871094
2015-08-28,56.990848541259766
2015-08-31,56.29322052001953
2015-09-01,54.76380920410156
2015-09-02,55.935455322265625
2015-09-03,56.22166442871094
2015-09-04,55.228885650634766
2015-09-08,56.498931884765625
2015-09-09,55.56877136230469
2015-09-10,56.015960693359375
2015-09-11,56.15906524658203
2015-09-14,55.524044036865234
2015-09-15,56.141170501708984
2015-09-16,56.90140914916992
2015-09-17,56.24851608276367
2015-09-18,55.300453186035156
2015-09-21,56.185890197753906
2015-09-22,55.32728958129883
2015-09-23,55.67609786987305
2015-09-24,54.66542053222656
2015-09-25,54.817474365234375
2015-09-28,53.69947814941406
2015-09-29,54.18245315551758
2015-09-30,55.99806594848633
2015-10-01,56.588375091552734
2015-10-02,56.588375091552734
2015-10-05,58.23405075073242
2015-10-06,58.1177978515625
2015-10-07,59.021114349365234
2015-10-08,59.352046966552734
2015-10-09,59.87079620361328
2015-10-12,59.20000457763672
2015-10-13,57.99256896972656
2015-10-14,57.912071228027344
2015-10-15,58.04624938964844
2015-10-16,58.04624938964844
2015-10-19,58.18041229248047
2015-10-20,58.314537048339844
2015-10-21,58.108848571777344
2015-10-22,61.20347213745117
2015-10-23,61.561214447021484
2015-10-26,61.22133255004883
2015-10-27,61.0514030456543
2015-10-28,62.39298629760742
2015-10-29,61.605918884277344
2015-10-30,60.91725540161133
2015-11-02,61.20347213745117
2015-11-03,60.94407272338867
2015-11-04,59.76347732543945
2015-11-05,60.076507568359375
2015-11-06,61.75799560546875
2015-11-09,60.792022705078125
2015-11-10,60.899356842041016
2015-11-11,60.720497131347656
2015-11-12,60.022857666015625
2015-11-13,58.940635681152344
2015-11-16,58.90486145019531
2015-11-17,57.339664459228516
2015-11-18,58.36822509765625
2015-11-19,58.35033416748047
2015-11-20,58.25193786621094
2015-11-23,57.45594024658203
2015-11-24,57.760032653808594
2015-11-25,57.66164016723633
2015-11-27,57.894195556640625
2015-11-30,57.760032653808594
2015-12-01,58.314537048339844
2015-12-02,57.27706527709961
2015-12-03,55.1573371887207
2015-12-04,56.311100006103516
2015-12-07,55.4525032043457
2015-12-08,55.46143341064453
2015-12-09,53.958858489990234
2015-12-10,53.994625091552734
2015-12-11,52.143218994140625
2015-12-14,53.44905090332031
2015-12-15,54.119850158691406
2015-12-16,55.82813262939453
2015-12-17,54.039344787597656
2015-12-18,52.64409637451172
2015-12-21,53.43115997314453
2015-12-22,53.75313949584961
2015-12-23,54.02146530151367
2015-12-24,54.31660842895508
2015-12-28,54.11090087890625
2015-12-29,54.924800872802734
2015-12-30,54.5580940246582
2015-12-31,53.68159866333008
2016-01-04,51.991188049316406
2016-01-05,51.991188049316406
2016-01-06,51.09678649902344
2016-01-07,50.658531188964844
2016-01-08,49.8714599609375
2016-01-11,50.19344711303711
2016-01-12,53.35065841674805
2016-01-13,51.669193267822266
2016-01-14,53.85151290893555
2016-01-15,52.50992965698242
2016-01-19,53.61004638671875
2016-01-20,52.99290084838867
2016-01-21,52.82297134399414
2016-01-22,54.119850158691406
2016-01-25,54.486541748046875
2016-01-26,55.39882278442383
2016-01-27,54.56703567504883
2016-01-28,54.8621940612793
2016-01-29,56.624149322509766
2016-02-01,55.74764633178711
2016-02-02,53.771026611328125
2016-02-03,54.34343719482422
2016-02-04,53.32384490966797
2016-02-05,52.357879638671875
2016-02-08,48.342041015625
2016-02-09,46.803688049316406
2016-02-10,47.68914794921875
2016-02-11,46.6069221496582
2016-02-12,48.181060791015625
2016-02-16,49.20066833496094
2016-02-17,50.63169860839844
2016-02-18,50.095054626464844
2016-02-19,49.996673583984375
2016-02-22,50.649600982666016
2016-02-23,49.8714599609375
2016-02-24,50.256046295166016
2016-02-25,51.19517135620117
2016-02-26,51.01629638671875
2016-02-29,50.96262741088867
2016-03-01,52.06273651123047
2016-03-02,51.58869934082031
