Date,3MINDIA.NS
2016-03-15,10217.0029296875
2016-03-16,10265.2685546875
2016-03-17,10192.228515625
2016-03-18,10272.7958984375
2016-03-21,10286.9462890625
2016-03-22,10295.474609375
2016-03-23,10290.8525390625
2016-03-28,10170.978515625
2016-03-29,10198.9453125
2016-03-30,10203.8525390625
2016-03-31,10219.7666015625
2016-04-01,10316.103515625
2016-04-04,10259.263671875
2016-04-05,10189.798828125
2016-04-06,10195.8017578125
2016-04-07,10002.697265625
2016-04-08,10517.1171875
2016-04-11,10814.7548828125
2016-04-12,12605.8193359375
2016-04-13,12981.546875
2016-04-18,13068.8798828125
2016-04-20,13417.2578125
2016-04-21,12791.77734375
2016-04-22,12762.8095703125
2016-04-25,13029.3818359375
2016-04-26,12919.037109375
2016-04-27,12792.3017578125
2016-04-28,12863.2431640625
2016-04-29,12696.2490234375
2016-05-02,12884.6376953125
2016-05-03,12735.74609375
2016-05-04,12578.662109375
2016-05-05,12512.720703125
2016-05-06,12580.900390625
2016-05-09,12603.5791015625
2016-05-10,12618.2080078125
2016-05-11,12623.3515625
2016-05-12,12589.66796875
2016-05-13,12481.705078125
2016-05-16,12508.52734375
2016-05-17,12443.96875
2016-05-18,12396.8984375
2016-05-19,12059.6669921875
2016-05-20,12117.3173828125
2016-05-23,12368.548828125
2016-05-24,12350.2060546875
2016-05-25,12458.978515625
2016-05-26,12544.119140625
2016-05-27,12100.83203125
2016-05-30,11911.681640625
2016-05-31,11830.3525390625
2016-06-01,11801.765625
2016-06-02,11885.90625
2016-06-03,11870.13671875
2016-06-06,11928.166015625
2016-06-07,11931.501953125
2016-06-08,12042.943359375
2016-06-09,11795.619140625
2016-06-10,11619.0947265625
2016-06-13,11572.59375
2016-06-14,11665.64453125
2016-06-15,12053.1396484375
2016-06-16,11808.435546875
2016-06-17,11842.7392578125
2016-06-20,11786.8994140625
2016-06-21,11832.5439453125
2016-06-22,11743.4013671875
2016-06-23,11620.3349609375
2016-06-24,11379.5361328125
2016-06-27,11515.6103515625
2016-06-28,11687.46484375
2016-06-29,11924.4033203125
2016-06-30,12219.32421875
2016-07-01,12659.4677734375
2016-07-04,13328.0185546875
2016-07-05,13141.91796875
2016-07-07,13009.32421875
2016-07-08,13100.9912109375
2016-07-11,13024.044921875
2016-07-12,13071.166015625
2016-07-13,13093.703125
2016-07-14,12987.455078125
2016-07-15,12972.9228515625
2016-07-18,12864.0546875
2016-07-19,12788.6806640625
2016-07-20,12844.1396484375
2016-07-21,13117.7158203125
2016-07-22,13231.7294921875
2016-07-25,13889.3232421875
2016-07-26,14235.8427734375
2016-07-27,14233.033203125
2016-07-28,14138.6962890625
2016-07-29,13931.013671875
2016-08-01,13578.7265625
2016-08-02,13133.201171875
2016-08-03,12924.087890625
2016-08-04,12990.599609375
2016-08-05,12904.076171875
2016-08-08,12686.1005859375
2016-08-09,12589.4296875
2016-08-10,12462.6943359375
2016-08-11,12547.7412109375
2016-08-12,12469.0791015625
2016-08-16,12576.8037109375
2016-08-17,12455.2138671875
2016-08-18,12566.7978515625
2016-08-19,12566.51171875
2016-08-22,12663.517578125
2016-08-23,12578.8525390625
2016-08-24,12584.1416015625
2016-08-25,12409.1884765625
2016-08-26,12379.6015625
2016-08-29,12334.197265625
2016-08-30,12339.150390625
2016-08-31,12274.068359375
2016-09-01,12267.2080078125
2016-09-02,12371.9306640625
2016-09-06,12386.6064453125
2016-09-07,12564.607421875
2016-09-08,12571.75390625
2016-09-09,12561.1279296875
2016-09-12,12476.6064453125
2016-09-14,12568.322265625
2016-09-15,12592.431640625
2016-09-16,12561.033203125
2016-09-19,12541.9755859375
2016-09-20,12588.7626953125
2016-09-21,12482.0859375
2016-09-22,12564.8916015625
2016-09-23,12409.6171875
2016-09-26,12313.8046875
2016-09-27,12484.515625
2016-09-28,12567.03515625
2016-09-29,12156.1005859375
2016-09-30,12277.0224609375
2016-10-03,12566.9892578125
2016-10-04,12611.537109375
2016-10-05,12537.1630859375
2016-10-06,12530.2060546875
2016-10-07,12569.466796875
2016-10-10,12577.9951171875
2016-10-13,12457.359375
2016-10-14,12380.888671875
2016-10-17,12365.2607421875
2016-10-18,12374.93359375
2016-10-19,12348.109375
2016-10-20,12341.2001953125
2016-10-21,12365.2607421875
2016-10-24,12389.703125
2016-10-25,12432.4404296875
2016-10-26,12432.7724609375
2016-10-27,12430.9638671875
2016-10-28,12405.091796875
2016-11-01,12559.4130859375
2016-11-02,12442.1123046875
2016-11-03,12396.0869140625
2016-11-04,12135.5654296875
2016-11-07,12218.75390625
2016-11-08,12194.359375
2016-11-09,12119.984375
2016-11-10,12244.4326171875
2016-11-11,12064.4775390625
2016-11-15,11856.984375
2016-11-16,11632.7685546875
2016-11-17,11568.208984375
2016-11-18,11625.861328125
2016-11-21,10701.55078125
2016-11-22,10688.2578125
2016-11-23,10561.998046875
2016-11-24,10701.1708984375
2016-11-25,10752.3876953125
2016-11-28,10752.578125
2016-11-29,10766.6337890625
2016-11-30,10761.4892578125
2016-12-01,10766.8720703125
2016-12-02,10692.404296875
2016-12-05,10713.3193359375
2016-12-06,10620.697265625
2016-12-07,10486.81640625
2016-12-08,10475.0478515625
2016-12-09,10463.232421875
2016-12-12,10289.375
2016-12-13,10289.4716796875
2016-12-14,10236.87109375
2016-12-15,10015.3232421875
2016-12-16,10096.12890625
2016-12-19,10001.6005859375
2016-12-20,10097.5576171875
2016-12-21,9909.8369140625
2016-12-22,9998.0751953125
2016-12-23,9816.21484375
2016-12-26,9683.4287109375
2016-12-27,9941.6630859375
2016-12-28,10135.33984375
2016-12-29,10382.3310546875
2016-12-30,10599.162109375
2017-01-02,10535.6513671875
2017-01-03,10402.9619140625
2017-01-04,10299.333984375
2017-01-05,10574.6728515625
2017-01-06,10772.494140625
2017-01-09,10961.8818359375
2017-01-10,11128.2568359375
2017-01-11,11922.0693359375
2017-01-12,11986.484375
2017-01-13,11878.6640625
2017-01-16,11869.0400390625
2017-01-17,11957.087890625
2017-01-18,11719.0068359375
2017-01-19,11704.2353515625
2017-01-20,11714.337890625
2017-01-23,11720.1025390625
2017-01-24,11809.388671875
2017-01-25,11955.8486328125
2017-01-27,11887.763671875
2017-01-30,11600.275390625
2017-01-31,11394.2578125
2017-02-01,11209.73046875
2017-02-02,11126.162109375
2017-02-03,11055.171875
2017-02-06,11421.03515625
2017-02-07,11332.0830078125
2017-02-08,11240.748046875
2017-02-09,11234.7919921875
2017-02-10,10969.6494140625
2017-02-13,10735.8076171875
2017-02-14,10762.7744140625
2017-02-15,10606.0244140625
2017-02-16,10663.720703125
2017-02-17,10557.091796875
2017-02-20,10588.013671875
2017-02-21,10662.291015625
2017-02-22,10611.3125
2017-02-23,10518.2138671875
2017-02-27,10670.3427734375
2017-02-28,10638.8974609375
2017-03-01,10575.8642578125
2017-03-02,10468.1865234375
2017-03-03,10404.771484375
2017-03-06,10405.294921875
2017-03-07,10310.625
2017-03-08,10281.658203125
2017-03-09,10369.84765625
2017-03-10,10348.169921875
2017-03-14,10521.8828125
2017-03-15,10556.568359375
2017-03-16,10660.671875
2017-03-17,10531.2197265625
2017-03-20,10552.13671875
2017-03-21,10542.1787109375
2017-03-22,10483.671875
2017-03-23,10500.39453125
2017-03-24,10524.12109375
2017-03-27,10509.3515625
2017-03-28,10626.939453125
2017-03-29,10521.0244140625
2017-03-30,10714.177734375
2017-03-31,11022.6767578125
2017-04-03,11368.9599609375
2017-04-05,11300.16015625
2017-04-06,11580.6943359375
2017-04-07,11433.2333984375
2017-04-10,11379.2509765625
2017-04-11,11438.806640625
2017-04-12,11444.19140625
2017-04-13,11482.0205078125
2017-04-17,11437.1875
2017-04-18,11410.697265625
2017-04-19,11297.9697265625
2017-04-20,11290.01171875
2017-04-21,11134.83203125
2017-04-24,11009.0498046875
2017-04-25,10896.1328125
2017-04-26,11047.6435546875
2017-04-27,11047.4521484375
2017-04-28,10958.0234375
2017-05-02,10834.71875
2017-05-03,10759.486328125
2017-05-04,10935.7255859375
2017-05-05,10821.853515625
2017-05-08,10995.6142578125
2017-05-09,11427.1826171875
2017-05-10,11644.0615234375
2017-05-11,11849.6484375
2017-05-12,12015.3095703125
2017-05-15,12189.3076171875
2017-05-16,13160.453125
2017-05-17,13464.474609375
2017-05-18,13023.5693359375
2017-05-19,12667.853515625
2017-05-22,12577.375
2017-05-23,12667.3759765625
2017-05-24,12280.21484375
2017-05-25,12406.7587890625
2017-05-26,13373.1865234375
2017-05-29,13341.7412109375
2017-05-30,13359.8935546875
2017-05-31,13183.513671875
2017-06-01,13082.0283203125
2017-06-02,13065.8291015625
2017-06-05,13126.9111328125
2017-06-06,13137.4873046875
2017-06-07,13324.349609375
2017-06-08,13353.7470703125
2017-06-09,13258.5537109375
2017-06-12,13192.23046875
2017-06-13,13303.86328125
2017-06-14,13271.798828125
2017-06-15,13296.62109375
2017-06-16,13240.2109375
2017-06-19,13230.82421875
2017-06-20,13291.1904296875
2017-06-21,13243.068359375
2017-06-22,13197.0439453125
2017-06-23,13085.935546875
2017-06-27,12826.509765625
2017-06-28,12641.7919921875
2017-06-29,12778.24609375
2017-06-30,12613.013671875
2017-07-03,12869.294921875
2017-07-04,13050.96484375
2017-07-05,13227.203125
2017-07-06,13147.017578125
2017-07-07,13043.6279296875
2017-07-10,13023.85546875
2017-07-11,12928.61328125
2017-07-12,13129.6748046875
2017-07-13,12868.5810546875
2017-07-14,13020.6630859375
2017-07-17,13041.53125
2017-07-18,12949.1005859375
2017-07-19,12754.8515625
2017-07-20,12753.13671875
2017-07-21,12756.330078125
2017-07-24,12722.3583984375
2017-07-25,12656.2265625
2017-07-26,12774.0048828125
2017-07-27,12603.24609375
2017-07-28,12752.6611328125
2017-07-31,12748.087890625
2017-08-01,12725.169921875
2017-08-02,12664.6611328125
2017-08-03,12714.3544921875
2017-08-04,12651.701171875
2017-08-07,13175.126953125
2017-08-08,12964.87109375
2017-08-09,12781.4384765625
2017-08-10,12495.6162109375
2017-08-11,12949.9091796875
2017-08-14,13207.7646484375
2017-08-16,13226.1552734375
2017-08-17,13140.8701171875
2017-08-18,13112.2353515625
2017-08-21,13153.591796875
2017-08-22,13210.9560546875
2017-08-23,13684.640625
2017-08-24,14032.0185546875
2017-08-28,14070.326171875
2017-08-29,13776.357421875
2017-08-30,14062.5595703125
2017-08-31,14049.314453125
2017-09-01,13997.8115234375
2017-09-04,13945.4482421875
2017-09-05,13829.00390625
2017-09-06,13833.3408203125
2017-09-07,13987.51953125
2017-09-08,13899.615234375
2017-09-11,13932.15625
2017-09-12,13812.7568359375
2017-09-13,13912.5732421875
2017-09-14,13892.4677734375
2017-09-15,14017.154296875
2017-09-18,13906.6650390625
2017-09-19,13970.3203125
2017-09-20,13944.115234375
2017-09-21,13889.1806640625
2017-09-22,13804.9921875
2017-09-25,13776.69140625
2017-09-26,13645.7626953125
2017-09-27,13678.11328125
2017-09-28,13786.36328125
2017-09-29,13627.75390625
2017-10-03,13644.619140625
2017-10-04,13651.765625
2017-10-05,13796.416015625
2017-10-06,13800.275390625
2017-10-09,13721.3271484375
2017-10-10,13714.9912109375
2017-10-11,13561.859375
2017-10-12,13699.220703125
2017-10-13,13590.5908203125
2017-10-16,13531.0341796875
2017-10-17,13474.669921875
2017-10-18,13451.6572265625
2017-10-19,13702.5556640625
2017-10-23,13670.5849609375
2017-10-24,13570.0546875
2017-10-25,13562.3837890625
2017-10-26,13684.40234375
2017-10-27,13680.353515625
2017-10-30,13717.1826171875
2017-10-31,13521.8857421875
2017-11-01,13715.84765625
2017-11-02,13794.9384765625
2017-11-03,14685.2294921875
2017-11-06,15247.0107421875
2017-11-07,14588.224609375
2017-11-08,14892.2939453125
2017-11-09,14825.9716796875
2017-11-10,14679.369140625
2017-11-13,14573.4072265625
2017-11-14,14412.46484375
2017-11-15,14197.013671875
2017-11-16,15144.8115234375
2017-11-17,15411.6708984375
2017-11-20,15092.83203125
2017-11-21,15419.1025390625
2017-11-22,15284.1728515625
2017-11-23,15109.9345703125
2017-11-24,15043.3291015625
2017-11-27,15029.8447265625
2017-11-28,14831.166015625
2017-11-29,14859.3232421875
2017-11-30,14713.8173828125
2017-12-01,14699.857421875
2017-12-04,14671.22265625
2017-12-05,14498.17578125
2017-12-06,14704.001953125
2017-12-07,14875.046875
2017-12-08,14981.9619140625
2017-12-11,14843.2197265625
2017-12-12,14645.064453125
2017-12-13,15350.7802734375
2017-12-14,15506.0546875
2017-12-15,15279.2646484375
2017-12-18,15271.4990234375
2017-12-19,15507.9130859375
2017-12-20,15521.1103515625
2017-12-21,15508.4365234375
2017-12-22,16137.966796875
2017-12-26,16565.81640625
2017-12-27,18311.14453125
2017-12-28,18454.173828125
2017-12-29,18225.525390625
2018-01-01,18357.123046875
2018-01-02,18013.603515625
2018-01-03,18486.57421875
2018-01-04,18533.646484375
2018-01-05,18455.22265625
2018-01-08,18289.94140625
2018-01-09,18074.4921875
2018-01-10,17598.615234375
2018-01-11,17239.13671875
2018-01-12,17012.82421875
2018-01-15,17098.15234375
2018-01-16,16919.8671875
2018-01-17,17160.140625
2018-01-18,17252.5234375
2018-01-19,17325.70703125
2018-01-22,17920.359375
2018-01-23,17839.984375
2018-01-24,17822.021484375
2018-01-25,17966.671875
2018-01-29,18085.021484375
2018-01-30,17919.310546875
2018-01-31,17910.78515625
2018-02-01,18373.798828125
2018-02-02,17454.681640625
2018-02-05,18050.8125
2018-02-06,17592.373046875
2018-02-07,17598.900390625
2018-02-08,17642.97265625
2018-02-09,18033.0390625
2018-02-12,20684.236328125
2018-02-14,19714.568359375
2018-02-15,19441.849609375
2018-02-16,18983.935546875
2018-02-19,19266.232421875
2018-02-20,19532.419921875
2018-02-21,19575.779296875
2018-02-22,19749.017578125
2018-02-23,19757.166015625
2018-02-26,19717.0
2018-02-27,19596.126953125
2018-02-28,19741.537109375
2018-03-01,20023.021484375
2018-03-05,19851.30859375
2018-03-06,19770.6015625
2018-03-07,19466.578125
2018-03-08,19390.77734375
2018-03-09,19299.107421875
2018-03-12,19161.318359375
2018-03-13,19221.541015625
2018-03-14,19168.609375
2018-03-15,19124.486328125
2018-03-16,19049.92578125
2018-03-19,18761.720703125
2018-03-20,18685.01171875
2018-03-21,18610.97265625
2018-03-22,18610.40234375
2018-03-23,18311.666015625
2018-03-26,18137.814453125
2018-03-27,18146.1015625
2018-03-28,18498.435546875
2018-04-02,19033.060546875
2018-04-03,19163.98828125
2018-04-04,19157.982421875
2018-04-05,19666.54296875
2018-04-06,19740.01171875
2018-04-09,19519.60546875
2018-04-10,19690.126953125
2018-04-11,19397.3984375
2018-04-12,19744.25390625
2018-04-13,19933.021484375
2018-04-16,19521.658203125
2018-04-17,19620.70703125
2018-04-18,19657.775390625
2018-04-19,19610.37109375
2018-04-20,19512.794921875
2018-04-23,19506.888671875
2018-04-24,19443.08984375
2018-04-25,19480.349609375
2018-04-26,19451.333984375
2018-04-27,19514.556640625
2018-04-30,19557.34375
2018-05-02,19632.4296875
2018-05-03,19557.912109375
2018-05-04,19488.11328125
2018-05-07,19509.6953125
2018-05-08,19645.294921875
2018-05-09,19628.76171875
2018-05-10,19386.8671875
2018-05-11,19439.70703125
2018-05-14,19505.21875
2018-05-15,19226.640625
2018-05-16,19281.09375
2018-05-17,19086.515625
2018-05-18,18934.767578125
2018-05-21,18344.923828125
2018-05-22,18576.66796875
2018-05-23,18674.91015625
2018-05-24,19094.8515625
2018-05-25,18976.314453125
2018-05-28,18869.349609375
2018-05-29,19042.205078125
2018-05-30,19069.125
2018-05-31,18623.025390625
2018-06-01,18441.9296875
2018-06-04,17928.5546875
2018-06-05,17725.115234375
2018-06-06,17531.72265625
2018-06-07,17643.49609375
2018-06-08,18052.146484375
2018-06-11,18122.18359375
2018-06-12,18070.583984375
2018-06-13,18232.005859375
2018-06-14,18634.271484375
2018-06-15,18656.806640625
2018-06-18,18571.474609375
2018-06-19,18368.412109375
2018-06-20,18969.736328125
2018-06-21,18895.458984375
2018-06-22,19127.6328125
2018-06-25,18901.701171875
2018-06-26,18856.24609375
2018-06-27,18667.57421875
2018-06-28,18351.69140625
2018-06-29,18712.123046875
2018-07-02,18876.591796875
2018-07-03,18632.69921875
2018-07-04,18639.845703125
2018-07-05,18740.328125
2018-07-06,18925.810546875
2018-07-09,18937.19921875
2018-07-10,19106.90625
2018-07-11,18950.158203125
2018-07-12,18951.5390625
2018-07-13,19005.470703125
2018-07-16,18752.763671875
2018-07-17,19437.46875
2018-07-18,19401.49609375
2018-07-19,20698.958984375
2018-07-20,22239.412109375
2018-07-23,21742.189453125
2018-07-24,22572.63671875
2018-07-25,22581.40625
2018-07-26,22561.30078125
2018-07-27,22497.6953125
2018-07-30,22195.9609375
2018-07-31,22317.69140625
2018-08-01,22349.853515625
2018-08-02,22337.2734375
2018-08-03,22820.630859375
2018-08-06,22741.82421875
2018-08-07,22644.201171875
2018-08-08,22772.65234375
2018-08-09,23010.35546875
2018-08-10,23301.177734375
2018-08-13,23852.666015625
2018-08-14,23707.30078125
2018-08-16,24143.34765625
2018-08-17,24035.3359375
2018-08-20,24592.58984375
2018-08-21,24654.529296875
2018-08-23,24642.234375
2018-08-24,24221.484375
2018-08-27,24440.79296875
2018-08-28,24392.958984375
2018-08-29,24480.435546875
2018-08-30,24782.40625
2018-08-31,24722.8984375
2018-09-03,24757.8671875
2018-09-04,24255.025390625
2018-09-05,24115.044921875
2018-09-06,24575.533203125
2018-09-07,24188.2734375
2018-09-10,24082.263671875
2018-09-11,23719.591796875
2018-09-12,24061.826171875
2018-09-14,23917.31640625
2018-09-17,23959.15234375
2018-09-18,24079.931640625
2018-09-19,23302.60546875
2018-09-21,23359.064453125
2018-09-24,21934.296875
2018-09-25,22037.63671875
2018-09-26,21801.41015625
2018-09-27,21821.376953125
2018-09-28,21505.015625
2018-10-01,22000.6171875
2018-10-03,21589.203125
2018-10-04,21632.0859375
2018-10-05,20884.8203125
2018-10-08,20765.99609375
2018-10-09,20392.173828125
2018-10-10,21417.77734375
2018-10-11,20918.173828125
2018-10-12,21495.103515625
2018-10-15,21684.779296875
2018-10-16,21629.55859375
2018-10-17,20751.130859375
2018-10-19,20811.876953125
2018-10-22,19889.427734375
2018-10-23,18464.55859375
2018-10-24,18956.11328125
2018-10-25,18724.939453125
2018-10-26,18448.646484375
2018-10-29,18840.716796875
2018-10-30,19316.876953125
2018-10-31,18908.0859375
2018-11-01,18959.779296875
2018-11-02,19327.455078125
2018-11-05,19132.11328125
2018-11-06,18910.896484375
2018-11-07,19412.265625
2018-11-09,19437.80078125
2018-11-12,19500.357421875
2018-11-13,19476.537109375
2018-11-14,19770.8828125
2018-11-15,19637.908203125
2018-11-16,19557.484375
2018-11-19,19471.24609375
2018-11-20,19334.458984375
2018-11-21,19709.947265625
2018-11-22,19844.83203125
2018-11-26,19811.2890625
2018-11-27,19743.39453125
2018-11-28,19797.04296875
2018-11-29,19863.31640625
2018-11-30,20614.9609375
2018-12-03,20870.48046875
2018-12-04,21402.435546875
2018-12-05,21122.904296875
2018-12-06,20581.228515625
2018-12-07,20788.9609375
2018-12-10,19954.9375
2018-12-11,19981.4765625
2018-12-12,21401.767578125
2018-12-13,22334.75
2018-12-14,21869.021484375
2018-12-17,21881.93359375
2018-12-18,21769.01171875
2018-12-19,21774.587890625
2018-12-20,21429.30859375
2018-12-21,21020.609375
2018-12-24,20520.767578125
2018-12-26,19627.33203125
2018-12-27,19304.443359375
2018-12-28,19986.146484375
2018-12-31,19843.49609375
2019-01-01,19692.890625
2019-01-02,19044.349609375
2019-01-03,19048.63671875
2019-01-04,19398.494140625
2019-01-07,19427.890625
2019-01-08,19457.66796875
2019-01-09,19252.080078125
2019-01-10,19697.654296875
2019-01-11,19843.591796875
2019-01-14,19603.318359375
2019-01-15,19864.220703125
2019-01-16,19723.05078125
2019-01-17,19905.912109375
2019-01-18,19996.052734375
2019-01-21,19911.62890625
2019-01-22,19748.58984375
2019-01-23,19726.482421875
2019-01-24,19616.134765625
2019-01-25,19502.7890625
2019-01-28,19170.94140625
2019-01-29,19136.78125
2019-01-30,19197.478515625
2019-01-31,19202.388671875
2019-02-01,19337.603515625
2019-02-04,19559.009765625
2019-02-05,19541.619140625
2019-02-06,19653.583984375
2019-02-07,19976.1875
2019-02-08,20327.615234375
2019-02-11,20600.857421875
2019-02-12,20214.412109375
2019-02-14,20328.330078125
2019-02-15,19923.96875
2019-02-18,21197.466796875
2019-02-19,20894.68359375
2019-02-20,20936.9453125
2019-02-21,21665.146484375
2019-02-22,22262.041015625
2019-02-25,22534.4296875
2019-02-26,21821.279296875
2019-02-27,21746.716796875
2019-02-28,21817.755859375
2019-03-01,21927.576171875
2019-03-05,22346.041015625
2019-03-06,22156.84375
2019-03-07,22711.810546875
2019-03-08,23677.71484375
2019-03-11,23384.458984375
2019-03-12,23361.779296875
2019-03-13,23063.5234375
2019-03-14,22804.95703125
2019-03-15,22623.716796875
2019-03-18,22156.60546875
2019-03-19,22409.50390625
2019-03-20,22336.03515625
2019-03-22,22474.064453125
2019-03-25,23013.828125
2019-03-26,22821.39453125
2019-03-27,22657.828125
2019-03-28,22903.486328125
2019-04-01,23150.3828125
2019-04-02,23159.1953125
2019-04-03,22853.79296875
2019-04-04,22540.66796875
2019-04-05,22737.681640625
2019-04-08,22752.69140625
2019-04-09,22258.80078125
2019-04-10,23149.953125
2019-04-11,23432.294921875
2019-04-12,23623.783203125
2019-04-15,23821.03125
2019-04-16,23750.322265625
2019-04-18,23802.591796875
2019-04-22,23853.4296875
2019-04-23,23972.82421875
2019-04-24,23510.576171875
2019-04-25,23699.48828125
2019-04-26,22403.451171875
2019-04-30,21846.76953125
2019-05-02,22017.099609375
2019-05-03,21768.30078125
2019-05-06,21756.19921875
2019-05-07,22131.6875
2019-05-08,22033.109375
2019-05-09,21736.37890625
2019-05-10,21856.205078125
2019-05-13,21710.603515625
2019-05-14,22125.349609375
2019-05-15,21870.1640625
2019-05-16,21688.01953125
2019-05-17,21686.63671875
2019-05-20,21912.806640625
2019-05-21,22020.673828125
2019-05-22,21751.529296875
2019-05-23,22033.681640625
2019-05-24,22713.3359375
2019-05-27,22809.95703125
2019-05-28,22786.662109375
2019-05-29,21847.294921875
2019-05-30,21741.6171875
2019-05-31,21670.580078125
2019-06-03,21782.30859375
2019-06-04,21511.875
2019-06-06,21437.359375
2019-06-07,21437.8359375
2019-06-10,21543.2734375
2019-06-11,21430.734375
2019-06-12,21382.28125
2019-06-13,21312.38671875
2019-06-14,21404.484375
2019-06-17,21172.357421875
2019-06-18,20993.1171875
2019-06-19,20984.162109375
2019-06-20,21587.537109375
2019-06-21,22421.2734375
2019-06-24,22659.01953125
2019-06-25,22091.857421875
2019-06-26,21847.771484375
2019-06-27,21934.19921875
2019-06-28,22122.255859375
2019-07-01,21930.24609375
2019-07-02,22291.013671875
2019-07-03,22113.724609375
2019-07-04,21720.986328125
2019-07-05,21681.966796875
2019-07-08,21066.96875
2019-07-09,20819.404296875
2019-07-10,20949.712890625
2019-07-11,20696.005859375
2019-07-12,20897.208984375
2019-07-15,20728.73828125
2019-07-16,21014.986328125
2019-07-17,21210.234375
2019-07-18,20883.537109375
2019-07-19,20853.99609375
2019-07-22,20656.125
2019-07-23,20800.205078125
2019-07-24,20443.630859375
2019-07-25,20165.337890625
2019-07-26,19918.775390625
2019-07-29,20266.96484375
2019-07-30,20001.15234375
2019-07-31,20113.64453125
2019-08-01,19728.861328125
2019-08-02,19860.88671875
2019-08-05,19589.025390625
2019-08-06,19855.265625
2019-08-07,19875.609375
2019-08-08,20105.92578125
2019-08-09,20226.130859375
2019-08-13,20213.458984375
2019-08-14,20011.302734375
2019-08-16,19928.3046875
2019-08-19,19743.681640625
2019-08-20,19643.38671875
2019-08-21,19358.900390625
2019-08-22,19282.90625
2019-08-23,19571.4453125
