Date,LUSURC1.LM
2015-08-24,5.632073879241943
2015-08-25,5.592046737670898
2015-08-26,5.592046737670898
2015-08-27,5.632073879241943
2015-08-28,5.632073879241943
2015-08-31,5.603483200073242
2015-09-01,5.660661697387695
2015-09-02,5.723560333251953
2015-09-03,5.6892523765563965
2015-09-04,5.546306610107422
2015-09-08,5.552024841308594
2015-09-09,5.586331844329834
2015-09-10,5.626357078552246
2015-09-11,5.6892523765563965
2015-09-14,5.735695838928223
2015-09-15,5.729887962341309
2015-09-16,5.689251899719238
2015-09-17,5.660224914550781
2015-09-18,5.863412857055664
2015-09-21,5.863412857055664
2015-09-22,5.863412857055664
2015-09-23,5.834386825561523
2015-09-24,5.805357456207275
2015-09-25,5.747304916381836
2015-09-28,5.747304916381836
2015-09-29,5.776332378387451
2015-09-30,5.776332378387451
2015-10-01,5.805357456207275
2015-10-02,5.776332378387451
2015-10-05,5.776332378387451
2015-10-06,5.776332378387451
2015-10-07,5.776332378387451
2015-10-08,5.776332378387451
2015-10-09,5.776332378387451
2015-10-12,5.776332378387451
2015-10-13,5.689251899719238
2015-10-14,5.689251899719238
2015-10-15,5.689251899719238
2015-10-16,5.625394344329834
2015-10-19,5.619588375091553
2015-10-20,5.526703357696533
2015-10-21,5.526703357696533
2015-10-22,5.515091419219971
2015-10-23,5.631198883056641
2015-10-26,5.700863361358643
2015-10-27,5.700863361358643
2015-10-28,5.677639484405518
2015-10-29,5.631198883056641
2015-10-30,5.544118881225586
2015-11-02,5.57895040512085
2015-11-03,5.57895040512085
2015-11-04,5.602172374725342
2015-11-05,5.660224914550781
2015-11-06,5.706668376922607
2015-11-09,5.736144542694092
2015-11-10,5.736144542694092
2015-11-11,5.736144542694092
2015-11-12,5.736144542694092
2015-11-13,5.736144542694092
2015-11-16,5.742040634155273
2015-11-17,5.742040634155273
2015-11-18,5.783308506011963
2015-11-19,5.806889057159424
2015-11-20,5.836363792419434
2015-11-23,5.85405158996582
2015-11-24,5.85405158996582
2015-11-25,5.877631664276123
2015-11-27,5.877631664276123
2015-11-30,5.907109260559082
2015-12-01,5.907109260559082
2015-12-02,5.907109260559082
2015-12-03,5.907109260559082
2015-12-04,5.907109260559082
2015-12-07,5.907109260559082
2015-12-08,5.907109260559082
2015-12-09,5.836363792419434
2015-12-10,5.836363792419434
2015-12-11,5.830471038818359
2015-12-14,5.688982963562012
2015-12-15,5.688982963562012
2015-12-16,5.718459129333496
2015-12-17,5.718459129333496
2015-12-18,5.659506320953369
2015-12-21,5.600552558898926
2015-12-22,5.600552558898926
2015-12-23,5.512123107910156
2015-12-24,5.512123107910156
2015-12-28,5.512123107910156
2015-12-29,5.512123107910156
2015-12-30,5.42958927154541
2015-12-31,5.42958927154541
2016-01-04,5.246833801269531
2016-01-05,5.246833801269531
2016-01-06,5.246833801269531
2016-01-07,5.240937232971191
2016-01-08,5.235043525695801
2016-01-11,5.069973468780518
2016-01-12,5.069973468780518
2016-01-13,4.9520673751831055
2016-01-14,4.9520673751831055
2016-01-15,4.9520673751831055
2016-01-19,4.834161281585693
2016-01-20,4.834161281585693
2016-01-21,4.7221503257751465
2016-01-22,4.7221503257751465
2016-01-25,4.792893886566162
2016-01-26,4.792893886566162
2016-01-27,4.8931145668029785
2016-01-28,4.775207996368408
2016-01-29,4.775207996368408
2016-02-01,4.9225897789001465
2016-02-02,4.9225897789001465
2016-02-03,4.9225897789001465
2016-02-04,4.9225897789001465
2016-02-05,4.934381484985352
2016-02-08,4.934381484985352
2016-02-09,4.934381484985352
2016-02-10,4.9520673751831055
2016-02-11,5.069973468780518
2016-02-12,5.069973468780518
2016-02-16,5.08765983581543
2016-02-17,5.117136478424072
2016-02-18,5.246833801269531
2016-02-19,5.305786609649658
2016-02-22,5.205566883087158
2016-02-23,5.205566883087158
2016-02-24,5.205566883087158
2016-02-25,5.246833801269531
2016-02-26,5.246833801269531
2016-02-29,5.187880992889404
2016-03-01,5.187880992889404
2016-03-02,5.187880992889404
2016-03-03,5.2645182609558105
2016-03-04,5.364739894866943
2016-03-07,5.529808521270752
2016-03-08,5.529808521270752
2016-03-09,5.470855712890625
2016-03-10,5.512123107910156
2016-03-11,5.541598796844482
2016-03-14,5.541598796844482
2016-03-15,5.541598796844482
2016-03-16,5.541598796844482
2016-03-17,5.712564945220947
2016-03-18,6.425897598266602
2016-03-21,6.4553728103637695
2016-03-22,6.4553728103637695
2016-03-23,6.449479103088379
2016-03-24,6.425897598266602
2016-03-28,6.355151653289795
2016-03-29,6.355151653289795
2016-03-30,6.355151653289795
2016-03-31,6.1841888427734375
2016-04-01,5.836363792419434
2016-04-04,5.706668376922607
2016-04-05,5.688982963562012
2016-04-06,5.688982963562012
2016-04-07,5.4826459884643555
2016-04-08,5.4826459884643555
2016-04-11,6.131131172180176
2016-04-12,6.131131172180176
2016-04-13,6.3456315994262695
2016-04-14,6.3456315994262695
2016-04-15,6.214548110961914
2016-04-18,6.214548110961914
2016-04-19,6.1013383865356445
2016-04-20,6.1013383865356445
2016-04-21,6.0775065422058105
2016-04-22,6.256256580352783
2016-04-25,6.268174171447754
2016-04-26,6.268174171447754
2016-04-27,6.268174171447754
2016-04-28,6.3456315994262695
2016-04-29,6.435007572174072
2016-05-02,6.375422477722168
2016-05-03,6.375422477722168
2016-05-04,6.256256580352783
2016-05-05,6.0775065422058105
2016-05-06,6.0775065422058105
2016-05-09,5.958338260650635
2016-05-10,5.958338260650635
2016-05-11,6.137090682983398
2016-05-12,6.166881084442139
2016-05-13,6.166881084442139
2016-05-16,6.315839767456055
2016-05-17,6.315839767456055
2016-05-18,6.315839767456055
2016-05-19,6.315839767456055
2016-05-20,6.286049842834473
2016-05-23,6.286049842834473
2016-05-24,6.196671962738037
2016-05-25,6.196671962738037
2016-05-26,6.196671962738037
2016-05-27,6.196671962738037
2016-05-31,6.214548110961914
2016-06-01,6.256256580352783
2016-06-02,6.256256580352783
2016-06-03,6.2622151374816895
2016-06-06,6.268174171447754
2016-06-07,6.268174171447754
2016-06-08,6.286049842834473
2016-06-09,6.315839767456055
2016-06-10,6.286049842834473
2016-06-13,6.256256580352783
2016-06-14,6.2622151374816895
2016-06-15,6.256256580352783
2016-06-16,6.286479473114014
2016-06-17,6.298569202423096
2016-06-20,6.298569202423096
2016-06-21,6.340882778167725
2016-06-22,6.340882778167725
2016-06-23,6.365061283111572
2016-06-24,6.365061283111572
2016-06-27,6.365061283111572
2016-06-28,6.346927165985107
2016-06-29,6.346927165985107
2016-06-30,6.352972507476807
2016-07-01,6.407374858856201
2016-07-05,6.413419723510742
2016-07-06,6.413419723510742
2016-07-07,6.419463634490967
2016-07-08,6.419463634490967
2016-07-11,6.558492183685303
2016-07-12,6.570580959320068
2016-07-13,6.576624870300293
2016-07-14,6.576624870300293
2016-07-15,6.576624870300293
2016-07-18,6.594758987426758
2016-07-19,6.600803852081299
2016-07-20,6.73983097076416
2016-07-21,6.770055294036865
2016-07-22,6.7821455001831055
2016-07-25,6.830503463745117
2016-07-26,6.890949249267578
2016-07-27,6.890949249267578
2016-07-28,6.890949249267578
2016-07-29,6.890949249267578
2016-08-01,6.981619834899902
2016-08-02,7.011843204498291
2016-08-03,7.060200214385986
2016-08-04,7.060200214385986
2016-08-05,7.102513790130615
2016-08-08,7.102513790130615
2016-08-09,7.193183422088623
2016-08-10,7.102513790130615
2016-08-11,7.096469879150391
2016-08-12,7.011843204498291
2016-08-15,6.890949249267578
2016-08-16,6.890949249267578
2016-08-17,6.890949249267578
2016-08-18,7.072291374206543
2016-08-19,7.042067527770996
2016-08-22,7.042067527770996
2016-08-23,7.102513790130615
2016-08-24,7.08437967300415
2016-08-25,7.1085591316223145
2016-08-26,7.114602088928223
2016-08-29,7.102513790130615
2016-08-30,7.102513790130615
2016-08-31,7.1206464767456055
2016-09-01,7.011843204498291
2016-09-02,7.1206464767456055
2016-09-06,7.157446384429932
2016-09-07,7.206511497497559
2016-09-08,7.206511497497559
2016-09-09,7.194246292114258
2016-09-12,7.11451530456543
2016-09-13,7.083848476409912
2016-09-14,7.053182125091553
2016-09-15,6.99185037612915
2016-09-16,6.8998517990112305
2016-09-19,6.838518142700195
2016-09-20,6.771055221557617
2016-09-21,6.783322334289551
2016-09-22,6.832387924194336
2016-09-23,6.930519104003906
2016-09-26,6.99185037612915
2016-09-27,6.99185037612915
2016-09-28,6.997984886169434
2016-09-29,7.022515296936035
2016-09-30,7.022515296936035
2016-10-03,7.17584753036499
2016-10-04,7.17584753036499
2016-10-05,7.11451530456543
2016-10-06,7.17584753036499
2016-10-07,7.145181179046631
2016-10-10,7.151313304901123
2016-10-11,7.237176895141602
2016-10-12,7.17584753036499
2016-10-13,7.11451530456543
2016-10-14,7.11451530456543
2016-10-17,7.17584753036499
2016-10-18,7.200379371643066
2016-10-19,7.200379371643066
2016-10-20,7.194246292114258
2016-10-21,7.194246292114258
2016-10-24,7.194246292114258
2016-10-25,7.17584753036499
2016-10-26,7.17584753036499
2016-10-27,7.206511497497559
2016-10-28,7.206511497497559
2016-10-31,7.194246292114258
2016-11-01,7.194246292114258
2016-11-02,7.194246292114258
2016-11-03,7.17584753036499
2016-11-04,7.139045238494873
2016-11-07,7.16357946395874
2016-11-08,7.17584753036499
2016-11-09,7.11451530456543
2016-11-10,7.053182125091553
2016-11-11,7.083848476409912
2016-11-14,7.053182125091553
2016-11-15,7.17584753036499
2016-11-16,7.231047630310059
2016-11-17,7.231047630310059
2016-11-18,7.231047630310059
2016-11-21,7.17584753036499
2016-11-22,7.169713497161865
2016-11-23,7.181976795196533
2016-11-25,7.237176895141602
2016-11-28,7.224911212921143
2016-11-29,7.224911212921143
2016-11-30,7.243312358856201
2016-12-01,7.224911212921143
2016-12-02,7.243312358856201
2016-12-05,7.243311405181885
2016-12-06,7.237088680267334
2016-12-07,7.218420028686523
2016-12-08,7.218420028686523
2016-12-09,7.218420028686523
2016-12-12,7.2806477546691895
2016-12-13,7.4113264083862305
2016-12-14,7.604233264923096
2016-12-15,7.622900485992432
2016-12-16,7.6540141105651855
2016-12-19,7.77847146987915
2016-12-20,7.81580924987793
2016-12-21,8.027381896972656
2016-12-22,8.089608192443848
2016-12-23,8.120721817016602
2016-12-27,8.126946449279785
2016-12-28,8.151838302612305
2016-12-29,8.145615577697754
2016-12-30,8.145615577697754
2017-01-03,8.145615577697754
2017-01-04,8.102056503295898
2017-01-05,7.97760009765625
2017-01-06,7.965152740478516
2017-01-09,7.996268272399902
2017-01-10,8.182950973510742
2017-01-11,8.182950973510742
2017-01-12,8.182950973510742
2017-01-13,7.9340410232543945
2017-01-17,7.9340410232543945
2017-01-18,7.896703243255615
2017-01-19,7.87181282043457
2017-01-20,7.865588665008545
2017-01-23,7.9340410232543945
2017-01-24,7.878033638000488
2017-01-25,8.089608192443848
2017-01-26,7.9340410232543945
2017-01-27,7.9340410232543945
2017-01-30,7.915372371673584
2017-01-31,7.915372371673584
2017-02-01,7.915372371673584
2017-02-02,8.052270889282227
2017-02-03,8.052270889282227
2017-02-06,8.05849552154541
2017-02-07,7.9589314460754395
2017-02-08,7.828254699707031
2017-02-09,7.784694194793701
2017-02-10,7.840697765350342
2017-02-13,7.840697765350342
2017-02-14,7.840697765350342
2017-02-15,7.840697765350342
2017-02-16,7.809584617614746
2017-02-17,7.622900485992432
2017-02-21,7.467331886291504
2017-02-22,7.436217308044434
2017-02-23,7.355320930480957
2017-02-24,7.342876434326172
2017-02-27,7.2806477546691895
2017-02-28,7.274425029754639
2017-03-01,7.274425029754639
2017-03-02,7.249533653259277
2017-03-03,7.249533653259277
2017-03-06,7.187307357788086
2017-03-07,7.1810832023620605
2017-03-08,7.1810832023620605
2017-03-09,7.187307357788086
2017-03-10,7.187307357788086
2017-03-13,7.187307357788086
2017-03-14,7.031736850738525
2017-03-15,7.031736850738525
2017-03-16,6.9383955001831055
2017-03-17,6.925950527191162
2017-03-20,6.950840950012207
2017-03-21,6.957063674926758
2017-03-22,6.969509124755859
2017-03-23,6.975732803344727
2017-03-24,6.975732803344727
2017-03-27,6.975732803344727
2017-03-28,7.000624656677246
2017-03-29,7.000624656677246
2017-03-30,7.000624656677246
2017-03-31,7.000624656677246
2017-04-03,7.006845951080322
2017-04-04,7.013068199157715
2017-04-05,7.062851428985596
2017-04-06,7.062851428985596
2017-04-07,7.062851428985596
2017-04-10,7.069136619567871
2017-04-11,7.1445393562316895
2017-04-12,7.150822162628174
2017-04-13,7.150822162628174
2017-04-17,7.226227283477783
2017-04-18,7.232510089874268
2017-04-19,7.232510089874268
2017-04-20,7.232510089874268
2017-04-21,7.540409564971924
