Date,ATGL.NS
2018-11-05,75.15975952148438
2018-11-06,77.64519500732422
2018-11-07,80.8265609741211
2018-11-09,79.48442840576172
2018-11-12,75.55741882324219
2018-11-13,76.50189208984375
2018-11-14,77.84403228759766
2018-11-15,78.93762969970703
2018-11-16,78.39083862304688
2018-11-19,77.34693908691406
2018-11-20,80.42889404296875
2018-11-21,96.48484802246094
2018-11-22,110.90040588378906
2018-11-26,103.49378967285156
2018-11-27,100.46155548095703
2018-11-28,98.4234848022461
2018-11-29,98.8708724975586
2018-11-30,98.1749496459961
2018-12-03,96.9322280883789
2018-12-04,95.6397933959961
2018-12-05,104.73651123046875
2018-12-06,103.692626953125
2018-12-07,99.5667953491211
2018-12-10,94.29765319824219
2018-12-11,95.590087890625
2018-12-12,97.4790267944336
2018-12-13,98.373779296875
2018-12-14,98.27435302734375
2018-12-17,99.11940002441406
2018-12-18,105.63127136230469
2018-12-19,102.40020751953125
2018-12-20,102.20136260986328
2018-12-21,99.06970977783203
2018-12-24,97.72756958007812
2018-12-26,99.91474151611328
2018-12-27,99.51708221435547
2018-12-28,100.61067962646484
2018-12-31,100.21302032470703
2019-01-01,101.25689697265625
2019-01-02,99.86504364013672
2019-01-03,100.2627182006836
2019-01-04,100.2627182006836
2019-01-07,101.05805206298828
2019-01-08,100.5112533569336
2019-01-09,100.66038513183594
2019-01-10,99.81533813476562
2019-01-11,98.4234848022461
2019-01-14,97.4790267944336
2019-01-15,97.82698822021484
2019-01-16,98.47319030761719
2019-01-17,97.92639923095703
2019-01-18,98.02581787109375
2019-01-21,97.1807632446289
2019-01-22,96.33572387695312
2019-01-23,96.23631286621094
2019-01-24,98.8708724975586
2019-01-25,97.52872467041016
2019-01-28,88.03434753417969
2019-01-29,93.10464477539062
2019-01-30,94.14852142333984
2019-01-31,91.91162872314453
2019-02-01,91.91162872314453
2019-02-04,95.44096374511719
2019-02-05,95.78892517089844
2019-02-06,95.838623046875
2019-02-07,97.32989501953125
2019-02-08,94.89415740966797
2019-02-11,94.24795532226562
2019-02-12,93.45259857177734
2019-02-14,95.6397933959961
2019-02-15,96.33572387695312
2019-02-18,94.89415740966797
2019-02-19,94.54619598388672
2019-02-20,95.19241333007812
2019-02-21,98.1749496459961
2019-02-22,101.60484313964844
2019-02-25,100.21302032470703
2019-02-26,99.96446228027344
2019-02-27,99.21883392333984
2019-02-28,101.40601348876953
2019-03-01,105.38272857666016
2019-03-05,110.00564575195312
2019-03-06,112.4413833618164
2019-03-07,114.52915954589844
2019-03-08,114.08177947998047
2019-03-11,116.56721496582031
2019-03-12,119.35091400146484
2019-03-13,118.05847930908203
2019-03-14,116.51749420166016
2019-03-15,115.82157897949219
2019-03-18,116.07012176513672
2019-03-19,117.31283569335938
2019-03-20,115.97071075439453
2019-03-22,115.52333068847656
2019-03-25,114.67826843261719
2019-03-26,115.47361755371094
2019-03-27,114.827392578125
2019-03-28,116.2192611694336
2019-04-01,132.72259521484375
2019-04-02,131.5295867919922
2019-04-03,127.75171661376953
2019-04-04,130.08802795410156
2019-04-05,129.34239196777344
2019-04-08,132.2752227783203
2019-04-09,130.53538513183594
2019-04-10,129.0441436767578
2019-04-11,129.59092712402344
2019-04-12,129.39207458496094
2019-04-15,129.2926788330078
2019-04-16,140.8251190185547
2019-04-18,140.27833557128906
2019-04-22,144.65269470214844
2019-04-23,146.74049377441406
2019-04-24,150.31951904296875
2019-04-25,145.2989044189453
2019-04-26,142.41578674316406
2019-04-30,133.2196807861328
2019-05-02,130.43600463867188
2019-05-03,131.97695922851562
2019-05-06,128.9944305419922
2019-05-07,134.0150146484375
2019-05-08,130.18743896484375
2019-05-09,131.47987365722656
2019-05-10,130.28683471679688
2019-05-13,122.48255920410156
2019-05-14,117.26313781738281
2019-05-15,118.25730895996094
2019-05-16,114.13148498535156
2019-05-17,114.87712097167969
2019-05-20,129.5412139892578
2019-05-21,130.48570251464844
2019-05-22,132.9214324951172
2019-05-23,135.05889892578125
2019-05-24,135.20803833007812
2019-05-27,142.41578674316406
