Date,TGT
2015-08-03,60.24856185913086
2015-08-04,59.993743896484375
2015-08-05,59.98625564575195
2015-08-06,59.611534118652344
2015-08-07,59.19184875488281
2015-08-10,59.18434524536133
2015-08-11,59.109405517578125
2015-08-12,59.20682907104492
2015-08-13,59.19932556152344
2015-08-14,59.46914291381836
2015-08-17,59.61256408691406
2015-08-18,60.60885238647461
2015-08-19,61.03909683227539
2015-08-20,60.880577087402344
2015-08-21,59.1747932434082
2015-08-24,56.81985092163086
2015-08-25,55.808475494384766
2015-08-26,57.99732208251953
2015-08-27,58.75965118408203
2015-08-28,58.89551544189453
2015-08-31,58.653961181640625
2015-09-01,56.90288543701172
2015-09-02,58.15581512451172
2015-09-03,58.45773696899414
2015-09-04,57.680320739746094
2015-09-08,59.159690856933594
2015-09-09,58.23883819580078
2015-09-10,58.17091369628906
2015-09-11,58.78228759765625
2015-09-14,58.2313117980957
2015-09-15,58.73701095581055
2015-09-16,59.25026321411133
2015-09-17,58.88040542602539
2015-09-18,57.831275939941406
2015-09-21,59.069095611572266
2015-09-22,58.91061782836914
2015-09-23,59.44649124145508
2015-09-24,59.67292785644531
2015-09-25,59.66538619995117
2015-09-28,58.623783111572266
2015-09-29,58.85777282714844
2015-09-30,59.37101745605469
2015-10-01,60.01258850097656
2015-10-02,60.027671813964844
2015-10-05,60.01258850097656
2015-10-06,58.9483642578125
2015-10-07,59.29554748535156
2015-10-08,59.393653869628906
2015-10-09,59.537071228027344
2015-10-12,59.78614044189453
2015-10-13,59.59746551513672
2015-10-14,57.514251708984375
2015-10-15,56.70663833618164
2015-10-16,56.64625549316406
2015-10-19,56.382080078125
2015-10-20,56.15565490722656
2015-10-21,57.66522979736328
2015-10-22,58.20109939575195
2015-10-23,55.053680419921875
2015-10-26,55.868839263916016
2015-10-27,56.404727935791016
2015-10-28,57.536895751953125
2015-10-29,57.57463073730469
2015-10-30,58.25395584106445
2015-11-02,58.314308166503906
2015-11-03,59.046470642089844
2015-11-04,58.412445068359375
2015-11-05,58.98605728149414
2015-11-06,58.28413772583008
2015-11-09,57.536895751953125
2015-11-10,58.26150131225586
2015-11-11,56.510414123535156
2015-11-12,56.55567932128906
2015-11-13,54.261173248291016
2015-11-16,55.00665283203125
2015-11-17,55.46308898925781
2015-11-18,53.08205795288086
2015-11-19,53.66780471801758
2015-11-20,53.88081359863281
2015-11-23,54.98383712768555
2015-11-24,55.447853088378906
2015-11-25,55.65325927734375
2015-11-27,55.866241455078125
2015-11-30,55.151180267333984
2015-12-01,55.38699722290039
2015-12-02,54.71757507324219
2015-12-03,55.67605209350586
2015-12-04,56.216190338134766
2015-12-07,55.82820510864258
2015-12-08,55.272918701171875
2015-12-09,54.77842712402344
2015-12-10,55.052284240722656
2015-12-11,54.64910125732422
2015-12-14,55.31854248046875
2015-12-15,55.51633071899414
2015-12-16,56.14010238647461
2015-12-17,55.02186965942383
2015-12-18,54.29159164428711
2015-12-21,54.550228118896484
2015-12-22,55.234859466552734
2015-12-23,56.02598571777344
2015-12-24,55.66084289550781
2015-12-28,55.43264389038086
2015-12-29,56.6269645690918
2015-12-30,56.00316619873047
2015-12-31,55.234859466552734
2016-01-04,55.949920654296875
2016-01-05,56.93122100830078
2016-01-06,56.35309982299805
2016-01-07,56.200958251953125
2016-01-08,54.2991828918457
2016-01-11,55.09033203125
2016-01-12,55.80537796020508
2016-01-13,54.49696350097656
2016-01-14,53.561302185058594
2016-01-15,53.31027603149414
2016-01-19,52.67128372192383
2016-01-20,51.416107177734375
2016-01-21,52.21485900878906
2016-01-22,53.03642654418945
2016-01-25,52.42786407470703
2016-01-26,53.5841178894043
2016-01-27,53.77431106567383
2016-01-28,54.00251007080078
2016-01-29,55.09033203125
2016-02-01,55.40220642089844
2016-02-02,55.76736068725586
2016-02-03,55.204437255859375
2016-02-04,53.279842376708984
2016-02-05,52.914710998535156
2016-02-08,53.249412536621094
2016-02-09,53.1429328918457
2016-02-10,52.3061408996582
2016-02-11,51.766048431396484
2016-02-12,53.652889251708984
2016-02-16,54.841773986816406
2016-02-17,55.301998138427734
2016-02-18,55.631797790527344
2016-02-19,55.470760345458984
2016-02-22,55.5858039855957
2016-02-23,56.75165939331055
2016-02-24,59.014366149902344
2016-02-25,60.34128952026367
2016-02-26,60.1572265625
2016-02-29,60.17255401611328
2016-03-01,62.09778594970703
