Date,GN.CO
2017-04-24,166.4938201904297
2017-04-25,167.5692138671875
2017-04-26,171.5775909423828
2017-04-27,172.55526733398438
2017-04-28,173.63067626953125
2017-05-01,172.7507781982422
2017-05-02,173.53289794921875
2017-05-03,174.021728515625
2017-05-04,178.03009033203125
2017-05-05,188.49095153808594
2017-05-08,186.53564453125
2017-05-09,192.30377197265625
2017-05-10,191.32614135742188
2017-05-11,192.01048278808594
2017-05-15,192.30377197265625
2017-05-16,192.01048278808594
2017-05-17,188.49095153808594
2017-05-18,189.37081909179688
2017-05-19,190.83731079101562
2017-05-22,190.6417694091797
2017-05-23,189.6641082763672
2017-05-24,190.83731079101562
2017-05-29,190.6417694091797
2017-05-30,194.650146484375
2017-05-31,197.4853057861328
2017-06-01,198.56076049804688
2017-06-02,200.0272216796875
2017-06-06,199.24508666992188
2017-06-07,199.929443359375
2017-06-08,199.63616943359375
2017-06-09,203.15570068359375
2017-06-12,197.4853057861328
2017-06-13,197.6808624267578
2017-06-14,197.4853057861328
2017-06-15,195.4322509765625
2017-06-16,197.9741668701172
2017-06-19,198.46298217773438
2017-06-20,196.99649047851562
2017-06-21,197.9741668701172
2017-06-22,196.50767517089844
2017-06-23,197.9741668701172
2017-06-26,198.2674560546875
2017-06-27,193.77024841308594
2017-06-28,192.69485473632812
2017-06-29,188.29542541503906
2017-06-30,185.85128784179688
2017-07-03,186.0468292236328
2017-07-04,185.26470947265625
2017-07-05,186.63340759277344
2017-07-06,184.09152221679688
2017-07-07,186.24234008789062
2017-07-10,187.90435791015625
2017-07-11,185.55799865722656
2017-07-12,189.37081909179688
2017-07-13,188.49095153808594
2017-07-14,189.76190185546875
2017-07-17,190.25071716308594
2017-07-18,190.25071716308594
2017-07-19,191.5216522216797
2017-07-20,185.46023559570312
2017-07-21,184.6781005859375
2017-07-24,184.6781005859375
2017-07-25,185.65574645996094
2017-07-26,187.31777954101562
2017-07-27,188.6864776611328
2017-07-28,185.85128784179688
2017-07-31,186.92669677734375
2017-08-01,185.55799865722656
2017-08-02,184.87364196777344
2017-08-03,186.1445770263672
2017-08-04,186.34011840820312
2017-08-07,184.48255920410156
2017-08-08,184.87364196777344
2017-08-09,184.97140502929688
2017-08-10,181.45187377929688
2017-08-11,179.78985595703125
2017-08-14,180.47421264648438
2017-08-15,181.8429412841797
2017-08-16,184.58035278320312
2017-08-17,196.21438598632812
2017-08-18,199.83169555664062
2017-08-21,200.41827392578125
2017-08-22,203.84005737304688
2017-08-23,207.94618225097656
2017-08-24,207.94618225097656
2017-08-25,205.79534912109375
2017-08-28,205.20875549316406
2017-08-29,200.41827392578125
2017-08-30,201.2003936767578
2017-08-31,202.56912231445312
2017-09-01,205.79534912109375
2017-09-04,203.25344848632812
2017-09-05,205.11099243164062
2017-09-06,202.17803955078125
2017-09-07,208.92384338378906
2017-09-08,208.82606506347656
2017-09-11,211.07464599609375
2017-09-12,210.97691345214844
2017-09-13,210.1947784423828
2017-09-14,211.36798095703125
2017-09-15,209.41265869140625
2017-09-18,210.87913513183594
2017-09-19,211.4657440185547
2017-09-20,212.2478485107422
2017-09-21,209.2171173095703
2017-09-22,209.3148956298828
2017-09-25,211.07464599609375
2017-09-26,211.36798095703125
2017-09-27,209.2171173095703
2017-09-28,210.29254150390625
2017-09-29,210.97691345214844
2017-10-02,215.08303833007812
2017-10-03,220.9489288330078
2017-10-04,222.9042205810547
2017-10-05,215.08303833007812
2017-10-06,210.29254150390625
2017-10-09,207.6528778076172
2017-10-10,205.11099243164062
2017-10-11,205.20875549316406
2017-10-12,203.74229431152344
2017-10-13,202.76463317871094
2017-10-16,203.84005737304688
2017-10-17,199.929443359375
2017-10-18,203.35122680664062
2017-10-19,197.4853057861328
2017-10-20,199.929443359375
2017-10-23,199.7339324951172
2017-10-24,197.87637329101562
2017-10-25,199.14732360839844
2017-10-26,199.44061279296875
2017-10-27,203.5467529296875
2017-10-30,204.91546630859375
2017-10-31,206.57748413085938
2017-11-01,206.38194274902344
2017-11-02,196.50767517089844
2017-11-03,204.0355682373047
2017-11-06,205.6975860595703
2017-11-07,205.99090576171875
2017-11-08,205.11099243164062
2017-11-09,200.3205108642578
2017-11-10,198.65850830078125
2017-11-13,197.4853057861328
2017-11-14,198.46298217773438
2017-11-15,196.31214904785156
2017-11-16,206.96852111816406
2017-11-17,206.47970581054688
2017-11-20,209.11936950683594
2017-11-21,208.33724975585938
2017-11-22,211.17242431640625
2017-11-23,206.7729949951172
2017-11-24,205.0132293701172
2017-11-27,203.35122680664062
2017-11-28,202.17803955078125
2017-11-29,194.5523681640625
2017-11-30,192.40155029296875
2017-12-01,193.3791961669922
2017-12-04,193.47695922851562
2017-12-05,192.10824584960938
2017-12-06,192.49929809570312
2017-12-07,192.59707641601562
2017-12-08,194.0635528564453
2017-12-11,194.45460510253906
2017-12-12,194.35684204101562
2017-12-13,196.60546875
2017-12-14,195.62779235839844
2017-12-15,190.93508911132812
2017-12-18,191.81497192382812
2017-12-19,193.18368530273438
2017-12-20,191.61941528320312
2017-12-21,193.2814178466797
2017-12-22,196.31214904785156
2017-12-27,195.530029296875
2017-12-28,195.8233184814453
2017-12-29,196.0188446044922
2018-01-02,195.8233184814453
2018-01-03,199.63616943359375
2018-01-04,200.6138153076172
2018-01-05,204.62217712402344
2018-01-08,205.0132293701172
2018-01-09,205.3065185546875
2018-01-10,202.86239624023438
2018-01-11,196.31214904785156
2018-01-12,196.40989685058594
2018-01-15,193.2814178466797
2018-01-16,194.0635528564453
2018-01-17,194.1613311767578
2018-01-18,195.530029296875
2018-01-19,198.56076049804688
2018-01-22,197.7786407470703
2018-01-23,196.21438598632812
2018-01-24,195.530029296875
2018-01-25,195.33450317382812
2018-01-26,196.50767517089844
2018-01-29,195.33450317382812
2018-01-30,192.1571502685547
2018-01-31,197.6808624267578
2018-02-01,198.9518280029297
2018-02-02,191.5216522216797
2018-02-05,193.03701782226562
2018-02-06,192.40155029296875
2018-02-07,197.58311462402344
2018-02-08,193.77024841308594
2018-02-09,188.39317321777344
2018-02-12,195.8233184814453
2018-02-13,193.57472229003906
2018-02-14,201.29815673828125
2018-02-15,203.64453125
2018-02-16,207.94618225097656
2018-02-19,204.23110961914062
2018-02-20,206.28416442871094
2018-02-21,206.08865356445312
2018-02-22,209.2171173095703
2018-02-23,210.1947784423828
2018-02-26,212.5411376953125
2018-02-27,209.2171173095703
2018-02-28,206.7729949951172
2018-03-01,203.15570068359375
2018-03-02,202.17803955078125
2018-03-05,203.15570068359375
2018-03-06,203.74229431152344
2018-03-07,207.35960388183594
2018-03-08,213.42103576660156
2018-03-09,215.27854919433594
2018-03-12,217.6249237060547
2018-03-13,217.03831481933594
2018-03-14,218.0706787109375
2018-03-15,219.34884643554688
2018-03-16,218.0706787109375
2018-03-19,216.59588623046875
2018-03-20,216.59588623046875
2018-03-21,214.43289184570312
2018-03-22,210.5984649658203
2018-03-23,210.008544921875
2018-03-26,207.94386291503906
2018-03-27,208.9270477294922
2018-03-28,209.8118896484375
2018-04-03,209.02536010742188
2018-04-04,198.70191955566406
2018-04-05,201.454833984375
2018-04-06,199.09518432617188
2018-04-09,199.19351196289062
2018-04-10,201.35650634765625
2018-04-11,199.7834014892578
2018-04-12,205.19093322753906
2018-04-13,204.30606079101562
2018-04-16,206.17410278320312
2018-04-17,210.2052001953125
2018-04-18,210.30349731445312
2018-04-19,207.8455352783203
2018-04-20,207.1573028564453
2018-04-23,209.12367248535156
2018-04-24,209.32029724121094
2018-04-25,207.45225524902344
2018-04-26,211.67996215820312
2018-04-30,213.74464416503906
2018-05-01,217.3824462890625
2018-05-02,232.5235137939453
2018-05-03,231.93359375
2018-05-04,234.88314819335938
2018-05-07,240.19236755371094
2018-05-08,239.11085510253906
2018-05-09,241.27386474609375
2018-05-14,242.8469696044922
2018-05-15,240.97889709472656
2018-05-16,239.20916748046875
2018-05-17,238.5209503173828
2018-05-18,236.6529083251953
2018-05-22,235.7680206298828
2018-05-23,234.68650817871094
2018-05-24,236.55458068847656
2018-05-25,241.37217712402344
2018-05-28,239.11085510253906
2018-05-29,237.2427978515625
2018-05-30,240.88058471679688
2018-05-31,239.0125274658203
2018-06-01,240.68394470214844
2018-06-04,244.5183868408203
2018-06-06,246.77969360351562
2018-06-07,245.20660400390625
2018-06-08,241.0772247314453
2018-06-11,243.240234375
2018-06-12,245.4032440185547
2018-06-13,247.17298889160156
2018-06-14,277.25848388671875
2018-06-15,279.5198059082031
2018-06-18,279.12652587890625
2018-06-19,282.272705078125
2018-06-20,285.9104919433594
2018-06-21,288.36846923828125
2018-06-22,288.6634521484375
2018-06-25,286.1071472167969
2018-06-26,284.23907470703125
2018-06-27,286.99200439453125
2018-06-28,280.4046936035156
2018-06-29,285.9104919433594
2018-07-02,285.0256652832031
2018-07-03,285.61553955078125
2018-07-04,287.5819091796875
2018-07-05,289.3516540527344
2018-07-06,289.3516540527344
2018-07-09,289.54827880859375
2018-07-10,290.03985595703125
2018-07-11,281.8794860839844
2018-07-12,287.3852844238281
2018-07-13,283.8458557128906
2018-07-16,287.1886901855469
2018-07-17,292.98944091796875
2018-07-18,292.49786376953125
2018-07-19,297.61041259765625
2018-07-20,297.9053955078125
2018-07-23,296.332275390625
2018-07-24,298.8885803222656
2018-07-25,300.65826416015625
2018-07-26,304.98431396484375
2018-07-27,303.9028015136719
2018-07-30,302.9196472167969
2018-07-31,298.8885803222656
2018-08-01,304.0011291503906
2018-08-02,306.2624816894531
2018-08-03,309.1137390136719
2018-08-06,311.17840576171875
2018-08-07,310.0968933105469
2018-08-08,303.6078186035156
2018-08-09,299.87176513671875
2018-08-10,299.9700927734375
2018-08-13,316.09429931640625
2018-08-14,318.0606994628906
2018-08-15,305.7709045410156
2018-08-16,314.91448974609375
2018-08-17,309.99853515625
2018-08-20,301.2481994628906
2018-08-21,301.3465576171875
2018-08-22,323.8614807128906
2018-08-23,327.10601806640625
2018-08-24,326.3194274902344
2018-08-27,330.35052490234375
2018-08-28,329.3673095703125
2018-08-29,327.10601806640625
2018-08-30,328.5807800292969
2018-08-31,327.499267578125
2018-09-03,334.676513671875
2018-09-04,331.72698974609375
2018-09-05,324.7463684082031
2018-09-06,325.4346008300781
2018-09-07,327.0076904296875
2018-09-10,320.9119567871094
2018-09-11,322.4850158691406
2018-09-12,324.451416015625
2018-09-13,323.9598388671875
2018-09-14,324.05816650390625
2018-09-17,317.7657470703125
2018-09-18,310.0968933105469
2018-09-19,310.391845703125
2018-09-20,310.5885009765625
2018-09-21,314.61956787109375
2018-09-24,311.86663818359375
2018-09-25,315.20947265625
2018-09-26,310.98175048828125
2018-09-27,309.70361328125
2018-09-28,307.638916015625
2018-10-01,309.9002685546875
2018-10-02,307.343994140625
2018-10-03,304.49273681640625
2018-10-04,290.4331359863281
2018-10-05,292.30120849609375
2018-10-08,268.4098205566406
2018-10-09,265.75518798828125
2018-10-10,258.87286376953125
2018-10-11,260.5443115234375
2018-10-12,270.7694396972656
2018-10-15,263.88714599609375
2018-10-16,276.07867431640625
2018-10-17,269.0980224609375
2018-10-18,278.0450134277344
2018-10-19,276.3736267089844
2018-10-22,276.6685791015625
2018-10-23,269.294677734375
2018-10-24,268.0165100097656
2018-10-25,265.4602355957031
2018-10-26,265.853515625
2018-10-29,269.39300537109375
2018-10-30,270.2778625488281
2018-10-31,274.99713134765625
2018-11-01,273.5223693847656
2018-11-02,276.7668762207031
2018-11-05,277.8483581542969
2018-11-06,274.8988037109375
2018-11-07,270.2778625488281
2018-11-08,276.6685791015625
2018-11-09,282.3710632324219
2018-11-12,276.96356201171875
2018-11-13,274.6038513183594
2018-11-14,262.1174011230469
2018-11-15,252.5804901123047
2018-11-16,259.1678466796875
2018-11-19,254.94012451171875
2018-11-20,240.88058471679688
2018-11-21,237.6360626220703
2018-11-22,241.175537109375
2018-11-23,247.7628936767578
2018-11-26,233.998291015625
2018-11-27,229.27899169921875
2018-11-28,223.18324279785156
2018-11-29,232.22853088378906
2018-11-30,226.42774963378906
2018-12-03,233.80165100097656
2018-12-04,235.27642822265625
2018-12-05,241.175537109375
2018-12-06,239.70077514648438
2018-12-07,241.0772247314453
2018-12-10,246.38644409179688
2018-12-11,245.304931640625
2018-12-12,250.61412048339844
2018-12-13,245.1082763671875
2018-12-14,245.89483642578125
2018-12-17,250.71243286132812
2018-12-18,251.79396057128906
2018-12-19,253.76034545898438
2018-12-20,235.57138061523438
2018-12-21,240.48731994628906
2018-12-27,237.6360626220703
2018-12-28,239.20916748046875
2019-01-02,251.30238342285156
2019-01-03,242.8469696044922
2019-01-04,256.31658935546875
2019-01-07,260.8392333984375
2019-01-08,271.4576721191406
2019-01-09,272.1459045410156
2019-01-10,272.9324645996094
2019-01-11,270.966064453125
2019-01-14,266.0501708984375
2019-01-15,269.294677734375
2019-01-16,276.6685791015625
2019-01-17,275.0954284667969
2019-01-18,274.80047607421875
2019-01-21,280.8962707519531
2019-01-22,286.5003967285156
2019-01-23,284.3374328613281
2019-01-24,282.0760803222656
2019-01-25,285.61553955078125
2019-01-28,285.12396240234375
2019-01-29,285.12396240234375
2019-01-30,277.94671630859375
2019-01-31,276.07867431640625
2019-02-01,274.0139465332031
2019-02-04,276.6685791015625
2019-02-05,286.1071472167969
2019-02-06,284.5340270996094
2019-02-07,284.7306823730469
2019-02-08,282.1744079589844
2019-02-11,288.466796875
2019-02-12,300.5599670410156
2019-02-13,300.65826416015625
2019-02-14,296.92218017578125
2019-02-15,293.97259521484375
2019-02-18,291.80963134765625
2019-02-19,281.0928955078125
2019-02-20,279.9131164550781
2019-02-21,275.5870666503906
2019-02-22,276.8652038574219
2019-02-25,278.24163818359375
2019-02-26,281.7810974121094
2019-02-27,318.5522766113281
2019-02-28,310.78515625
2019-03-01,307.8355712890625
2019-03-04,308.3271484375
2019-03-05,308.2288513183594
2019-03-06,305.4759521484375
2019-03-07,303.80450439453125
2019-03-08,303.7061462402344
2019-03-11,305.86920166015625
2019-03-12,304.3944396972656
2019-03-13,304.19775390625
2019-03-14,307.7372741699219
2019-03-15,307.343994140625
2019-03-18,304.0011291503906
2019-03-19,309.0153503417969
2019-03-20,309.5069580078125
2019-03-21,307.44232177734375
2019-03-22,306.9979248046875
2019-03-25,307.0967102050781
2019-03-26,314.0088195800781
2019-03-27,297.71588134765625
2019-03-28,304.13433837890625
2019-03-29,305.1217956542969
2019-04-01,307.294189453125
2019-04-02,309.3677673339844
2019-04-03,313.71258544921875
2019-04-04,305.02301025390625
2019-04-05,307.9853515625
2019-04-08,308.0841369628906
2019-04-09,309.86151123046875
2019-04-10,310.5527648925781
2019-04-11,308.1828918457031
2019-04-12,332.0791320800781
2019-04-15,330.7954406738281
2019-04-16,335.33770751953125
2019-04-17,323.88330078125
2019-04-23,329.41302490234375
2019-04-24,331.98040771484375
2019-04-25,328.5243225097656
2019-04-26,337.7076110839844
2019-04-29,338.5962829589844
2019-04-30,336.4239196777344
2019-05-01,320.92095947265625
2019-05-02,313.5151062011719
2019-05-03,317.7610778808594
2019-05-06,313.811279296875
2019-05-07,315.1937561035156
2019-05-08,315.8849792480469
2019-05-09,315.78619384765625
2019-05-10,312.62640380859375
2019-05-13,303.0481262207031
2019-05-14,310.45404052734375
2019-05-15,319.9335021972656
2019-05-16,332.7703552246094
