Date,GN.CO
2015-08-24,112.54373931884766
2015-08-25,115.81983947753906
2015-08-26,114.1817855834961
2015-08-27,116.5906753540039
2015-08-28,114.56720733642578
2015-08-31,114.47085571289062
2015-09-01,112.35102081298828
2015-09-02,113.3145751953125
2015-09-03,114.85627746582031
2015-09-04,112.06196594238281
2015-09-07,111.48382568359375
2015-09-08,112.25466918945312
2015-09-09,113.60365295410156
2015-09-10,112.83280181884766
2015-09-11,110.90568542480469
2015-09-14,111.00204467773438
2015-09-15,111.00204467773438
2015-09-16,111.2911148071289
2015-09-17,111.8692398071289
2015-09-18,114.37449645996094
2015-09-21,115.81983947753906
2015-09-22,115.33806610107422
2015-09-23,117.16880798339844
2015-09-24,114.1817855834961
2015-09-25,115.04898834228516
2015-09-28,114.66356658935547
2015-09-29,113.8927230834961
2015-09-30,115.53076934814453
2015-10-01,117.55425262451172
2015-10-02,117.74694061279297
2015-10-05,121.98661041259766
2015-10-06,123.33560943603516
2015-10-07,122.3720474243164
2015-10-08,123.23925018310547
2015-10-09,124.10646057128906
2015-10-12,124.58822631835938
2015-10-13,121.50482940673828
2015-10-14,120.73400115966797
2015-10-15,121.98661041259766
2015-10-16,121.79390716552734
2015-10-19,125.07001495361328
2015-10-20,124.97364807128906
2015-10-21,126.51534271240234
2015-10-22,125.26271057128906
2015-10-23,126.22628784179688
2015-10-26,126.22628784179688
2015-10-27,123.8173828125
2015-10-28,124.20279693603516
2015-10-29,126.32264709472656
2015-10-30,119.19229888916016
2015-11-02,121.21578216552734
2015-11-03,122.4683837890625
2015-11-04,123.8173828125
2015-11-05,122.7574691772461
2015-11-06,123.62467956542969
2015-11-09,123.8173828125
2015-11-10,122.66111755371094
2015-11-11,125.55178833007812
2015-11-12,124.97364807128906
2015-11-13,123.04652404785156
2015-11-16,123.62467956542969
2015-11-17,126.8044204711914
2015-11-18,126.0335693359375
2015-11-19,126.61170959472656
2015-11-20,126.99712371826172
2015-11-23,126.32264709472656
2015-11-24,126.22628784179688
2015-11-25,121.40847778320312
2015-11-26,124.29916381835938
2015-11-27,124.3955307006836
2015-11-30,124.78092193603516
2015-12-01,127.09346771240234
2015-12-02,127.8643569946289
2015-12-03,127.18985748291016
2015-12-04,124.3955307006836
2015-12-07,125.55178833007812
2015-12-08,119.09593963623047
2015-12-09,118.0360336303711
2015-12-10,117.45789337158203
2015-12-11,115.43441772460938
2015-12-14,114.85627746582031
2015-12-15,115.91620635986328
2015-12-16,115.91620635986328
2015-12-17,115.62712097167969
2015-12-18,115.24169921875
2015-12-21,115.04898834228516
2015-12-22,114.47085571289062
2015-12-23,118.6141586303711
2015-12-28,118.80686950683594
2015-12-29,120.8303451538086
2015-12-30,120.73400115966797
2016-01-04,117.9396743774414
2016-01-05,120.63762664794922
2016-01-06,120.54126739501953
2016-01-07,122.56474304199219
2016-01-08,125.07001495361328
2016-01-11,122.85382843017578
2016-01-12,123.72101593017578
2016-01-13,124.20279693603516
2016-01-14,121.31212615966797
2016-01-15,117.26517486572266
2016-01-18,114.37449645996094
2016-01-19,115.14534759521484
2016-01-20,111.38745880126953
2016-01-21,112.54373931884766
2016-01-22,116.10890197753906
2016-01-25,118.22872161865234
2016-01-26,118.90322875976562
2016-01-27,123.33560943603516
2016-01-28,122.08296203613281
2016-01-29,123.8173828125
2016-02-01,124.3955307006836
2016-02-02,121.50482940673828
2016-02-03,117.16880798339844
2016-02-04,115.53076934814453
2016-02-05,113.79635620117188
2016-02-08,108.68949890136719
2016-02-09,105.50975799560547
2016-02-10,109.94212341308594
2016-02-11,107.5332260131836
2016-02-12,117.26517486572266
2016-02-15,124.20279693603516
2016-02-16,124.78092193603516
2016-02-17,127.4789047241211
2016-02-18,125.26271057128906
2016-02-19,123.8173828125
2016-02-22,126.8044204711914
2016-02-23,127.57527923583984
2016-02-24,125.26271057128906
2016-02-25,127.8643569946289
2016-02-26,130.75502014160156
2016-02-29,132.48941040039062
2016-03-01,131.81494140625
2016-03-02,130.56228637695312
2016-03-03,130.94772338867188
2016-03-04,128.34609985351562
2016-03-07,129.11695861816406
2016-03-08,128.9242401123047
2016-03-09,129.5023651123047
2016-03-10,126.41897583007812
2016-03-11,129.32192993164062
2016-03-14,131.94332885742188
2016-03-15,130.0015411376953
2016-03-16,129.61318969726562
2016-03-17,130.4869842529297
2016-03-18,131.26368713378906
2016-03-21,129.32192993164062
2016-03-22,129.61318969726562
2016-03-23,130.0015411376953
2016-03-29,129.80740356445312
2016-03-30,132.62295532226562
2016-03-31,132.91419982910156
2016-04-01,133.59384155273438
2016-04-04,135.34140014648438
2016-04-05,133.10838317871094
2016-04-06,129.71029663085938
2016-04-07,131.0695343017578
2016-04-08,131.0695343017578
2016-04-11,130.38990783691406
2016-04-12,128.5452423095703
2016-04-13,125.82676696777344
2016-04-14,129.03067016601562
2016-04-15,127.28308868408203
2016-04-18,130.58407592773438
2016-04-19,132.5258331298828
2016-04-20,129.32192993164062
2016-04-21,129.4190216064453
2016-04-25,128.5452423095703
2016-04-26,129.1277618408203
2016-04-27,129.9044647216797
2016-04-28,130.09864807128906
2016-04-29,124.07916259765625
2016-05-02,123.49661254882812
2016-05-03,122.9140853881836
2016-05-04,122.2344741821289
2016-05-09,124.95294189453125
2016-05-10,125.34131622314453
2016-05-11,125.63255310058594
2016-05-12,123.88497161865234
2016-05-13,126.21509552001953
2016-05-17,129.22483825683594
2016-05-18,129.9044647216797
2016-05-19,128.0597686767578
2016-05-20,129.51611328125
2016-05-23,129.32192993164062
2016-05-24,129.80740356445312
2016-05-25,130.97244262695312
2016-05-26,131.65206909179688
2016-05-27,132.5258331298828
2016-05-30,132.62295532226562
2016-05-31,132.62295532226562
2016-06-01,132.62295532226562
2016-06-02,132.2345733642578
2016-06-03,133.59384155273438
2016-06-06,130.97244262695312
2016-06-07,132.2345733642578
2016-06-08,133.0113067626953
2016-06-09,131.0695343017578
2016-06-10,128.35104370117188
2016-06-13,126.40927124023438
2016-06-14,122.62284088134766
2016-06-15,124.07916259765625
2016-06-16,121.74903106689453
2016-06-17,122.33155822753906
2016-06-20,125.63255310058594
2016-06-21,126.7976303100586
2016-06-22,124.2733383178711
2016-06-23,121.84612274169922
2016-06-24,117.28296661376953
2016-06-27,111.45764923095703
2016-06-28,112.04017639160156
2016-06-29,116.2149887084961
2016-06-30,116.79752349853516
2016-07-01,119.90435791015625
2016-07-04,119.90435791015625
2016-07-05,117.7684097290039
2016-07-06,115.8266372680664
2016-07-07,118.25384521484375
2016-07-08,118.15675354003906
2016-07-11,119.61306762695312
2016-07-12,119.61306762695312
2016-07-13,119.71016693115234
2016-07-14,119.61306762695312
2016-07-15,116.70042419433594
2016-07-18,117.86549377441406
2016-07-19,116.99168395996094
2016-07-20,118.05965423583984
2016-07-21,117.96258544921875
2016-07-22,118.05965423583984
2016-07-25,121.74903106689453
2016-07-26,122.13739776611328
2016-07-27,122.42864227294922
2016-07-28,122.2344741821289
2016-07-29,122.04029083251953
2016-08-01,122.33155822753906
2016-08-02,123.10828399658203
2016-08-03,121.55484771728516
2016-08-04,121.55484771728516
2016-08-05,123.59371948242188
2016-08-08,123.59371948242188
2016-08-09,124.37042236328125
2016-08-10,125.63255310058594
2016-08-11,135.2443389892578
2016-08-12,136.11813354492188
2016-08-15,139.22496032714844
2016-08-16,137.38026428222656
2016-08-17,137.18612670898438
2016-08-18,137.67153930664062
2016-08-19,138.05990600585938
2016-08-22,138.54534912109375
2016-08-23,138.73953247070312
2016-08-24,138.93370056152344
2016-08-25,138.05990600585938
2016-08-26,138.73953247070312
2016-08-29,138.8366241455078
2016-08-30,139.32205200195312
2016-08-31,139.1278839111328
2016-09-01,141.06967163085938
2016-09-02,143.3026885986328
2016-09-05,144.1764678955078
2016-09-06,143.0114288330078
2016-09-07,144.6619415283203
2016-09-08,143.39976501464844
2016-09-09,142.7201690673828
2016-09-12,141.9434356689453
2016-09-13,141.06967163085938
2016-09-14,142.7201690673828
2016-09-15,142.7201690673828
2016-09-16,143.39976501464844
2016-09-19,144.6619415283203
2016-09-20,145.63282775878906
2016-09-21,147.47750854492188
2016-09-22,147.1862335205078
2016-09-23,146.3124237060547
2016-09-26,145.0502471923828
2016-09-27,141.8463592529297
2016-09-28,141.9434356689453
2016-09-29,138.73953247070312
2016-09-30,138.44825744628906
2016-10-03,139.61331176757812
2016-10-04,140.68128967285156
2016-10-05,140.68128967285156
2016-10-06,140.2929229736328
2016-10-07,138.35116577148438
2016-10-10,140.1958465576172
2016-10-11,139.8074951171875
2016-10-12,138.64242553710938
2016-10-13,139.22496032714844
2016-10-14,138.44825744628906
2016-10-17,138.35116577148438
2016-10-18,140.0016632080078
2016-10-19,140.48712158203125
2016-10-20,139.61331176757812
2016-10-21,140.0016632080078
2016-10-24,139.71041870117188
2016-10-25,135.7297821044922
2016-10-26,133.0113067626953
2016-10-27,133.10838317871094
2016-10-28,134.46762084960938
2016-10-31,133.39962768554688
2016-11-01,131.94332885742188
2016-11-02,132.1374969482422
2016-11-03,132.33169555664062
2016-11-04,131.84625244140625
2016-11-07,133.49673461914062
2016-11-08,132.1374969482422
2016-11-09,133.59384155273438
2016-11-10,134.75889587402344
2016-11-11,134.37051391601562
2016-11-14,133.69093322753906
2016-11-15,135.14724731445312
2016-11-16,135.7297821044922
2016-11-17,135.53561401367188
2016-11-18,137.08901977539062
2016-11-21,136.50648498535156
2016-11-22,135.8268585205078
2016-11-23,134.85597229003906
2016-11-24,135.43850708007812
2016-11-25,134.27345275878906
2016-11-28,132.91419982910156
2016-11-29,132.62295532226562
2016-11-30,133.0113067626953
2016-12-01,130.7782745361328
2016-12-02,131.26368713378906
2016-12-05,132.5258331298828
2016-12-06,132.2345733642578
2016-12-07,133.0113067626953
2016-12-08,130.29281616210938
2016-12-09,134.27345275878906
2016-12-12,136.50648498535156
2016-12-13,137.08901977539062
2016-12-14,136.11813354492188
2016-12-15,137.67153930664062
2016-12-16,139.1278839111328
2016-12-19,139.61331176757812
2016-12-20,141.4580078125
2016-12-21,140.77838134765625
2016-12-22,141.6521759033203
2016-12-23,141.8463592529297
2016-12-27,144.27357482910156
2016-12-28,142.33181762695312
2016-12-29,142.81723022460938
2016-12-30,142.04054260253906
2017-01-02,145.63282775878906
2017-01-03,144.07936096191406
2017-01-04,144.6619415283203
2017-01-05,144.46775817871094
2017-01-06,143.4968719482422
2017-01-09,143.4968719482422
2017-01-10,143.4968719482422
2017-01-11,143.88522338867188
2017-01-12,143.69105529785156
2017-01-13,146.3124237060547
2017-01-16,147.1862335205078
2017-01-17,146.89495849609375
2017-01-18,146.70077514648438
2017-01-19,146.02114868164062
2017-01-20,146.3124237060547
2017-01-23,144.46775817871094
2017-01-24,145.43862915039062
2017-01-25,146.50662231445312
2017-01-26,149.1280059814453
2017-01-27,150.58432006835938
2017-01-30,149.51634216308594
2017-01-31,149.22508239746094
2017-02-01,152.23484802246094
2017-02-02,153.5940704345703
2017-02-03,153.39988708496094
2017-02-06,153.0115509033203
2017-02-07,153.10861206054688
2017-02-08,153.2057342529297
2017-02-09,154.07949829101562
2017-02-10,154.95330810546875
2017-02-13,155.73001098632812
2017-02-14,156.40966796875
2017-02-15,155.92420959472656
2017-02-16,155.92420959472656
2017-02-17,155.8271026611328
2017-02-20,156.11837768554688
2017-02-21,155.2445831298828
2017-02-22,156.11837768554688
2017-02-23,158.15724182128906
2017-02-24,155.05038452148438
2017-02-27,154.85621643066406
2017-02-28,155.2445831298828
2017-03-01,156.9921417236328
2017-03-02,159.7106475830078
2017-03-03,160.29319763183594
2017-03-06,161.06988525390625
2017-03-07,160.1960906982422
2017-03-08,159.22520446777344
2017-03-09,160.68153381347656
2017-03-10,161.16697692871094
2017-03-13,161.45823669433594
2017-03-14,161.3611602783203
2017-03-15,160.8234405517578
2017-03-16,159.8457794189453
2017-03-17,161.8011016845703
2017-03-20,160.8234405517578
2017-03-21,158.0860137939453
2017-03-22,158.37933349609375
2017-03-23,159.1614532470703
2017-03-24,157.89048767089844
2017-03-27,156.5218048095703
2017-03-28,157.3039093017578
2017-03-29,158.0860137939453
2017-03-30,158.67263793945312
2017-03-31,159.2592010498047
2017-04-03,157.3039093017578
2017-04-04,158.28155517578125
2017-04-05,157.40167236328125
2017-04-06,155.64190673828125
2017-04-07,155.64190673828125
2017-04-10,156.22848510742188
2017-04-11,157.89048767089844
2017-04-12,158.57484436035156
2017-04-18,158.37933349609375
2017-04-19,159.55250549316406
2017-04-20,163.07203674316406
2017-04-21,162.6809844970703
