Date,SUPV.BA
2016-05-19,26.37213706970215
2016-05-20,26.37213706970215
2016-05-23,26.37213706970215
2016-05-24,26.37213706970215
2016-05-26,26.454294204711914
2016-05-27,26.454294204711914
2016-05-30,26.782917022705078
2016-05-31,26.536449432373047
2016-06-01,26.166746139526367
2016-06-02,26.2489013671875
2016-06-03,26.94723129272461
2016-06-06,26.700761795043945
2016-06-07,27.275848388671875
2016-06-08,27.933109283447266
2016-06-09,27.933109283447266
2016-06-10,27.275848388671875
2016-06-13,27.604475021362305
2016-06-14,27.933109283447266
2016-06-15,27.522323608398438
2016-06-16,27.933109283447266
2016-06-17,27.933109283447266
2016-06-21,29.576229095458984
2016-06-22,29.6173038482666
2016-06-23,30.151321411132812
2016-06-24,30.315631866455078
2016-06-27,29.781618118286133
2016-06-28,30.397789001464844
2016-06-29,30.972885131835938
2016-06-30,31.13719940185547
2016-07-01,31.958755493164062
2016-07-04,32.86247634887695
2016-07-05,31.63013458251953
2016-07-06,31.09611701965332
2016-07-07,30.76749038696289
2016-07-11,30.76749038696289
2016-07-12,30.80857276916504
2016-07-13,30.80857276916504
2016-07-14,31.219345092773438
2016-07-15,32.533851623535156
2016-07-18,32.86247634887695
2016-07-19,33.68403625488281
2016-07-20,33.68403625488281
2016-07-21,33.27326202392578
2016-07-22,33.27326202392578
2016-07-25,33.27326202392578
2016-07-26,33.191104888916016
2016-07-27,33.27326202392578
2016-07-28,33.191104888916016
2016-07-29,33.60187911987305
2016-08-01,32.86247634887695
2016-08-02,32.533851623535156
2016-08-03,32.45169448852539
2016-08-04,32.040916442871094
2016-08-05,32.20522689819336
2016-08-08,32.86247634887695
2016-08-09,32.246299743652344
2016-08-10,32.040916442871094
2016-08-11,32.040916442871094
2016-08-12,32.369537353515625
2016-08-16,32.20522689819336
2016-08-17,31.5479736328125
2016-08-18,32.45169448852539
2016-08-19,32.86247634887695
2016-08-22,32.78031921386719
2016-08-23,33.27326202392578
2016-08-24,32.657081604003906
2016-08-25,33.06786346435547
2016-08-26,33.06786346435547
2016-08-29,33.51972198486328
2016-08-30,34.09482192993164
2016-08-31,34.300209045410156
2016-09-01,34.09482192993164
2016-09-02,34.09482192993164
2016-09-05,34.62883758544922
2016-09-06,35.2450065612793
2016-09-07,35.737945556640625
2016-09-08,36.14872360229492
2016-09-09,35.49147415161133
2016-09-12,35.32716369628906
2016-09-13,34.50559997558594
2016-09-14,34.9163818359375
2016-09-15,36.55949783325195
2016-09-16,36.64166259765625
2016-09-19,37.504302978515625
2016-09-20,38.28478240966797
2016-09-21,37.627532958984375
2016-09-22,37.791847229003906
2016-09-23,37.791847229003906
2016-09-26,37.38106918334961
2016-09-27,37.09352111816406
2016-09-28,36.97028732299805
2016-09-29,37.05243682861328
2016-09-30,37.791847229003906
2016-10-03,37.13460159301758
2016-10-04,37.791847229003906
2016-10-05,37.791847229003906
2016-10-06,37.791847229003906
2016-10-07,36.97028732299805
2016-10-11,36.47734069824219
2016-10-12,36.18980026245117
2016-10-13,36.025489807128906
2016-10-14,36.55949783325195
2016-10-17,36.55949783325195
2016-10-18,37.791847229003906
2016-10-19,37.791847229003906
2016-10-20,37.791847229003906
2016-10-21,37.545379638671875
2016-10-24,37.545379638671875
2016-10-25,37.70969009399414
2016-10-26,36.80597686767578
2016-10-27,36.80597686767578
2016-10-28,36.97028732299805
2016-10-31,39.024192810058594
2016-11-01,37.21675109863281
2016-11-02,36.97028732299805
2016-11-03,36.97028732299805
2016-11-04,36.14872360229492
2016-11-07,36.97028732299805
2016-11-08,36.64166259765625
2016-11-09,36.14872360229492
2016-11-10,36.72381591796875
2016-11-11,35.32716369628906
2016-11-14,36.88813018798828
2016-11-15,37.70969009399414
2016-11-16,37.17567825317383
2016-11-17,36.97028732299805
