Date,SSE.L
2016-06-17,1466.1439208984375
2016-06-20,1530.7974853515625
2016-06-21,1538.7547607421875
2016-06-22,1529.802978515625
2016-06-23,1541.739013671875
2016-06-24,1412.431640625
2016-06-27,1361.7034912109375
2016-06-28,1408.4530029296875
2016-06-29,1464.154541015625
2016-06-30,1545.7178955078125
2016-07-01,1561.6322021484375
2016-07-04,1577.546875
2016-07-05,1561.6322021484375
2016-07-06,1550.691162109375
2016-07-07,1542.733642578125
2016-07-08,1551.685791015625
2016-07-11,1585.504638671875
2016-07-12,1569.5899658203125
2016-07-13,1584.5096435546875
2016-07-14,1572.5736083984375
2016-07-15,1577.546875
2016-07-18,1591.4720458984375
2016-07-19,1596.44580078125
2016-07-20,1616.339111328125
2016-07-21,1602.413818359375
2016-07-22,1604.4031982421875
2016-07-25,1619.3233642578125
2016-07-26,1617.333740234375
2016-07-27,1617.333740234375
2016-07-28,1533.3760986328125
2016-07-29,1508.5
2016-08-01,1513.4752197265625
2016-08-02,1495.564453125
2016-08-03,1501.5345458984375
2016-08-04,1531.3858642578125
2016-08-05,1530.3909912109375
2016-08-08,1530.3909912109375
2016-08-09,1528.40087890625
2016-08-10,1518.4505615234375
2016-08-11,1538.3515625
2016-08-12,1547.3070068359375
2016-08-15,1547.3070068359375
2016-08-16,1518.4505615234375
2016-08-17,1507.5048828125
2016-08-18,1515.465576171875
2016-08-19,1513.4752197265625
2016-08-22,1514.47021484375
2016-08-23,1518.4505615234375
2016-08-24,1510.4901123046875
2016-08-25,1510.4901123046875
2016-08-26,1512.480224609375
2016-08-30,1493.573974609375
2016-08-31,1496.55908203125
2016-09-01,1500.53955078125
2016-09-02,1541.336669921875
2016-09-05,1550.292236328125
2016-09-06,1539.3465576171875
2016-09-07,1562.2325439453125
2016-09-08,1568.2032470703125
2016-09-09,1537.3564453125
2016-09-12,1516.4605712890625
2016-09-13,1517.4554443359375
2016-09-14,1513.4752197265625
2016-09-15,1515.465576171875
2016-09-16,1512.480224609375
2016-09-19,1529.39599609375
2016-09-20,1532.3812255859375
2016-09-21,1516.4605712890625
2016-09-22,1546.3123779296875
2016-09-23,1526.4107666015625
2016-09-26,1520.4405517578125
2016-09-27,1531.3858642578125
2016-09-28,1535.366455078125
2016-09-29,1569.1982421875
2016-09-30,1560.242919921875
2016-10-03,1565.2181396484375
2016-10-04,1574.1734619140625
2016-10-05,1544.3216552734375
2016-10-06,1510.4901123046875
2016-10-07,1508.5
2016-10-10,1508.5
2016-10-11,1504.519775390625
2016-10-12,1511.485107421875
2016-10-13,1518.4505615234375
2016-10-14,1540.34130859375
2016-10-17,1529.39599609375
2016-10-18,1558.252685546875
2016-10-19,1578.1534423828125
2016-10-20,1591.08935546875
2016-10-21,1590.094482421875
2016-10-24,1568.2032470703125
2016-10-25,1571.1881103515625
2016-10-26,1574.1734619140625
2016-10-27,1574.1734619140625
2016-10-28,1579.1488037109375
2016-10-31,1583.1290283203125
2016-11-01,1571.1881103515625
2016-11-02,1555.267578125
2016-11-03,1555.267578125
2016-11-04,1563.2279052734375
2016-11-07,1567.2081298828125
2016-11-08,1569.1982421875
2016-11-09,1519.4454345703125
2016-11-10,1482.6285400390625
2016-11-11,1475.663330078125
2016-11-14,1428.89599609375
2016-11-15,1446.806640625
2016-11-16,1446.806640625
2016-11-17,1444.816162109375
2016-11-18,1434.8663330078125
2016-11-21,1429.890869140625
2016-11-22,1454.7672119140625
2016-11-23,1453.77197265625
2016-11-24,1443.821533203125
2016-11-25,1456.757080078125
2016-11-28,1487.6038818359375
2016-11-29,1484.6187744140625
2016-11-30,1467.70263671875
2016-12-01,1446.806640625
2016-12-02,1470.68798828125
2016-12-05,1462.727783203125
2016-12-06,1485.61376953125
2016-12-07,1490.58935546875
2016-12-08,1475.663330078125
2016-12-09,1484.6187744140625
2016-12-12,1492.5789794921875
2016-12-13,1517.4554443359375
2016-12-14,1500.53955078125
2016-12-15,1514.47021484375
2016-12-16,1509.4951171875
2016-12-19,1513.4752197265625
2016-12-20,1523.42578125
2016-12-21,1523.42578125
2016-12-22,1528.40087890625
2016-12-23,1546.3123779296875
2016-12-28,1540.34130859375
2016-12-29,1555.267578125
2016-12-30,1545.31689453125
2017-01-03,1547.3070068359375
2017-01-04,1528.40087890625
2017-01-05,1537.3564453125
2017-01-06,1532.3812255859375
2017-01-09,1530.3909912109375
2017-01-10,1519.4454345703125
2017-01-11,1520.4405517578125
2017-01-12,1539.3465576171875
2017-01-13,1545.31689453125
2017-01-16,1548.3021240234375
2017-01-17,1543.326904296875
2017-01-18,1549.2969970703125
2017-01-19,1507.77001953125
2017-01-20,1498.8133544921875
2017-01-23,1494.832275390625
2017-01-24,1500.803466796875
2017-01-25,1494.832275390625
2017-01-26,1487.865478515625
2017-01-27,1484.8800048828125
2017-01-30,1484.8800048828125
2017-01-31,1481.894287109375
2017-02-01,1467.9610595703125
2017-02-02,1474.9276123046875
2017-02-03,1472.9371337890625
2017-02-06,1480.8992919921875
2017-02-07,1505.7796630859375
2017-02-08,1532.6510009765625
2017-02-09,1536.6322021484375
2017-02-10,1529.665283203125
2017-02-13,1532.6510009765625
2017-02-14,1527.6748046875
2017-02-15,1522.698974609375
2017-02-16,1523.6939697265625
2017-02-17,1516.727294921875
2017-02-20,1523.6939697265625
2017-02-21,1534.6412353515625
2017-02-22,1533.64599609375
2017-02-23,1529.665283203125
2017-02-24,1539.617431640625
2017-02-27,1522.698974609375
2017-02-28,1533.64599609375
2017-03-01,1522.698974609375
2017-03-02,1534.6412353515625
2017-03-03,1531.655517578125
2017-03-06,1535.636474609375
2017-03-07,1512.7462158203125
2017-03-08,1515.7322998046875
2017-03-09,1516.727294921875
2017-03-10,1495.827392578125
2017-03-13,1502.7939453125
2017-03-14,1497.8179931640625
2017-03-15,1493.8369140625
2017-03-16,1489.8563232421875
2017-03-17,1496.82275390625
2017-03-20,1499.808837890625
2017-03-21,1493.8369140625
2017-03-22,1490.8514404296875
2017-03-23,1495.827392578125
2017-03-24,1496.82275390625
2017-03-27,1497.8179931640625
2017-03-28,1488.86083984375
2017-03-29,1480.8992919921875
2017-03-30,1458.0087890625
2017-03-31,1468.956298828125
2017-04-03,1470.94677734375
2017-04-04,1463.97998046875
2017-04-05,1477.9132080078125
2017-04-06,1475.923095703125
2017-04-07,1479.90380859375
2017-04-10,1473.932373046875
2017-04-11,1493.8369140625
2017-04-12,1496.82275390625
2017-04-13,1487.865478515625
2017-04-18,1453.03271484375
2017-04-19,1430.1424560546875
2017-04-20,1421.1851806640625
2017-04-21,1438.1043701171875
2017-04-24,1410.23779296875
2017-04-25,1391.32861328125
2017-04-26,1388.3427734375
2017-04-27,1387.34765625
2017-04-28,1384.3616943359375
2017-05-02,1393.319091796875
2017-05-03,1403.2711181640625
2017-05-04,1399.2901611328125
2017-05-05,1417.2044677734375
2017-05-08,1442.08544921875
2017-05-09,1424.1712646484375
2017-05-10,1457.013671875
2017-05-11,1442.08544921875
2017-05-12,1437.1090087890625
2017-05-15,1437.1090087890625
2017-05-16,1444.0755615234375
2017-05-17,1460.994384765625
2017-05-18,1484.8800048828125
2017-05-19,1501.798828125
2017-05-22,1526.679443359375
2017-05-23,1543.59814453125
2017-05-24,1535.636474609375
2017-05-25,1528.6700439453125
2017-05-26,1511.7510986328125
2017-05-30,1507.77001953125
2017-05-31,1497.8179931640625
2017-06-01,1499.808837890625
2017-06-02,1477.9132080078125
2017-06-05,1472.9371337890625
2017-06-06,1477.9132080078125
2017-06-07,1469.9512939453125
2017-06-08,1484.8800048828125
2017-06-09,1487.865478515625
2017-06-12,1487.865478515625
2017-06-13,1482.8892822265625
2017-06-14,1481.894287109375
2017-06-15,1463.97998046875
2017-06-16,1462.985107421875
2017-06-19,1462.985107421875
2017-06-20,1467.9610595703125
2017-06-21,1479.90380859375
2017-06-22,1488.86083984375
2017-06-23,1500.803466796875
2017-06-26,1498.919921875
2017-06-27,1494.832275390625
2017-06-28,1469.9512939453125
2017-06-29,1464.975341796875
2017-06-30,1446.0660400390625
2017-07-03,1458.0087890625
2017-07-04,1454.0279541015625
2017-07-05,1443.0804443359375
2017-07-06,1446.0660400390625
2017-07-07,1466.9659423828125
2017-07-10,1462.985107421875
2017-07-11,1462.985107421875
2017-07-12,1472.9371337890625
2017-07-13,1472.9371337890625
2017-07-14,1466.9659423828125
2017-07-17,1473.932373046875
2017-07-18,1466.9659423828125
2017-07-19,1463.97998046875
2017-07-20,1469.9512939453125
2017-07-21,1465.970703125
2017-07-24,1446.0660400390625
2017-07-25,1450.0472412109375
2017-07-26,1453.03271484375
2017-07-27,1374.0157470703125
2017-07-28,1373.02001953125
2017-07-31,1373.02001953125
2017-08-01,1375.011474609375
2017-08-02,1378.9942626953125
2017-08-03,1393.9290771484375
2017-08-04,1396.915771484375
2017-08-07,1384.9681396484375
2017-08-08,1386.95947265625
2017-08-09,1386.95947265625
2017-08-10,1383.9725341796875
2017-08-11,1382.9771728515625
2017-08-14,1403.885498046875
2017-08-15,1399.9029541015625
2017-08-16,1423.798828125
2017-08-17,1429.7730712890625
2017-08-18,1430.768798828125
2017-08-21,1424.7947998046875
2017-08-22,1434.7513427734375
2017-08-23,1428.7772216796875
2017-08-24,1421.8076171875
2017-08-25,1397.9117431640625
2017-08-29,1391.9378662109375
2017-08-30,1401.8944091796875
2017-08-31,1418.820556640625
2017-09-01,1430.768798828125
2017-09-04,1425.79052734375
2017-09-05,1427.7813720703125
2017-09-06,1423.798828125
2017-09-07,1434.7513427734375
2017-09-08,1433.7554931640625
2017-09-11,1431.76416015625
2017-09-12,1421.8076171875
2017-09-13,1409.859619140625
2017-09-14,1397.9117431640625
2017-09-15,1400.8988037109375
2017-09-18,1400.8988037109375
2017-09-19,1413.84228515625
2017-09-20,1406.87255859375
2017-09-21,1403.885498046875
2017-09-22,1407.8682861328125
2017-09-25,1418.820556640625
2017-09-26,1409.859619140625
2017-09-27,1387.955078125
2017-09-28,1379.989990234375
2017-09-29,1390.9422607421875
2017-10-02,1418.820556640625
2017-10-03,1405.8770751953125
2017-10-04,1361.0723876953125
2017-10-05,1374.0157470703125
2017-10-06,1365.054931640625
2017-10-09,1365.054931640625
2017-10-10,1366.050537109375
2017-10-11,1368.0418701171875
2017-10-12,1401.8944091796875
2017-10-13,1384.9681396484375
2017-10-16,1372.0242919921875
2017-10-17,1374.0157470703125
2017-10-18,1380.9853515625
2017-10-19,1385.9638671875
2017-10-20,1379.989990234375
2017-10-23,1390.9422607421875
2017-10-24,1378.9942626953125
2017-10-25,1342.1549072265625
2017-10-26,1362.0677490234375
2017-10-27,1365.054931640625
2017-10-30,1373.02001953125
2017-10-31,1376.0072021484375
2017-11-01,1358.0853271484375
2017-11-02,1359.0806884765625
2017-11-03,1361.0723876953125
2017-11-06,1368.0418701171875
2017-11-07,1403.885498046875
2017-11-08,1391.9378662109375
2017-11-09,1387.955078125
2017-11-10,1354.102294921875
2017-11-13,1333.1934814453125
2017-11-14,1337.176025390625
2017-11-15,1349.1240234375
2017-11-16,1373.02001953125
2017-11-17,1340.1630859375
2017-11-20,1325.2283935546875
2017-11-21,1336.180419921875
2017-11-22,1361.0723876953125
2017-11-23,1352.111328125
2017-11-24,1338.1719970703125
2017-11-27,1348.12841796875
2017-11-28,1353.10693359375
2017-11-29,1356.0938720703125
2017-11-30,1363.0634765625
2017-12-01,1332.1978759765625
2017-12-04,1331.2022705078125
2017-12-05,1316.2672119140625
2017-12-06,1311.2890625
2017-12-07,1321.2457275390625
2017-12-08,1318.2589111328125
2017-12-11,1313.2803955078125
2017-12-12,1318.2589111328125
2017-12-13,1318.2589111328125
2017-12-14,1303.3236083984375
2017-12-15,1309.297607421875
2017-12-18,1305.315185546875
2017-12-19,1305.315185546875
2017-12-20,1288.3887939453125
2017-12-21,1295.358642578125
2017-12-22,1298.345458984375
2017-12-27,1296.354248046875
2017-12-28,1294.3626708984375
2017-12-29,1314.2760009765625
2018-01-02,1294.3626708984375
2018-01-03,1291.375732421875
2018-01-04,1294.3626708984375
2018-01-05,1318.2589111328125
2018-01-08,1323.7349853515625
2018-01-09,1304.3193359375
2018-01-10,1299.3411865234375
2018-01-11,1312.28466796875
2018-01-12,1315.2716064453125
2018-01-15,1324.2325439453125
2018-01-16,1327.2196044921875
2018-01-17,1336.180419921875
2018-01-18,1294.6365966796875
2018-01-19,1285.6734619140625
2018-01-22,1291.151123046875
2018-01-23,1289.6571044921875
2018-01-24,1274.22119140625
2018-01-25,1257.291259765625
2018-01-26,1276.2132568359375
2018-01-29,1294.6365966796875
2018-01-30,1285.1759033203125
2018-01-31,1299.1181640625
2018-02-01,1271.233642578125
2018-02-02,1256.2955322265625
2018-02-05,1234.385986328125
2018-02-06,1186.58447265625
2018-02-07,1213.970703125
2018-02-08,1200.5264892578125
2018-02-09,1184.59228515625
2018-02-12,1177.123291015625
2018-02-13,1180.111083984375
2018-02-14,1186.0863037109375
2018-02-15,1183.5965576171875
2018-02-16,1195.04931640625
2018-02-19,1196.5430908203125
2018-02-20,1207.9957275390625
2018-02-21,1214.468994140625
2018-02-22,1230.90087890625
2018-02-23,1246.336669921875
2018-02-26,1248.328369140625
2018-02-27,1235.880126953125
2018-02-28,1219.946044921875
2018-03-01,1215.9625244140625
2018-03-02,1208.9915771484375
2018-03-05,1210.4854736328125
2018-03-06,1209.9873046875
2018-03-07,1227.4151611328125
2018-03-08,1242.353271484375
2018-03-09,1251.8140869140625
2018-03-12,1228.411376953125
2018-03-13,1217.456298828125
2018-03-14,1219.946044921875
2018-03-15,1224.4276123046875
2018-03-16,1233.8883056640625
2018-03-19,1214.468994140625
2018-03-20,1206.9996337890625
2018-03-21,1218.4522705078125
2018-03-22,1207.9957275390625
2018-03-23,1226.41943359375
2018-03-26,1222.4356689453125
2018-03-27,1259.282958984375
2018-03-28,1288.6612548828125
2018-03-29,1270.7357177734375
2018-04-03,1255.299560546875
2018-04-04,1260.2789306640625
2018-04-05,1269.7398681640625
2018-04-06,1291.151123046875
2018-04-09,1294.138916015625
2018-04-10,1276.2132568359375
2018-04-11,1285.6734619140625
2018-04-12,1291.151123046875
2018-04-13,1305.59130859375
2018-04-16,1290.1552734375
2018-04-17,1301.1099853515625
2018-04-18,1317.043701171875
2018-04-19,1318.0396728515625
2018-04-20,1322.02294921875
2018-04-23,1314.05615234375
2018-04-24,1322.5211181640625
2018-04-25,1331.9820556640625
2018-04-26,1352.397705078125
2018-04-27,1377.7921142578125
2018-04-30,1375.302490234375
2018-05-01,1377.2943115234375
2018-05-02,1386.25732421875
2018-05-03,1380.281982421875
2018-05-04,1389.7425537109375
2018-05-08,1381.277587890625
2018-05-09,1398.20751953125
2018-05-10,1395.7178955078125
2018-05-11,1400.697265625
2018-05-14,1406.1744384765625
2018-05-15,1393.7261962890625
2018-05-16,1384.2652587890625
2018-05-17,1403.684814453125
2018-05-18,1411.15380859375
2018-05-21,1421.6107177734375
2018-05-22,1421.6107177734375
2018-05-23,1434.556884765625
2018-05-24,1409.6602783203125
2018-05-25,1415.6351318359375
2018-05-29,1369.3275146484375
2018-05-30,1365.8416748046875
2018-05-31,1361.858154296875
2018-06-01,1357.3765869140625
2018-06-04,1369.3275146484375
2018-06-05,1344.92822265625
2018-06-06,1341.4425048828125
2018-06-07,1350.90380859375
2018-06-08,1336.96142578125
2018-06-11,1342.4385986328125
2018-06-12,1344.430419921875
2018-06-13,1340.4466552734375
2018-06-14,1354.38916015625
2018-06-15,1344.430419921875
2018-06-18,1338.953125
2018-06-19,1343.9324951171875
2018-06-20,1339.4510498046875
2018-06-21,1327.50048828125
2018-06-22,1345.4261474609375
2018-06-25,1336.463623046875
2018-06-26,1342.9366455078125
2018-06-27,1342.9366455078125
2018-06-28,1351.8994140625
2018-06-29,1349.40966796875
2018-07-02,1352.895263671875
2018-07-03,1366.83740234375
2018-07-04,1375.8004150390625
2018-07-05,1392.7301025390625
2018-07-06,1394.22412109375
2018-07-09,1387.7508544921875
2018-07-10,1368.8294677734375
2018-07-11,1366.339599609375
2018-07-12,1385.26123046875
2018-07-13,1381.277587890625
2018-07-16,1359.866455078125
2018-07-17,1378.2901611328125
2018-07-18,1378.787841796875
2018-07-19,1346.421875
2018-07-20,1357.8748779296875
2018-07-23,1356.87890625
2018-07-24,1330.986083984375
2018-07-25,1332.977783203125
2018-07-26,1255.4237060546875
2018-07-27,1258.9107666015625
2018-07-30,1246.4560546875
2018-07-31,1245.4599609375
2018-08-01,1236.9908447265625
2018-08-02,1236.49267578125
2018-08-03,1252.9326171875
2018-08-06,1247.4525146484375
2018-08-07,1255.4237060546875
2018-08-08,1271.365478515625
2018-08-09,1275.3509521484375
2018-08-10,1265.88525390625
2018-08-13,1263.3944091796875
2018-08-14,1264.888916015625
2018-08-15,1252.9326171875
2018-08-16,1259.4091796875
2018-08-17,1260.4051513671875
2018-08-20,1257.416259765625
2018-08-21,1252.434326171875
2018-08-22,1248.448974609375
2018-08-23,1248.448974609375
2018-08-24,1245.9581298828125
2018-08-28,1256.9180908203125
2018-08-29,1245.9581298828125
2018-08-30,1248.947021484375
2018-08-31,1248.448974609375
2018-09-03,1256.9180908203125
2018-09-04,1261.4017333984375
2018-09-05,1259.4091796875
2018-09-06,1263.8927001953125
2018-09-07,1247.95068359375
2018-09-10,1255.9215087890625
2018-09-11,1245.9581298828125
2018-09-12,1142.833740234375
2018-09-13,1115.9320068359375
2018-09-14,1080.062744140625
2018-09-17,1118.422607421875
2018-09-18,1118.921142578125
2018-09-19,1113.939453125
2018-09-20,1124.8995361328125
2018-09-21,1124.8995361328125
2018-09-24,1125.8956298828125
2018-09-25,1121.4122314453125
2018-09-26,1126.8919677734375
2018-09-27,1139.8448486328125
2018-09-28,1141.837646484375
2018-10-01,1123.404541015625
2018-10-02,1140.84130859375
2018-10-03,1142.833740234375
2018-10-04,1112.445068359375
2018-10-05,1114.935791015625
2018-10-08,1121.4122314453125
2018-10-09,1129.8809814453125
2018-10-10,1132.8704833984375
2018-10-11,1119.91748046875
2018-10-12,1111.4483642578125
2018-10-15,1132.8704833984375
2018-10-16,1134.36474609375
2018-10-17,1128.3868408203125
2018-10-18,1124.8995361328125
2018-10-19,1145.822998046875
2018-10-22,1134.36474609375
2018-10-23,1125.3975830078125
2018-10-24,1132.3721923828125
2018-10-25,1137.3538818359375
2018-10-26,1126.3939208984375
2018-10-29,1148.3138427734375
2018-10-30,1146.3212890625
2018-10-31,1137.3538818359375
2018-11-01,1158.7757568359375
2018-11-02,1150.306640625
2018-11-05,1153.295654296875
2018-11-06,1158.7757568359375
2018-11-07,1180.6959228515625
2018-11-08,1178.205078125
2018-11-09,1148.3138427734375
2018-11-12,1141.837646484375
2018-11-13,1127.3902587890625
2018-11-14,1186.6739501953125
2018-11-15,1124.8995361328125
2018-11-16,1113.939453125
2018-11-19,1102.481201171875
2018-11-20,1118.422607421875
2018-11-21,1125.3975830078125
2018-11-22,1113.939453125
2018-11-23,1113.939453125
2018-11-26,1115.9320068359375
2018-11-27,1122.4083251953125
2018-11-28,1109.45556640625
2018-11-29,1095.00830078125
2018-11-30,1091.5208740234375
2018-12-03,1079.0662841796875
2018-12-04,1078.070068359375
2018-12-05,1096.0047607421875
2018-12-06,1068.106201171875
2018-12-07,1085.044677734375
2018-12-10,1046.1861572265625
2018-12-11,1057.6444091796875
2018-12-12,1075.0809326171875
2018-12-13,1094.0120849609375
2018-12-14,1085.54248046875
2018-12-17,1051.1680908203125
2018-12-18,1037.71728515625
2018-12-19,1055.65185546875
2018-12-20,1071.095458984375
2018-12-21,1077.0738525390625
2018-12-24,1076.5753173828125
2018-12-27,1028.7498779296875
2018-12-28,1056.6483154296875
2018-12-31,1077.5718994140625
2019-01-02,1065.116943359375
2019-01-03,1060.13525390625
2019-01-04,1066.1136474609375
2019-01-07,1051.1680908203125
2019-01-08,1082.5538330078125
2019-01-09,1119.91748046875
2019-01-10,1147.8160400390625
2019-01-11,1150.306640625
2019-01-14,1144.32861328125
2019-01-15,1150.80517578125
2019-01-16,1160.270263671875
2019-01-17,1122.1925048828125
2019-01-18,1129.6669921875
2019-01-21,1122.1925048828125
2019-01-22,1119.20263671875
2019-01-23,1121.6943359375
2019-01-24,1125.6807861328125
2019-01-25,1125.6807861328125
2019-01-28,1124.185791015625
2019-01-29,1148.1048583984375
2019-01-30,1154.0843505859375
2019-01-31,1166.0435791015625
2019-02-01,1176.5084228515625
2019-02-04,1177.5048828125
2019-02-05,1192.4539794921875
2019-02-06,1180.494873046875
2019-02-07,1169.531982421875
2019-02-08,1167.04052734375
2019-02-11,1170.0303955078125
2019-02-12,1187.969482421875
2019-02-13,1189.962646484375
2019-02-14,1193.45068359375
2019-02-15,1194.447265625
2019-02-18,1197.9356689453125
2019-02-19,1196.93896484375
2019-02-20,1186.474609375
2019-02-21,1185.4776611328125
2019-02-22,1178.0030517578125
2019-02-25,1180.494873046875
2019-02-26,1184.979736328125
2019-02-27,1194.94580078125
2019-02-28,1184.4810791015625
2019-03-01,1199.928955078125
2019-03-04,1197.9356689453125
2019-03-05,1203.915283203125
2019-03-06,1199.928955078125
2019-03-07,1207.9019775390625
2019-03-08,1197.437255859375
2019-03-11,1200.925537109375
2019-03-12,1198.9322509765625
2019-03-13,1196.440673828125
2019-03-14,1196.93896484375
2019-03-15,1203.4169921875
2019-03-18,1220.8575439453125
2019-03-19,1223.3492431640625
2019-03-20,1216.871337890625
