Date,WBA
2015-08-03,65.90817260742188
2015-08-04,65.74324798583984
2015-08-05,66.43729400634766
2015-08-06,64.41010284423828
2015-08-07,64.10086059570312
2015-08-10,64.56126403808594
2015-08-11,63.87408447265625
2015-08-12,64.15582275390625
2015-08-13,63.592350006103516
2015-08-14,63.28996658325195
2015-08-17,63.9522705078125
2015-08-18,63.42795944213867
2015-08-19,63.06232833862305
2015-08-20,61.930908203125
2015-08-21,59.06098556518555
2015-08-24,56.75679016113281
2015-08-25,55.880619049072266
2015-08-26,58.92301559448242
2015-08-27,60.60630798339844
2015-08-28,60.30965805053711
2015-08-31,59.709468841552734
2015-09-01,59.35761642456055
2015-09-02,60.592529296875
2015-09-03,60.889190673828125
2015-09-04,60.316585540771484
2015-09-08,62.15164566040039
2015-09-09,61.35831069946289
2015-09-10,61.66184616088867
2015-09-11,62.36552810668945
2015-09-14,62.206851959228516
2015-09-15,62.72426986694336
2015-09-16,62.71738052368164
2015-09-17,61.868804931640625
2015-09-18,59.6680908203125
2015-09-21,60.88226318359375
2015-09-22,59.81985092163086
2015-09-23,60.323482513427734
2015-09-24,59.15757369995117
2015-09-25,58.860904693603516
2015-09-28,57.00511932373047
2015-09-29,56.61189270019531
2015-09-30,57.32936477661133
2015-10-01,58.38490295410156
2015-10-02,60.095821380615234
2015-10-05,60.68222427368164
2015-10-06,58.019248962402344
2015-10-07,58.25382995605469
2015-10-08,58.14345932006836
2015-10-09,58.89541244506836
2015-10-12,59.47492980957031
2015-10-13,58.73674774169922
2015-10-14,57.970970153808594
2015-10-15,60.19929504394531
2015-10-16,60.80641555786133
2015-10-19,61.027164459228516
2015-10-20,61.2203254699707
2015-10-21,60.737403869628906
2015-10-22,61.144412994384766
2015-10-23,62.061973571777344
2015-10-26,61.73084259033203
2015-10-27,65.64937591552734
2015-10-28,58.60565948486328
2015-10-29,57.86748123168945
2015-10-30,58.41938400268555
2015-11-02,59.709468841552734
2015-11-03,60.868473052978516
2015-11-04,60.35103988647461
2015-11-05,59.2955436706543
2015-11-06,58.41248321533203
2015-11-09,57.59152603149414
2015-11-10,57.62601089477539
2015-11-11,56.446311950683594
2015-11-12,55.711830139160156
2015-11-13,54.8595085144043
2015-11-16,56.70962905883789
2015-11-17,57.492652893066406
2015-11-18,58.6082763671875
2015-11-19,57.395660400390625
2015-11-20,56.70271301269531
2015-11-23,56.758155822753906
2015-11-24,57.46491622924805
2015-11-25,57.79060745239258
2015-11-27,58.331092834472656
2015-11-30,58.2271614074707
2015-12-01,58.199440002441406
2015-12-02,57.72825622558594
2015-12-03,56.77893829345703
2015-12-04,58.6359977722168
2015-12-07,58.809226989746094
2015-12-08,57.97077941894531
2015-12-09,57.7490348815918
2015-12-10,57.80446243286133
2015-12-11,56.61954879760742
2015-12-14,57.208553314208984
2015-12-15,56.8967399597168
2015-12-16,58.6983642578125
2015-12-17,57.7490348815918
2015-12-18,57.173912048339844
2015-12-21,58.823097229003906
2015-12-22,59.59917068481445
2015-12-23,59.626869201660156
2015-12-24,59.91099548339844
2015-12-28,59.481361389160156
2015-12-29,60.16044235229492
2015-12-30,59.86248779296875
2015-12-31,59.01020050048828
2016-01-04,57.548095703125
2016-01-05,56.037506103515625
2016-01-06,55.17823791503906
2016-01-07,56.2453727722168
2016-01-08,56.1622314453125
2016-01-11,56.14141845703125
2016-01-12,56.69576644897461
2016-01-13,55.38612747192383
2016-01-14,56.73042678833008
2016-01-15,55.38612747192383
2016-01-19,55.91968536376953
2016-01-20,55.05351257324219
2016-01-21,54.72783660888672
2016-01-22,56.0167121887207
2016-01-25,54.54075241088867
2016-01-26,55.04658889770508
2016-01-27,54.3606071472168
2016-01-28,53.778541564941406
2016-01-29,55.24064636230469
2016-02-01,55.483150482177734
2016-02-02,54.04877471923828
2016-02-03,53.224185943603516
2016-02-04,53.48749923706055
2016-02-05,52.10856628417969
2016-02-08,50.52176284790039
2016-02-09,51.92146301269531
2016-02-10,52.66984558105469
2016-02-11,52.33721923828125
2016-02-12,53.41126251220703
2016-02-16,53.292930603027344
2016-02-17,54.41378402709961
2016-02-18,53.292930603027344
2016-02-19,54.003047943115234
2016-02-22,54.859344482421875
2016-02-23,54.81061553955078
2016-02-24,55.297943115234375
2016-02-25,55.63908767700195
2016-02-26,55.39540481567383
2016-02-29,54.956817626953125
2016-03-01,55.93842697143555
2016-03-02,55.31882858276367
2016-03-03,55.63908767700195
2016-03-04,55.31185531616211
2016-03-07,55.10301208496094
2016-03-08,55.96626663208008
2016-03-09,56.80864334106445
2016-03-10,56.154258728027344
2016-03-11,56.6763801574707
2016-03-14,56.752960205078125
2016-03-15,56.61373519897461
2016-03-16,57.15675354003906
2016-03-17,57.992183685302734
2016-03-18,58.437740325927734
2016-03-21,58.166221618652344
2016-03-22,57.64408493041992
2016-03-23,57.3238410949707
2016-03-24,57.31687927246094
2016-03-28,57.63713455200195
2016-03-29,57.7972412109375
2016-03-30,58.22190475463867
2016-03-31,58.64659881591797
2016-04-01,60.35919189453125
2016-04-04,60.08769989013672
2016-04-05,58.0339469909668
2016-04-06,58.263694763183594
2016-04-07,56.599815368652344
2016-04-08,56.64854431152344
2016-04-11,56.4953727722168
2016-04-12,56.60677719116211
2016-04-13,56.44663619995117
2016-04-14,56.571956634521484
2016-04-15,56.69728088378906
