Date,BALAMINES.NS
2015-08-21,127.10070037841797
2015-08-24,108.23457336425781
2015-08-25,110.85616302490234
2015-08-26,114.64810180664062
2015-08-27,121.62345123291016
2015-08-28,118.9082260131836
2015-08-31,120.73397064208984
2015-09-01,116.33344268798828
2015-09-02,115.02262115478516
2015-09-03,117.971923828125
2015-09-04,111.93289184570312
2015-09-07,108.14094543457031
2015-09-08,106.12792205810547
2015-09-09,110.5284652709961
2015-09-10,107.20463562011719
2015-09-11,110.43482971191406
2015-09-14,112.3542251586914
2015-09-15,114.10384368896484
2015-09-16,113.39453887939453
2015-09-18,115.42788696289062
2015-09-21,118.26510620117188
2015-09-22,113.39453887939453
2015-09-23,122.18992614746094
2015-09-24,121.48062896728516
2015-09-28,116.0426025390625
2015-09-29,121.62250518798828
2015-09-30,119.49456787109375
2015-10-01,120.29844665527344
2015-10-05,130.37063598632812
2015-10-06,123.65585327148438
2015-10-07,124.60157012939453
2015-10-08,124.50700378417969
2015-10-09,129.61402893066406
2015-10-12,132.4039764404297
2015-10-13,130.8907470703125
2015-10-14,130.37063598632812
2015-10-15,128.57371520996094
2015-10-16,129.6613006591797
2015-10-19,139.8280792236328
2015-10-20,134.86288452148438
2015-10-21,135.7613525390625
2015-10-23,134.53187561035156
2015-10-26,124.41242980957031
2015-10-27,125.97290802001953
2015-10-28,123.84498596191406
2015-10-29,122.94654083251953
2015-10-30,123.56126403808594
2015-11-02,124.79075622558594
2015-11-03,119.49456787109375
2015-11-04,122.14263916015625
2015-11-05,115.80616760253906
2015-11-06,118.35968780517578
2015-11-09,118.02867889404297
2015-11-10,116.51548767089844
2015-11-13,120.20387268066406
2015-11-16,122.00079345703125
2015-11-17,123.4666748046875
2015-11-18,120.20387268066406
2015-11-19,127.10778045654297
2015-11-20,132.7349853515625
2015-11-23,129.28302001953125
2015-11-24,127.7225341796875
2015-11-26,126.35122680664062
2015-11-27,128.24270629882812
2015-11-30,125.3581771850586
2015-12-01,126.77677154541016
2015-12-02,137.1799774169922
2015-12-03,132.68771362304688
2015-12-04,133.39698791503906
2015-12-07,133.6334228515625
2015-12-08,132.26210021972656
2015-12-09,125.16902923583984
2015-12-10,129.5194549560547
2015-12-11,124.83802032470703
2015-12-14,123.65585327148438
2015-12-15,132.30938720703125
2015-12-16,137.0380859375
2015-12-17,140.3009033203125
2015-12-18,135.1466064453125
2015-12-21,135.52493286132812
2015-12-22,139.40245056152344
2015-12-23,136.70709228515625
2015-12-24,149.33274841308594
2015-12-28,153.63589477539062
2015-12-29,150.2784881591797
2015-12-30,150.08935546875
2015-12-31,154.95993041992188
2016-01-01,154.01419067382812
2016-01-04,149.474609375
2016-01-05,150.4676513671875
2016-01-06,141.2466583251953
2016-01-07,130.4178924560547
2016-01-08,145.6443634033203
2016-01-11,139.8280792236328
2016-01-12,137.0380859375
2016-01-13,133.16055297851562
2016-01-14,130.4178924560547
2016-01-15,128.0062713623047
2016-01-18,120.77131652832031
2016-01-19,123.13567352294922
2016-01-20,120.62947845458984
2016-01-21,119.35271453857422
2016-01-22,121.71707153320312
2016-01-25,125.45272827148438
2016-01-27,125.87834930419922
2016-01-28,122.2845230102539
2016-01-29,132.07293701171875
2016-02-01,155.33822631835938
2016-02-02,146.4955291748047
2016-02-03,142.3342742919922
2016-02-04,141.81410217285156
2016-02-05,140.15904235839844
2016-02-08,136.18692016601562
2016-02-09,133.30239868164062
2016-02-10,123.65585327148438
2016-02-11,118.50155639648438
2016-02-12,116.46820068359375
2016-02-15,131.3636474609375
2016-02-16,124.27054595947266
2016-02-17,121.71707153320312
2016-02-18,126.49304962158203
2016-02-19,125.50001525878906
2016-02-22,125.40544128417969
2016-02-23,123.1829605102539
2016-02-24,121.76435089111328
2016-02-25,121.52790832519531
2016-02-26,121.14962768554688
2016-02-29,120.91317749023438
2016-03-01,124.1760025024414
2016-03-02,125.5473403930664
2016-03-03,126.30392456054688
2016-03-04,128.76283264160156
2016-03-08,128.28997802734375
2016-03-09,129.28302001953125
2016-03-10,127.2969741821289
2016-03-11,127.5806655883789
2016-03-14,126.25662994384766
2016-03-15,129.7085723876953
2016-03-16,129.89773559570312
2016-03-17,133.91712951660156
2016-03-18,148.0087127685547
2016-03-21,150.51490783691406
2016-03-22,147.72500610351562
2016-03-23,150.7513885498047
2016-03-28,161.5801239013672
2016-03-29,169.57162475585938
2016-03-30,169.90264892578125
2016-03-31,168.436767578125
2016-04-01,167.68014526367188
2016-04-04,166.02511596679688
2016-04-05,179.54920959472656
2016-04-06,182.38644409179688
2016-04-07,174.9150848388672
2016-04-08,176.90113830566406
2016-04-11,176.94845581054688
2016-04-12,187.06788635253906
2016-04-13,182.33917236328125
2016-04-18,182.19729614257812
2016-04-20,176.19186401367188
2016-04-21,176.09725952148438
2016-04-22,190.28338623046875
2016-04-25,192.74234008789062
2016-04-26,190.42527770996094
2016-04-27,193.73536682128906
2016-04-28,192.9314727783203
2016-04-29,191.6074676513672
2016-05-02,204.04397583007812
2016-05-03,199.78811645507812
2016-05-04,194.8702850341797
2016-05-05,196.95086669921875
2016-05-06,192.7896270751953
2016-05-09,189.85781860351562
2016-05-10,194.5392303466797
2016-05-11,191.93846130371094
2016-05-12,193.30978393554688
2016-05-13,188.5338134765625
2016-05-16,192.03305053710938
2016-05-17,187.5880584716797
2016-05-18,202.3415985107422
2016-05-19,198.46408081054688
2016-05-20,206.313720703125
2016-05-23,217.851806640625
2016-05-24,216.1494598388672
2016-05-25,221.91848754882812
2016-05-26,214.35255432128906
2016-05-27,209.1509552001953
2016-05-30,207.543212890625
2016-05-31,203.66567993164062
2016-06-01,207.2122039794922
2016-06-02,208.86724853515625
2016-06-03,210.28585815429688
2016-06-06,211.7517547607422
2016-06-07,232.9836883544922
2016-06-08,227.1673583984375
2016-06-09,224.51930236816406
2016-06-10,220.0270233154297
2016-06-13,224.70843505859375
2016-06-14,229.1061248779297
2016-06-15,229.15341186523438
2016-06-16,229.43714904785156
2016-06-17,236.0100555419922
2016-06-20,241.4008026123047
2016-06-21,244.66360473632812
2016-06-22,246.0822296142578
2016-06-23,243.3395538330078
2016-06-24,231.56507873535156
2016-06-27,236.71937561035156
2016-06-28,240.97520446777344
2016-06-29,249.4395751953125
2016-06-30,262.6328125
2016-07-01,253.9791717529297
2016-07-04,257.3838195800781
2016-07-05,259.3699645996094
2016-07-07,258.2823181152344
2016-07-08,259.5117492675781
2016-07-11,262.727294921875
2016-07-12,262.15985107421875
2016-07-13,260.0319519042969
2016-07-14,248.44659423828125
2016-07-15,248.9667205810547
2016-07-18,252.8442840576172
2016-07-19,254.49932861328125
2016-07-20,255.5396270751953
2016-07-21,254.1105194091797
2016-07-22,254.49159240722656
2016-07-25,254.1105194091797
2016-07-26,257.588134765625
2016-07-27,259.4937438964844
2016-07-28,268.8311462402344
2016-07-29,280.5028381347656
2016-08-01,285.0286865234375
2016-08-02,287.0295104980469
2016-08-03,279.07366943359375
2016-08-04,276.64404296875
2016-08-05,277.9303894042969
2016-08-08,291.50762939453125
2016-08-09,285.2192077636719
2016-08-10,284.4093017578125
2016-08-11,285.6479797363281
2016-08-12,279.2642822265625
2016-08-16,276.5963439941406
2016-08-17,281.2174987792969
2016-08-18,282.02734375
2016-08-19,282.02734375
2016-08-22,276.8822937011719
2016-08-23,281.7416076660156
2016-08-24,280.3599853515625
2016-08-25,284.2187805175781
2016-08-26,284.07586669921875
2016-08-29,277.9779968261719
2016-08-30,275.92950439453125
2016-08-31,274.07147216796875
2016-09-01,271.11785888671875
2016-09-02,270.3555603027344
2016-09-06,270.5937805175781
2016-09-07,273.7856750488281
2016-09-08,273.59515380859375
2016-09-09,275.1195983886719
2016-09-12,265.1629333496094
2016-09-14,274.5002136230469
2016-09-15,276.31060791015625
2016-09-16,284.3140563964844
2016-09-19,304.6086120605469
2016-09-20,300.27337646484375
2016-09-21,298.224853515625
2016-09-22,300.60687255859375
2016-09-23,298.5107421875
2016-09-26,300.1781005859375
2016-09-27,298.0343017578125
2016-09-28,302.5600280761719
2016-09-29,277.12042236328125
2016-09-30,283.408935546875
2016-10-03,295.36651611328125
2016-10-04,296.84332275390625
2016-10-05,301.6072692871094
2016-10-06,299.0347595214844
2016-10-07,300.8450622558594
2016-10-10,297.55792236328125
2016-10-13,292.8416442871094
2016-10-14,294.03253173828125
2016-10-17,310.9923095703125
2016-10-18,307.6098937988281
2016-10-19,312.8026123046875
2016-10-20,340.19549560546875
2016-10-21,342.00579833984375
2016-10-24,352.05780029296875
2016-10-25,316.32794189453125
2016-10-26,315.08941650390625
2016-10-27,316.4232177734375
2016-10-28,319.90093994140625
2016-11-01,321.5683288574219
2016-11-02,325.85589599609375
2016-11-03,337.432373046875
2016-11-04,334.5740051269531
2016-11-07,329.857666015625
2016-11-08,322.75933837890625
2016-11-09,312.8503112792969
2016-11-10,321.3777770996094
2016-11-11,304.370361328125
2016-11-15,268.2593994140625
2016-11-16,282.5037536621094
2016-11-17,280.8363342285156
2016-11-18,279.55010986328125
2016-11-21,268.640625
2016-11-22,277.5968933105469
2016-11-23,287.4583435058594
2016-11-24,293.270263671875
2016-11-25,297.6531982421875
2016-11-28,300.4638977050781
2016-11-29,296.462158203125
2016-11-30,301.750244140625
2016-12-01,295.1282958984375
2016-12-02,287.0295104980469
2016-12-05,289.8879089355469
2016-12-06,296.4145812988281
2016-12-07,292.5080871582031
2016-12-08,299.0824279785156
2016-12-09,302.7506408691406
2016-12-12,298.12957763671875
2016-12-13,310.2301025390625
2016-12-14,312.183349609375
2016-12-15,326.0941467285156
2016-12-16,320.13916015625
2016-12-19,315.9944763183594
2016-12-20,306.8952941894531
2016-12-21,304.9420471191406
2016-12-22,299.55877685546875
2016-12-23,300.22576904296875
2016-12-26,292.22222900390625
2016-12-27,299.9875183105469
2016-12-28,298.3200988769531
2016-12-29,300.27337646484375
2016-12-30,305.9901428222656
2017-01-02,317.1855163574219
2017-01-03,325.8082580566406
2017-01-04,327.2851257324219
2017-01-05,324.474365234375
2017-01-06,316.3755798339844
2017-01-09,312.2785949707031
2017-01-10,319.90093994140625
2017-01-11,328.6190185546875
2017-01-12,330.0482177734375
2017-01-13,327.42803955078125
2017-01-16,324.5220031738281
2017-01-17,325.85589599609375
2017-01-18,328.71429443359375
2017-01-19,327.5233154296875
2017-01-20,325.7130432128906
2017-01-23,333.38299560546875
2017-01-24,345.72174072265625
2017-01-25,346.0552062988281
2017-01-27,341.0530090332031
2017-01-30,326.8563232421875
2017-01-31,332.0967712402344
2017-02-01,329.04779052734375
2017-02-02,338.0516662597656
2017-02-03,335.6221008300781
2017-02-06,335.8602600097656
2017-02-07,340.7671813964844
2017-02-08,339.8143615722656
2017-02-09,334.145263671875
2017-02-10,325.90350341796875
2017-02-13,323.2357482910156
2017-02-14,321.8065490722656
2017-02-15,315.9468688964844
2017-02-16,320.90142822265625
2017-02-17,318.3764953613281
2017-02-20,318.6623229980469
2017-02-21,322.0923156738281
2017-02-22,318.6623229980469
2017-02-23,320.5679016113281
2017-02-27,316.5185546875
2017-02-28,315.5657043457031
2017-03-01,315.7086486816406
2017-03-02,319.28167724609375
2017-03-03,321.0919494628906
2017-03-06,318.1858825683594
2017-03-07,317.85247802734375
2017-03-08,318.28118896484375
2017-03-09,317.4236755371094
2017-03-10,318.9005126953125
2017-03-14,321.66363525390625
2017-03-15,319.6151428222656
2017-03-16,321.0919494628906
2017-03-17,328.71429443359375
2017-03-20,325.5224914550781
2017-03-21,337.0989074707031
2017-03-22,341.2912292480469
2017-03-23,337.48004150390625
2017-03-24,336.6701965332031
2017-03-27,348.3895263671875
2017-03-28,361.53814697265625
2017-03-29,367.68365478515625
2017-03-30,363.7295227050781
2017-03-31,361.0617370605469
2017-04-03,359.96600341796875
2017-04-05,373.8768310546875
2017-04-06,375.9729919433594
2017-04-07,366.0162353515625
2017-04-10,361.7286376953125
2017-04-11,359.77545166015625
2017-04-12,358.8226623535156
2017-04-13,355.3925476074219
2017-04-17,356.0596008300781
2017-04-18,358.2033386230469
2017-04-19,363.15777587890625
2017-04-20,364.39654541015625
2017-04-21,370.494384765625
2017-04-24,376.5446472167969
2017-04-25,374.4484558105469
2017-04-26,367.3501281738281
2017-04-27,368.398193359375
2017-04-28,369.065185546875
2017-05-02,369.54156494140625
2017-05-03,371.11370849609375
2017-05-04,376.7828369140625
2017-05-05,376.16351318359375
2017-05-08,369.5892028808594
2017-05-09,372.257080078125
2017-05-10,372.39996337890625
2017-05-11,369.3510437011719
2017-05-12,342.8156433105469
2017-05-15,348.4371643066406
2017-05-16,351.7719421386719
2017-05-17,358.29864501953125
2017-05-18,346.8650207519531
2017-05-19,358.4891662597656
2017-05-22,352.915283203125
2017-05-23,351.72430419921875
2017-05-24,331.0962829589844
2017-05-25,346.1028137207031
2017-05-26,337.67059326171875
2017-05-29,342.9109802246094
2017-05-30,334.8121643066406
2017-05-31,338.7186279296875
2017-06-01,334.6216735839844
2017-06-02,334.6692810058594
2017-06-05,331.7632751464844
2017-06-06,344.53070068359375
2017-06-07,335.0504455566406
2017-06-08,337.0036315917969
2017-06-09,342.386962890625
