Date,ANDINA-B.SN
2016-03-03,1381.389404296875
2016-03-04,1394.7347412109375
2016-03-07,1415.389404296875
2016-03-08,1416.1943359375
2016-03-09,1407.476318359375
2016-03-10,1434.904296875
2016-03-11,1421.4921875
2016-03-14,1402.7147216796875
2016-03-15,1398.221923828125
2016-03-16,1393.8629150390625
2016-03-17,1398.4229736328125
2016-03-18,1479.164306640625
2016-03-21,1461.3260498046875
2016-03-22,1437.720458984375
2016-03-23,1395.2041015625
2016-03-24,1403.9219970703125
2016-03-28,1398.959716796875
2016-03-29,1428.3992919921875
2016-03-30,1451.1998291015625
2016-03-31,1474.9395751953125
2016-04-01,1452.273193359375
2016-04-04,1462.667236328125
2016-04-05,1443.7559814453125
2016-04-06,1423.2353515625
2016-04-07,1427.7958984375
2016-04-08,1415.3223876953125
2016-04-11,1414.1153564453125
2016-04-12,1421.693115234375
2016-04-13,1420.486083984375
2016-04-14,1407.3421630859375
2016-04-15,1445.566650390625
2016-04-18,1465.0150146484375
2016-04-19,1460.3203125
2016-04-20,1463.673095703125
2016-04-21,1467.763916015625
2016-04-22,1462.197998046875
2016-04-25,1463.874267578125
2016-04-26,1508.0006103515625
2016-04-27,1504.4464111328125
2016-04-28,1496.533447265625
2016-04-29,1498.4107666015625
2016-05-02,1534.0875244140625
2016-05-03,1535.160400390625
2016-05-04,1520.473876953125
2016-05-05,1516.9197998046875
2016-05-06,1510.68310546875
2016-05-09,1515.1092529296875
2016-05-10,1565.471923828125
2016-05-11,1548.9752197265625
2016-05-12,1594.7774658203125
2016-05-13,1575.464111328125
2016-05-16,1559.3021240234375
2016-05-17,1553.6019287109375
2016-05-18,1567.1484375
2016-05-19,1568.6907958984375
2016-05-20,1550.114990234375
2016-05-23,1526.2491455078125
2016-05-24,1534.226806640625
2016-05-25,1540.3114013671875
2016-05-26,1522.2606201171875
2016-05-27,1521.1788330078125
2016-05-30,1511.10546875
2016-05-31,1473.3798828125
2016-06-01,1501.775146484375
2016-06-02,1513.7418212890625
2016-06-03,1522.3956298828125
2016-06-06,1550.926025390625
2016-06-07,1599.468994140625
2016-06-08,1602.5111083984375
2016-06-09,1564.7183837890625
2016-06-10,1557.2816162109375
2016-06-13,1514.6881103515625
2016-06-14,1549.8446044921875
2016-06-15,1575.400390625
2016-06-16,1569.383056640625
2016-06-17,1576.6173095703125
2016-06-20,1583.242919921875
2016-06-21,1584.8653564453125
2016-06-22,1586.2852783203125
2016-06-23,1591.2882080078125
2016-06-24,1580.47119140625
2016-06-28,1542.6103515625
2016-06-29,1575.400390625
2016-06-30,1593.5869140625
2016-07-01,1568.23388671875
2016-07-04,1568.503662109375
2016-07-05,1580.4033203125
2016-07-06,1573.77783203125
2016-07-07,1621.982421875
2016-07-08,1759.6319580078125
2016-07-11,1742.6624755859375
2016-07-12,1718.256103515625
2016-07-13,1694.119873046875
2016-07-14,1677.2177734375
2016-07-15,1656.3271484375
2016-07-18,1641.047607421875
2016-07-19,1712.7794189453125
2016-07-20,1691.888671875
2016-07-21,1703.5853271484375
2016-07-22,1743.879150390625
2016-07-25,1739.1470947265625
2016-07-26,1708.72314453125
2016-07-27,1746.51611328125
2016-07-28,1715.4840087890625
2016-07-29,1727.9915771484375
2016-08-01,1760.9842529296875
2016-08-02,1778.8328857421875
2016-08-03,1735.4285888671875
2016-08-04,1724.27294921875
2016-08-05,1726.4364013671875
2016-08-08,1725.8280029296875
2016-08-09,1730.4927978515625
2016-08-10,1723.259033203125
2016-08-11,1755.372802734375
2016-08-12,1758.4151611328125
2016-08-16,1783.227294921875
2016-08-17,1810.0677490234375
2016-08-18,1776.8046875
2016-08-19,1753.4122314453125
2016-08-22,1751.7218017578125
2016-08-23,1728.5322265625
2016-08-24,1737.186279296875
2016-08-25,1708.1822509765625
2016-08-26,1698.649658203125
2016-08-29,1689.5224609375
2016-08-30,1700.4072265625
2016-08-31,1648.0789794921875
2016-09-01,1667.550048828125
2016-09-02,1674.10791015625
2016-09-05,1649.0927734375
2016-09-06,1654.63720703125
2016-09-07,1653.081787109375
2016-09-08,1624.1458740234375
2016-09-09,1644.7659912109375
2016-09-12,1626.308837890625
2016-09-13,1662.411865234375
2016-09-14,1668.69921875
2016-09-15,1669.78076171875
2016-09-16,1659.910400390625
2016-09-20,1683.50537109375
2016-09-21,1680.5982666015625
2016-09-22,1706.7625732421875
2016-09-23,1737.0509033203125
2016-09-26,1723.7999267578125
2016-09-27,1679.0433349609375
2016-09-28,1698.919921875
2016-09-29,1680.936767578125
2016-09-30,1702.9090576171875
2016-10-03,1707.1005859375
2016-10-04,1737.1182861328125
2016-10-05,1754.3587646484375
2016-10-06,1751.65380859375
2016-10-07,1748.6793212890625
2016-10-11,1739.3494873046875
2016-10-12,1744.2847900390625
2016-10-13,1724.4752197265625
2016-10-14,1752.1954345703125
2016-10-17,1737.9976806640625
2016-10-18,1756.11669921875
2016-10-19,1765.7166748046875
2016-10-20,1797.2216796875
2016-10-21,1798.3037109375
2016-10-24,1832.007080078125
2016-10-25,1816.4149169921875
2016-10-26,1792.9930419921875
2016-10-27,1813.0107421875
2016-10-28,1783.5286865234375
2016-11-02,1814.7125244140625
2016-11-03,1756.0899658203125
2016-11-04,1750.642578125
2016-11-07,1784.55029296875
2016-11-08,1803.7509765625
2016-11-09,1802.8651123046875
2016-11-10,1733.348876953125
2016-11-11,1713.2637939453125
2016-11-14,1697.46728515625
2016-11-15,1699.7823486328125
2016-11-16,1769.775146484375
2016-11-17,1781.3499755859375
2016-11-18,1739.00048828125
2016-11-21,1711.6295166015625
2016-11-22,1717.6214599609375
2016-11-23,1749.4173583984375
2016-11-24,1732.1234130859375
2016-11-25,1747.03466796875
2016-11-28,1745.060302734375
2016-11-29,1730.9661865234375
2016-11-30,1717.14453125
2016-12-01,1680.5819091796875
2016-12-02,1688.8204345703125
2016-12-05,1692.7015380859375
2016-12-06,1684.8714599609375
2016-12-07,1675.8160400390625
2016-12-09,1705.978515625
2016-12-12,1694.4039306640625
2016-12-13,1707.680419921875
2016-12-14,1698.0118408203125
2016-12-15,1678.6756591796875
2016-12-16,1679.2203369140625
2016-12-19,1690.2506103515625
2016-12-20,1718.506103515625
2016-12-21,1653.823974609375
2016-12-22,1618.7593994140625
2016-12-23,1641.6363525390625
2016-12-26,1634.0789794921875
2016-12-27,1651.6451416015625
2016-12-28,1664.7176513671875
2016-12-29,1690.1146240234375
2016-12-30,1696.173828125
2017-01-03,1724.2935791015625
2017-01-04,1730.7613525390625
2017-01-05,1718.8468017578125
2017-01-06,1726.67626953125
2017-01-09,1737.8426513671875
2017-01-10,1737.02587890625
2017-01-11,1725.5194091796875
2017-01-12,1763.7156982421875
2017-01-13,1707.748291015625
2017-01-16,1720.2764892578125
2017-01-17,1709.110595703125
2017-01-18,1717.14453125
2017-01-19,1729.67236328125
2017-01-20,1743.7662353515625
2017-01-23,1730.037109375
2017-01-24,1734.6358642578125
2017-01-25,1716.170166015625
2017-01-26,1714.52294921875
2017-01-27,1690.427734375
2017-01-30,1630.4305419921875
2017-01-31,1608.4632568359375
2017-02-01,1602.4229736328125
2017-02-02,1615.3968505859375
2017-02-03,1637.6383056640625
2017-02-06,1665.302734375
2017-02-07,1654.11328125
2017-02-08,1634.823486328125
2017-02-09,1706.69677734375
2017-02-10,1706.4224853515625
2017-02-13,1737.7254638671875
2017-02-14,1692.0067138671875
2017-02-15,1686.4464111328125
2017-02-16,1666.4700927734375
2017-02-17,1673.472412109375
2017-02-20,1673.609375
2017-02-21,1698.25341796875
2017-02-22,1713.561767578125
2017-02-23,1698.802734375
2017-02-24,1701.8914794921875
2017-02-27,1701.8914794921875
2017-02-28,1707.1773681640625
2017-03-01,1734.773193359375
2017-03-02,1800.12548828125
2017-03-03,1800.6744384765625
2017-03-06,1816.9437255859375
2017-03-07,1804.0382080078125
2017-03-08,1808.3626708984375
2017-03-09,1798.546142578125
2017-03-10,1734.9791259765625
2017-03-13,1775.8929443359375
2017-03-14,1760.9969482421875
2017-03-15,1776.9228515625
2017-03-16,1858.5438232421875
2017-03-17,1841.72509765625
2017-03-20,1835.3416748046875
2017-03-21,1788.593017578125
2017-03-22,1784.0621337890625
2017-03-23,1812.0015869140625
2017-03-24,1834.448974609375
2017-03-27,1855.935302734375
2017-03-28,1869.93896484375
2017-03-29,1839.1854248046875
2017-03-30,1815.4337158203125
2017-03-31,1764.7723388671875
2017-04-03,1748.2967529296875
2017-04-04,1820.9254150390625
2017-04-05,1844.7457275390625
2017-04-06,1847.3544921875
2017-04-07,1891.76904296875
2017-04-10,1861.2213134765625
2017-04-11,1847.28564453125
2017-04-12,1849.001708984375
2017-04-13,1847.1483154296875
2017-04-17,1877.421875
2017-04-18,1917.37451171875
2017-04-19,1917.37451171875
2017-04-20,1920.2574462890625
2017-04-21,1922.7969970703125
2017-04-24,1975.7236328125
2017-04-25,1972.2235107421875
2017-04-26,1910.9901123046875
2017-04-27,1878.726318359375
2017-04-28,1906.1846923828125
2017-05-02,1902.889892578125
2017-05-03,1849.4825439453125
2017-05-04,1882.5701904296875
2017-05-05,1872.4786376953125
2017-05-08,1839.1170654296875
2017-05-09,1829.2996826171875
2017-05-10,1813.30517578125
2017-05-11,1801.2926025390625
2017-05-12,1811.314697265625
2017-05-15,1806.7841796875
2017-05-16,1871.9986572265625
2017-05-17,1863.692138671875
2017-05-18,1848.7960205078125
2017-05-19,1845.5010986328125
2017-05-22,1852.16015625
2017-05-23,1858.475341796875
2017-05-24,1869.8702392578125
2017-05-25,1883.7060546875
2017-05-29,1924.5897216796875
2017-05-30,1903.7674560546875
2017-05-31,1905.427978515625
2017-06-01,1907.8486328125
2017-06-02,1901.0694580078125
2017-06-05,1929.4327392578125
2017-06-06,1936.0047607421875
2017-06-07,1924.3822021484375
2017-06-08,1912.829833984375
2017-06-09,1881.976318359375
2017-06-12,1880.5926513671875
2017-06-13,1892.07666015625
2017-06-14,1926.388427734375
2017-06-15,1917.3262939453125
2017-06-16,1881.4923095703125
2017-06-19,1906.8115234375
2017-06-20,1905.91162109375
2017-06-21,1870.9776611328125
2017-06-22,1894.2900390625
2017-06-23,1903.4912109375
2017-06-27,1905.981201171875
2017-06-28,1926.18115234375
2017-06-29,1937.5947265625
2017-06-30,1943.26806640625
2017-07-03,1957.933837890625
2017-07-04,2006.773193359375
2017-07-05,1991.0697021484375
2017-07-06,1988.3720703125
2017-07-07,1984.15185546875
2017-07-10,2006.0123291015625
2017-07-11,1962.9837646484375
2017-07-12,1965.1280517578125
2017-07-13,1949.4942626953125
2017-07-14,1901.6229248046875
2017-07-17,1943.9600830078125
2017-07-18,1945.13525390625
2017-07-19,1913.591064453125
2017-07-20,1949.21728515625
2017-07-21,1931.783935546875
2017-07-24,1950.0474853515625
2017-07-25,1949.3555908203125
2017-07-26,1951.7076416015625
2017-07-27,1953.8524169921875
2017-07-28,2037.1414794921875
2017-07-31,2049.45556640625
2017-08-01,2021.0926513671875
2017-08-02,1999.0947265625
2017-08-03,2018.8095703125
2017-08-04,2008.43359375
2017-08-07,2036.380859375
2017-08-08,2018.8095703125
2017-08-09,2030.9852294921875
2017-08-10,2041.5692138671875
2017-08-11,1991.1392822265625
2017-08-14,2015.9044189453125
2017-08-16,2001.5849609375
2017-08-17,2053.74462890625
2017-08-18,2029.325439453125
2017-08-21,2007.3265380859375
2017-08-22,2020.81640625
2017-08-23,2025.382080078125
2017-08-24,2061.49267578125
2017-08-25,2081.001220703125
2017-08-28,2095.804443359375
2017-08-29,2057.825927734375
2017-08-30,2063.9140625
2017-08-31,2048.55615234375
2017-09-01,2074.7060546875
2017-09-04,2075.327880859375
2017-09-05,2049.939697265625
2017-09-06,2017.91064453125
2017-09-07,2026.2117919921875
2017-09-08,2040.7392578125
2017-09-11,2040.7392578125
2017-09-12,2042.6761474609375
2017-09-13,2039.3553466796875
2017-09-14,2019.29443359375
2017-09-15,2017.0111083984375
2017-09-20,2013.06787109375
2017-09-21,2012.9993896484375
2017-09-22,2019.9857177734375
2017-09-25,2006.1505126953125
2017-09-26,2023.445068359375
2017-09-27,2068.41064453125
2017-09-28,2077.887451171875
2017-09-29,2067.71826171875
2017-10-02,2064.95166015625
2017-10-03,2115.451171875
2017-10-04,2123.752685546875
2017-10-05,2141.04736328125
2017-10-06,2132.0537109375
2017-10-10,2118.564208984375
2017-10-11,2118.840576171875
2017-10-12,2112.68359375
2017-10-13,2113.375244140625
2017-10-16,2107.771728515625
2017-10-17,2124.652099609375
2017-10-18,2144.090576171875
2017-10-19,2126.311767578125
2017-10-20,2130.186279296875
2017-10-23,2148.921875
2017-10-24,2147.876953125
2017-10-25,2158.81201171875
2017-10-26,2164.454345703125
2017-10-30,2260.291748046875
2017-10-31,2272.620361328125
2017-11-02,2236.33251953125
2017-11-03,2180.195068359375
2017-11-06,2164.523193359375
2017-11-07,2103.509765625
2017-11-08,2150.8720703125
2017-11-09,2143.76708984375
2017-11-10,2092.15673828125
2017-11-13,2084.564208984375
2017-11-14,2041.4512939453125
2017-11-15,2031.1431884765625
2017-11-16,2023.5511474609375
2017-11-17,2034.486572265625
2017-11-20,1904.797119140625
2017-11-21,1986.7757568359375
2017-11-22,1962.46826171875
2017-11-23,1945.124755859375
2017-11-24,1945.05517578125
2017-11-27,1949.0252685546875
2017-11-28,1938.3687744140625
2017-11-29,1948.8861083984375
2017-11-30,1971.591796875
2017-12-01,1985.661376953125
2017-12-04,1939.0654296875
2017-12-05,1939.0654296875
2017-12-06,1920.7474365234375
2017-12-07,1902.1510009765625
2017-12-11,1914.0609130859375
2017-12-12,1930.9158935546875
2017-12-13,1948.1893310546875
2017-12-14,1952.089599609375
2017-12-15,2028.496337890625
2017-12-18,2154.70263671875
2017-12-19,2155.956298828125
2017-12-20,2128.30517578125
2017-12-21,2060.466064453125
2017-12-22,2099.53955078125
2017-12-26,2098.007568359375
2017-12-27,2113.261474609375
2017-12-28,2136.036376953125
2017-12-29,2138.7529296875
2018-01-02,2133.738037109375
2018-01-03,2157.00146484375
2018-01-04,2156.513671875
2018-01-05,2159.160400390625
2018-01-08,2056.217041015625
2018-01-09,2060.81396484375
2018-01-10,2059.560546875
2018-01-11,2076.62451171875
2018-01-12,2068.684814453125
2018-01-15,2074.535400390625
2018-01-17,2082.822998046875
2018-01-18,2101.3505859375
2018-01-19,2102.255615234375
2018-01-22,2086.9873046875
2018-01-23,2080.177978515625
2018-01-24,2052.02734375
2018-01-25,2063.118896484375
2018-01-26,2055.186767578125
2018-01-29,2067.471923828125
2018-01-30,2061.995849609375
2018-01-31,2067.051025390625
2018-02-01,2074.49169921875
2018-02-02,2056.87158203125
2018-02-05,2033.2139892578125
2018-02-06,2039.812744140625
2018-02-07,2061.92578125
2018-02-08,2061.50439453125
2018-02-09,2055.678466796875
2018-02-12,2073.22802734375
2018-02-13,2073.859375
2018-02-14,2052.940185546875
2018-02-15,2064.66357421875
2018-02-16,2078.774169921875
2018-02-19,2060.592041015625
2018-02-20,2063.189453125
2018-02-21,2070.20947265625
2018-02-22,2065.50634765625
2018-02-23,2068.032958984375
2018-02-26,2081.44140625
2018-02-27,2072.52587890625
2018-02-28,2065.0146484375
2018-03-01,2063.6806640625
2018-03-02,2065.50634765625
2018-03-05,2072.806396484375
2018-03-06,2069.57763671875
2018-03-07,2058.7666015625
2018-03-08,2072.456298828125
2018-03-09,2077.930908203125
2018-03-12,2077.720703125
2018-03-13,2067.401611328125
2018-03-14,2073.088134765625
2018-03-15,2063.750732421875
2018-03-16,2075.544677734375
2018-03-19,2070.701171875
2018-03-20,2076.80810546875
2018-03-21,2074.7724609375
2018-03-22,2064.59326171875
2018-03-23,2047.956298828125
2018-03-26,2029.563720703125
2018-03-27,2046.481689453125
2018-03-28,2074.98291015625
2018-03-29,2080.459228515625
2018-04-02,2053.08056640625
2018-04-03,2063.9619140625
2018-04-04,2067.822998046875
2018-04-05,2097.587646484375
2018-04-06,2101.02734375
2018-04-09,2103.343994140625
2018-04-10,2102.501220703125
2018-04-11,2111.066162109375
2018-04-12,2106.99462890625
2018-04-13,2140.33984375
2018-04-16,2145.46435546875
2018-04-17,2138.233642578125
2018-04-18,2133.249267578125
2018-04-19,2137.1806640625
2018-04-20,2155.081298828125
2018-04-23,2158.451171875
2018-04-24,2148.552978515625
2018-04-25,2136.127685546875
2018-04-26,2149.956787109375
2018-04-27,2140.409912109375
2018-04-30,2142.446044921875
2018-05-02,2123.351318359375
2018-05-03,2076.31689453125
2018-05-04,2080.9501953125
2018-05-07,2080.669189453125
2018-05-08,2034.3372802734375
2018-05-09,2049.0087890625
2018-05-10,2045.358642578125
2018-05-11,2025.2808837890625
2018-05-14,2007.3802490234375
2018-05-15,2020.5777587890625
2018-05-16,2029.423095703125
2018-05-17,2014.54052734375
2018-05-18,2012.1533203125
2018-05-22,2029.072265625
2018-05-23,2000.4302978515625
2018-05-24,2034.1607666015625
2018-05-25,2024.179443359375
2018-05-28,1988.9981689453125
2018-05-29,1929.39501953125
2018-05-30,1914.3876953125
2018-05-31,1931.72998046875
2018-06-01,1946.02978515625
2018-06-04,2002.58935546875
2018-06-05,1972.9288330078125
2018-06-06,1938.38427734375
2018-06-07,1901.787109375
2018-06-08,1930.59814453125
2018-06-11,1908.1580810546875
2018-06-12,1925.005615234375
2018-06-13,1927.8370361328125
2018-06-14,1898.1776123046875
2018-06-15,1926.066650390625
2018-06-18,1885.8603515625
2018-06-19,1858.5361328125
2018-06-20,1862.5706787109375
2018-06-21,1865.756591796875
2018-06-22,1868.3751220703125
2018-06-25,1810.754150390625
2018-06-26,1829.0885009765625
2018-06-27,1778.4041748046875
2018-06-28,1762.6893310546875
2018-06-29,1793.3402099609375
2018-07-03,1751.646484375
2018-07-04,1737.48876953125
2018-07-05,1743.2930908203125
2018-07-06,1744.5675048828125
2018-07-09,1743.2222900390625
2018-07-10,1763.96337890625
2018-07-11,1711.93408203125
2018-07-12,1699.82958984375
2018-07-13,1715.048828125
2018-07-17,1768.706298828125
2018-07-18,1814.0103759765625
2018-07-19,1825.8316650390625
2018-07-20,1860.2352294921875
2018-07-23,1878.781005859375
2018-07-24,1915.8740234375
2018-07-25,1883.0289306640625
2018-07-26,1884.1611328125
2018-07-27,1861.6505126953125
2018-07-30,1862.8536376953125
2018-07-31,1880.834228515625
2018-08-01,1892.2310791015625
2018-08-02,1880.47998046875
2018-08-03,1884.868896484375
2018-08-06,1852.306396484375
2018-08-07,1828.8048095703125
2018-08-08,1836.945556640625
2018-08-09,1835.176025390625
2018-08-10,1819.1776123046875
2018-08-13,1795.0390625
2018-08-14,1835.4591064453125
2018-08-16,1805.798828125
2018-08-17,1800.7020263671875
2018-08-20,1819.03662109375
2018-08-21,1834.1142578125
2018-08-22,1843.03369140625
2018-08-23,1866.8184814453125
2018-08-24,1885.2230224609375
2018-08-27,1878.2857666015625
2018-08-28,1891.8062744140625
2018-08-29,1881.6834716796875
2018-08-30,1820.1690673828125
2018-08-31,1856.5538330078125
2018-09-03,1833.33544921875
2018-09-04,1755.7523193359375
2018-09-05,1707.19140625
2018-09-06,1776.068115234375
2018-09-07,1835.5296630859375
2018-09-10,1875.808349609375
2018-09-11,1823.2127685546875
2018-09-12,1800.419189453125
2018-09-13,1811.53271484375
2018-09-14,1815.2137451171875
2018-09-20,1805.6573486328125
2018-09-21,1809.9046630859375
2018-09-24,1811.81640625
2018-09-25,1809.267822265625
2018-09-26,1808.5594482421875
2018-09-27,1807.0025634765625
2018-09-28,1812.38232421875
2018-10-01,1864.836181640625
2018-10-02,1864.76513671875
2018-10-03,1861.01318359375
2018-10-04,1859.52685546875
2018-10-05,1830.9998779296875
2018-10-08,1850.8905029296875
2018-10-09,1819.1776123046875
2018-10-10,1796.030029296875
2018-10-11,1765.5914306640625
2018-10-12,1764.0343017578125
2018-10-16,1747.1160888671875
2018-10-17,1783.925537109375
2018-10-18,1770.121826171875
2018-10-19,1746.266357421875
2018-10-22,1734.2235107421875
2018-10-23,1728.005126953125
2018-10-24,1759.16748046875
2018-10-25,1773.533447265625
2018-10-26,1762.2406005859375
2018-10-29,1752.7342529296875
2018-10-30,1693.6265869140625
2018-10-31,1719.5712890625
2018-11-05,1737.0821533203125
2018-11-06,1757.1661376953125
2018-11-07,1752.7342529296875
2018-11-08,1743.1568603515625
2018-11-09,1747.7313232421875
2018-11-12,1742.2281494140625
2018-11-13,1722.8587646484375
2018-11-14,1721.286376953125
2018-11-15,1732.9366455078125
2018-11-16,1719.499755859375
2018-11-19,1729.720458984375
2018-11-20,1697.9149169921875
2018-11-21,1692.4111328125
2018-11-22,1684.7640380859375
2018-11-23,1725.074951171875
2018-11-26,1709.279296875
2018-11-27,1665.894775390625
2018-11-28,1701.989013671875
2018-11-29,1703.346435546875
2018-11-30,1695.985107421875
2018-12-03,1719.213623046875
2018-12-04,1760.525146484375
2018-12-05,1802.694580078125
2018-12-06,1848.436767578125
2018-12-07,1860.802001953125
2018-12-10,1857.2999267578125
2018-12-11,1842.5045166015625
2018-12-12,1844.648681640625
2018-12-13,1824.0653076171875
2018-12-14,1829.0679931640625
2018-12-17,1795.68994140625
2018-12-18,1816.6312255859375
2018-12-19,1859.8013916015625
2018-12-20,1854.1552734375
2018-12-21,1827.4239501953125
2018-12-24,1824.7083740234375
2018-12-26,1847.5079345703125
2018-12-27,1843.0767822265625
2018-12-28,1854.44091796875
2019-01-02,1844.4345703125
2019-01-03,1817.27490234375
2019-01-04,1834.857421875
2019-01-07,1824.6365966796875
2019-01-08,1826.7095947265625
2019-01-09,1861.445068359375
2019-01-10,1851.0103759765625
2019-01-11,1844.57763671875
2019-01-14,1842.5760498046875
2019-01-15,1831.7835693359375
2019-01-16,1924.7708740234375
2019-01-17,1904.7576904296875
2019-01-18,1936.9207763671875
2019-01-21,1918.498779296875
2019-01-22,1889.080810546875
2019-01-23,1915.1820068359375
2019-01-24,1945.320556640625
2019-01-25,1938.83154296875
2019-01-28,1916.4801025390625
2019-01-29,1838.5372314453125
2019-01-30,1820.5833740234375
2019-01-31,1829.957275390625
2019-02-01,1801.8375244140625
2019-02-04,1795.34814453125
2019-02-05,1814.8153076171875
2019-02-06,1813.37353515625
2019-02-07,1811.8592529296875
2019-02-08,1809.768310546875
2019-02-11,1806.16357421875
2019-02-12,1802.558349609375
2019-02-13,1809.04736328125
2019-02-14,1798.95263671875
2019-02-15,1789.57958984375
2019-02-18,1796.2132568359375
2019-02-19,1791.5264892578125
2019-02-20,1792.4642333984375
2019-02-21,1786.7681884765625
2019-02-22,1795.34814453125
2019-02-25,1802.3419189453125
2019-02-26,1780.9273681640625
2019-02-27,1756.3408203125
2019-02-28,1770.11181640625
2019-03-01,1771.55419921875
2019-03-04,1738.45947265625
2019-03-05,1723.24560546875
2019-03-06,1726.8509521484375
2019-03-07,1730.4556884765625
2019-03-08,1705.9410400390625
2019-03-11,1719.6405029296875
2019-03-12,1741.2711181640625
2019-03-13,1759.2247314453125
2019-03-14,1773.71728515625
2019-03-15,1762.9742431640625
2019-03-18,1778.0435791015625
2019-03-19,1788.5704345703125
2019-03-20,1784.6768798828125
2019-03-21,1791.742919921875
2019-03-22,1786.6961669921875
2019-03-25,1780.9273681640625
2019-03-26,1784.5322265625
2019-03-27,1770.11181640625
2019-03-28,1767.1561279296875
2019-03-29,1791.742919921875
2019-04-01,1780.9273681640625
2019-04-02,1757.78271484375
2019-04-03,1762.829833984375
2019-04-04,1751.6541748046875
2019-04-05,1765.064453125
2019-04-08,1784.8931884765625
2019-04-09,1787.4169921875
2019-04-10,1788.137939453125
2019-04-11,1777.250244140625
2019-04-12,1780.783203125
2019-04-15,1780.9273681640625
2019-04-16,1786.6236572265625
2019-04-17,1784.3883056640625
