Date,BIIB
2015-08-03,324.3800048828125
2015-08-04,330.3800048828125
2015-08-05,335.4100036621094
2015-08-06,316.6000061035156
2015-08-07,309.0
2015-08-10,314.94000244140625
2015-08-11,314.8500061035156
2015-08-12,316.7300109863281
2015-08-13,313.9100036621094
2015-08-14,312.6099853515625
2015-08-17,316.0799865722656
2015-08-18,312.1300048828125
2015-08-19,315.82000732421875
2015-08-20,309.8999938964844
2015-08-21,295.6400146484375
2015-08-24,278.3500061035156
2015-08-25,281.75
2015-08-26,298.25
2015-08-27,304.489990234375
2015-08-28,303.69000244140625
2015-08-31,297.29998779296875
2015-09-01,292.5
2015-09-02,304.2099914550781
2015-09-03,301.6300048828125
2015-09-04,302.260009765625
2015-09-08,308.739990234375
2015-09-09,303.4800109863281
2015-09-10,312.6199951171875
2015-09-11,315.3699951171875
2015-09-14,316.2300109863281
2015-09-15,319.8599853515625
2015-09-16,319.55999755859375
2015-09-17,325.29998779296875
2015-09-18,314.6700134277344
2015-09-21,297.1600036621094
2015-09-22,299.05999755859375
2015-09-23,298.3399963378906
2015-09-24,293.010009765625
2015-09-25,284.7900085449219
2015-09-28,272.2799987792969
2015-09-29,278.2300109863281
2015-09-30,291.80999755859375
2015-10-01,287.29998779296875
2015-10-02,290.3500061035156
2015-10-05,286.54998779296875
2015-10-06,275.989990234375
2015-10-07,279.239990234375
2015-10-08,279.8800048828125
2015-10-09,269.1600036621094
2015-10-12,264.6700134277344
2015-10-13,256.0400085449219
2015-10-14,256.7900085449219
2015-10-15,268.4100036621094
2015-10-16,272.3699951171875
2015-10-19,273.0199890136719
2015-10-20,265.80999755859375
2015-10-21,276.3399963378906
2015-10-22,276.8299865722656
2015-10-23,276.989990234375
2015-10-26,274.6000061035156
2015-10-27,290.6300048828125
2015-10-28,293.69000244140625
2015-10-29,293.7200012207031
2015-10-30,290.510009765625
2015-11-02,303.0799865722656
2015-11-03,299.1400146484375
2015-11-04,296.57000732421875
2015-11-05,293.0299987792969
2015-11-06,295.3500061035156
2015-11-09,293.3999938964844
2015-11-10,297.2200012207031
2015-11-11,293.8900146484375
2015-11-12,291.3299865722656
2015-11-13,284.8399963378906
2015-11-16,283.5299987792969
2015-11-17,279.489990234375
2015-11-18,291.9800109863281
2015-11-19,289.44000244140625
2015-11-20,290.1600036621094
2015-11-23,294.25
2015-11-24,289.1499938964844
2015-11-25,292.29998779296875
2015-11-27,293.2099914550781
2015-11-30,286.8599853515625
2015-12-01,290.0400085449219
2015-12-02,284.9599914550781
2015-12-03,275.44000244140625
2015-12-04,284.45001220703125
2015-12-07,281.6300048828125
2015-12-08,288.4599914550781
2015-12-09,284.6099853515625
2015-12-10,289.8800048828125
2015-12-11,283.4599914550781
2015-12-14,282.3900146484375
2015-12-15,289.1099853515625
2015-12-16,299.2900085449219
2015-12-17,297.1700134277344
2015-12-18,293.3699951171875
2015-12-21,297.55999755859375
2015-12-22,300.7699890136719
2015-12-23,300.19000244140625
2015-12-24,302.2900085449219
2015-12-28,303.8399963378906
2015-12-29,309.6700134277344
2015-12-30,308.3399963378906
2015-12-31,306.3500061035156
2016-01-04,294.6199951171875
2016-01-05,296.70001220703125
2016-01-06,293.67999267578125
2016-01-07,284.010009765625
2016-01-08,280.5899963378906
2016-01-11,278.5400085449219
2016-01-12,278.6700134277344
2016-01-13,267.25
2016-01-14,280.57000732421875
2016-01-15,273.3299865722656
2016-01-19,269.8500061035156
2016-01-20,269.3500061035156
2016-01-21,262.0799865722656
2016-01-22,268.9200134277344
2016-01-25,262.1000061035156
2016-01-26,259.8699951171875
2016-01-27,273.260009765625
2016-01-28,265.9599914550781
2016-01-29,273.05999755859375
2016-02-01,273.45001220703125
2016-02-02,266.05999755859375
2016-02-03,270.42999267578125
2016-02-04,273.2699890136719
2016-02-05,263.8599853515625
2016-02-08,250.77000427246094
2016-02-09,249.99000549316406
2016-02-10,252.1999969482422
2016-02-11,245.11000061035156
2016-02-12,247.22000122070312
2016-02-16,256.5199890136719
2016-02-17,265.6300048828125
2016-02-18,259.04998779296875
2016-02-19,261.3999938964844
2016-02-22,265.8299865722656
2016-02-23,258.989990234375
2016-02-24,257.2200012207031
2016-02-25,262.3500061035156
2016-02-26,264.489990234375
2016-02-29,259.4200134277344
2016-03-01,270.8999938964844
2016-03-02,273.6600036621094
2016-03-03,268.6400146484375
2016-03-04,263.94000244140625
2016-03-07,269.5199890136719
2016-03-08,261.2799987792969
2016-03-09,255.66000366210938
2016-03-10,251.97000122070312
2016-03-11,259.739990234375
2016-03-14,257.7699890136719
2016-03-15,250.3300018310547
2016-03-16,250.83999633789062
2016-03-17,246.30999755859375
2016-03-18,250.77999877929688
2016-03-21,256.04998779296875
2016-03-22,259.4200134277344
2016-03-23,255.24000549316406
2016-03-24,254.69000244140625
2016-03-28,251.75999450683594
2016-03-29,254.67999267578125
2016-03-30,254.17999267578125
2016-03-31,260.32000732421875
2016-04-01,260.5400085449219
2016-04-04,264.010009765625
2016-04-05,265.6199951171875
2016-04-06,279.57000732421875
2016-04-07,273.0400085449219
2016-04-08,270.8299865722656
2016-04-11,265.19000244140625
2016-04-12,267.6099853515625
2016-04-13,271.7300109863281
2016-04-14,270.55999755859375
2016-04-15,268.5
2016-04-18,272.9200134277344
2016-04-19,271.0
2016-04-20,265.8900146484375
2016-04-21,279.6000061035156
2016-04-22,282.70001220703125
2016-04-25,284.8500061035156
2016-04-26,281.70001220703125
2016-04-27,280.05999755859375
2016-04-28,281.0799865722656
2016-04-29,274.989990234375
2016-05-02,273.69000244140625
2016-05-03,273.7099914550781
2016-05-04,263.1199951171875
2016-05-05,264.6199951171875
2016-05-06,263.6099853515625
2016-05-09,270.1700134277344
2016-05-10,273.2699890136719
2016-05-11,267.25
2016-05-12,262.7099914550781
2016-05-13,262.0299987792969
2016-05-16,266.260009765625
2016-05-17,263.5199890136719
2016-05-18,264.2900085449219
2016-05-19,258.7200012207031
2016-05-20,263.6600036621094
2016-05-23,264.8500061035156
2016-05-24,272.94000244140625
2016-05-25,279.70001220703125
2016-05-26,282.0
2016-05-27,282.7900085449219
2016-05-31,289.7300109863281
2016-06-01,286.82000732421875
2016-06-02,289.7300109863281
2016-06-03,290.2300109863281
2016-06-06,289.8399963378906
2016-06-07,252.86000061035156
2016-06-08,254.1699981689453
2016-06-09,250.4600067138672
2016-06-10,246.1300048828125
2016-06-13,244.35000610351562
2016-06-14,241.6999969482422
2016-06-15,238.91000366210938
2016-06-16,242.19000244140625
2016-06-17,238.2100067138672
2016-06-20,237.38999938964844
2016-06-21,233.0
2016-06-22,234.60000610351562
2016-06-23,238.6199951171875
2016-06-24,229.02000427246094
2016-06-27,224.60000610351562
2016-06-28,228.52000427246094
2016-06-29,238.91000366210938
2016-06-30,241.82000732421875
2016-07-01,245.05999755859375
2016-07-05,242.02999877929688
2016-07-06,247.47999572753906
2016-07-07,247.27000427246094
2016-07-08,251.3000030517578
2016-07-11,252.5399932861328
2016-07-12,253.36000061035156
2016-07-13,251.19000244140625
2016-07-14,252.8699951171875
2016-07-15,260.29998779296875
2016-07-18,261.5
2016-07-19,259.82000732421875
2016-07-20,262.4100036621094
2016-07-21,282.45001220703125
2016-07-22,287.7799987792969
2016-07-25,287.3500061035156
2016-07-26,287.0400085449219
2016-07-27,288.3500061035156
2016-07-28,289.0299987792969
2016-07-29,289.92999267578125
2016-08-01,301.8299865722656
2016-08-02,330.1099853515625
2016-08-03,321.3399963378906
2016-08-04,314.55999755859375
2016-08-05,315.9599914550781
2016-08-08,313.6499938964844
2016-08-09,314.4200134277344
2016-08-10,308.8699951171875
2016-08-11,314.489990234375
2016-08-12,313.94000244140625
2016-08-15,313.3900146484375
2016-08-16,313.4200134277344
2016-08-17,313.82000732421875
2016-08-18,313.3800048828125
2016-08-19,316.80999755859375
2016-08-22,316.80999755859375
2016-08-23,318.1700134277344
2016-08-24,309.3299865722656
2016-08-25,306.8500061035156
2016-08-26,308.1700134277344
2016-08-29,306.1300048828125
2016-08-30,307.8599853515625
2016-08-31,305.6300048828125
2016-09-01,306.0299987792969
2016-09-02,313.5899963378906
2016-09-06,310.6700134277344
2016-09-07,312.29998779296875
2016-09-08,307.7300109863281
2016-09-09,296.1000061035156
2016-09-12,302.6600036621094
2016-09-13,297.4100036621094
2016-09-14,299.7900085449219
2016-09-15,302.82000732421875
2016-09-16,304.510009765625
2016-09-19,303.5
2016-09-20,307.04998779296875
2016-09-21,312.0
2016-09-22,314.80999755859375
2016-09-23,312.5799865722656
2016-09-26,309.82000732421875
2016-09-27,314.5299987792969
2016-09-28,310.54998779296875
2016-09-29,305.7799987792969
2016-09-30,313.0299987792969
2016-10-03,311.5899963378906
2016-10-04,311.4800109863281
2016-10-05,309.70001220703125
2016-10-06,305.989990234375
2016-10-07,305.5899963378906
2016-10-10,304.5899963378906
2016-10-11,298.29998779296875
2016-10-12,291.8800048828125
2016-10-13,294.4100036621094
2016-10-14,290.5
2016-10-17,291.6700134277344
2016-10-18,295.04998779296875
2016-10-19,295.1400146484375
2016-10-20,299.6600036621094
2016-10-21,290.6499938964844
2016-10-24,290.7799987792969
2016-10-25,286.0
2016-10-26,296.4599914550781
2016-10-27,290.8900146484375
2016-10-28,283.6400146484375
2016-10-31,280.17999267578125
2016-11-01,282.55999755859375
2016-11-02,277.260009765625
2016-11-03,273.489990234375
2016-11-04,277.0
2016-11-07,295.6199951171875
2016-11-08,295.6000061035156
2016-11-09,319.8599853515625
2016-11-10,324.3999938964844
2016-11-11,319.17999267578125
2016-11-14,321.489990234375
2016-11-15,322.5799865722656
2016-11-16,317.6499938964844
2016-11-17,319.29998779296875
2016-11-18,317.0
2016-11-21,318.32000732421875
2016-11-22,318.1099853515625
2016-11-23,305.92999267578125
2016-11-25,305.20001220703125
2016-11-28,303.7799987792969
2016-11-29,302.7699890136719
2016-11-30,294.07000732421875
2016-12-01,295.7799987792969
2016-12-02,297.19000244140625
2016-12-05,290.2200012207031
2016-12-06,291.1600036621094
2016-12-07,285.29998779296875
2016-12-08,289.5400085449219
2016-12-09,287.7699890136719
2016-12-12,286.489990234375
2016-12-13,287.3800048828125
2016-12-14,286.25
2016-12-15,286.9700012207031
2016-12-16,286.3999938964844
2016-12-19,278.7699890136719
2016-12-20,285.5899963378906
2016-12-21,283.1099853515625
2016-12-22,283.07000732421875
2016-12-23,287.5299987792969
