Date,HER.MI
2015-08-24,1.5021554231643677
2015-08-25,1.5524601936340332
2015-08-26,1.5566520690917969
2015-08-27,1.5915859937667847
2015-08-28,1.5873939990997314
2015-08-31,1.5929834842681885
2015-09-01,1.5608441829681396
2015-09-02,1.562241554260254
2015-09-03,1.5873939990997314
2015-09-04,1.5720231533050537
2015-09-07,1.5804070234298706
2015-09-08,1.6027647256851196
2015-09-09,1.5971755981445312
2015-09-10,1.6055597066879272
2015-09-11,1.6055597066879272
2015-09-14,1.601367473602295
2015-09-15,1.6027647256851196
2015-09-16,1.6418906450271606
2015-09-17,1.6404932737350464
2015-09-18,1.6572614908218384
2015-09-21,1.6418906450271606
2015-09-22,1.5943807363510132
2015-09-23,1.6139438152313232
2015-09-24,1.6139438152313232
2015-09-25,1.6293144226074219
2015-09-28,1.6083543300628662
2015-09-29,1.6111488342285156
2015-09-30,1.6223278045654297
2015-10-01,1.6139438152313232
2015-10-02,1.6307122707366943
2015-10-05,1.6446857452392578
2015-10-06,1.6335066556930542
2015-10-07,1.6516724824905396
2015-10-08,1.6614536046981812
2015-10-09,1.6432881355285645
2015-10-12,1.6418906450271606
2015-10-13,1.662851333618164
2015-10-14,1.660056233406067
2015-10-15,1.690798044204712
2015-10-16,1.7019767761230469
2015-10-19,1.7103610038757324
2015-10-20,1.7103610038757324
2015-10-21,1.6935927867889404
2015-10-22,1.685208797454834
2015-10-23,1.682414174079895
2015-10-26,1.6782218217849731
2015-10-27,1.665645956993103
2015-10-28,1.6838114261627197
2015-10-29,1.6684406995773315
2015-10-30,1.6698379516601562
2015-11-02,1.7005795240402222
2015-11-03,1.6866060495376587
2015-11-04,1.685208797454834
2015-11-05,1.6991820335388184
2015-11-06,1.6921954154968262
2015-11-09,1.6768244504928589
2015-11-10,1.6572614908218384
2015-11-11,1.671235203742981
2015-11-12,1.6586593389511108
2015-11-13,1.6698379516601562
2015-11-16,1.6754273176193237
2015-11-17,1.6866060495376587
2015-11-18,1.6768244504928589
2015-11-19,1.688003420829773
2015-11-20,1.688003420829773
2015-11-23,1.690798044204712
2015-11-24,1.6418906450271606
2015-11-25,1.6698379516601562
2015-11-26,1.6768244504928589
2015-11-27,1.682414174079895
2015-11-30,1.6768244504928589
2015-12-01,1.6866060495376587
2015-12-02,1.7061690092086792
2015-12-03,1.6740297079086304
2015-12-04,1.685208797454834
2015-12-07,1.7061690092086792
2015-12-08,1.6977849006652832
2015-12-09,1.7117582559585571
2015-12-10,1.7187453508377075
2015-12-11,1.690798044204712
2015-12-14,1.6977849006652832
2015-12-15,1.7033745050430298
2015-12-16,1.6782218217849731
2015-12-17,1.7117582559585571
2015-12-18,1.7019767761230469
2015-12-21,1.6782218217849731
2015-12-22,1.662851333618164
2015-12-23,1.6558642387390137
2015-12-28,1.6614536046981812
2015-12-29,1.7019767761230469
2015-12-30,1.7117582559585571
2015-12-31,1.7117582559585571
2016-01-04,1.7075663805007935
2016-01-05,1.7089637517929077
2016-01-06,1.7061690092086792
2016-01-07,1.7103610038757324
2016-01-08,1.688003420829773
2016-01-11,1.7257322072982788
2016-01-12,1.7914077043533325
2016-01-13,1.7942023277282715
2016-01-14,1.7704474925994873
2016-01-15,1.746692419052124
2016-01-18,1.7033745050430298
2016-01-19,1.773242473602295
2016-01-20,1.7494871616363525
2016-01-21,1.7662556171417236
2016-01-22,1.8053815364837646
2016-01-25,1.7900104522705078
2016-01-26,1.8039840459823608
2016-01-27,1.8347258567810059
2016-01-28,1.8165596723556519
2016-01-29,1.8025864362716675
2016-02-01,1.8486990928649902
2016-02-02,1.855685830116272
2016-02-03,1.8403149843215942
2016-02-04,1.8235466480255127
2016-02-05,1.8291362524032593
2016-02-08,1.7285268306732178
2016-02-09,1.741102933883667
2016-02-10,1.7592685222625732
2016-02-11,1.6991820335388184
2016-02-12,1.7550766468048096
2016-02-15,1.795599341392517
2016-02-16,1.7830238342285156
2016-02-17,1.7942023277282715
2016-02-18,1.7914077043533325
2016-02-19,1.7760366201400757
2016-02-22,1.8235466480255127
2016-02-23,1.7983943223953247
2016-02-24,1.8011890649795532
2016-02-25,1.8207520246505737
2016-02-26,1.8305332660675049
2016-02-29,1.8165596723556519
2016-03-01,1.7886128425598145
2016-03-02,1.7648580074310303
2016-03-03,1.7452949285507202
2016-03-04,1.7397058010101318
2016-03-07,1.7299243211746216
2016-03-08,1.7438979148864746
2016-03-09,1.7327189445495605
2016-03-10,1.763460636138916
2016-03-11,1.7788312435150146
2016-03-14,1.7606656551361084
2016-03-15,1.795599341392517
2016-03-16,1.7746394872665405
2016-03-17,1.7969970703125
2016-03-18,1.8375202417373657
2016-03-21,1.8109705448150635
2016-03-22,1.7969970703125
2016-03-23,1.8235466480255127
2016-03-24,1.8570830821990967
2016-03-29,1.8431100845336914
2016-03-30,1.8431100845336914
2016-03-31,1.8347258567810059
2016-04-01,1.8291362524032593
2016-04-04,1.8347258567810059
2016-04-05,1.8235466480255127
2016-04-06,1.7592685222625732
2016-04-07,1.7676527500152588
2016-04-08,1.7648580074310303
2016-04-11,1.7746394872665405
2016-04-12,1.773242473602295
2016-04-13,1.773242473602295
2016-04-14,1.7816259860992432
2016-04-15,1.7676527500152588
2016-04-18,1.7676527500152588
2016-04-19,1.7872157096862793
2016-04-20,1.7774341106414795
2016-04-21,1.746692419052124
2016-04-22,1.746692419052124
2016-04-25,1.7760366201400757
2016-04-26,1.7802289724349976
2016-04-27,1.808176040649414
2016-04-28,1.8025864362716675
2016-04-29,1.8347258567810059
2016-05-02,1.8235466480255127
2016-05-03,1.7914077043533325
2016-05-04,1.8095731735229492
2016-05-05,1.808176040649414
2016-05-06,1.8095731735229492
2016-05-09,1.8235466480255127
2016-05-10,1.8207520246505737
2016-05-11,1.7872157096862793
2016-05-12,1.7928050756454468
2016-05-13,1.795599341392517
2016-05-16,1.8095731735229492
2016-05-17,1.7844210863113403
2016-05-18,1.7886128425598145
2016-05-19,1.7564737796783447
2016-05-20,1.7480899095535278
2016-05-23,1.7830238342285156
2016-05-24,1.8011890649795532
2016-05-25,1.8095731735229492
2016-05-26,1.8263415098190308
2016-05-27,1.8305332660675049
2016-05-30,1.8459043502807617
2016-05-31,1.8165596723556519
2016-06-01,1.8319309949874878
2016-06-02,1.8445069789886475
2016-06-03,1.8375202417373657
2016-06-06,1.822149634361267
2016-06-07,1.833328127861023
2016-06-08,1.8249443769454956
2016-06-09,1.8235466480255127
2016-06-10,1.8137654066085815
2016-06-13,1.7620635032653809
2016-06-14,1.7313214540481567
2016-06-15,1.7425004243850708
2016-06-16,1.7117582559585571
2016-06-17,1.7676527500152588
2016-06-20,1.7575103044509888
2016-06-21,1.77344810962677
2016-06-22,1.7401237487792969
2016-06-23,1.758959174156189
2016-06-24,1.7039012908935547
2016-06-27,1.6734741926193237
2016-06-28,1.7096967697143555
2016-06-29,1.7386747598648071
2016-06-30,1.7806928157806396
2016-07-01,1.8343018293380737
2016-07-04,1.8082218170166016
2016-07-05,1.8111196756362915
2016-07-06,1.7850391864776611
2016-07-07,1.7792439460754395
2016-07-08,1.727083444595337
2016-07-11,1.7604082822799683
2016-07-12,1.7459194660186768
2016-07-13,1.7386747598648071
2016-07-14,1.7705504894256592
2016-07-15,1.7662036418914795
2016-07-18,1.7618569135665894
2016-07-19,1.7691013813018799
2016-07-20,1.7748973369598389
2016-07-21,1.7748973369598389
2016-07-22,1.7850391864776611
2016-07-25,1.77344810962677
2016-07-26,1.7618569135665894
